window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
T3_back17,V_strength,P_south_band_share_18_24,old_v1,old_v1,4,-0.3025851680453209,0.3025851680453209,0.0149850149850149,0.0588697017268445,stable_lag_dominant,False,False,south_p_target
T3_back17,V_strength,P_spread_lat,old_v1,old_v1,4,0.2979710202518076,0.2979710202518076,0.0099900099900099,0.0445500445500445,stable_lag_dominant,False,False,old_or_unlabeled
T3_back17,V_strength,P_north_band_share_35_45,old_v1,old_v1,4,0.3090067598360268,0.3090067598360268,0.0089910089910089,0.0445500445500445,stable_lag_dominant,False,False,old_or_unlabeled
T3_back17,V_strength,P_total_centroid_lat_10_50,old_v1,old_v1,3,0.3274680690637931,0.3274680690637931,0.0059940059940059,0.0380388841927303,stable_lag_dominant,False,False,old_or_unlabeled
T3_back17,V_strength,P_south_10_25_mean,old_v1,new_v1_1,3,-0.3336994858419584,0.3336994858419584,0.0039960039960039,0.0347021399652978,stable_lag_dominant,False,True,south_p_target
T3_back17,V_strength,P_south_minus_main,old_v1,new_v1_1,2,-0.3192841848758431,0.3192841848758431,0.0089910089910089,0.0445500445500445,stable_lag_dominant,False,True,south_p_target;main_p_target
T3_back17,V_strength,P_south_plus_highlat_minus_main,old_v1,new_v1_1,3,-0.2854971998220666,0.2854971998220666,0.0169830169830169,0.0631283610007014,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
T3_back17,V_NS_diff,P_south_band_share_18_24,old_v1,old_v1,2,-0.4303188893246819,0.4303188893246819,0.0009990009990009,0.0164835164835164,stable_lag_dominant,False,False,south_p_target
T3_back17,V_NS_diff,P_main_minus_south,old_v1,old_v1,1,0.3302817372494656,0.3302817372494656,0.0049950049950049,0.0380388841927303,stable_lag_dominant,False,False,south_p_target;main_p_target
T3_back17,V_NS_diff,P_spread_lat,old_v1,old_v1,3,0.4471172575500743,0.4471172575500743,0.0009990009990009,0.0164835164835164,stable_lag_dominant,False,False,old_or_unlabeled
T3_back17,V_NS_diff,P_north_band_share_35_45,old_v1,old_v1,2,0.358415808608701,0.358415808608701,0.0039960039960039,0.0347021399652978,stable_lag_dominant,False,False,old_or_unlabeled
T3_back17,V_pos_centroid_lat_recomputed,P_north_minus_main_35_45,new_v1_1,old_v1,3,0.2872701314513414,0.2872701314513414,0.0099900099900099,0.0445500445500445,stable_lag_dominant,True,False,main_p_target
T3_back17,V_pos_centroid_lat_recomputed,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.3567465009797006,0.3567465009797006,0.0009990009990009,0.0164835164835164,stable_lag_dominant,True,True,highlat_p_target
T3_back17,V_pos_centroid_lat_recomputed,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.3129731648114648,0.3129731648114648,0.0059940059940059,0.0380388841927303,stable_lag_dominant,True,True,highlat_p_target
T3_back17,V_highlat_35_55_mean,P_north_minus_main_35_45,new_v1_1,old_v1,3,0.3152594153166043,0.3152594153166043,0.0059940059940059,0.0380388841927303,stable_lag_dominant,True,False,main_p_target
T3_back17,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.5185395503186937,0.5185395503186937,0.0009990009990009,0.0164835164835164,stable_lag_dominant,True,True,highlat_p_target
T3_back17,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.4282690435132523,0.4282690435132523,0.0009990009990009,0.0164835164835164,stable_lag_dominant,True,True,highlat_p_target
T3_back17,V_high_minus_low_35_55_minus_20_30,P_south_band_share_18_24,new_v1_1,old_v1,4,0.3209944184152087,0.3209944184152087,0.0139860139860139,0.0562851782363977,stable_lag_dominant,True,False,boundary_or_latband_v;south_p_target
T3_back17,V_high_minus_low_35_55_minus_20_30,P_highlat_minus_main,new_v1_1,new_v1_1,2,0.3363280198973158,0.3363280198973158,0.0029970029970029,0.0329670329670329,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target;main_p_target
