window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,target_name,phase_group,phase_group_size,years_in_phase_group,group_role,targeted_best_direction,targeted_best_prob,targeted_order_level
W113,P,V,116.0,111.0,-5.0,-5.0,-10.0,2.0,0.066,0.9,0.034,B_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,P,H,116.0,113.0,-3.0,-3.0,-7.0,2.0,0.038,0.95,0.012,B_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,P,Je,116.0,115.0,-1.0,-1.0,-3.0,5.0,0.162,0.558,0.28,B_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,P,Jw,116.0,115.0,-1.0,-2.0,-9.0,3.0,0.182,0.708,0.11,B_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,V,H,111.0,113.0,2.0,2.0,-4.524999999999999,8.0,0.698,0.2,0.102,A_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,V,Je,111.0,115.0,4.0,5.0,-3.0,10.0,0.874,0.09,0.036,A_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,V,Jw,111.0,115.0,4.0,3.0,-8.0,11.0,0.734,0.202,0.064,A_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,H,Je,113.0,115.0,2.0,2.0,0.0,6.0,0.914,0.022,0.064,A_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,H,Jw,113.0,115.0,2.0,1.0,-6.524999999999999,5.0,0.628,0.25,0.122,A_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W113,Je,Jw,115.0,115.0,0.0,-1.0,-10.0,4.0,0.232,0.63,0.138,B_peak_earlier_tendency,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
