window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W113,P,V,2.0,1.0,2.0,4.0,-5.0,-5.0,-10.0,2.0,0.118,0.204,0.4,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,P,H,2.0,1.0,2.0,4.0,-3.0,-3.0,-7.0,2.0,0.086,0.332,0.826,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,P,Je,2.0,1.0,2.0,4.0,-1.0,-1.0,-3.0,5.0,0.666,0.856,0.956,synchrony_tendency,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,P,Jw,2.0,1.0,2.0,4.0,-1.0,-2.0,-9.0,3.0,0.33,0.498,0.762,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,V,H,2.0,1.0,2.0,4.0,2.0,2.0,-4.524999999999999,8.0,0.294,0.55,0.794,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,V,Je,2.0,1.0,2.0,4.0,4.0,5.0,-3.0,10.0,0.114,0.18,0.452,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,V,Jw,2.0,1.0,2.0,4.0,4.0,3.0,-8.0,11.0,0.17,0.304,0.588,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,H,Je,2.0,1.0,2.0,4.0,2.0,2.0,0.0,6.0,0.248,0.508,0.89,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,H,Jw,2.0,1.0,2.0,4.0,2.0,1.0,-6.524999999999999,5.0,0.39,0.612,0.906,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,2.0,1.0,2.0,4.0,0.0,-1.0,-10.0,4.0,0.39,0.596,0.798,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_high,15,1979;1982;1983;1988;1994;1995;1996;1998;1999;2002;2006;2008;2016;2019;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W113,P,V,2.0,1.0,2.0,4.099999999999909,10.0,7.0,-2.0,15.0,0.158,0.202,0.312,synchrony_indeterminate,normal,W113_H_earlier_minus_Je_earlier,target_mode_low,15,1981;1985;1986;1989;1990;1992;1997;2003;2004;2009;2010;2011;2012;2014;2018,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
