row_index,loo_pattern_corr,loo_status,window_id,target_name
0,0.9983160200371031,ok,W113,W113_Je_earlier_minus_Jw_earlier
1,0.9973221983908528,ok,W113,W113_Je_earlier_minus_Jw_earlier
2,0.9992089540263505,ok,W113,W113_Je_earlier_minus_Jw_earlier
3,0.9835280300654428,ok,W113,W113_Je_earlier_minus_Jw_earlier
4,0.9862365790367944,ok,W113,W113_Je_earlier_minus_Jw_earlier
5,0.9985436114001975,ok,W113,W113_Je_earlier_minus_Jw_earlier
6,0.9999913367095946,ok,W113,W113_Je_earlier_minus_Jw_earlier
7,0.978572459984186,ok,W113,W113_Je_earlier_minus_Jw_earlier
8,0.9887284549843757,ok,W113,W113_Je_earlier_minus_Jw_earlier
9,0.9961639174515018,ok,W113,W113_Je_earlier_minus_Jw_earlier
10,0.9931871042256915,ok,W113,W113_Je_earlier_minus_Jw_earlier
11,0.9948394047329868,ok,W113,W113_Je_earlier_minus_Jw_earlier
12,0.9999903298293207,ok,W113,W113_Je_earlier_minus_Jw_earlier
13,0.9995724979152041,ok,W113,W113_Je_earlier_minus_Jw_earlier
14,0.9943795673007157,ok,W113,W113_Je_earlier_minus_Jw_earlier
15,0.9984811769718689,ok,W113,W113_Je_earlier_minus_Jw_earlier
16,0.9991701804377687,ok,W113,W113_Je_earlier_minus_Jw_earlier
17,0.9999828167676308,ok,W113,W113_Je_earlier_minus_Jw_earlier
18,0.9933472136862889,ok,W113,W113_Je_earlier_minus_Jw_earlier
19,0.9415016902564963,ok,W113,W113_Je_earlier_minus_Jw_earlier
20,0.9983890999695066,ok,W113,W113_Je_earlier_minus_Jw_earlier
21,0.9569102334894364,ok,W113,W113_Je_earlier_minus_Jw_earlier
22,0.9982519624480132,ok,W113,W113_Je_earlier_minus_Jw_earlier
23,0.9999903080684158,ok,W113,W113_Je_earlier_minus_Jw_earlier
24,0.9953110326467869,ok,W113,W113_Je_earlier_minus_Jw_earlier
25,0.9999778335826375,ok,W113,W113_Je_earlier_minus_Jw_earlier
26,0.9865494482776751,ok,W113,W113_Je_earlier_minus_Jw_earlier
27,0.9136638896141684,ok,W113,W113_Je_earlier_minus_Jw_earlier
28,0.9997373815001959,ok,W113,W113_Je_earlier_minus_Jw_earlier
29,0.998104141817962,ok,W113,W113_Je_earlier_minus_Jw_earlier
30,0.9963911383491881,ok,W113,W113_Je_earlier_minus_Jw_earlier
31,0.9883431991066934,ok,W113,W113_Je_earlier_minus_Jw_earlier
32,0.9953041953217995,ok,W113,W113_Je_earlier_minus_Jw_earlier
33,0.9972599377263957,ok,W113,W113_Je_earlier_minus_Jw_earlier
34,0.9854758754804015,ok,W113,W113_Je_earlier_minus_Jw_earlier
35,0.993972513626175,ok,W113,W113_Je_earlier_minus_Jw_earlier
36,0.9913002128446208,ok,W113,W113_Je_earlier_minus_Jw_earlier
37,0.9794893831604955,ok,W113,W113_Je_earlier_minus_Jw_earlier
38,0.9826617265779712,ok,W113,W113_Je_earlier_minus_Jw_earlier
39,0.9999997425632196,ok,W113,W113_Je_earlier_minus_Jw_earlier
40,0.9965562310091719,ok,W113,W113_Je_earlier_minus_Jw_earlier
41,0.9844010764372524,ok,W113,W113_Je_earlier_minus_Jw_earlier
42,0.9996662380288212,ok,W113,W113_Je_earlier_minus_Jw_earlier
43,0.9916445226719353,ok,W113,W113_Je_earlier_minus_Jw_earlier
44,0.9925007317673992,ok,W113,W113_Je_earlier_minus_Jw_earlier
0,0.992000451650769,ok,W113,W113_P_earlier_minus_V_earlier
1,0.9973067888206655,ok,W113,W113_P_earlier_minus_V_earlier
2,0.9907641316946196,ok,W113,W113_P_earlier_minus_V_earlier
3,0.9918305068171706,ok,W113,W113_P_earlier_minus_V_earlier
4,0.9949383475291087,ok,W113,W113_P_earlier_minus_V_earlier
5,0.9993900223826087,ok,W113,W113_P_earlier_minus_V_earlier
6,0.9978207196440954,ok,W113,W113_P_earlier_minus_V_earlier
7,0.9992021292251826,ok,W113,W113_P_earlier_minus_V_earlier
8,0.9998557053933659,ok,W113,W113_P_earlier_minus_V_earlier
9,0.9990923955570643,ok,W113,W113_P_earlier_minus_V_earlier
10,0.9901558294223941,ok,W113,W113_P_earlier_minus_V_earlier
11,0.9996562144484997,ok,W113,W113_P_earlier_minus_V_earlier
12,0.9770167297998593,ok,W113,W113_P_earlier_minus_V_earlier
13,0.9459915371766617,ok,W113,W113_P_earlier_minus_V_earlier
14,0.9991133753316025,ok,W113,W113_P_earlier_minus_V_earlier
15,0.9998976710873565,ok,W113,W113_P_earlier_minus_V_earlier
16,0.981601441443437,ok,W113,W113_P_earlier_minus_V_earlier
17,0.9875417376400542,ok,W113,W113_P_earlier_minus_V_earlier
18,0.9959714436416595,ok,W113,W113_P_earlier_minus_V_earlier
19,0.999999402966164,ok,W113,W113_P_earlier_minus_V_earlier
20,0.9999937772462365,ok,W113,W113_P_earlier_minus_V_earlier
21,0.9991712673435887,ok,W113,W113_P_earlier_minus_V_earlier
22,0.9992190926407412,ok,W113,W113_P_earlier_minus_V_earlier
23,0.9921562272738059,ok,W113,W113_P_earlier_minus_V_earlier
24,0.995235055198399,ok,W113,W113_P_earlier_minus_V_earlier
25,0.971186785532925,ok,W113,W113_P_earlier_minus_V_earlier
26,0.9999739380645882,ok,W113,W113_P_earlier_minus_V_earlier
27,0.9924276750013413,ok,W113,W113_P_earlier_minus_V_earlier
28,0.9966458511160455,ok,W113,W113_P_earlier_minus_V_earlier
29,0.9938934970220054,ok,W113,W113_P_earlier_minus_V_earlier
30,0.9981095580654082,ok,W113,W113_P_earlier_minus_V_earlier
31,0.9769540843708321,ok,W113,W113_P_earlier_minus_V_earlier
32,0.9974384038445598,ok,W113,W113_P_earlier_minus_V_earlier
33,0.99519209788655,ok,W113,W113_P_earlier_minus_V_earlier
34,0.9985782191857377,ok,W113,W113_P_earlier_minus_V_earlier
35,0.9999981724240472,ok,W113,W113_P_earlier_minus_V_earlier
36,0.9999534036411157,ok,W113,W113_P_earlier_minus_V_earlier
37,0.9998754580039197,ok,W113,W113_P_earlier_minus_V_earlier
38,0.9996051062678984,ok,W113,W113_P_earlier_minus_V_earlier
39,0.9941084976973367,ok,W113,W113_P_earlier_minus_V_earlier
40,0.9999815494116443,ok,W113,W113_P_earlier_minus_V_earlier
41,0.9853644755214888,ok,W113,W113_P_earlier_minus_V_earlier
42,0.9493269434504366,ok,W113,W113_P_earlier_minus_V_earlier
43,0.9737916460583185,ok,W113,W113_P_earlier_minus_V_earlier
44,0.999966354573465,ok,W113,W113_P_earlier_minus_V_earlier
0,0.992727349255607,ok,W113,W113_V_earlier_minus_Je_earlier
1,0.998608294830747,ok,W113,W113_V_earlier_minus_Je_earlier
