window_id,object,baseline_config,day,V_dist_2d,V_pattern_2d
W045,P,C0_full_stage,66,-0.0014517029494058864,0.027073798953116235
W045,P,C0_full_stage,67,-0.015371356341402076,0.01089002605073941
W045,P,C0_full_stage,68,-0.02512968448576469,0.008806627111009213
W045,P,C0_full_stage,69,-0.02500806015900281,0.0017864597461330067
W045,P,C0_full_stage,70,-0.02375599935237338,-0.010184809799196337
W045,P,C0_full_stage,71,-0.007861640546141913,0.0012702015293768465
W045,P,C0_full_stage,72,-0.010781992783874483,-0.012563083750295134
W045,P,C0_full_stage,73,-0.01276537833279312,-0.025366814303291907
W045,P,C0_full_stage,74,-0.012808802418412202,-0.031123440737693575
W045,P,C1_buffered_stage,0,,
W045,P,C1_buffered_stage,1,,
W045,P,C1_buffered_stage,2,,
W045,P,C1_buffered_stage,3,,
W045,P,C1_buffered_stage,4,,
W045,P,C1_buffered_stage,5,-0.005553272529532749,-0.008790132624290986
W045,P,C1_buffered_stage,6,-0.007459149247672131,-0.024318933821585273
W045,P,C1_buffered_stage,7,-0.008431871807997648,-0.003905622918772375
W045,P,C1_buffered_stage,8,-0.006545703465513419,0.020928037693393978
W045,P,C1_buffered_stage,9,0.004001683847692922,0.025070736442643182
W045,P,C1_buffered_stage,10,0.005197378291763977,0.0014209095429379842
W045,P,C1_buffered_stage,11,0.00081133884277651,0.004101693068603723
W045,P,C1_buffered_stage,12,-0.0053790342696484195,0.010787390688591261
W045,P,C1_buffered_stage,13,-0.006416048818579795,0.01161852204740689
W045,P,C1_buffered_stage,14,-0.02168639432537138,0.006476268963390257
W045,P,C1_buffered_stage,15,-0.0038784812845168576,0.019556418924308934
W045,P,C1_buffered_stage,16,0.002338555466417369,0.011891083274690007
W045,P,C1_buffered_stage,17,0.0004018944537706043,-0.005210666439015796
W045,P,C1_buffered_stage,18,-0.007121262165530398,-0.02454396472589597
W045,P,C1_buffered_stage,19,0.010788212160603342,-0.020615555218423315
W045,P,C1_buffered_stage,20,0.025576223587371397,-0.006519063366902951
W045,P,C1_buffered_stage,21,-0.011308335010831325,0.019218727891481664
W045,P,C1_buffered_stage,22,-0.012302756702701312,0.021372950722055074
W045,P,C1_buffered_stage,23,-0.015338781246059766,0.012641072858898133
W045,P,C1_buffered_stage,24,0.009485131007718847,0.036765844727029436
W045,P,C1_buffered_stage,25,-0.0008693704206860497,0.008644293367198456
W045,P,C1_buffered_stage,26,0.01115614135438009,0.002738027396177102
W045,P,C1_buffered_stage,27,0.016058340333550095,0.021687119515555048
W045,P,C1_buffered_stage,28,0.031194036210989456,0.036168224520850265
W045,P,C1_buffered_stage,29,0.027312050742524407,0.031664414726866014
W045,P,C1_buffered_stage,30,0.016652405890394212,-0.03097541790578129
W045,P,C1_buffered_stage,31,0.01567923043849248,-0.006841338840059344
W045,P,C1_buffered_stage,32,0.006551996923284148,0.01798999107767349
W045,P,C1_buffered_stage,33,0.014989005196682281,-0.004474053702903533
W045,P,C1_buffered_stage,34,0.03701047057588325,0.01663014522279807
W045,P,C1_buffered_stage,35,0.021554706364726173,0.023192207441680268
W045,P,C1_buffered_stage,36,0.01796255879222014,0.007027865697436686
W045,P,C1_buffered_stage,37,0.023410679441888738,0.0026426574524471835
W045,P,C1_buffered_stage,38,0.014002589485468508,0.0008906954314685245
W045,P,C1_buffered_stage,39,0.03233742798515482,0.04023696691322523
W045,P,C1_buffered_stage,40,0.043555414532239545,0.046923775907465076
W045,P,C1_buffered_stage,41,0.0469415092162867,0.07633549913378485
W045,P,C1_buffered_stage,42,0.038219361092746484,0.09580888959056905
W045,P,C1_buffered_stage,43,0.031555304371074566,0.0977068747358778
W045,P,C1_buffered_stage,44,0.04670574901220903,0.09825760588242838
W045,P,C1_buffered_stage,45,0.06357143199957649,0.12193764963714615
W045,P,C1_buffered_stage,46,0.04638813969672173,0.0967105679872603
W045,P,C1_buffered_stage,47,0.03872867460247198,0.09924762415452004
W045,P,C1_buffered_stage,48,0.010610200324113195,0.08408662792175225
W045,P,C1_buffered_stage,49,-0.0026463182645027894,0.06921318265861198
W045,P,C1_buffered_stage,50,0.020760154650864227,-0.002660189128206536
W045,P,C1_buffered_stage,51,0.03333390592344687,-0.011883512994911749
W045,P,C1_buffered_stage,52,0.023804226132349227,0.0037983094730646982
W045,P,C1_buffered_stage,53,0.004526907817064996,0.014809193920771513
W045,P,C1_buffered_stage,54,0.010405112142099604,-0.026143266919826047
W045,P,C1_buffered_stage,55,-0.007338604125228576,0.005608670094824353
W045,P,C1_buffered_stage,56,-0.003536986051376978,-0.02959991957502872
W045,P,C1_buffered_stage,57,0.023654625016498065,-0.04524024213950639
W045,P,C1_buffered_stage,58,0.017780919782637516,-0.005152929191297284
W045,P,C1_buffered_stage,59,-0.00758892519300447,0.019918507128019014
W045,P,C1_buffered_stage,60,-0.012115252491337603,0.0017609965040952247
W045,P,C1_buffered_stage,61,0.004206077676859432,-0.007123587380498009
W045,P,C1_buffered_stage,62,0.029472410858993214,-0.03289715765562673
W045,P,C1_buffered_stage,63,0.01784096213041042,-0.0020553914936422
W045,P,C1_buffered_stage,64,-0.00491105904555067,-0.015230413414108912
W045,P,C1_buffered_stage,65,-0.018176110352779995,0.0067602979689950216
W045,P,C1_buffered_stage,66,-0.016424878232415452,0.021639427677560774
W045,P,C1_buffered_stage,67,-0.023571318741876568,0.0059196504592308186
W045,P,C1_buffered_stage,68,-0.030127134240384712,0.0017047013938087385
W045,P,C1_buffered_stage,69,-0.02620708811177419,-0.006487330744008313
W045,P,C1_buffered_stage,70,-0.02428498043495464,-0.020248745609920404
W045,P,C1_buffered_stage,71,-0.008799438311106855,-0.004531941178015031
W045,P,C1_buffered_stage,72,-0.01020266281646709,-0.015980701877046255
W045,P,C1_buffered_stage,73,-0.011636066111422205,-0.028915897436243787
W045,P,C1_buffered_stage,74,-0.010888758788816344,-0.03325934627752314
W045,P,C2_immediate_pre,0,,
W045,P,C2_immediate_pre,1,,
W045,P,C2_immediate_pre,2,,
W045,P,C2_immediate_pre,3,,
W045,P,C2_immediate_pre,4,,
W045,P,C2_immediate_pre,5,-0.0013924675735311753,-0.0041114584881517535
W045,P,C2_immediate_pre,6,-0.0051613208535177535,-0.02709189620479796
W045,P,C2_immediate_pre,7,-0.0060621368434734535,-0.006702792023067866
W045,P,C2_immediate_pre,8,-0.004409390043366823,0.021438856949014068
W045,P,C2_immediate_pre,9,0.004438552545710295,0.030283372591395144
W045,P,C2_immediate_pre,10,0.0035569534993009078,0.0028787272194483876
W045,P,C2_immediate_pre,11,0.00014069063949082028,0.005972640303615176
W045,P,C2_immediate_pre,12,-0.0035213053093933466,0.009606877287762827
W045,P,C2_immediate_pre,13,-0.0036351220949938368,0.01337127606302406
W045,P,C2_immediate_pre,14,-0.013912855188656259,0.0018613737743204961
W045,P,C2_immediate_pre,15,-0.003254167935228397,0.021180586762842103
W045,P,C2_immediate_pre,16,-0.001042130825293336,0.01281381226105521
W045,P,C2_immediate_pre,17,-0.002550729803775381,-0.00708676336471099
W045,P,C2_immediate_pre,18,-0.011257293886215991,-0.029944639886099703
W045,P,C2_immediate_pre,19,-0.00769749241726686,-0.024055356079456726
W045,P,C2_immediate_pre,20,-0.0018503033174961936,-0.013966159297102543
W045,P,C2_immediate_pre,21,-0.01165469608504649,0.0120305188043444
W045,P,C2_immediate_pre,22,-0.015257321701083959,0.011836155200677337
W045,P,C2_immediate_pre,23,-0.01603197273824103,0.004770655869461252
W045,P,C2_immediate_pre,24,-0.0071157251042549274,0.0267706358820943
W045,P,C2_immediate_pre,25,-0.00362161103402292,0.0026723077922460314
W045,P,C2_immediate_pre,26,-0.01942656369484283,-0.0024591360807627166
W045,P,C2_immediate_pre,27,-0.023975943916577966,0.019197033032063472
W045,P,C2_immediate_pre,28,-0.017839777613635005,0.023766584289477845
W045,P,C2_immediate_pre,29,0.006602167347032908,0.027335176886345722
W045,P,C2_immediate_pre,30,0.0014113822495077782,-0.027547125264950394
W045,P,C2_immediate_pre,31,0.009689110611069335,-0.005816269925586954
W045,P,C2_immediate_pre,32,0.007707040946965671,0.022340489063094108
W045,P,C2_immediate_pre,33,0.026982837120097844,-1.6019929559546453e-05
W045,P,C2_immediate_pre,34,0.04487928557182666,0.01720683704726245
W045,P,C2_immediate_pre,35,0.0281417729832788,0.021348246192795226
W045,P,C2_immediate_pre,36,0.02096929722023108,0.000225368330102442
W045,P,C2_immediate_pre,37,0.02620487992754761,0.01010271471989884
W045,P,C2_immediate_pre,38,0.02570076372899799,0.011573308325553436
W045,P,C2_immediate_pre,39,0.04233310378307703,0.045277014866462795
W045,P,C2_immediate_pre,40,0.0507085433105654,0.05631250361546364
W045,P,C2_immediate_pre,41,0.05005717389803094,0.08286559207978339
W045,P,C2_immediate_pre,42,0.04359422137308033,0.1081096288506283
W045,P,C2_immediate_pre,43,0.0363467699534229,0.1061884284371919
W045,P,C2_immediate_pre,44,0.05259284056749586,0.11015289845158288
W045,P,C2_immediate_pre,45,0.07201804677667067,0.13400861582710666
W045,P,C2_immediate_pre,46,0.0535197169167575,0.108132945856518
W045,P,C2_immediate_pre,47,0.044200107069672145,0.10567920625327154
W045,P,C2_immediate_pre,48,0.013149796478819975,0.08625885290042323
W045,P,C2_immediate_pre,49,-0.0023205795821652497,0.06432230677497519
W045,P,C2_immediate_pre,50,0.021555447508199266,-0.007053971150692062
W045,P,C2_immediate_pre,51,0.0357221669462956,-0.01534493163118289
W045,P,C2_immediate_pre,52,0.026489882154241973,0.009769950016300877
W045,P,C2_immediate_pre,53,0.005180095011334429,0.018140724582156542
W045,P,C2_immediate_pre,54,0.010809597568971818,-0.025047128815733233
W045,P,C2_immediate_pre,55,-0.008365831082680408,0.0048758999710203366
W045,P,C2_immediate_pre,56,-0.004568712748212134,-0.03237471982062479
W045,P,C2_immediate_pre,57,0.025823940699583048,-0.043289060196934126
W045,P,C2_immediate_pre,58,0.020304334063433127,0.00481998659989713
W045,P,C2_immediate_pre,59,-0.00786552216931835,0.02647293612194379
W045,P,C2_immediate_pre,60,-0.013297991555144661,0.0022591792330273197
W045,P,C2_immediate_pre,61,0.00434341845975017,-0.009761055329192692
W045,P,C2_immediate_pre,62,0.032054966030080956,-0.04089913684354485
W045,P,C2_immediate_pre,63,0.019863731749730662,-0.006462914080357818
W045,P,C2_immediate_pre,64,-0.005281543371881359,-0.01799886983629173
W045,P,C2_immediate_pre,65,-0.019703895524629922,0.0026147552174853317
W045,P,C2_immediate_pre,66,-0.01783861013054855,0.015728526374888974
W045,P,C2_immediate_pre,67,-0.025400151420921446,0.0015341686726292325
W045,P,C2_immediate_pre,68,-0.031801397258799824,-0.0006342338500149314
W045,P,C2_immediate_pre,69,-0.027112157997165598,-0.004264976841156787
W045,P,C2_immediate_pre,70,-0.025031970350417154,-0.01837164601806407
W045,P,C2_immediate_pre,71,-0.008670526338714457,0.003122865075112835
W045,P,C2_immediate_pre,72,-0.01013102690286316,-0.01063212956808901
W045,P,C2_immediate_pre,73,-0.012108020525112728,-0.029251966890885828
W045,P,C2_immediate_pre,74,-0.011260424964740667,-0.029951287030902884
W045,V,C0_full_stage,0,,
W045,V,C0_full_stage,1,,
W045,V,C0_full_stage,2,,
W045,V,C0_full_stage,3,,
W045,V,C0_full_stage,4,,
W045,V,C0_full_stage,5,-0.006893892245914968,-0.005018559096819822
W045,V,C0_full_stage,6,-0.008663707322483116,0.009278117007950677
W045,V,C0_full_stage,7,-0.0005951832593689699,0.02916284017611736
W045,V,C0_full_stage,8,0.011169311409691574,0.031754336768021245
W045,V,C0_full_stage,9,0.01532700225110295,0.005186702234556029
W045,V,C0_full_stage,10,-0.0015579544017998714,-0.020373413913581533
W045,V,C0_full_stage,11,-0.013267631966909527,-0.020109203860601256
W045,V,C0_full_stage,12,-0.013360432944928613,-0.0006239213878777884
W045,V,C0_full_stage,13,-0.01127588551094541,0.000145053023858234
W045,V,C0_full_stage,14,-0.011673830227651366,0.008332592158753448
W045,V,C0_full_stage,15,-0.023101222638545416,-0.006896499930056544
W045,V,C0_full_stage,16,-0.02927567880476549,-0.0005047645083738565
W045,V,C0_full_stage,17,-0.014469289336905805,-0.017019649293906335
W045,V,C0_full_stage,18,0.006556591041751603,-0.019982191005913225
W045,V,C0_full_stage,19,0.02008372148459217,0.0033988537828460244
W045,V,C0_full_stage,20,-0.017066442251507413,0.041222869686408
W045,V,C0_full_stage,21,-0.02645465956609161,0.011494652930272931
W045,V,C0_full_stage,22,0.014420691996495885,-0.003016144604915158
W045,V,C0_full_stage,23,0.00949796249258926,-0.00027619398839332475
W045,V,C0_full_stage,24,0.011361930571547288,0.00795005796158174
W045,V,C0_full_stage,25,-0.01517659635552042,-0.02669173070808355
W045,V,C0_full_stage,26,-0.013722182610110795,0.004119518224572273
W045,V,C0_full_stage,27,0.020540464813909268,0.0308114496120069
W045,V,C0_full_stage,28,0.029202463079903873,0.010832167854727352
W045,V,C0_full_stage,29,0.04519149583216789,-0.0007953354947633252
W045,V,C0_full_stage,30,0.05784529899040944,0.01047556721045757
W045,V,C0_full_stage,31,0.021618771856178054,0.025687043927313878
W045,V,C0_full_stage,32,-0.0010736249487864336,-0.008451443556257064
W045,V,C0_full_stage,33,-0.006416091023144499,-0.01775140533062386
W045,V,C0_full_stage,34,0.008862316208460619,0.0028680289087229596
W045,V,C0_full_stage,35,0.003709817820434169,-0.01506194713623742
W045,V,C0_full_stage,36,0.011610476318957619,-0.017642212854899725
W045,V,C0_full_stage,37,0.02103335847086829,0.004796072356399478
W045,V,C0_full_stage,38,0.002037228471581387,-0.0037778747565190233
W045,V,C0_full_stage,39,-0.0020900181037691312,0.007990504408238274
W045,V,C0_full_stage,40,0.020716419448184253,0.03993272067010853
W045,V,C0_full_stage,41,0.03263936718703736,0.08188386379908558
W045,V,C0_full_stage,42,0.03980968654633682,0.06822338450733464
W045,V,C0_full_stage,43,0.040442253713539045,0.07856419946264251
W045,V,C0_full_stage,44,0.057494748798433803,0.11698824499663152
W045,V,C0_full_stage,45,0.06359965323848782,0.12861104175292598
W045,V,C0_full_stage,46,0.052695591811902864,0.1396007531292407
W045,V,C0_full_stage,47,0.046328936737644044,0.16392816009558464
W045,V,C0_full_stage,48,0.020270070467415913,0.11887811089821576
W045,V,C0_full_stage,49,0.011535418008766452,0.013144183636829232
W045,V,C0_full_stage,50,0.03835106304419433,-0.024612789885498754
W045,V,C0_full_stage,51,0.034456624454495155,0.0442015061998714
W045,V,C0_full_stage,52,0.015104830996139351,0.034466253676946446
W045,V,C0_full_stage,53,-0.006349375559536186,0.003808253739269185
W045,V,C0_full_stage,54,-0.014908623616407435,-0.020869934470036933
W045,V,C0_full_stage,55,-0.02258549022552836,-0.03306581259655905
W045,V,C0_full_stage,56,-0.017282837409311913,-0.08808091990290912
W045,V,C0_full_stage,57,0.011817976191958901,-0.010481521197949761
W045,V,C0_full_stage,58,0.0134455264032185,0.027525106068290728
W045,V,C0_full_stage,59,-0.009670230263517099,-0.008287645371523045
W045,V,C0_full_stage,60,-0.01608288403732483,-0.04338826591216516
W045,V,C0_full_stage,61,0.0013377424502621915,-0.03924675133537725
W045,V,C0_full_stage,62,0.0516942887421844,0.02109242120861521
W045,V,C0_full_stage,63,0.0744270526235945,0.059396110021849746
W045,V,C0_full_stage,64,0.05877755752542846,0.0668913638079871
W045,V,C0_full_stage,65,0.005338262786893644,0.09735401179449954
W045,V,C0_full_stage,66,-0.03503166740140362,0.05940076468535005
W045,V,C0_full_stage,67,-0.03997616485197186,0.024116886347869793
W045,V,C0_full_stage,68,-0.03871042028567462,0.02707087430035071
W045,V,C0_full_stage,69,-0.03691285419655532,0.008169512724019556
W045,V,C0_full_stage,70,-0.02598625262632792,-0.001451420214199528
W045,V,C0_full_stage,71,-0.014142855025458867,-0.012913198303385665
W045,V,C0_full_stage,72,-0.013292433992878272,-0.01630000518238761
W045,V,C0_full_stage,73,-0.015197630504322657,-0.04074761751771905
W045,V,C0_full_stage,74,-0.012550719543647282,-0.05953752293614323
W045,V,C1_buffered_stage,0,,
W045,V,C1_buffered_stage,1,,
W045,V,C1_buffered_stage,2,,
W045,V,C1_buffered_stage,3,,
W045,V,C1_buffered_stage,4,,
W045,V,C1_buffered_stage,5,-0.00554799171129744,-0.005513740414482465
W045,V,C1_buffered_stage,6,-0.009301240886213286,0.00840301975058056
W045,V,C1_buffered_stage,7,-0.0031145411179581695,0.028454039522964145
W045,V,C1_buffered_stage,8,0.010880650711595857,0.030978334996814516
W045,V,C1_buffered_stage,9,0.016865227669411315,0.005449173131589404
W045,V,C1_buffered_stage,10,-0.0016873632532426464,-0.017343479009794934
W045,V,C1_buffered_stage,11,-0.015233442075517939,-0.01976510275478905
W045,V,C1_buffered_stage,12,-0.015204156869439794,-0.0018882603817954695
W045,V,C1_buffered_stage,13,-0.012149774094172339,-0.0014696209535322476
W045,V,C1_buffered_stage,14,-0.012359846890741322,0.007111298761902076
W045,V,C1_buffered_stage,15,-0.024184534611696076,-0.00925375359253724
W045,V,C1_buffered_stage,16,-0.025081138112477072,-0.0001042369735339832
W045,V,C1_buffered_stage,17,-0.0023433536738300675,-0.01323535366406053
W045,V,C1_buffered_stage,18,0.02599359856748948,-0.014590124315931555
W045,V,C1_buffered_stage,19,0.03082056589513199,0.00441464640701586
W045,V,C1_buffered_stage,20,-0.012581551243526667,0.04000470915000246
W045,V,C1_buffered_stage,21,-0.04041519617375204,0.016937841562535198
W045,V,C1_buffered_stage,22,0.00020517461721136776,0.0006157356584731571
W045,V,C1_buffered_stage,23,0.007993976890351973,0.0005962224121536571
W045,V,C1_buffered_stage,24,0.016679655032983534,0.008651715495317245
W045,V,C1_buffered_stage,25,-0.00811087918570895,-0.027645079616135434
W045,V,C1_buffered_stage,26,0.004103191277818413,-0.00012182226014415161
W045,V,C1_buffered_stage,27,0.027578512108961742,0.024191718587496205
W045,V,C1_buffered_stage,28,0.03109702610560558,0.008062607352447997
W045,V,C1_buffered_stage,29,0.049122317458316384,-0.0019713632101405337
W045,V,C1_buffered_stage,30,0.058190018741844735,0.007772483826456629
W045,V,C1_buffered_stage,31,0.022140268297453303,0.025477728222246906
W045,V,C1_buffered_stage,32,0.000837975067099872,-0.004257747302283482
W045,V,C1_buffered_stage,33,-0.005358873577381407,-0.013840331490409231
W045,V,C1_buffered_stage,34,0.00980339264876462,0.007110683710824357
W045,V,C1_buffered_stage,35,0.004299448481091428,-0.008885809903786734
W045,V,C1_buffered_stage,36,0.010574091421183152,-0.013524450728899105
W045,V,C1_buffered_stage,37,0.02012005961018698,0.006271320997754164
W045,V,C1_buffered_stage,38,0.002459004918651031,0.001249907006286688
W045,V,C1_buffered_stage,39,-0.00048417951883428234,0.013352476600253224
W045,V,C1_buffered_stage,40,0.021710610616481663,0.04187554224323545
W045,V,C1_buffered_stage,41,0.03375144415005321,0.08138533954686661
W045,V,C1_buffered_stage,42,0.039534217303051566,0.06780672936596557
W045,V,C1_buffered_stage,43,0.04007310943671388,0.07627397811806425
W045,V,C1_buffered_stage,44,0.05740602150080132,0.11423534102698563
W045,V,C1_buffered_stage,45,0.06560044548609523,0.129277085764039
W045,V,C1_buffered_stage,46,0.05288664439613777,0.13711994416429518
W045,V,C1_buffered_stage,47,0.040969151466000886,0.15652526860833682
W045,V,C1_buffered_stage,48,0.014269385863698636,0.11454116240079615
W045,V,C1_buffered_stage,49,0.014096122221958551,0.019293679663958563
W045,V,C1_buffered_stage,50,0.04469312087812871,-0.01991421244995295
W045,V,C1_buffered_stage,51,0.035546165579529054,0.04731810890369992
W045,V,C1_buffered_stage,52,0.017029649921599943,0.040303980858308774
W045,V,C1_buffered_stage,53,-0.0008573963599016743,0.01342442754684936
W045,V,C1_buffered_stage,54,-0.009265745169062867,-0.013385078907008463
W045,V,C1_buffered_stage,55,-0.017297568260993823,-0.022640675964358703
W045,V,C1_buffered_stage,56,-0.010028883322617976,-0.08022793330126254
W045,V,C1_buffered_stage,57,0.01659524546754465,-0.010084914686398272
W045,V,C1_buffered_stage,58,0.014888354287887706,0.027276484717266625
W045,V,C1_buffered_stage,59,-0.010865343172326347,-0.0064687175384151585
W045,V,C1_buffered_stage,60,-0.016406719279402737,-0.039859526169049975
W045,V,C1_buffered_stage,61,0.001825753268014707,-0.041079432080730394
W045,V,C1_buffered_stage,62,0.05571852857733828,0.00572538600243877
W045,V,C1_buffered_stage,63,0.060962574518247825,0.039869086141025134
W045,V,C1_buffered_stage,64,-0.00923556348415433,0.050398006936308914
W045,V,C1_buffered_stage,65,-0.04514643731730561,0.08228334093440215
W045,V,C1_buffered_stage,66,-0.038663378401172954,0.04687295948811632
W045,V,C1_buffered_stage,67,-0.036323744232198085,0.009975809046773643
W045,V,C1_buffered_stage,68,-0.03236099994470354,0.014861480791817927
W045,V,C1_buffered_stage,69,-0.030634577846456845,-0.005330505348595249
W045,V,C1_buffered_stage,70,-0.022096540810377152,-0.0130926628422261
W045,V,C1_buffered_stage,71,-0.012015397546053519,-0.018425416488818902
W045,V,C1_buffered_stage,72,-0.011148424805441093,-0.020835807776322213
W045,V,C1_buffered_stage,73,-0.012821253246567799,-0.04667897616493821
W045,V,C1_buffered_stage,74,-0.010366309205093627,-0.06208392200567592
W045,V,C2_immediate_pre,0,,
W045,V,C2_immediate_pre,1,,
W045,V,C2_immediate_pre,2,,
W045,V,C2_immediate_pre,3,,
W045,V,C2_immediate_pre,4,,
W045,V,C2_immediate_pre,5,-0.006999667297734102,-0.007772419846642384
W045,V,C2_immediate_pre,6,-0.005858414882140062,0.007083926450499781
W045,V,C2_immediate_pre,7,0.0028548924795861463,0.029782704344946093
W045,V,C2_immediate_pre,8,0.00979884741343695,0.033864977776770694
W045,V,C2_immediate_pre,9,0.01121597084802689,0.008488848632345263
W045,V,C2_immediate_pre,10,-0.0006774719513487071,-0.016446183275897135
W045,V,C2_immediate_pre,11,-0.009682915879750287,-0.02134724569463463
W045,V,C2_immediate_pre,12,-0.009778444927620256,-0.004040086984566081
W045,V,C2_immediate_pre,13,-0.009405799840021767,-0.0046284755239086855
W045,V,C2_immediate_pre,14,-0.009886416358504013,0.0051263125683974516
W045,V,C2_immediate_pre,15,-0.019476854867646665,-0.012248191450590765
W045,V,C2_immediate_pre,16,-0.024557856071698247,-0.002711284284942033
W045,V,C2_immediate_pre,17,-0.017040620259721556,-0.017272999239528963
W045,V,C2_immediate_pre,18,-0.011861074954663264,-0.018703243556791045
W045,V,C2_immediate_pre,19,-0.0043768226917682285,0.0017234337509347691
W045,V,C2_immediate_pre,20,-0.009851994524766622,0.03952298428466635
W045,V,C2_immediate_pre,21,0.013371997313179174,0.01930332670171406
W045,V,C2_immediate_pre,22,0.015033220916937207,0.002332021602696311
W045,V,C2_immediate_pre,23,0.003123062851763142,-0.00018827028252909792
W045,V,C2_immediate_pre,24,-0.0019919591468114117,0.007214737805622099
W045,V,C2_immediate_pre,25,-0.02013460231724054,-0.030904408059590424
W045,V,C2_immediate_pre,26,-0.03636631645638477,-0.0035044554821450115
W045,V,C2_immediate_pre,27,-0.03190691010950494,0.02173111123329064
W045,V,C2_immediate_pre,28,-0.021943753585011383,0.005709065930507777
W045,V,C2_immediate_pre,29,-0.02923337175300124,-0.006526334530994158
W045,V,C2_immediate_pre,30,0.046542850917897505,0.0028553533859203206
W045,V,C2_immediate_pre,31,0.023067158829416526,0.024034725685632682
W045,V,C2_immediate_pre,32,0.0002664210281054513,-0.003665153518753888
