window_id,object,baseline_config,baseline_role,day,D_pre_2d,D_post_2d,S_dist_2d,R_pre_2d,R_post_2d,R_diff_2d,S_pattern_2d,V_dist_2d,V_pattern_2d,pattern_dynamic_range_2d,pattern_branch_valid_2d,basis
W045,P,C0_full_stage,main_full_stage,0,,,,,,,,,,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,1,,,,,,,,,,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,2,,,,,,,,,,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,3,,,,,,,,,,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,4,0.8511286412767722,3.943705486573498,0.1775095068113169,0.9837867853027098,0.6800404043653945,-0.3037463809373153,-0.09009012894548281,,,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,5,0.82402471208143,3.933901052850064,0.17318990517988767,0.9817929172757826,0.6746820232048436,-0.30711089407093894,-0.09664124050895805,-0.004319601631429221,-0.006551111563475237,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,6,0.7811115500026288,3.915486764677596,0.16631431893187398,0.9813304216210907,0.6615927095639573,-0.3197377120571334,-0.12122717316369717,-0.006875586248013682,-0.02458593265473913,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,7,0.7266152908818475,3.8818966722142694,0.1576680925861563,0.982745759866972,0.6596584341636649,-0.3230873257033071,-0.12774927363384436,-0.008646226345717684,-0.006522100470147188,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,8,0.6843503723294859,3.826179514295231,0.15172283291123329,0.9844949980445206,0.6729041838718096,-0.31159081417271095,-0.1053641835371385,-0.005945259674923015,0.022385090096705862,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,9,0.7094775454121981,3.8237980252314636,0.15650439386623527,0.9844545382687724,0.6864508687886677,-0.2980036694801047,-0.07890837933153028,0.004781560955001984,0.026455804205608224,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,10,0.7381960908891428,3.8475255936386192,0.16097708096411925,0.9839256098521101,0.6850977072898535,-0.29882790256225655,-0.0805132602343634,0.004472687097883982,-0.0016048809028331307,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,11,0.7359883056558391,3.828728332513435,0.16123417158069525,0.9823764448782593,0.6845698586210532,-0.297806586257206,-0.078524634602584,0.0002570906165760001,0.0019886256317794004,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,12,0.7021026433951549,3.797991706764617,0.1560195384281726,0.9841588388929026,0.691808640747637,-0.2923501981452655,-0.06790039096456203,-0.0052146331525226575,0.010624243638021974,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,13,0.6603262869090202,3.7472743909410022,0.14981536104834248,0.9848208400997455,0.698787220283349,-0.2860336198163964,-0.05560125355941715,-0.006204177379830117,0.012299137405144885,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,14,0.5471280557037871,3.6538641283144577,0.13023781805289142,0.9887456947273492,0.7065790742908151,-0.28216662043653407,-0.04807174086404429,-0.019577542995451058,0.007529512695372859,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,15,0.5183508667595017,3.5969835618591786,0.12595595224407732,0.9887798437368062,0.7175327651785184,-0.2712470785582878,-0.026810080045562925,-0.004281865808814095,0.021261660818481364,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,16,0.5145591001076143,3.5591880273982537,0.12631100655053437,0.9875511181602111,0.7230095701579323,-0.2645415480022788,-0.013753605893121383,0.0003550543064570477,0.013056474152441542,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,17,0.5016027639011033,3.542253078765691,0.12404071347170285,0.9872535496874768,0.718889799811619,-0.26836374987585776,-0.02119589245806392,-0.0022702930788315173,-0.007442286564942538,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,18,0.43288652101864006,3.4939159328706446,0.11023893513917142,0.9880768727588256,0.7051216587683207,-0.28295521399050494,-0.049607227320813324,-0.013801778332531434,-0.028411334862749403,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,19,0.41301384702977684,3.4289279205196355,0.10750132928048471,0.9897342359140859,0.6956216491673776,-0.29411258674670837,-0.07133197345145054,-0.002737605858686709,-0.021724746130637212,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,20,0.4743097899665231,3.3836023139751545,0.12294468541206909,0.9901127270659451,0.693195211228188,-0.29691751583775716,-0.07679350760908578,0.015443356131584374,-0.005461534157635242,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,21,0.4248236477319346,3.3737349203978093,0.1118381196741954,0.9910827464712252,0.703545780063353,-0.2875369664078722,-0.058528450110057736,-0.011106565737873692,0.018265057499028042,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,22,0.369009002355279,3.35666684474228,0.09904484917622418,0.9912162885345743,0.7139703839286429,-0.27724590460593146,-0.03849051555798711,-0.012793270497971215,0.020037934552070626,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,23,0.2970391174350445,3.3432519917177763,0.08159762736782122,0.9934549527511369,0.7213776974761035,-0.27207725527503346,-0.028426533919512616,-0.017447221808402955,0.010063981638474495,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,24,0.33079562497586845,3.329524674211472,0.09037340941155102,0.991959567707493,0.7384645081866865,-0.25349505952080653,0.007755235223759343,0.008775782043729793,0.03618176914327196,0.5135789706867417,True,2d_field
W045,P,C0_full_stage,main_full_stage,25,0.34068196312955507,3.339287981330059,0.09257737651973746,0.9918630030816377,0.7430779836602098,-0.24878501942142783,0.016926249553027108,0.002203967108186447,0.009171014329267764,0.5135789706867417,True,2d_field
