window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,sample_status,surrogate_mode,T_pos_obs,T_pos_null90,T_pos_null95,T_pos_null99,p_pos_surrogate,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,p_neg_surrogate,T_0_obs,T_0_null90,T_0_null95,T_0_null99,p_0_surrogate,S_pos,S_neg,S_0,strength_excess,strength_ratio,q_pos_global,q_pos_within_window
T3_current,V_strength,P_main_band_share,V,P,2,0.13120015154244155,0.13120015154244155,-4,-0.11415183551352633,0.11415183551352633,0.04620468076352475,0.04620468076352475,ok,pooled_window_variable_ar1,0.13120015154244155,0.21601754427483588,0.24721693202088818,0.3019738859310554,0.3706293706293706,0.11415183551352633,0.22035269759721168,0.24692526350029653,0.29960228259596494,0.4435564435564436,0.04620468076352475,0.19645975691056333,0.2313023671500068,0.28353087898235674,0.7002997002997003,-0.11601678047844663,-0.13277342798677022,-0.18509768638648205,-0.11601678047844663,0.5307085985977531,0.5053143577733742,0.5053143577733742
T3_current,V_strength,P_south_band_share_18_24,V,P,5,-0.25317461822099196,0.25317461822099196,-3,0.1008920441587263,0.1008920441587263,-0.027450310920756664,0.027450310920756664,ok,pooled_window_variable_ar1,0.25317461822099196,0.223719046109931,0.2591003809662939,0.31023747488355335,0.055944055944055944,0.1008920441587263,0.225146874950492,0.24820356907669286,0.3040669515885332,0.5014985014985015,0.027450310920756664,0.20438530909841005,0.237286709440987,0.29250124279568646,0.8241758241758241,-0.005925762745301932,-0.14731152491796656,-0.20983639852023034,-0.005925762745301932,0.9771294711215697,0.18068469991546915,0.18068469991546915
T3_current,V_strength,P_main_minus_south,V,P,4,0.18633990738050907,0.18633990738050907,-3,-0.11921325653431662,0.11921325653431662,0.04235583975817976,0.04235583975817976,ok,pooled_window_variable_ar1,0.18633990738050907,0.22748707551304345,0.261296378027895,0.33936351730030956,0.18081918081918083,0.11921325653431662,0.22335806378556147,0.2573295737190718,0.3226119608505302,0.4255744255744256,0.04235583975817976,0.2028473869058195,0.24018922035650517,0.31870780152129874,0.7362637362637363,-0.07495647064738595,-0.13811631718475514,-0.1978333805983254,-0.07495647064738595,0.7131362048983937,0.346920521339126,0.346920521339126
T3_current,V_strength,P_spread_lat,V,P,5,0.24000510971520364,0.24000510971520364,-1,0.05456374047481893,0.05456374047481893,0.08398218394523928,0.08398218394523928,ok,pooled_window_variable_ar1,0.24000510971520364,0.20861004880455655,0.24712231428709044,0.3192849798378216,0.056943056943056944,0.05456374047481893,0.21179940542772976,0.24824068800131044,0.3213977975598483,0.7772227772227772,0.08398218394523928,0.19278258306559248,0.23018372625720013,0.2994716448373056,0.4675324675324675,-0.007117204571886804,-0.1936769475264915,-0.14620154231196086,-0.007117204571886804,0.9711996685025436,0.18068469991546915,0.18068469991546915
T3_current,V_strength,P_north_band_share_35_45,V,P,4,0.22953140871101077,0.22953140871101077,-1,0.08944944441522368,0.08944944441522368,0.1349990718422728,0.1349990718422728,ok,pooled_window_variable_ar1,0.22953140871101077,0.20924329582681883,0.23989110730662475,0.2861040772271113,0.06893106893106893,0.08944944441522368,0.2092976586427637,0.23817987315683362,0.2985479035902673,0.5604395604395604,0.1349990718422728,0.19408743076426854,0.22243217355222628,0.28078515836701184,0.24575424575424576,-0.010359698595613975,-0.14873042874160994,-0.08743310170995347,-0.010359698595613975,0.9568149953037968,0.196097006441834,0.196097006441834
T3_current,V_strength,P_north_minus_main_35_45,V,P,5,0.05402351493171728,0.05402351493171728,-3,0.08956128473605972,0.08956128473605972,0.0349805432926268,0.0349805432926268,ok,pooled_window_variable_ar1,0.05402351493171728,0.22018230943751183,0.24731048931721805,0.3144319816225338,0.8001998001998002,0.08956128473605972,0.21918863866705887,0.25465757328316707,0.30214580099394844,0.5814185814185814,0.0349805432926268,0.20332086355785522,0.23010625799631698,0.29902766545458864,0.7862137862137862,-0.19328697438550077,-0.16509628854710734,-0.19512571470369017,-0.19328697438550077,0.21844409058777475,0.815018315018315,0.815018315018315
T3_current,V_strength,P_total_centroid_lat_10_50,V,P,3,0.24724977209439244,0.24724977209439244,-4,-0.10377407480612688,0.10377407480612688,0.11908833451091866,0.11908833451091866,ok,pooled_window_variable_ar1,0.24724977209439244,0.21482092421878288,0.26006915781697426,0.33180546317598436,0.06393606393606394,0.10377407480612688,0.21596210197117127,0.25418108937064426,0.3185385912011502,0.4805194805194805,0.11908833451091866,0.20009192419284116,0.23624300169373288,0.3072670542377007,0.3276723276723277,-0.012819385722581816,-0.15040701456451738,-0.11715466718281423,-0.012819385722581816,0.950707781613983,0.1918081918081918,0.1918081918081918
T3_current,V_strength,P_main_28_35_mean,V,P,2,0.1882867439081478,0.1882867439081478,-1,0.11087142252230099,0.11087142252230099,0.16023946272524225,0.16023946272524225,ok,pooled_window_variable_ar1,0.1882867439081478,0.21769622069357045,0.2559778425825651,0.3229645125300317,0.16183816183816183,0.11087142252230099,0.22182676284276584,0.26126280426897497,0.3340444468017916,0.4405594405594406,0.16023946272524225,0.19975993115295684,0.2403088293543842,0.3055638075064357,0.18681318681318682,-0.0676910986744173,-0.150391381746674,-0.08006936662914194,-0.0676910986744173,0.735558757775749,0.3217264663047795,0.3217264663047795
T3_current,V_strength,P_south_10_25_mean,V,P,4,-0.2823497021419935,0.2823497021419935,-4,0.15687458831249407,0.15687458831249407,-0.08532012069763129,0.08532012069763129,ok,pooled_window_variable_ar1,0.2823497021419935,0.22686745346394244,0.26170654602742555,0.31690338360225273,0.03196803196803197,0.15687458831249407,0.22546803707885307,0.2623953414413345,0.34178332450531057,0.2977022977022977,0.08532012069763129,0.21066418245872998,0.24296318320470597,0.3030236826715727,0.5084915084915085,0.020643156114567962,-0.1055207531288404,-0.1576430625070747,0.020643156114567962,1.0788790209030716,0.13524936601859677,0.13524936601859677
T3_current,V_strength,P_scs_10_20_mean,V,P,3,-0.20961362221441862,0.20961362221441862,-4,0.16816750802333125,0.16816750802333125,-0.07852821519457871,0.07852821519457871,ok,pooled_window_variable_ar1,0.20961362221441862,0.22544295764911695,0.2613148242953083,0.32509572904670175,0.1258741258741259,0.16816750802333125,0.21860574529458754,0.25972674014291497,0.32557646026678505,0.22877122877122877,0.07852821519457871,0.2033054349180075,0.24489254851391543,0.30073167523499167,0.5524475524475524,-0.05170120208088966,-0.09155923211958372,-0.1663643333193367,-0.05170120208088966,0.8021497547247345,0.26627218934911245,0.26627218934911245
