window,source,target,D_pos_neg,D_pos_0,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_bootstrap_mean,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,LOO_direction_retained_fraction,LOO_flip_years
T3_current,V_strength,P_main_band_share,0.01675664750832359,0.06908090590803542,0.002256931897164559,-0.1904896635614355,0.16656061219048396,-0.2148530812880748,0.18917376792961854,0.543,0.06457578798024645,-0.03593349006030757,0.17543723462713312,-0.04965033986574928,0.20069040197089552,0.856,0.9111111111111111,4
T3_current,V_strength,P_south_band_share_18_24,0.14138576217266463,0.2039106357749284,0.11948143028967667,-0.05480728360953088,0.27552068494058557,-0.08930712567737513,0.3076424909071755,0.883,0.17945861617959732,0.04885461368232748,0.31381654174472307,0.019349089720272956,0.34011230683984073,0.984,1.0,0
T3_current,V_strength,P_main_minus_south,0.0631598465373692,0.12287690995093944,0.04835749893808893,-0.13906411629414925,0.2132880074025418,-0.16816302659124915,0.23771007363204297,0.673,0.11282825034119053,-0.008178078875433915,0.24019942224757052,-0.02762100770947463,0.266868088346969,0.934,0.9777777777777777,1
T3_current,V_strength,P_spread_lat,0.1865597429546047,0.13908433774007406,0.13157154827406495,-0.0340157938495614,0.28845710889378523,-0.06114291550700576,0.31097143788128384,0.893,0.13383009827634457,-0.029559676959667224,0.2902923506027848,-0.042591273526346285,0.31710515544274115,0.894,1.0,0
T3_current,V_strength,P_north_band_share_35_45,0.13837073014599596,0.0770734031143395,0.09513662471440731,-0.020084646964978567,0.21698721502716706,-0.05239322056300579,0.23753118286948785,0.9,0.08506841869988592,-0.0249551494251832,0.207211261183523,-0.02978243762796131,0.22903258648637362,0.87,1.0,0
T3_current,V_strength,P_north_minus_main_35_45,-0.02819068583839343,0.0018387403181893969,-0.021016498271616273,-0.17506300168035885,0.12292333690059992,-0.20510460394224586,0.1567263812839236,0.419,0.020606250732469328,-0.07239842114597889,0.14542453386718734,-0.08229305251611037,0.17406131433698638,0.603,0.08888888888888889,41
T3_current,V_strength,P_total_centroid_lat_10_50,0.13758762884193557,0.10433528146023241,0.09492618848528116,-0.10641448630056743,0.246199490228593,-0.14380149093606953,0.26580696868608317,0.828,0.10790921906155738,0.017341148432772936,0.21024372912958994,0.00157895062074581,0.23022850280659962,0.977,1.0,0
T3_current,V_strength,P_main_28_35_mean,0.08270028307225669,0.012378267954724631,0.07127137641580107,-0.05207056709597086,0.18934304608236235,-0.0898360348750077,0.2077466330353866,0.86,0.027222904372526467,-0.03166572669653637,0.10865616296159934,-0.035861699810532985,0.1241069098369689,0.705,1.0,0
T3_current,V_strength,P_south_10_25_mean,0.12616390924340837,0.17828621862164265,0.10931880597380667,-0.08258618155338494,0.26467492127427267,-0.11394846306875801,0.29532958587657104,0.831,0.1766762925101803,0.05567926222677723,0.29948478172698756,0.03673950507486451,0.3192945722245706,0.991,1.0,0
T3_current,V_strength,P_scs_10_20_mean,0.039858030038694064,0.11466313123844704,0.034374453204236766,-0.16910280655680515,0.19276224259068134,-0.20305474901520693,0.22623407718064,0.643,0.11546608021418728,0.010185544884341315,0.23811535281151147,-0.0018194336697225468,0.2578397024424468,0.97,0.9555555555555556,2
