window,source_variable,target_variable,source_family,target_family,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,evidence_tier,lead_lag_label,lead_lag_group,lag_vs_tau0_label,forward_vs_reverse_label,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_neg_used,same_day_coupling_detected,failure_reason,risk_note
T3_current,V_strength,P_main_band_share,V,P,old_v1,old_v1,2,0.1312001515424415,0.1312001515424415,0.0462046807635247,0.0462046807635247,0.3706293706293706,0.5053143577733742,0.5053143577733742,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0690809059080354,0.0167566475083235,False,positive_lag_not_supported,
T3_current,V_strength,P_south_band_share_18_24,V,P,old_v1,old_v1,5,-0.2531746182209919,0.2531746182209919,-0.0274503109207566,0.0274503109207566,0.0559440559440559,0.1806846999154691,0.1806846999154691,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.2039106357749284,0.1413857621726646,False,positive_lag_not_supported,
T3_current,V_strength,P_main_minus_south,V,P,old_v1,old_v1,4,0.186339907380509,0.186339907380509,0.0423558397581797,0.0423558397581797,0.1808191808191808,0.346920521339126,0.346920521339126,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1228769099509394,0.0631598465373692,False,positive_lag_not_supported,
T3_current,V_strength,P_spread_lat,V,P,old_v1,old_v1,5,0.2400051097152036,0.2400051097152036,0.0839821839452392,0.0839821839452392,0.0569430569430569,0.1806846999154691,0.1806846999154691,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.139084337740074,0.1865597429546047,False,positive_lag_not_supported,
T3_current,V_strength,P_north_band_share_35_45,V,P,old_v1,old_v1,4,0.2295314087110107,0.2295314087110107,0.1349990718422728,0.1349990718422728,0.0689310689310689,0.196097006441834,0.196097006441834,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0770734031143395,0.1383707301459959,False,positive_lag_not_supported,
T3_current,V_strength,P_north_minus_main_35_45,V,P,old_v1,old_v1,5,0.0540235149317172,0.0540235149317172,0.0349805432926268,0.0349805432926268,0.8001998001998002,0.815018315018315,0.815018315018315,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0018387403181893,-0.0281906858383934,False,positive_lag_not_supported,
T3_current,V_strength,P_total_centroid_lat_10_50,V,P,old_v1,old_v1,3,0.2472497720943924,0.2472497720943924,0.1190883345109186,0.1190883345109186,0.0639360639360639,0.1918081918081918,0.1918081918081918,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1043352814602324,0.1375876288419355,False,positive_lag_not_supported,
T3_current,V_strength,P_main_28_35_mean,V,P,old_v1,new_v1_1,2,0.1882867439081478,0.1882867439081478,0.1602394627252422,0.1602394627252422,0.1618381618381618,0.3217264663047795,0.3217264663047795,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0123782679547246,0.0827002830722566,False,positive_lag_not_supported,
T3_current,V_strength,P_south_10_25_mean,V,P,old_v1,new_v1_1,4,-0.2823497021419935,0.2823497021419935,-0.0853201206976312,0.0853201206976312,0.0319680319680319,0.1352493660185967,0.1352493660185967,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1782862186216426,0.1261639092434083,False,marginal_statistical_support,marginal
T3_current,V_strength,P_scs_10_20_mean,V,P,old_v1,new_v1_1,3,-0.2096136222144186,0.2096136222144186,-0.0785282151945787,0.0785282151945787,0.1258741258741259,0.2662721893491124,0.2662721893491124,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.114663131238447,0.039858030038694,False,positive_lag_not_supported,
T3_current,V_strength,P_highlat_40_60_mean,V,P,old_v1,new_v1_1,1,0.2127301100710166,0.2127301100710166,0.2089918447156295,0.2089918447156295,0.1048951048951049,0.2484135582727132,0.2484135582727132,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0075131934920857,0.0205133238801913,False,positive_lag_not_supported,
