window,source,target,source_family,target_family,family_direction,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,q_pos_audit_global,q_pos_audit_within_window
S2,H_PC1,P_PC1,H,P,H→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.19953223243171053,0.21404054557317403,0.07092907092907093,0.2190575110459527,0.304018910271023,0.08291708291708291,-0.019525278614242164,0.910866883673547,0.16241822693435598,0.11188811188811189
S2,H_PC1,V_PC1,H,V,H→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3959764530850974,0.2170546626314311,0.000999000999000999,0.2605484042135014,0.3224410898615357,0.002997002997002997,0.13542804887159599,1.519780765038277,0.014196329985803672,0.008562865705722848
S2,H_PC1,Je_PC1,H,Je,H→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.7116719310269433,0.22283795862364786,0.000999000999000999,0.3508454194234216,0.41787752745290524,0.000999000999000999,0.36082651160352164,2.028448688874157,0.0062006958558682695,0.003996003996003996
S2,H_PC1,Jw_PC1,H,Jw,H→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.29178466167975,0.21603839491373847,0.005994005994005994,0.2336395395318934,0.30661449598747115,0.015984015984015984,0.05814512214785658,1.2488667896895909,0.04852290566576281,0.029061847243665426
S2,Je_PC1,P_PC1,Je,P,Je→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.08817177803654906,0.2151702310942757,0.43656343656343655,0.21857051080076265,0.28612000859862946,0.4645354645354645,-0.1303987327642136,0.4034019855355593,0.5537508848767126,0.46453546453546457
S2,Je_PC1,V_PC1,Je,V,Je→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.216263183802158,0.20673227467816702,0.03996003996003996,0.23891576080192867,0.29870664942274217,0.07292707292707293,-0.022652576999770663,0.9051859244290267,0.15088359915946123,0.11188811188811189
S2,Je_PC1,H_PC1,Je,H,Je→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.5562065683309722,0.21943584825646964,0.000999000999000999,0.3433892375515444,0.4159581820425085,0.000999000999000999,0.21281733077942777,1.6197553898219739,0.0062006958558682695,0.003996003996003996
S2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3154579716540068,0.21624069870730328,0.002997002997002997,0.24538573547760398,0.3177351914008908,0.011988011988011988,0.07007223617640282,1.2855595336054007,0.03923349377894833,0.023976023976023976
S2,Jw_PC1,P_PC1,Jw,P,Jw→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.11080555590590355,0.2222056813161974,0.3546453546453546,0.2273039523250784,0.30533370126697806,0.35664335664335667,-0.11649839641917487,0.4874774713438997,0.4618403179554259,0.3962703962703963
S2,Jw_PC1,V_PC1,Jw,V,Jw→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.23324193333148568,0.19851082393803146,0.02197802197802198,0.22675491530055955,0.3049286862221232,0.04995004995004995,0.006487018030926134,1.0286080591564144,0.11526934603857682,0.08325008325008325
S2,Jw_PC1,H_PC1,Jw,H,Jw→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2105960879177033,0.21398108606667296,0.056943056943056944,0.23451710590418054,0.3012046365116332,0.08391608391608392,-0.02392101798647725,0.8979988351201513,0.16241822693435598,0.11188811188811189
S2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3250906892583203,0.21265489962671422,0.003996003996003996,0.2436650930319476,0.3133139268713875,0.006993006993006993,0.08142559622637269,1.3341701316884842,0.026781728909388482,0.015540015540015542
T2,P_PC1,V_PC1,P,V,P→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6196858220578803,0.25141669194701227,0.000999000999000999,0.3771545476097648,0.4440836006970546,0.000999000999000999,0.24253127444811545,1.6430554158372719,0.0062006958558682695,0.004995004995004995
T2,P_PC1,H_PC1,P,H,P→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.21826472486781862,0.25777668577326335,0.10989010989010989,0.2591374507179709,0.3239372937739392,0.1038961038961039,-0.04087272585015228,0.8422739525417512,0.19082957858468066,0.25974025974025977
T2,P_PC1,Je_PC1,P,Je,P→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.35433968685257966,0.2534354697969571,0.006993006993006993,0.31441963975504394,0.3797868036335829,0.02197802197802198,0.039920047097535716,1.1269642288523591,0.060862214708368556,0.07992007992007992
T2,P_PC1,Jw_PC1,P,Jw,P→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1406458607853869,0.26699585569749956,0.33966033966033965,0.28496857980697143,0.36521498332151914,0.37462537462537465,-0.14432271902158453,0.49354866027916444,0.47824515909622295,0.6024744486282948
T2,V_PC1,P_PC1,V,P,V→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.684190709457999,0.24365944445859822,0.000999000999000999,0.3826088695737121,0.44872045155859636,0.000999000999000999,0.3015818398842869,1.7882249050323837,0.0062006958558682695,0.004995004995004995
T2,V_PC1,H_PC1,V,H,V→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.12449111281130293,0.2615406947122136,0.4225774225774226,0.3224563296190152,0.38744735971933975,0.5324675324675324,-0.19796521680771229,0.38607123314462516,0.6183493925429409,0.7181054239877769
T2,V_PC1,Je_PC1,V,Je,V→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.06483202601217672,0.25544439100212507,0.7232767232767233,0.2842579177111048,0.35103774779338864,0.7512487512487512,-0.2194258916989281,0.22807465323821302,0.7816460995651746,0.7907881592092117
T2,V_PC1,Jw_PC1,V,Jw,V→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.13104341597378097,0.2663724289362553,0.3826173826173826,0.264601637614239,0.35103915771792743,0.3916083916083916,-0.13355822164045802,0.49524794009335765,0.47952047952047955,0.6024744486282948
T2,H_PC1,P_PC1,H,P,H→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.16193275270803253,0.25733188264065465,0.2517482517482518,0.25498143926272016,0.33263885191733017,0.22877122877122877,-0.09304868655468762,0.6350766282293399,0.3294305694305695,0.5083805083805084
T2,H_PC1,V_PC1,H,V,H→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3118876994359607,0.25351936039473927,0.016983016983016984,0.3336693955892101,0.40382720464595556,0.07192807192807193,-0.02178169615324943,0.9347207252412639,0.15054712729131337,0.2055087769373484
T2,H_PC1,Je_PC1,H,Je,H→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6668265105704908,0.2518018708001176,0.000999000999000999,0.4290089579446113,0.47674748615517487,0.000999000999000999,0.2378175526258795,1.5543416943209465,0.0062006958558682695,0.004995004995004995
T2,H_PC1,Jw_PC1,H,Jw,H→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1519218872791521,0.2626945392272378,0.3026973026973027,0.30108313587971564,0.3997041977046422,0.3906093906093906,-0.14916124860056354,0.5045845122984428,0.47952047952047955,0.6024744486282948
T2,Je_PC1,P_PC1,Je,P,Je→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.34024056835317384,0.2534936799670223,0.006993006993006993,0.3092403953994487,0.3797259302580987,0.023976023976023976,0.031000172953725147,1.100246194917976,0.06538915629824721,0.07992007992007992
T2,Je_PC1,V_PC1,Je,V,Je→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.04705977541365053,0.2603239558283713,0.8211788211788211,0.2789054800499431,0.3447515927436618,0.8151848151848152,-0.23184570463629256,0.16873019277076814,0.8384758099043813,0.8151848151848153
T2,Je_PC1,H_PC1,Je,H,Je→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6110100192295276,0.24841635432161752,0.000999000999000999,0.4303385969960895,0.47670576154353844,0.000999000999000999,0.18067142223343807,1.4198355050989764,0.0062006958558682695,0.004995004995004995
T2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1251904673431373,0.25500922410071175,0.3916083916083916,0.31214316009825244,0.37095591138220474,0.5444555444555444,-0.18695269275511514,0.40106746950255595,0.6202658101392279,0.7181054239877769
T2,Jw_PC1,P_PC1,Jw,P,Jw→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.07589953852165296,0.2646946785645985,0.6623376623376623,0.27842148065641464,0.3581033017899642,0.6773226773226774,-0.20252194213476168,0.27260661908237105,0.7235368182113744,0.7525807525807526
T2,Jw_PC1,V_PC1,Jw,V,Jw→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.08059624755617395,0.26487563173393364,0.6183816183816184,0.2575002020359398,0.33547502403071766,0.6103896103896104,-0.17690395447976587,0.3129948905629401,0.6740498765038643,0.7181054239877769
T2,Jw_PC1,H_PC1,Jw,H,Jw→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.09714982245901177,0.26743594677394594,0.5624375624375625,0.3042950778821451,0.3960079060500591,0.6023976023976024,-0.20714525542313333,0.3192618925523283,0.6693306693306693,0.7181054239877769
T2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.18171746214069345,0.2599683807103992,0.18181818181818182,0.3220719158923843,0.37585594492870594,0.34265734265734266,-0.14035445375169087,0.5642139322740941,0.4502067275789904,0.6024744486282948
S3,P_PC1,V_PC1,P,V,P→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.626172215434829,0.21965508769237768,0.000999000999000999,0.3180974845587403,0.4004462886441522,0.000999000999000999,0.3080747308760887,1.968491565733206,0.0062006958558682695,0.004995004995004995
S3,P_PC1,H_PC1,P,H,P→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.22800419040923187,0.2294549629686878,0.053946053946053944,0.24554100736744913,0.3295045022702963,0.08191808191808192,-0.017536816958217266,0.928578866942687,0.16241822693435598,0.2340516626230912
S3,P_PC1,Je_PC1,P,Je,P→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.19910960038778797,0.22613098519282138,0.08891108891108891,0.28411082996451004,0.36815673338577354,0.21178821178821178,-0.08500122957672207,0.7008166510676834,0.3198440903358936,0.3596403596403596
S3,P_PC1,Jw_PC1,P,Jw,P→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.11627370229034778,0.22978560445600757,0.34565434565434566,0.2572383122898621,0.3450288691595756,0.38461538461538464,-0.14096460999951432,0.45200771710602683,0.47952047952047955,0.4832667332667333
S3,V_PC1,P_PC1,V,P,V→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6148785828644776,0.21892670525969335,0.000999000999000999,0.3163182217502778,0.38703021758531764,0.000999000999000999,0.2985603611141998,1.9438607724277825,0.0062006958558682695,0.004995004995004995
S3,V_PC1,H_PC1,V,H,V→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1565947868380917,0.2184593934017896,0.1878121878121878,0.23849555938558395,0.3085066745584438,0.21178821178821178,-0.08190077254749226,0.6565941405429673,0.3198440903358936,0.3596403596403596
S3,V_PC1,Je_PC1,V,Je,V→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.0979512349813999,0.22957818872657865,0.4595404595404595,0.24218303045343875,0.31927872756160586,0.47152847152847155,-0.14423179547203885,0.40445127306403766,0.558388979441611,0.55473937826879
S3,V_PC1,Jw_PC1,V,Jw,V→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1207373015886175,0.2219130940888904,0.33266733266733267,0.24286447284559315,0.2903733512205683,0.3516483516483517,-0.12212717125697566,0.4971385899879193,0.4586717630195891,0.4832667332667333
