window,source,target,source_family,target_family,family_direction,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,q_pos_audit_global,q_pos_audit_within_window
S1,P_PC1,V_PC1,P,V,P→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.5364669301679693,0.17346510722176964,0.000999000999000999,0.30171020351916267,0.3613310116229895,0.000999000999000999,0.23475672664880665,1.7780867995533218,0.0062006958558682695,0.00333000333000333
S1,P_PC1,H_PC1,P,H,P→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.1882658425867153,0.18644144082385508,0.04795204795204795,0.24254374323564262,0.2833115368879239,0.14085914085914086,-0.05427790064892732,0.776213973096829,0.2391947674966543,0.1565101565101565
S1,P_PC1,Je_PC1,P,Je,P→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.34315059599559605,0.18243955658341163,0.000999000999000999,0.2418426019725447,0.2842523846853474,0.003996003996003996,0.10130799402305135,1.4189005295045263,0.01798201798201798,0.00999000999000999
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2048414218650367,0.17438375033020845,0.024975024975024976,0.2202383674012846,0.27430886970088375,0.06893106893106893,-0.015396945536247902,0.9300896309851683,0.14948906515171576,0.08109537521302226
S1,V_PC1,P_PC1,V,P,V→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.7958867804773612,0.17377040177163622,0.000999000999000999,0.3048464046058464,0.3553562475643789,0.000999000999000999,0.4910403758715148,2.6107796203350646,0.0062006958558682695,0.00333000333000333
S1,V_PC1,H_PC1,V,H,V→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.4507328134320611,0.1765793197127073,0.000999000999000999,0.2525084449287438,0.3248839555563037,0.000999000999000999,0.19822436850331732,1.7850207487486405,0.0062006958558682695,0.00333000333000333
S1,V_PC1,Je_PC1,V,Je,V→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.5331865299277909,0.1847441227835264,0.000999000999000999,0.2580180318362861,0.3008083915531264,0.000999000999000999,0.27516849809150484,2.066470029761722,0.0062006958558682695,0.00333000333000333
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.22874621758988234,0.17650299163288968,0.008991008991008992,0.20984555594203277,0.2535898819037007,0.030969030969030968,0.018900661647849565,1.0900693920488391,0.07851303625951513,0.041292041292041295
S1,H_PC1,P_PC1,H,P,H→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2989269985402612,0.18132803748324974,0.002997002997002997,0.23545674978637818,0.28582824533244916,0.007992007992007992,0.06347024875388305,1.2695622393983923,0.02877122877122877,0.014530923621832713
S1,H_PC1,V_PC1,H,V,H→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.37798848505944466,0.17729113185370268,0.000999000999000999,0.2570089684420041,0.32632402096453106,0.001998001998001998,0.12097951661744055,1.4707209921537834,0.010275438846867418,0.005708577137148565
S1,H_PC1,Je_PC1,H,Je,H→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.8215041226318793,0.20037645238054172,0.000999000999000999,0.4211110289568916,0.4725111152468141,0.000999000999000999,0.4003930936749877,1.9508017271995393,0.0062006958558682695,0.00333000333000333
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.08852853323134773,0.19272338796895996,0.41858141858141856,0.2535437824910485,0.31300073190664834,0.5634365634365635,-0.16501524925970074,0.3491646782325387,0.6338661338661339,0.5634365634365635
S1,Je_PC1,P_PC1,Je,P,Je→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3090251389078738,0.18256148694614807,0.000999000999000999,0.23547515549653855,0.27951723037946896,0.007992007992007992,0.07354998341133526,1.312347106242452,0.02877122877122877,0.014530923621832713
S1,Je_PC1,V_PC1,Je,V,Je→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.29724666396250454,0.18676648907929372,0.001998001998001998,0.2595410790940558,0.30309817755427265,0.016983016983016984,0.037705584868448716,1.145277907451346,0.04852290566576281,0.026127718435410747
S1,Je_PC1,H_PC1,Je,H,Je→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6734858618753691,0.19712336528249735,0.000999000999000999,0.4182089501499645,0.4704602933984997,0.000999000999000999,0.25527691172540456,1.61040518533586,0.0062006958558682695,0.00333000333000333
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.13339447680192545,0.1987584141114438,0.1968031968031968,0.26259356257072214,0.3209912827487418,0.41058941058941056,-0.12919908576879668,0.507988373728695,0.4960140530610329,0.4321993795678005
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2429093095594635,0.18013423478166032,0.004995004995004995,0.2169998041293658,0.2878361448506231,0.026973026973026972,0.025909505430097707,1.1193987503078648,0.07036441819050514,0.03853289567575281
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.304232835550349,0.17783876812057794,0.000999000999000999,0.20740113417326286,0.26815943523055674,0.004995004995004995,0.09683170137708616,1.4668812529067126,0.02140716426430712,0.0111000111000111
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.25134955289506744,0.1972373989439928,0.01098901098901099,0.25296988829788397,0.3035135021368957,0.052947052947052944,-0.0016203354028165307,0.9935947498980253,0.12063885481606999,0.06618381618381618
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.320626582258778,0.20113337180359342,0.002997002997002997,0.2604946276914889,0.3237640640928409,0.012987012987012988,0.06013195456728909,1.2308375996087915,0.040304523063143756,0.021645021645021648
T1,P_PC1,V_PC1,P,V,P→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6912627603927481,0.26879904575748875,0.000999000999000999,0.4189130671795454,0.49571790723311543,0.000999000999000999,0.27234969321320274,1.6501341556301325,0.0062006958558682695,0.00666000666000666
T1,P_PC1,H_PC1,P,H,P→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.36825867927322553,0.2631253670226926,0.005994005994005994,0.308794089796082,0.3857472842943747,0.016983016983016984,0.059464589477143504,1.1925703614224354,0.04852290566576281,0.03396603396603397
T1,P_PC1,Je_PC1,P,Je,P→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.3260915382413237,0.2733882231822389,0.016983016983016984,0.30944638779110417,0.3892727078981289,0.03596403596403597,0.016645150450219526,1.0537900945266683,0.08631368631368633,0.059940059940059943
T1,P_PC1,Jw_PC1,P,Jw,P→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.07475828040964638,0.2847661316641699,0.7022977022977023,0.2927244645738316,0.3429533088112515,0.7032967032967034,-0.21796618416418523,0.25538787992484546,0.7446670976082741,0.7032967032967034
T1,V_PC1,P_PC1,V,P,V→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.7819536106317296,0.2621990941466976,0.000999000999000999,0.4304436605091189,0.5014288866554287,0.000999000999000999,0.3515099501226107,1.8166224348776627,0.0062006958558682695,0.00666000666000666
T1,V_PC1,H_PC1,V,H,V→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.44211544026243804,0.2643334560906295,0.003996003996003996,0.32204913209523717,0.39407327324564817,0.006993006993006993,0.12006630816720087,1.3728198470402788,0.026781728909388482,0.0222000222000222
T1,V_PC1,Je_PC1,V,Je,V→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.4597588059159945,0.25996450800898263,0.000999000999000999,0.32643777295246024,0.3848748993603421,0.002997002997002997,0.13332103296353426,1.4084117832250682,0.014196329985803672,0.011988011988011988
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2832366679763915,0.2663092661813284,0.03996003996003996,0.27708675932530663,0.3601146981933362,0.04195804195804196,0.00614990865108489,1.0221948846132511,0.09937430990062569,0.064550833781603
T1,H_PC1,P_PC1,H,P,H→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.4900482951971731,0.2717613082840742,0.000999000999000999,0.3229399073596882,0.3897089367852765,0.001998001998001998,0.16710838783748488,1.5174597007961632,0.010275438846867418,0.00999000999000999
T1,H_PC1,V_PC1,H,V,H→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.4344787073847676,0.2707351003375413,0.001998001998001998,0.32140507498493903,0.39821748210889246,0.007992007992007992,0.1130736323998286,1.3518103514859783,0.02877122877122877,0.0222000222000222
T1,H_PC1,Je_PC1,H,Je,H→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.7596053888592645,0.28036841646170796,0.000999000999000999,0.45919762528703273,0.5313116182988094,0.000999000999000999,0.3004077635722318,1.6542014745491216,0.0062006958558682695,0.00666000666000666
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.10544781758348445,0.27348036124671377,0.5144855144855145,0.30016745297255476,0.3591311595250788,0.5744255744255744,-0.1947196353890703,0.35129663972304775,0.6422149279292136,0.6046584993953414
T1,Je_PC1,P_PC1,Je,P,Je→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.28617540960143684,0.27842059833198807,0.04095904095904096,0.3165036421934833,0.3860922198232162,0.08791208791208792,-0.030328232592046478,0.9041773030418829,0.16657027183342973,0.12558869701726846
T1,Je_PC1,V_PC1,Je,V,Je→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.17324925328549873,0.2639329902851798,0.20679320679320679,0.3170880903518841,0.3765259664530776,0.36063936063936064,-0.1438388370663854,0.5463757818631338,0.4636791779648923,0.4007104007104007
T1,Je_PC1,H_PC1,Je,H,Je→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.5293557333775308,0.26591226178612226,0.000999000999000999,0.45220653807841793,0.5194076450752045,0.00999000999000999,0.0771491952991129,1.170606103191136,0.03392833581512827,0.0222000222000222
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.19905867524144585,0.27099725772473987,0.16883116883116883,0.29715772222026504,0.3741351203600828,0.22277722277722278,-0.09809904697881919,0.6698754915542653,0.32601544796666754,0.27847152847152845
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.2446866159876968,0.2779309162806906,0.1018981018981019,0.29444310842140586,0.354889173652076,0.11188811188811189,-0.049756492433709054,0.831014919315083,0.19921255215372863,0.14918414918414918
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.36788578717652876,0.27595201929984886,0.002997002997002997,0.27049459196248343,0.35079230518022286,0.00999000999000999,0.09739119521404532,1.3600485854724709,0.03392833581512827,0.0222000222000222
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.32965579148262475,0.2723398824743613,0.015984015984015984,0.297169739030339,0.36240082313796573,0.028971028971028972,0.03248605245228575,1.1093181713531375,0.07449693163978878,0.05267459812914359
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.18988734160971846,0.2691233552115606,0.1918081918081918,0.29500814563481786,0.3717156399144372,0.24375624375624375,-0.1051208040250994,0.64366813059045,0.34548129036318015,0.28677205147793383
S2,P_PC1,V_PC1,P,V,P→V,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.6394803229661475,0.2102334534576239,0.000999000999000999,0.2895105379262391,0.35631687493782177,0.000999000999000999,0.34996978503990844,2.2088326302273424,0.0062006958558682695,0.003996003996003996
S2,P_PC1,H_PC1,P,H,P→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.11741111961557296,0.21364892949593903,0.31868131868131866,0.21698781841260753,0.29454302947227723,0.32867132867132864,-0.09957669879703457,0.5410954424746227,0.44149879970775485,0.38667215137803373
S2,P_PC1,Je_PC1,P,Je,P→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.10162533226324064,0.21231304905997683,0.37662337662337664,0.21710712803499765,0.26889796928931126,0.38461538461538464,-0.11548179577175702,0.468088418759142,0.47952047952047955,0.4048582995951417
S2,P_PC1,Jw_PC1,P,Jw,P→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.15630385748083284,0.22530288533968906,0.16983016983016982,0.2205406148665547,0.3018274270981342,0.17882117882117882,-0.06423675738572188,0.7087304874678507,0.28234922971765075,0.22352647352647353
S2,V_PC1,P_PC1,V,P,V→P,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.7491123751339315,0.21593442630475412,0.000999000999000999,0.2914277570166878,0.35872356624583907,0.000999000999000999,0.45768461811724365,2.5704908235320754,0.0062006958558682695,0.003996003996003996
S2,V_PC1,H_PC1,V,H,V→H,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.38920738092666457,0.21947389610834805,0.001998001998001998,0.25825384545697505,0.3195530851543833,0.001998001998001998,0.13095353546968952,1.5070729353050671,0.010275438846867418,0.00666000666000666
S2,V_PC1,Je_PC1,V,Je,V→Je,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.32621119110947916,0.20637087740153645,0.005994005994005994,0.23643618033169625,0.30443460076456996,0.005994005994005994,0.08977501077778291,1.379700816735567,0.02509118788188556,0.014985014985014984
S2,V_PC1,Jw_PC1,V,Jw,V→Jw,ok,pooled_window_object_pc1_ar1,pooled_phi_yearwise_scale_ar1,0.39525279436830735,0.2076024459818633,0.000999000999000999,0.23381734028514017,0.2955766376776714,0.000999000999000999,0.16143545408316717,1.690434053720296,0.0062006958558682695,0.003996003996003996
