window,family_direction,source,target,source_family,target_family,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,p_pos_audit_surrogate,q_pos_audit_within_window,source_pc1_explained_variance_ratio,target_pc1_explained_variance_ratio,source_quality_flag,target_quality_flag,source_sign_reference_corr_abs,target_sign_reference_corr_abs,v1_total_pairs,v1_yes_count,v1_tier1a_count,v1_tier1b_count,v1_tier2_count,v1_tier3_count,v1_same_day_yes_count,v1_max_positive_abs_r,v1_max_lag0_abs_r,interpretation_hint
T3,H→P,H_PC1,P_PC1,H,P,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,1,-0.5618506548041226,0.5618506548041226,-0.5460458618895198,0.5460458618895198,True,0.000999000999000999,0.0024975024975024975,0.000999000999000999,0.004995004995004995,0.4102965319849802,0.20200443644651617,pc1_good,pc1_moderate,0.6690259667410314,0.7665547366085177,28,0,0,0,0,0,13,0.4895875303599397,0.4733840668939985,index_weak_or_no_pc1_strong
T3,H→V,H_PC1,V_PC1,H,V,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,4,-0.3593378309715851,0.3593378309715851,-0.25812005286943623,0.25812005286943623,True,0.003996003996003996,0.007992007992007992,0.012987012987012988,0.03710575139146568,0.4102965319849802,0.27816721873004546,pc1_good,pc1_moderate,0.6690259667410314,0.8360334642754722,12,0,0,0,0,0,2,0.3290990583753917,0.310275838715725,index_weak_or_no_pc1_strong
T3,H→Je,H_PC1,Je_PC1,H,Je,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,3,0.5491989483109646,0.5491989483109646,0.44701566999708026,0.44701566999708026,True,0.000999000999000999,0.0024975024975024975,0.001998001998001998,0.007992007992007992,0.4102965319849802,0.39964406682959874,pc1_good,pc1_good,0.6690259667410314,0.6685419281090548,12,0,0,0,0,0,3,0.4279486101991395,0.4030709002325398,index_weak_or_no_pc1_strong
T3,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,4,0.5536412525916681,0.5536412525916681,0.3514091292305242,0.3514091292305242,True,0.000999000999000999,0.0024975024975024975,0.002997002997002997,0.00999000999000999,0.4102965319849802,0.40664501337561293,pc1_good,pc1_good,0.6690259667410314,0.7010349576442427,12,0,0,0,0,0,1,0.2631128004119717,0.2111560259952315,index_weak_or_no_pc1_strong
T3,Je→P,Je_PC1,P_PC1,Je,P,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,-0.28986064235270054,0.28986064235270054,-0.2868774802348282,0.2868774802348282,True,0.025974025974025976,0.03996003996003996,0.07692307692307693,0.1183431952662722,0.39964406682959874,0.20200443644651617,pc1_good,pc1_moderate,0.6685419281090548,0.7665547366085177,21,2,0,0,2,0,4,0.3952041352701987,0.3780083475798179,index_yes_pc1_lagged_weak_tau0_present
T3,Je→V,Je_PC1,V_PC1,Je,V,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,2,-0.351612952226152,0.351612952226152,-0.30655566062224643,0.30655566062224643,True,0.005994005994005994,0.00999000999000999,0.054945054945054944,0.09157509157509158,0.39964406682959874,0.27816721873004546,pc1_good,pc1_moderate,0.6685419281090548,0.8360334642754722,9,0,0,0,0,0,3,0.2334757230792167,0.1998568118940445,both_weak_or_no_signal
T3,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.40185879392691826,0.40185879392691826,0.44701566999708026,0.44701566999708026,True,0.003996003996003996,0.007992007992007992,0.03496503496503497,0.06993006993006994,0.39964406682959874,0.4102965319849802,pc1_good,pc1_good,0.6685419281090548,0.6690259667410314,12,0,0,0,0,0,3,0.4123253871989502,0.4030709002325398,both_weak_or_no_signal
T3,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,0.4609526430886634,0.4609526430886634,0.45107681316032894,0.45107681316032894,True,0.000999000999000999,0.0024975024975024975,0.026973026973026972,0.05994005994005994,0.39964406682959874,0.40664501337561293,pc1_good,pc1_good,0.6685419281090548,0.7010349576442427,9,0,0,0,0,0,1,0.2614087975475477,0.2251619051377567,both_weak_or_no_signal
T3,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.26917592319190164,0.26917592319190164,-0.3025262353609217,0.3025262353609217,True,0.06693306693306693,0.07292707292707293,0.18281718281718282,0.20646020646020646,0.40664501337561293,0.20200443644651617,pc1_good,pc1_moderate,0.7010349576442427,0.7665547366085177,21,0,0,0,0,0,6,0.316282750493957,0.3531908971141655,both_weak_or_no_signal
T3,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_ambiguous_coupled_or_feedback_like,PC1_lead_lag_ambiguous,PC1_Tier4c_ambiguous_direction_uncertain,3,-0.27600141771621944,0.27600141771621944,-0.253059750229049,0.253059750229049,True,0.028971028971028972,0.03996003996003996,0.14485514485514486,0.18106893106893107,0.40664501337561293,0.27816721873004546,pc1_good,pc1_moderate,0.7010349576442427,0.8360334642754722,9,0,0,0,0,0,0,0.2205444401553299,0.1672534953779725,both_weak_or_no_signal
T3,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.27540839437630876,0.27540839437630876,0.3514091292305242,0.3514091292305242,True,0.03896103896103896,0.04583651642475172,0.2867132867132867,0.2867132867132867,0.40664501337561293,0.4102965319849802,pc1_good,pc1_good,0.7010349576442427,0.6690259667410314,12,0,0,0,0,0,1,0.2222023566139744,0.2111560259952315,both_weak_or_no_signal
T3,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,0.44240855143251423,0.44240855143251423,0.45107681316032894,0.45107681316032894,True,0.000999000999000999,0.0024975024975024975,0.04495504495504495,0.08173644537280901,0.40664501337561293,0.39964406682959874,pc1_good,pc1_good,0.7010349576442427,0.6685419281090548,9,0,0,0,0,0,1,0.3249812675074705,0.2251619051377567,both_weak_or_no_signal
S4,P→V,P_PC1,V_PC1,P,V,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.5468583340500052,0.5468583340500052,0.6083248368842982,0.6083248368842982,True,0.000999000999000999,0.003996003996003996,0.000999000999000999,0.00666000666000666,0.15642910594049633,0.32001364568208546,pc1_low_variance,pc1_moderate,0.43762520206414296,0.854285633787556,21,1,0,1,0,0,11,0.3465364804696754,0.4174984665903461,index_yes_pc1_weak_but_pc1_quality_low
S4,P→H,P_PC1,H_PC1,P,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.020351720843544304,0.020351720843544304,-0.015325205254084777,0.015325205254084777,False,0.913086913086913,0.9130869130869129,0.913086913086913,0.9130869130869129,0.15642910594049633,0.3681673059900933,pc1_low_variance,pc1_good,0.43762520206414296,0.34933238566600394,28,1,0,0,1,0,9,0.2587527699269495,0.2849697013866363,index_yes_pc1_weak_but_pc1_quality_low
S4,P→Je,P_PC1,Je_PC1,P,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.16667055383303125,0.16667055383303125,-0.1648929599040929,0.1648929599040929,False,0.08191808191808192,0.13653013653013654,0.26573426573426573,0.42528899671756815,0.15642910594049633,0.32598500012409143,pc1_low_variance,pc1_moderate,0.43762520206414296,0.8277497112060402,21,0,0,0,0,0,5,0.209327973329357,0.1867935818899226,both_weak_pc1_quality_low
S4,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,4,-0.1787944068045407,0.1787944068045407,-0.11056121959036064,0.11056121959036064,False,0.06493506493506493,0.12714558169103626,0.13086913086913088,0.2908202908202908,0.15642910594049633,0.448064222274174,pc1_low_variance,pc1_good,0.43762520206414296,0.7406821406678329,21,0,0,0,0,0,5,0.2587916575180045,0.2403311965487822,both_weak_pc1_quality_low
S4,V→P,V_PC1,P_PC1,V,P,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,1,0.6065077119556332,0.6065077119556332,0.6083248368842982,0.6083248368842982,True,0.000999000999000999,0.003996003996003996,0.000999000999000999,0.00666000666000666,0.32001364568208546,0.15642910594049633,pc1_moderate,pc1_low_variance,0.854285633787556,0.43762520206414296,21,9,1,8,0,0,11,0.452115359358,0.4174984665903461,index_strong_pc1_strong
S4,V→H,V_PC1,H_PC1,V,H,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.3665932612378707,0.3665932612378707,0.3758554480567989,0.3758554480567989,True,0.000999000999000999,0.003996003996003996,0.000999000999000999,0.00666000666000666,0.32001364568208546,0.3681673059900933,pc1_moderate,pc1_good,0.854285633787556,0.34933238566600394,12,0,0,0,0,0,7,0.3289052198877072,0.3407031902734487,both_weak_or_no_signal
S4,V→Je,V_PC1,Je_PC1,V,Je,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,-0.20796432301324738,0.20796432301324738,-0.23773856177072802,0.23773856177072802,True,0.03296703296703297,0.07326007326007326,0.14585414585414586,0.2917082917082917,0.32001364568208546,0.32598500012409143,pc1_moderate,pc1_moderate,0.854285633787556,0.8277497112060402,9,2,0,0,2,0,5,0.2521341584993921,0.2578526240415954,index_yes_pc1_lagged_weak_tau0_present
S4,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.13563115199709894,0.13563115199709894,-0.03634659064260201,0.03634659064260201,False,0.17282717282717283,0.24689596118167548,0.2787212787212787,0.42528899671756815,0.32001364568208546,0.448064222274174,pc1_moderate,pc1_good,0.854285633787556,0.7406821406678329,9,0,0,0,0,0,1,0.1978810078731421,0.1736498607264889,both_weak_or_no_signal
S4,H→P,H_PC1,P_PC1,H,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.02499772787091163,0.02499772787091163,-0.015325205254084777,0.015325205254084777,False,0.8801198801198801,0.9130869130869129,0.8691308691308691,0.9130869130869129,0.3681673059900933,0.15642910594049633,pc1_good,pc1_low_variance,0.34933238566600394,0.43762520206414296,28,4,0,2,2,0,9,0.3146783016043165,0.2849697013866363,index_yes_pc1_weak_but_pc1_quality_low
S4,H→V,H_PC1,V_PC1,H,V,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.37251829054467467,0.37251829054467467,0.3758554480567989,0.3758554480567989,True,0.000999000999000999,0.003996003996003996,0.001998001998001998,0.00999000999000999,0.3681673059900933,0.32001364568208546,pc1_good,pc1_moderate,0.34933238566600394,0.854285633787556,12,4,1,2,1,0,7,0.345897851975511,0.3407031902734487,index_yes_pc1_lagged_weak_tau0_present
S4,H→Je,H_PC1,Je_PC1,H,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.12474695874540667,0.12474695874540667,0.047223548110214744,0.047223548110214744,False,0.24175824175824176,0.3223443223443223,0.33266733266733267,0.4435564435564435,0.3681673059900933,0.32598500012409143,pc1_good,pc1_moderate,0.34933238566600394,0.8277497112060402,12,1,0,0,0,1,6,0.3733287681842899,0.3897467813636349,index_yes_pc1_weak
S4,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,2,0.24448770464482567,0.24448770464482567,0.21132408645385597,0.21132408645385597,True,0.00999000999000999,0.024975024975024976,0.06393606393606394,0.1826744683887541,0.3681673059900933,0.448064222274174,pc1_good,pc1_good,0.34933238566600394,0.7406821406678329,12,1,0,1,0,0,2,0.2536390474334398,0.1636500448813189,index_strong_pc1_strong
S4,Je→P,Je_PC1,P_PC1,Je,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.15972088103569593,0.15972088103569593,-0.1648929599040929,0.1648929599040929,False,0.09490509490509491,0.14600783831553063,0.2977022977022977,0.42528899671756815,0.32598500012409143,0.15642910594049633,pc1_moderate,pc1_low_variance,0.8277497112060402,0.43762520206414296,21,0,0,0,0,0,5,0.1646512007782147,0.1867935818899226,both_weak_pc1_quality_low
S4,Je→V,Je_PC1,V_PC1,Je,V,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,2,-0.257851937176444,0.257851937176444,-0.23773856177072802,0.23773856177072802,True,0.006993006993006993,0.01998001998001998,0.053946053946053944,0.1798201798201798,0.32598500012409143,0.32001364568208546,pc1_moderate,pc1_moderate,0.8277497112060402,0.854285633787556,9,0,0,0,0,0,5,0.2508532062572078,0.2578526240415954,index_weak_or_no_pc1_strong
S4,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.06359894084443732,0.06359894084443732,0.047223548110214744,0.047223548110214744,False,0.5594405594405595,0.6216006216006217,0.6223776223776224,0.6915306915306916,0.32598500012409143,0.3681673059900933,pc1_moderate,pc1_good,0.8277497112060402,0.34933238566600394,12,0,0,0,0,0,6,0.3825109572232057,0.3897467813636349,both_weak_or_no_signal
S4,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.26244960138972345,0.26244960138972345,0.28733307781375167,0.28733307781375167,True,0.006993006993006993,0.01998001998001998,0.08391608391608392,0.2097902097902098,0.32598500012409143,0.448064222274174,pc1_moderate,pc1_good,0.8277497112060402,0.7406821406678329,9,0,0,0,0,0,1,0.231800286329265,0.2368175507521906,both_weak_or_no_signal
S4,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.08882359976354316,0.08882359976354316,-0.11056121959036064,0.11056121959036064,False,0.3886113886113886,0.4857642357642358,0.48451548451548454,0.6056443556443557,0.448064222274174,0.15642910594049633,pc1_good,pc1_low_variance,0.7406821406678329,0.43762520206414296,21,0,0,0,0,0,5,0.2477777813788048,0.2403311965487822,both_weak_pc1_quality_low
S4,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.0695562846775441,0.0695562846775441,-0.03634659064260201,0.03634659064260201,False,0.5174825174825175,0.6088029617441383,0.6193806193806194,0.6915306915306916,0.448064222274174,0.32001364568208546,pc1_good,pc1_moderate,0.7406821406678329,0.854285633787556,9,0,0,0,0,0,1,0.1591460517181044,0.1736498607264889,both_weak_or_no_signal
S4,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.17979447552810773,0.17979447552810773,0.21132408645385597,0.21132408645385597,True,0.06993006993006994,0.12714558169103626,0.22677322677322678,0.4123149577695033,0.448064222274174,0.3681673059900933,pc1_good,pc1_good,0.7406821406678329,0.34933238566600394,12,0,0,0,0,0,2,0.1624191646949485,0.1636500448813189,both_weak_or_no_signal
S4,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,3,0.3444022490363236,0.3444022490363236,0.28733307781375167,0.28733307781375167,True,0.000999000999000999,0.003996003996003996,0.012987012987012988,0.05194805194805195,0.448064222274174,0.32598500012409143,pc1_good,pc1_moderate,0.7406821406678329,0.8277497112060402,9,1,1,0,0,0,1,0.3215843115739784,0.2368175507521906,index_strong_pc1_strong
T4,P→V,P_PC1,V_PC1,P,V,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.23759517702655467,0.23759517702655467,0.3469560395511254,0.3469560395511254,True,0.07892107892107893,0.1973026973026973,0.15384615384615385,0.30878212696394514,0.15577663551215148,0.3131270126277282,pc1_low_variance,pc1_moderate,0.5172314732593175,0.975854335903302,21,0,0,0,0,0,15,0.5414902361474256,0.6173923055895794,both_weak_pc1_quality_low
T4,P→H,P_PC1,H_PC1,P,H,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,2,-0.40027294848328626,0.40027294848328626,-0.3470117262763171,0.3470117262763171,True,0.002997002997002997,0.02997002997002997,0.003996003996003996,0.06993006993006994,0.15577663551215148,0.3915909915617282,pc1_low_variance,pc1_good,0.5172314732593175,0.4784652662424947,28,0,0,0,0,0,5,0.3418830615635748,0.3241928411158687,index_weak_or_no_pc1_strong
T4,P→Je,P_PC1,Je_PC1,P,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.16939034561371538,0.16939034561371538,-0.1857464421858279,0.1857464421858279,False,0.22077922077922077,0.33966033966033965,0.2137862137862138,0.3289018673634058,0.15577663551215148,0.3260982037813249,pc1_low_variance,pc1_moderate,0.5172314732593175,0.8384094490626629,21,0,0,0,0,0,2,0.1874891942901193,0.2435907066659275,both_weak_pc1_quality_low
T4,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.09560270137872783,0.09560270137872783,-0.010919159206614647,0.010919159206614647,False,0.5564435564435565,0.6863724510783333,0.5444555444555444,0.6930569430569431,0.15577663551215148,0.5025799259818532,pc1_low_variance,pc1_good,0.5172314732593175,0.7183992331708318,21,0,0,0,0,0,2,0.2532234034460724,0.2323873426205488,both_weak_pc1_quality_low
T4,V→P,V_PC1,P_PC1,V,P,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,2,0.41671008245353164,0.41671008245353164,0.3469560395511254,0.3469560395511254,True,0.001998001998001998,0.02997002997002997,0.006993006993006993,0.06993006993006994,0.3131270126277282,0.15577663551215148,pc1_moderate,pc1_low_variance,0.975854335903302,0.5172314732593175,21,9,0,8,1,0,15,0.6282099379798477,0.6173923055895794,index_strong_pc1_strong
T4,V→H,V_PC1,H_PC1,V,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.19795579202125654,0.19795579202125654,0.14968241297822563,0.14968241297822563,False,0.15884115884115885,0.3176823176823177,0.16183816183816183,0.30878212696394514,0.3131270126277282,0.3915909915617282,pc1_moderate,pc1_good,0.975854335903302,0.4784652662424947,12,0,0,0,0,0,5,0.3177953832870978,0.3867203978822831,both_weak_or_no_signal
T4,V→Je,V_PC1,Je_PC1,V,Je,PC1_ambiguous_coupled_or_feedback_like,PC1_lead_lag_ambiguous,PC1_Tier4c_ambiguous_direction_uncertain,3,-0.3221630186418569,0.3221630186418569,-0.269402924520063,0.269402924520063,True,0.01098901098901099,0.07326007326007326,0.03296703296703297,0.16483516483516483,0.3131270126277282,0.3260982037813249,pc1_moderate,pc1_moderate,0.975854335903302,0.8384094490626629,9,0,0,0,0,0,2,0.2520244924203318,0.2542745519273987,both_weak_or_no_signal
T4,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.08209151520968455,0.08209151520968455,0.08232397631089979,0.08232397631089979,False,0.6433566433566433,0.7148407148407148,0.6293706293706294,0.7092907092907094,0.3131270126277282,0.5025799259818532,pc1_moderate,pc1_good,0.975854335903302,0.7183992331708318,9,0,0,0,0,0,0,0.2347911947909951,0.1451879550882211,both_weak_or_no_signal
T4,H→P,H_PC1,P_PC1,H,P,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,-0.3034999672890549,0.3034999672890549,-0.3470117262763171,0.3470117262763171,True,0.026973026973026972,0.13486513486513485,0.03296703296703297,0.16483516483516483,0.3915909915617282,0.15577663551215148,pc1_good,pc1_low_variance,0.4784652662424947,0.5172314732593175,28,1,0,0,1,0,5,0.3056624301843295,0.3241928411158687,index_yes_pc1_weak_but_pc1_quality_low
T4,H→V,H_PC1,V_PC1,H,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.17605246133165628,0.17605246133165628,0.14968241297822563,0.14968241297822563,False,0.2177822177822178,0.33966033966033965,0.20679320679320679,0.3289018673634058,0.3915909915617282,0.3131270126277282,pc1_good,pc1_moderate,0.4784652662424947,0.975854335903302,12,1,0,0,1,0,5,0.3991681094194386,0.3867203978822831,index_yes_pc1_weak
T4,H→Je,H_PC1,Je_PC1,H,Je,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.2567162616448879,0.2567162616448879,0.2621925032085135,0.2621925032085135,True,0.07192807192807193,0.1973026973026973,0.11288711288711288,0.30878212696394514,0.3915909915617282,0.3260982037813249,pc1_good,pc1_moderate,0.4784652662424947,0.8384094490626629,12,0,0,0,0,0,1,0.2928947758765313,0.3105424682038254,both_weak_or_no_signal
T4,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_ambiguous_marginal_statistical_support,PC1_lead_lag_ambiguous,PC1_Tier4d_ambiguous_marginal,5,0.2843892319038158,0.2843892319038158,0.07740384806197577,0.07740384806197577,False,0.03396603396603397,0.13586413586413587,0.11288711288711288,0.30878212696394514,0.3915909915617282,0.5025799259818532,pc1_good,pc1_good,0.4784652662424947,0.7183992331708318,12,0,0,0,0,0,3,0.3111654031337144,0.3514522673527931,both_weak_or_no_signal
T4,Je→P,Je_PC1,P_PC1,Je,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.18259809103957214,0.18259809103957214,-0.1857464421858279,0.1857464421858279,False,0.18681318681318682,0.33966033966033965,0.16983016983016982,0.30878212696394514,0.3260982037813249,0.15577663551215148,pc1_moderate,pc1_low_variance,0.8384094490626629,0.5172314732593175,21,0,0,0,0,0,2,0.2611695421142244,0.2435907066659275,both_weak_pc1_quality_low
T4,Je→V,Je_PC1,V_PC1,Je,V,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.2292512020528762,0.2292512020528762,-0.269402924520063,0.269402924520063,True,0.0989010989010989,0.21978021978021978,0.15284715284715283,0.30878212696394514,0.3260982037813249,0.3131270126277282,pc1_moderate,pc1_moderate,0.8384094490626629,0.975854335903302,9,0,0,0,0,0,2,0.251161928173527,0.2542745519273987,both_weak_or_no_signal
T4,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.2638758530506096,0.2638758530506096,0.2621925032085135,0.2621925032085135,True,0.059940059940059943,0.1973026973026973,0.1028971028971029,0.30878212696394514,0.3260982037813249,0.3915909915617282,pc1_moderate,pc1_good,0.8384094490626629,0.4784652662424947,12,0,0,0,0,0,1,0.303615749254445,0.3105424682038254,both_weak_or_no_signal
T4,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,3,-0.011374427304705932,0.011374427304705932,0.016393063018265652,0.016393063018265652,False,0.983016983016983,0.9830169830169829,0.9920079920079921,0.9920079920079921,0.3260982037813249,0.5025799259818532,pc1_moderate,pc1_good,0.8384094490626629,0.7183992331708318,9,0,0,0,0,0,1,0.0806685129081062,0.1349996567975706,both_weak_or_no_signal
T4,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.04442405233695813,0.04442405233695813,-0.010919159206614647,0.010919159206614647,False,0.8531468531468531,0.8980493191019507,0.8231768231768232,0.866501919133498,0.5025799259818532,0.15577663551215148,pc1_good,pc1_low_variance,0.7183992331708318,0.5172314732593175,21,0,0,0,0,0,2,0.1994582345486966,0.2323873426205488,both_weak_pc1_quality_low
T4,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.09378203020995496,0.09378203020995496,0.08232397631089979,0.08232397631089979,False,0.5834165834165834,0.6863724510783333,0.5544455544455544,0.6930569430569431,0.5025799259818532,0.3131270126277282,pc1_good,pc1_moderate,0.7183992331708318,0.975854335903302,9,0,0,0,0,0,0,0.2055354381271162,0.1451879550882211,both_weak_or_no_signal
T4,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.10537121868779549,0.10537121868779549,0.07740384806197577,0.07740384806197577,False,0.5064935064935064,0.6753246753246753,0.6383616383616384,0.7092907092907094,0.5025799259818532,0.3915909915617282,pc1_good,pc1_good,0.7183992331708318,0.4784652662424947,12,0,0,0,0,0,3,0.3826281108597382,0.3514522673527931,both_weak_or_no_signal
T4,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.11321251584469667,0.11321251584469667,0.016393063018265652,0.016393063018265652,False,0.4785214785214785,0.6753246753246753,0.4165834165834166,0.595119166547738,0.5025799259818532,0.3260982037813249,pc1_good,pc1_moderate,0.7183992331708318,0.8384094490626629,9,0,0,0,0,0,1,0.2842965590974892,0.1349996567975706,both_weak_or_no_signal
S5,P→V,P_PC1,V_PC1,P,V,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.2227408869791719,0.2227408869791719,0.2520112812765215,0.2520112812765215,True,0.06793206793206794,0.13586413586413587,0.13086913086913088,0.26173826173826176,0.16794694205724015,0.31613402362360277,pc1_low_variance,pc1_moderate,0.6268303259770167,0.9460670698583076,21,0,0,0,0,0,12,0.5201916457299248,0.5593847697601709,both_weak_pc1_quality_low
S5,P→H,P_PC1,H_PC1,P,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.14465320529991726,0.14465320529991726,-0.1366027435856223,0.1366027435856223,False,0.25374625374625376,0.3903788519173135,0.2987012987012987,0.44241472812901383,0.16794694205724015,0.5034785659330451,pc1_low_variance,pc1_good,0.6268303259770167,0.7155572215051287,28,1,1,0,0,0,2,0.220505558566813,0.2272807782368669,index_yes_pc1_weak_but_pc1_quality_low
S5,P→Je,P_PC1,Je_PC1,P,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.0521020295106735,0.0521020295106735,-0.057119428148172356,0.057119428148172356,False,0.7562437562437563,0.7702297702297702,0.7402597402597403,0.7632367632367633,0.16794694205724015,0.37907655275790103,pc1_low_variance,pc1_good,0.6268303259770167,0.7029968482382947,21,2,0,0,2,0,3,0.2696195454814845,0.2510571074032416,index_yes_pc1_weak_but_pc1_quality_low
