window,source,target,source_object,target_object,source_family,target_family,family_direction,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,T_pos_null95,T_pos_audit_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,pc1_evidence_tier_reason,failure_reason,risk_note,suggested_reverse_direction,sample_status,pair_phi_risk
S3,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,1,0.14435005197085282,0.14435005197085282,-4,0.19353717078423952,0.19353717078423952,0.15267467716092828,0.15267467716092828,0.25374625374625376,0.3903788519173135,0.3333892384987276,0.3336663336663337,0.4832667332667333,0.23105525012734593,0.26719829472172385,-0.08670519815649311,0.6247425751689017,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,5,0.11640579531978625,0.11640579531978625,-3,-0.1425098039479465,0.1425098039479465,-0.0881576934599417,0.0881576934599417,0.33266733266733267,0.4320679320679321,0.41874209706377535,0.3866133866133866,0.4832667332667333,0.22315921026000793,0.25286428011135476,-0.10675341494022168,0.5216266681718364,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
S3,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,5,-0.06075743438729937,0.06075743438729937,-5,0.11127023171001209,0.11127023171001209,0.06109691487723464,0.06109691487723464,0.6803196803196803,0.716125979283874,0.7203384850443674,0.6793206793206793,0.7548007548007548,0.22997704498600657,0.24076431544085425,-0.16921961059870722,0.26418912544509077,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
S3,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,1,0.06595388772848783,0.06595388772848783,-5,0.3138341021642946,0.3138341021642946,0.13178220972173232,0.13178220972173232,0.6453546453546454,0.716125979283874,0.69145140573712,0.7432567432567433,0.7823755192176245,0.2283932516608518,0.2976910232634442,-0.16243936393236397,0.2887733645756959,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,4,0.20614247032898145,0.20614247032898145,-5,0.15815048928695558,0.15815048928695558,0.15267467716092828,0.15267467716092828,0.08791208791208792,0.17782217782217782,0.14003695419624623,0.13586413586413587,0.30192030192030195,0.2280224837903741,0.25792529168687867,-0.02188001346139265,0.9040444911497963,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T3,P_PC1,V_PC1,P,V,P,V,P→V,1,0.5887596634330131,0.5887596634330131,-1,0.5697629735487466,0.5697629735487466,0.6099776850058374,0.6099776850058374,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.25156960610345086,0.35895657022615485,0.33719005732956225,2.3403449747061353,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none
T3,P_PC1,H_PC1,P,H,P,H,P→H,1,-0.5214485733152697,0.5214485733152697,-1,-0.538152611308918,0.538152611308918,-0.5460458618895198,0.5460458618895198,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.25540284111244854,0.3377322147838366,0.2660457322028212,2.041670997252872,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
T3,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,-0.28393570319511746,0.28393570319511746,-1,-0.2785711627794381,0.2785711627794381,-0.2868774802348282,0.2868774802348282,0.029970029970029972,0.03996003996003996,0.059940059940059943,0.08691308691308691,0.12416155273298131,0.25987524922256033,0.32460609504834537,0.024060453972557128,1.092584630681591,supported,moderate_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T3,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,3,-0.3746129198085063,0.3746129198085063,-1,-0.26174702093703217,0.26174702093703217,-0.3025262353609217,0.3025262353609217,0.004995004995004995,0.009081827263645446,0.014048451548451548,0.024975024975024976,0.05994005994005994,0.27777567844873197,0.3386155605253744,0.09683724135977434,1.3486167035954058,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T3,V_PC1,P_PC1,V,P,V,P,V→P,1,0.5867313911863782,0.5867313911863782,-1,0.56492233392926,0.56492233392926,0.6099776850058374,0.6099776850058374,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.2530726467875586,0.35589234952231413,0.3336587443988196,2.3184306902946683,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none
T3,V_PC1,H_PC1,V,H,V,H,V→H,1,-0.24187826936116671,0.24187826936116671,-1,-0.25540207882951976,0.25540207882951976,-0.25812005286943623,0.25812005286943623,0.07292707292707293,0.07292707292707293,0.11933521024430116,0.10789210789210789,0.14385614385614384,0.2611202462241914,0.28165888947039946,-0.019241976863024673,0.9263099007401211,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
T3,V_PC1,Je_PC1,V,Je,V,Je,V→Je,1,-0.27603560493556234,0.27603560493556234,-2,-0.32917505887238296,0.32917505887238296,-0.30655566062224643,0.30655566062224643,0.03796203796203796,0.04583651642475172,0.0734749121845896,0.18581418581418582,0.20646020646020646,0.2619704281713304,0.36129070148859305,0.014065176764231913,1.0536899407403082,supported,moderate_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
T3,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,1,-0.24105840717422994,0.24105840717422994,-3,-0.2739309437454452,0.2739309437454452,-0.253059750229049,0.253059750229049,0.07092907092907093,0.07292707292707293,0.11821511821511822,0.21678321678321677,0.22819285977180712,0.2559861072919626,0.33264102541898516,-0.014927700117732645,0.9416855067814013,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
T3,H_PC1,P_PC1,H,P,H,P,H→P,1,-0.5618506548041226,0.5618506548041226,-1,-0.4989689704744113,0.4989689704744113,-0.5460458618895198,0.5460458618895198,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.2554620028034096,0.33918631746343175,0.30638865200071297,2.199351170187505,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T3,H_PC1,V_PC1,H,V,H,V,H→V,4,-0.3593378309715851,0.3593378309715851,-1,-0.21524463685129322,0.21524463685129322,-0.25812005286943623,0.25812005286943623,0.003996003996003996,0.007992007992007992,0.011601301923882569,0.012987012987012988,0.03710575139146568,0.2524958880929458,0.2783423083970343,0.1068419428786393,1.4231432982358505,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T3,H_PC1,Je_PC1,H,Je,H,Je,H→Je,3,0.5491989483109646,0.5491989483109646,-1,0.36724349916092636,0.36724349916092636,0.44701566999708026,0.44701566999708026,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.001998001998001998,0.007992007992007992,0.2717424451805395,0.3862042402595076,0.2774565031304251,2.021027476756858,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T3,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,4,0.5536412525916681,0.5536412525916681,-1,0.24723610351892863,0.24723610351892863,0.3514091292305242,0.3514091292305242,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.002997002997002997,0.00999000999000999,0.2609032988590705,0.4000654723002674,0.2927379537325976,2.1220170653753323,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T3,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,-0.28986064235270054,0.28986064235270054,-1,-0.27621710455146886,0.27621710455146886,-0.2868774802348282,0.2868774802348282,0.025974025974025976,0.03996003996003996,0.054364240410752045,0.07692307692307693,0.1183431952662722,0.262547131947296,0.319110473973664,0.02731351040540453,1.104032789095131,supported,moderate_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T3,Je_PC1,V_PC1,Je,V,Je,V,Je→V,2,-0.351612952226152,0.351612952226152,-1,-0.27618798180609355,0.27618798180609355,-0.30655566062224643,0.30655566062224643,0.005994005994005994,0.00999000999000999,0.01586648645472175,0.054945054945054944,0.09157509157509158,0.26128673035754396,0.3561149279137571,0.09032622186860806,1.3456977005491475,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T3,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.40185879392691826,0.40185879392691826,-2,0.48101067222095467,0.48101067222095467,0.44701566999708026,0.44701566999708026,0.003996003996003996,0.007992007992007992,0.011601301923882569,0.03496503496503497,0.06993006993006994,0.27750020658082325,0.38878562196487726,0.124358587346095,1.4481387198891147,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,H_PC1 -> Je_PC1,ok,moderate
T3,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,1,0.4609526430886634,0.4609526430886634,-1,0.4315478949142442,0.4315478949142442,0.45107681316032894,0.45107681316032894,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.026973026973026972,0.05994005994005994,0.26294774551869526,0.4334637120259505,0.19800489756996814,1.7530199476682344,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T3,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,1,-0.26917592319190164,0.26917592319190164,-4,-0.3545945247667752,0.3545945247667752,-0.3025262353609217,0.3025262353609217,0.06693306693306693,0.07292707292707293,0.11584569276876967,0.18281718281718282,0.20646020646020646,0.28390049710865645,0.33305644206508667,-0.014724573916754802,0.9481347371113644,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
T3,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,3,-0.27600141771621944,0.27600141771621944,-5,-0.24801920673926556,0.24801920673926556,-0.253059750229049,0.253059750229049,0.028971028971028972,0.03996003996003996,0.05859309230095747,0.14485514485514486,0.18106893106893107,0.24942578829616827,0.3375275783381966,0.026575629420051178,1.1065472403699304,supported,moderate_above_null,True,same_day_short_lag_mixed,PC1_ambiguous_coupled_or_feedback_like,PC1_lead_lag_ambiguous,PC1_Tier4c_ambiguous_direction_uncertain,direction uncertain,positive_support_with_same_day_or_uncertain_direction,same_day_short_lag_mixed,,ok,moderate
T3,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,1,0.27540839437630876,0.27540839437630876,-4,0.49019711040352015,0.49019711040352015,0.3514091292305242,0.3514091292305242,0.03896103896103896,0.04583651642475172,0.07460624481901078,0.2867132867132867,0.2867132867132867,0.26024942804793294,0.40749802837893995,0.015158966328375822,1.0582478372462891,supported,moderate_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,H_PC1 -> Jw_PC1,ok,moderate
T3,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,1,0.44240855143251423,0.44240855143251423,-1,0.4442556946558991,0.4442556946558991,0.45107681316032894,0.45107681316032894,0.000999000999000999,0.0024975024975024975,0.003909134343916952,0.04495504495504495,0.08173644537280901,0.25821629434965515,0.43320198942821775,0.18419225708285908,1.7133254605282235,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
S4,P_PC1,V_PC1,P,V,P,V,P→V,1,0.5468583340500052,0.5468583340500052,-1,0.6071746128974325,0.6071746128974325,0.6083248368842982,0.6083248368842982,0.000999000999000999,0.003996003996003996,0.003909134343916952,0.000999000999000999,0.00666000666000666,0.1815082844641995,0.22649473846085091,0.36535004958580564,3.0128560559331765,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,V_PC1 -> P_PC1,ok,none
S4,P_PC1,H_PC1,P,H,P,H,P→H,5,-0.020351720843544304,0.020351720843544304,-5,0.02244782476422585,0.02244782476422585,-0.015325205254084777,0.015325205254084777,0.913086913086913,0.9130869130869129,0.9212017033246083,0.913086913086913,0.9130869130869129,0.18274356039443826,0.20291944553023858,-0.16239183955089395,0.11136764983464612,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,P_PC1,Je_PC1,P,Je,P,Je,P→Je,5,-0.16667055383303125,0.16667055383303125,-1,-0.163016185788458,0.163016185788458,-0.1648929599040929,0.1648929599040929,0.08191808191808192,0.13653013653013654,0.1316540602254888,0.26573426573426573,0.42528899671756815,0.18427397234999715,0.25627314363941395,-0.017603418516965896,0.9044714872508898,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,4,-0.1787944068045407,0.1787944068045407,-1,-0.08235246698242836,0.08235246698242836,-0.11056121959036064,0.11056121959036064,0.06493506493506493,0.12714558169103626,0.11347875425545327,0.13086913086913088,0.2908202908202908,0.18881669095368797,0.21895844479524731,-0.01002228414914727,0.9469205603671685,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,V_PC1,P_PC1,V,P,V,P,V→P,1,0.6065077119556332,0.6065077119556332,-1,0.5504196687662308,0.5504196687662308,0.6083248368842982,0.6083248368842982,0.000999000999000999,0.003996003996003996,0.003909134343916952,0.000999000999000999,0.00666000666000666,0.1806058906765263,0.22804957304525775,0.4259018212791069,3.3581834439825515,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,none
S4,V_PC1,H_PC1,V,H,V,H,V→H,1,0.3665932612378707,0.3665932612378707,-1,0.3638522535622561,0.3638522535622561,0.3758554480567989,0.3758554480567989,0.000999000999000999,0.003996003996003996,0.003909134343916952,0.000999000999000999,0.00666000666000666,0.18778093854762815,0.21633407928366713,0.17881232269024258,1.952238944342528,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
S4,V_PC1,Je_PC1,V,Je,V,Je,V→Je,1,-0.20796432301324738,0.20796432301324738,-2,-0.26600922755680473,0.26600922755680473,-0.23773856177072802,0.23773856177072802,0.03296703296703297,0.07326007326007326,0.06520951575896632,0.14585414585414586,0.2917082917082917,0.19685127873729583,0.2572716670029742,0.011113044275951556,1.0564540111054206,supported,moderate_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,Je_PC1 -> V_PC1,ok,moderate
S4,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,5,-0.13563115199709894,0.13563115199709894,-5,-0.062028488481729406,0.062028488481729406,-0.03634659064260201,0.03634659064260201,0.17282717282717283,0.24689596118167548,0.2549909107286157,0.2787212787212787,0.42528899671756815,0.17775921249328466,0.22075179395483072,-0.042128060496185726,0.7630049103768547,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,H_PC1,P_PC1,H,P,H,P,H→P,5,0.02499772787091163,0.02499772787091163,-5,-0.04473010054396822,0.04473010054396822,-0.015325205254084777,0.015325205254084777,0.8801198801198801,0.9130869130869129,0.8950371662236067,0.8691308691308691,0.9130869130869129,0.1914847391534147,0.19906824328633702,-0.1664870112825031,0.13054684139023645,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,H_PC1,V_PC1,H,V,H,V,H→V,1,0.37251829054467467,0.37251829054467467,-1,0.35814873354075466,0.35814873354075466,0.3758554480567989,0.3758554480567989,0.000999000999000999,0.003996003996003996,0.003909134343916952,0.001998001998001998,0.00999000999000999,0.1872785900013038,0.21274664534220297,0.18523970054337086,1.9891130670200008,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
S4,H_PC1,Je_PC1,H,Je,H,Je,H→Je,5,0.12474695874540667,0.12474695874540667,-4,-0.027907274778254266,0.027907274778254266,0.047223548110214744,0.047223548110214744,0.24175824175824176,0.3223443223443223,0.32474987698868296,0.33266733266733267,0.4435564435564435,0.19175463547409338,0.23448182922741426,-0.06700767672868671,0.6505551140236209,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,2,0.24448770464482567,0.24448770464482567,-1,0.1798198206402329,0.1798198206402329,0.21132408645385597,0.21132408645385597,0.00999000999000999,0.024975024975024976,0.023976023976023976,0.06393606393606394,0.1826744683887541,0.19329161214680488,0.2525365913404384,0.05119609249802079,1.264864532554767,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,PC1 main yes but audit p fails and/or severe phi risk,,same_day_coupling_present,,ok,moderate
S4,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,-0.15972088103569593,0.15972088103569593,-1,-0.16463806104837306,0.16463806104837306,-0.1648929599040929,0.1648929599040929,0.09490509490509491,0.14600783831553063,0.14854710506884422,0.2977022977022977,0.42528899671756815,0.1816864150115539,0.25005319134711856,-0.02196553397585796,0.8791019462051628,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,Je_PC1,V_PC1,Je,V,Je,V,Je→V,2,-0.257851937176444,0.257851937176444,-1,-0.21399317481222566,0.21399317481222566,-0.23773856177072802,0.23773856177072802,0.006993006993006993,0.01998001998001998,0.017482517482517484,0.053946053946053944,0.1798201798201798,0.1925951717827093,0.259780892934845,0.0652567653937347,1.3388286673528818,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,PC1 main yes but audit p fails and/or severe phi risk,,same_day_coupling_present,,ok,moderate
S4,Je_PC1,H_PC1,Je,H,Je,H,Je→H,5,-0.06359894084443732,0.06359894084443732,-5,0.12827332224065177,0.12827332224065177,0.047223548110214744,0.047223548110214744,0.5594405594405595,0.6216006216006217,0.6173095197485442,0.6223776223776224,0.6915306915306916,0.19409414399544458,0.23267961401673729,-0.13049520315100727,0.32767058055048787,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,1,0.26244960138972345,0.26244960138972345,-3,0.34530364760864213,0.34530364760864213,0.28733307781375167,0.28733307781375167,0.006993006993006993,0.01998001998001998,0.017482517482517484,0.08391608391608392,0.2097902097902098,0.19049540999224446,0.29103623131868106,0.071954191397479,1.3777213918194062,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,Jw_PC1 -> Je_PC1,ok,moderate
S4,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,1,-0.08882359976354316,0.08882359976354316,-4,-0.15350750952042283,0.15350750952042283,-0.11056121959036064,0.11056121959036064,0.3886113886113886,0.4857642357642358,0.4663336663336663,0.48451548451548454,0.6056443556443557,0.18387694702524685,0.22259128606633966,-0.09505334726170368,0.4830600094276496,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,5,-0.0695562846775441,0.0695562846775441,-5,-0.10253632077694919,0.10253632077694919,-0.03634659064260201,0.03634659064260201,0.5174825174825175,0.6088029617441383,0.5821678321678322,0.6193806193806194,0.6915306915306916,0.18142409655133432,0.22322980402549533,-0.11186781187379022,0.3833905528522944,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S4,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,1,0.17979447552810773,0.17979447552810773,-3,0.24631832221100625,0.24631832221100625,0.21132408645385597,0.21132408645385597,0.06993006993006994,0.12714558169103626,0.11821511821511822,0.22677322677322678,0.4123149577695033,0.19750846544673553,0.2541296188258935,-0.017713989918627798,0.9103127560706762,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
S4,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,3,0.3444022490363236,0.3444022490363236,-1,0.2603610194678191,0.2603610194678191,0.28733307781375167,0.28733307781375167,0.000999000999000999,0.003996003996003996,0.003909134343916952,0.012987012987012988,0.05194805194805195,0.18930772938038762,0.2887987276638759,0.155094519655936,1.819271987274725,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T4,P_PC1,V_PC1,P,V,P,V,P→V,1,0.23759517702655467,0.23759517702655467,-2,0.44219316049819946,0.44219316049819946,0.3469560395511254,0.3469560395511254,0.07892107892107893,0.1973026973026973,0.127980127980128,0.15384615384615385,0.30878212696394514,0.2549584141114723,0.313768297398391,-0.017363237084917632,0.9318977679343184,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,minor
T4,P_PC1,H_PC1,P,H,P,H,P→H,2,-0.40027294848328626,0.40027294848328626,-1,-0.28208268657130575,0.28208268657130575,-0.3470117262763171,0.3470117262763171,0.002997002997002997,0.02997002997002997,0.009301043783802405,0.003996003996003996,0.06993006993006994,0.2787521351886375,0.2854641850089014,0.12152081329464876,1.4359457667020668,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T4,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,-0.16939034561371538,0.16939034561371538,-1,-0.18007173654092853,0.18007173654092853,-0.1857464421858279,0.1857464421858279,0.22077922077922077,0.33966033966033965,0.3010625737898465,0.2137862137862138,0.3289018673634058,0.25443963499912525,0.2619305134734438,-0.08504928938540987,0.6657388327659632,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
