window,_pair_id,_source_family,_target_family,_family_direction,_failure_reason,_stability,_evidence_tier_norm,source_variable,target_variable,positive_peak_abs_r,lag0_abs_r,negative_peak_abs_r,D_pos_0,D_pos_neg,p_pos_surrogate,q_pos_within_window,p_pos_audit_surrogate,positive_peak_lag,positive_peak_signed_r,negative_peak_lag,negative_peak_signed_r,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,near_miss_class
T3,V_NS_diff -> Je_axis_lat,V,Je,V→Je,marginal_statistical_support,not_supported,Tier4d_ambiguous_marginal_statistical_support,V_NS_diff,Je_axis_lat,0.2653677272540249,0.1998568118940445,0.1756972777406441,0.0497691757745537,0.0925898272305019,0.0259740259740259,0.1290322580645161,0.1318681318681318,3,-0.2653677272540249,-1,-0.1756972777406441,-0.0721621328516929,0.211610313316814,-0.1067698428080802,0.2386289378213511,0.807,-0.0219608362113645,0.1705549545972964,-0.0302314182259052,0.1910412066591337,0.843,0.0925898272305019,0.0497691757745537,0.0722563196855907,-0.0721621328516929,0.211610313316814,-0.1067698428080802,0.2386289378213511,0.807,0.0599326778895793,-0.0219608362113645,0.1705549545972964,-0.0302314182259052,0.1910412066591337,0.843,0.0497691757745537,-0.0219608362113645,0.1705549545972964,0.843,0.0925898272305019,-0.0721621328516929,0.211610313316814,0.807,marginal_statistical_support
T3,V_NS_diff -> P_main_minus_south,V,P,V→P,marginal_statistical_support,not_supported,Tier4d_ambiguous_marginal_statistical_support,V_NS_diff,P_main_minus_south,0.2853047857026468,0.2321049119422994,0.1508779875147615,0.0351615964518257,0.1238539923469424,0.0319680319680319,0.1406593406593406,0.0819180819180819,2,0.2853047857026468,-1,0.1508779875147615,-0.0219567330472692,0.2036942488575779,-0.0560970372178076,0.2206684370988028,0.935,-0.0061825799717027,0.1093211467881399,-0.0131097538251743,0.122143745791678,0.91,0.1238539923469424,0.0351615964518257,0.1004774897086967,-0.0219567330472692,0.2036942488575779,-0.0560970372178076,0.2206684370988028,0.935,0.0427806100470214,-0.0061825799717027,0.1093211467881399,-0.0131097538251743,0.122143745791678,0.91,0.0351615964518257,-0.0061825799717027,0.1093211467881399,0.91,0.1238539923469424,-0.0219567330472692,0.2036942488575779,0.935,marginal_statistical_support
T3,H_centroid_lat -> Je_strength,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_centroid_lat,Je_strength,0.1778654256780618,0.0095580719179294,0.0189671910627226,0.1535377665051574,0.1696987396537268,0.2007992007992008,0.4249084249084249,0.2127872127872128,5,-0.1778654256780618,-5,-0.0189671910627226,-0.0493634254495915,0.2690889178357127,-0.073834403958974,0.2977328590113081,0.836,-0.0300451505980576,0.2441215486900163,-0.0404307502808574,0.2644934701870842,0.857,0.1696987396537268,0.1535377665051574,0.1021011306424613,-0.0493634254495915,0.2690889178357127,-0.073834403958974,0.2977328590113081,0.836,0.1090020049755807,-0.0300451505980576,0.2441215486900163,-0.0404307502808574,0.2644934701870842,0.857,0.1535377665051574,-0.0300451505980576,0.2441215486900163,0.857,0.1696987396537268,-0.0493634254495915,0.2690889178357127,0.836,positive_lag_not_supported
T3,H_strength -> Je_axis_lat,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,Je_axis_lat,0.1051193920087573,0.0250104681837692,0.0934096086916929,0.0593462730873476,0.0091908247481512,0.4385614385614386,0.6311270125223615,0.4745254745254745,5,0.1051193920087573,-5,-0.0934096086916929,-0.1517083519191403,0.1610335591384996,-0.1771252618712945,0.2030208120085809,0.469,-0.0558258662894346,0.1754448711511398,-0.0630061394339357,0.2022582451119228,0.571,0.0091908247481512,0.0593462730873476,0.0011651910293018,-0.1517083519191403,0.1610335591384996,-0.1771252618712945,0.2030208120085809,0.469,0.0317836288026327,-0.0558258662894346,0.1754448711511398,-0.0630061394339357,0.2022582451119228,0.571,0.0593462730873476,-0.0558258662894346,0.1754448711511398,0.571,0.0091908247481512,-0.1517083519191403,0.1610335591384996,0.469,positive_lag_not_supported
T3,H_strength -> Je_meridional_width,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,Je_meridional_width,0.0273505275161021,0.0404743908405836,0.0860172343132904,-0.0288147345605126,-0.0624396724717985,0.8071928071928072,0.8910945685139233,0.8191808191808192,3,0.0273505275161021,-4,-0.0860172343132904,-0.103809109028126,-0.0100441388710549,-0.1150268166803827,0.0050356185093616,0.03,-0.05171692781502,0.0334787186626114,-0.0551988386169499,0.0426041646982753,0.224,-0.0624396724717985,-0.0288147345605126,-0.0572123798911278,-0.103809109028126,-0.0100441388710549,-0.1150268166803827,0.0050356185093616,0.03,-0.0187475333909717,-0.05171692781502,0.0334787186626114,-0.0551988386169499,0.0426041646982753,0.224,-0.0288147345605126,-0.05171692781502,0.0334787186626114,0.224,-0.0624396724717985,-0.103809109028126,-0.0100441388710549,0.03,positive_lag_not_supported
T3,H_west_extent_lon -> Je_axis_lat,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Je_axis_lat,0.072337667202558,0.0246017422599968,0.0787904540903964,0.0224815619701966,-0.008496976396871,0.6533466533466533,0.776952776952777,0.6413586413586414,5,0.072337667202558,-5,0.0787904540903964,-0.1117465921860801,0.1102660319178979,-0.1293070205222041,0.1294712397847893,0.397,-0.0790547576611278,0.123783485813902,-0.0862049703096878,0.141451003370609,0.611,-0.008496976396871,0.0224815619701966,-0.0122280245003597,-0.1117465921860801,0.1102660319178979,-0.1293070205222041,0.1294712397847893,0.397,0.020650382482193,-0.0790547576611278,0.123783485813902,-0.0862049703096878,0.141451003370609,0.611,0.0224815619701966,-0.0790547576611278,0.123783485813902,0.611,-0.008496976396871,-0.1117465921860801,0.1102660319178979,0.397,positive_lag_not_supported
T3,H_west_extent_lon -> Je_meridional_width,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Je_meridional_width,0.0603339416160852,0.0252650202833478,0.0666559674398862,0.0169660550064934,-0.0009906210349943,0.4365634365634365,0.6311270125223615,0.4475524475524475,3,0.0603339416160852,-5,-0.0666559674398862,-0.0504136314166039,0.0466911716373761,-0.061274228184287,0.0527047763063913,0.487,-0.0209493986137538,0.0449731037713667,-0.0343252893815438,0.0507056715113863,0.824,-0.0009906210349943,0.0169660550064934,-0.0015619304773387,-0.0504136314166039,0.0466911716373761,-0.061274228184287,0.0527047763063913,0.487,0.0158898643046355,-0.0209493986137538,0.0449731037713667,-0.0343252893815438,0.0507056715113863,0.824,0.0169660550064934,-0.0209493986137538,0.0449731037713667,0.824,-0.0009906210349943,-0.0504136314166039,0.0466911716373761,0.487,positive_lag_not_supported
T3,H_west_extent_lon -> Je_strength,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Je_strength,0.0850705237727502,0.1553052162911917,0.2183439296221019,-0.0864969575581283,-0.1216507072224631,0.5654345654345654,0.7166824944602721,0.6403596403596403,1,0.0850705237727502,-2,0.2183439296221019,-0.2061720477305016,0.0309222214587258,-0.2338737417776191,0.0745490438146843,0.082,-0.1130761202527106,0.0957464176884188,-0.1211492656167807,0.1273982646280783,0.166,-0.1216507072224631,-0.0864969575581283,-0.0971617490556583,-0.2061720477305016,0.0309222214587258,-0.2338737417776191,0.0745490438146843,0.082,-0.050161408418281,-0.1130761202527106,0.0957464176884188,-0.1211492656167807,0.1273982646280783,0.166,-0.0864969575581283,-0.1130761202527106,0.0957464176884188,0.166,-0.1216507072224631,-0.2061720477305016,0.0309222214587258,0.082,positive_lag_not_supported
T3,H_zonal_width -> Je_axis_lat,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_zonal_width,Je_axis_lat,0.1315354728484853,0.0502783668128638,0.0522675481303882,0.0595845278326656,0.0815544631026528,0.1288711288711288,0.3199999999999999,0.2237762237762237,2,-0.1315354728484853,-5,0.0522675481303882,-0.0642065148198744,0.1539273355646177,-0.0860102403682413,0.1701734796326333,0.758,-0.0182671452480244,0.129353986609622,-0.0321919010393325,0.1461830041609409,0.883,0.0815544631026528,0.0595845278326656,0.0482567306325276,-0.0642065148198744,0.1539273355646177,-0.0860102403682413,0.1701734796326333,0.758,0.0537648346870001,-0.0182671452480244,0.129353986609622,-0.0321919010393325,0.1461830041609409,0.883,0.0595845278326656,-0.0182671452480244,0.129353986609622,0.883,0.0815544631026528,-0.0642065148198744,0.1539273355646177,0.758,positive_lag_not_supported
T3,H_zonal_width -> Je_meridional_width,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_zonal_width,Je_meridional_width,0.0512161578915947,0.0047430825168304,0.1450330708537898,0.0220990465121963,-0.0902747647927113,0.7202797202797203,0.8289322617680827,0.9090909090909092,3,-0.0512161578915947,-5,0.1450330708537898,-0.1806965487942382,0.0377737143568552,-0.1934623252489469,0.0469658538091687,0.237,-0.0197328212108778,0.049361410538612,-0.0311506772335753,0.0566301687925861,0.808,-0.0902747647927113,0.0220990465121963,-0.0711940200943477,-0.1806965487942382,0.0377737143568552,-0.1934623252489469,0.0469658538091687,0.237,0.0165308364231645,-0.0197328212108778,0.049361410538612,-0.0311506772335753,0.0566301687925861,0.808,0.0220990465121963,-0.0197328212108778,0.049361410538612,0.808,-0.0902747647927113,-0.1806965487942382,0.0377737143568552,0.237,positive_lag_not_supported
T3,H_zonal_width -> Je_strength,H,Je,H→Je,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_zonal_width,Je_strength,0.0896816468611248,0.0886276701079136,0.1895769171604426,-0.0223682778817303,-0.0979748691044361,0.3576423576423576,0.5648915187376725,0.5594405594405595,4,0.0896816468611248,-5,-0.1895769171604426,-0.2115132498141212,0.0788233042392422,-0.2387144751978973,0.1267938909105294,0.2,-0.0834886892520385,0.1454187129190398,-0.0912436963817398,0.1721280383410457,0.457,-0.0979748691044361,-0.0223682778817303,-0.071531691537905,-0.2115132498141212,0.0788233042392422,-0.2387144751978973,0.1267938909105294,0.2,0.0069285069342522,-0.0834886892520385,0.1454187129190398,-0.0912436963817398,0.1721280383410457,0.457,-0.0223682778817303,-0.0834886892520385,0.1454187129190398,0.457,-0.0979748691044361,-0.2115132498141212,0.0788233042392422,0.2,positive_lag_not_supported
T3,H_centroid_lat -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_centroid_lat,Jw_strength,0.1651287143500351,0.1085924127586608,0.2609361007598829,0.0372985098406253,-0.0907956756522301,0.2337662337662337,0.4585987261146497,0.2377622377622377,5,0.1651287143500351,-4,-0.2609361007598829,-0.2410663781509643,0.099169091225528,-0.2615377281169895,0.1287985784724714,0.206,-0.084254293176347,0.2284258481552626,-0.0944535913758516,0.2690979785465467,0.586,-0.0907956756522301,0.0372985098406253,-0.0874325436123831,-0.2410663781509643,0.099169091225528,-0.2615377281169895,0.1287985784724714,0.206,0.0444678562588333,-0.084254293176347,0.2284258481552626,-0.0944535913758516,0.2690979785465467,0.586,0.0372985098406253,-0.084254293176347,0.2284258481552626,0.586,-0.0907956756522301,-0.2410663781509643,0.099169091225528,0.206,positive_lag_not_supported
T3,H_strength -> Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,Jw_axis_lat,0.1380370327297022,0.019878198241248,0.1378585960675529,0.1028103901810238,0.0045146636134317,0.2827172827172827,0.486463257412978,0.2707292707292707,4,0.1380370327297022,-5,-0.1378585960675529,-0.2036078455631473,0.1919349343438253,-0.2323562117976202,0.2323454970422111,0.539,-0.0606468222595379,0.1999104094867724,-0.0671669860871717,0.2267557584418018,0.811,0.0045146636134317,0.1028103901810238,0.0076755672343191,-0.2036078455631473,0.1919349343438253,-0.2323562117976202,0.2323454970422111,0.539,0.0730242820948997,-0.0606468222595379,0.1999104094867724,-0.0671669860871717,0.2267557584418018,0.811,0.1028103901810238,-0.0606468222595379,0.1999104094867724,0.811,0.0045146636134317,-0.2036078455631473,0.1919349343438253,0.539,positive_lag_not_supported
T3,H_strength -> Jw_meridional_width,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,Jw_meridional_width,0.1176023015382675,0.0467783727358157,0.0602681103012922,0.0516011730077366,0.051114537105315,0.1078921078921078,0.286472148541114,0.0609390609390609,5,-0.1176023015382675,-1,0.0602681103012922,-0.0339123521485806,0.1474773180766598,-0.0396883814020492,0.17176309530712,0.602,-0.0402010520934345,0.181426045193434,-0.0431330964125823,0.2043194704530594,0.615,0.051114537105315,0.0516011730077366,0.0393646426806113,-0.0339123521485806,0.1474773180766598,-0.0396883814020492,0.17176309530712,0.602,0.0448248623566803,-0.0402010520934345,0.181426045193434,-0.0431330964125823,0.2043194704530594,0.615,0.0516011730077366,-0.0402010520934345,0.181426045193434,0.615,0.051114537105315,-0.0339123521485806,0.1474773180766598,0.602,positive_lag_not_supported
T3,H_strength -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,Jw_strength,0.0591565685163707,0.0990743351744276,0.2183525780103353,-0.0592936006238166,-0.1686241170771258,0.7402597402597403,0.8444444444444444,0.7422577422577422,1,-0.0591565685163707,-4,-0.2183525780103353,-0.2378219113215035,0.1050710420833678,-0.2588766701663392,0.1449745893248462,0.156,-0.0755751244121557,0.1763838132889039,-0.0793421093576887,0.2157964457296956,0.385,-0.1686241170771258,-0.0592936006238166,-0.0956504789178383,-0.2378219113215035,0.1050710420833678,-0.2588766701663392,0.1449745893248462,0.156,0.004098812737759,-0.0755751244121557,0.1763838132889039,-0.0793421093576887,0.2157964457296956,0.385,-0.0592936006238166,-0.0755751244121557,0.1763838132889039,0.385,-0.1686241170771258,-0.2378219113215035,0.1050710420833678,0.156,positive_lag_not_supported
T3,H_west_extent_lon -> Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Jw_axis_lat,0.0867181786662361,0.0200185238544015,0.0268195404554624,0.030388295672008,0.0532042098849432,0.5054945054945055,0.6710875331564986,0.5684315684315684,5,0.0867181786662361,-1,-0.0268195404554624,-0.0956709766907451,0.1462967796171656,-0.1132153356464991,0.1774176153204953,0.556,-0.08159935964216,0.1395300150679917,-0.0867064085002318,0.1712872730618819,0.573,0.0532042098849432,0.030388295672008,0.0178143575666232,-0.0956709766907451,0.1462967796171656,-0.1132153356464991,0.1774176153204953,0.556,0.0196773241318685,-0.08159935964216,0.1395300150679917,-0.0867064085002318,0.1712872730618819,0.573,0.030388295672008,-0.08159935964216,0.1395300150679917,0.573,0.0532042098849432,-0.0956709766907451,0.1462967796171656,0.556,positive_lag_not_supported
T3,H_west_extent_lon -> Jw_meridional_width,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Jw_meridional_width,0.1334425200426115,0.1161051247093122,0.0976802641380956,-0.0084066931168835,0.0342813724359011,0.0849150849150849,0.2490842490842491,0.1218781218781218,5,-0.1334425200426115,-1,0.0976802641380956,-0.0066905407644518,0.1169173906365534,-0.013882987616625,0.1330468406080639,0.911,-0.0305898097443591,0.0961713961541612,-0.0349706611142847,0.1149287785759043,0.458,0.0342813724359011,-0.0084066931168835,0.0393075491366768,-0.0066905407644518,0.1169173906365534,-0.013882987616625,0.1330468406080639,0.911,0.0119272413585224,-0.0305898097443591,0.0961713961541612,-0.0349706611142847,0.1149287785759043,0.458,-0.0084066931168835,-0.0305898097443591,0.0961713961541612,0.458,0.0342813724359011,-0.0066905407644518,0.1169173906365534,0.911,positive_lag_not_supported
T3,H_west_extent_lon -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,Jw_strength,0.2143080382172691,0.2111560259952315,0.2277550434422517,-0.026488888434991,-0.0159263055307747,0.0999000999000999,0.2772002772002772,0.0739260739260739,1,-0.2143080382172691,-3,-0.2277550434422517,-0.1206571911980214,0.1211276709098116,-0.1436104730355265,0.1424026375130083,0.454,-0.063310853618952,0.1003792614248796,-0.0711318150546567,0.1304160156427674,0.355,-0.0159263055307747,-0.026488888434991,-0.0041357069405721,-0.1206571911980214,0.1211276709098116,-0.1436104730355265,0.1424026375130083,0.454,-0.0043294358618727,-0.063310853618952,0.1003792614248796,-0.0711318150546567,0.1304160156427674,0.355,-0.026488888434991,-0.063310853618952,0.1003792614248796,0.355,-0.0159263055307747,-0.1206571911980214,0.1211276709098116,0.454,positive_lag_not_supported
T3,H_zonal_width -> Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_zonal_width,Jw_axis_lat,0.0866005917449369,0.0207410428287648,0.0360504031972317,0.0346411804194128,0.0499767172870764,0.4085914085914086,0.5992673992673992,0.4875124875124875,3,-0.0866005917449369,-1,0.0360504031972317,-0.0754944544730657,0.1539440486611171,-0.0912038134370064,0.1709075734607793,0.619,-0.0649240071309869,0.1501329244099438,-0.0737591030428122,0.1695157103508595,0.669,0.0499767172870764,0.0346411804194128,0.0296654776995384,-0.0754944544730657,0.1539440486611171,-0.0912038134370064,0.1709075734607793,0.619,0.0367134194018235,-0.0649240071309869,0.1501329244099438,-0.0737591030428122,0.1695157103508595,0.669,0.0346411804194128,-0.0649240071309869,0.1501329244099438,0.669,0.0499767172870764,-0.0754944544730657,0.1539440486611171,0.619,positive_lag_not_supported
T3,H_zonal_width -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_zonal_width,Jw_strength,0.0999474965985965,0.1233345078365738,0.2383320788274211,-0.0405619761656784,-0.1345345525246443,0.2667332667332667,0.4748777234326368,0.3506493506493506,1,0.0999474965985965,-3,0.2383320788274211,-0.2315159132448456,0.0076425028801779,-0.24759337335537,0.0400347942498711,0.071,-0.0851409955417956,0.0773874012843886,-0.0947089971960102,0.0962404802331222,0.277,-0.1345345525246443,-0.0405619761656784,-0.1136297725916463,-0.2315159132448456,0.0076425028801779,-0.24759337335537,0.0400347942498711,0.071,-0.0201501409712425,-0.0851409955417956,0.0773874012843886,-0.0947089971960102,0.0962404802331222,0.277,-0.0405619761656784,-0.0851409955417956,0.0773874012843886,0.277,-0.1345345525246443,-0.2315159132448456,0.0076425028801779,0.071,positive_lag_not_supported
T3,H_centroid_lat -> P_north_band_share_35_45,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_centroid_lat,P_north_band_share_35_45,0.1779221077551987,0.1211874995761994,0.0881950782005011,0.0429424084465496,0.0915511583023287,0.1428571428571428,0.3410852713178294,0.1758241758241758,4,-0.1779221077551987,-1,-0.0881950782005011,-0.0183580841510691,0.1926602178379245,-0.0441724192617791,0.2096688773996679,0.918,-0.0145636516213354,0.1840718847595484,-0.0239381949775261,0.2051406795299026,0.873,0.0915511583023287,0.0429424084465496,0.0846170577429639,-0.0183580841510691,0.1926602178379245,-0.0441724192617791,0.2096688773996679,0.918,0.0656140989814973,-0.0145636516213354,0.1840718847595484,-0.0239381949775261,0.2051406795299026,0.873,0.0429424084465496,-0.0145636516213354,0.1840718847595484,0.873,0.0915511583023287,-0.0183580841510691,0.1926602178379245,0.918,positive_lag_not_supported
T3,H_centroid_lat -> P_spread_lat,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_centroid_lat,P_spread_lat,0.1905237450104334,0.1217560275627759,0.0922721051398097,0.0632882361854005,0.1037836053211694,0.1558441558441558,0.3636363636363636,0.1768231768231768,4,-0.1905237450104334,-1,-0.0922721051398097,-0.0951632375237472,0.2563702516437676,-0.1267396406863145,0.2879732095706805,0.77,-0.0291720325544584,0.2182164848345933,-0.038699452801314,0.2475420505621564,0.852,0.1037836053211694,0.0632882361854005,0.0772432874846205,-0.0951632375237472,0.2563702516437676,-0.1267396406863145,0.2879732095706805,0.77,0.08072666634293,-0.0291720325544584,0.2182164848345933,-0.038699452801314,0.2475420505621564,0.852,0.0632882361854005,-0.0291720325544584,0.2182164848345933,0.852,0.1037836053211694,-0.0951632375237472,0.2563702516437676,0.77,positive_lag_not_supported
T3,H_strength -> P_north_band_share_35_45,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,P_north_band_share_35_45,0.0307989494861788,0.0407934614391856,0.0357689181312884,-0.0271608642310605,-0.0114128131892186,0.92007992007992,0.9541569541569542,0.8831168831168831,1,-0.0307989494861788,-1,-0.0357689181312884,-0.1066368378454025,0.0996597086705356,-0.1268296577235284,0.1327416160200619,0.423,-0.0454419864843547,0.1017911848659763,-0.0513171061919736,0.1242134521276568,0.493,-0.0114128131892186,-0.0271608642310605,-0.0080134978446485,-0.1066368378454025,0.0996597086705356,-0.1268296577235284,0.1327416160200619,0.423,0.0104714148106366,-0.0454419864843547,0.1017911848659763,-0.0513171061919736,0.1242134521276568,0.493,-0.0271608642310605,-0.0454419864843547,0.1017911848659763,0.493,-0.0114128131892186,-0.1066368378454025,0.0996597086705356,0.423,positive_lag_not_supported
T3,H_strength -> P_south_band_share_18_24,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,P_south_band_share_18_24,0.2034367202793885,0.1783420644411148,0.1309483809872585,0.0151332455653112,0.0766367417069548,0.1388611388611388,0.3341346153846153,0.1448551448551448,1,0.2034367202793885,-1,0.1309483809872585,-0.1709091160838046,0.1564962928707687,-0.2170743528486156,0.178405515138171,0.741,-0.025309087592181,0.1104206563334459,-0.0333863534499075,0.1381073814665159,0.744,0.0766367417069548,0.0151332455653112,0.0302006203760012,-0.1709091160838046,0.1564962928707687,-0.2170743528486156,0.178405515138171,0.741,0.0264076655701387,-0.025309087592181,0.1104206563334459,-0.0333863534499075,0.1381073814665159,0.744,0.0151332455653112,-0.025309087592181,0.1104206563334459,0.744,0.0766367417069548,-0.1709091160838046,0.1564962928707687,0.741,positive_lag_not_supported
T3,H_strength -> P_spread_lat,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_strength,P_spread_lat,0.0302687477644878,0.0510785454640389,0.158495754464166,-0.0441728855724725,-0.1283154426857862,0.9170829170829172,0.9541569541569542,0.8931068931068931,1,0.0302687477644878,-5,0.158495754464166,-0.1923241347114405,0.0894589988050245,-0.2218260784841705,0.1226998017604828,0.225,-0.0668789929411027,0.1073435715057395,-0.0718422274449556,0.1385000799817397,0.434,-0.1283154426857862,-0.0441728855724725,-0.0656251121092683,-0.1923241347114405,0.0894589988050245,-0.2218260784841705,0.1226998017604828,0.225,0.0013018242408648,-0.0668789929411027,0.1073435715057395,-0.0718422274449556,0.1385000799817397,0.434,-0.0441728855724725,-0.0668789929411027,0.1073435715057395,0.434,-0.1283154426857862,-0.1923241347114405,0.0894589988050245,0.225,positive_lag_not_supported
T3,H_west_extent_lon -> P_main_band_share,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,P_main_band_share,0.1558799922355338,0.0090893977792764,0.1137717341930834,0.1240609367904143,0.0387318816173677,0.2197802197802197,0.4424333836098542,0.2267732267732267,4,-0.1558799922355338,-4,0.1137717341930834,-0.1847807886177631,0.2150002847470626,-0.2186973329731608,0.2511474946748537,0.565,-0.0640276082272167,0.2124345511887667,-0.0763435235554226,0.2319738131997315,0.754,0.0387318816173677,0.1240609367904143,0.0191899889951032,-0.1847807886177631,0.2150002847470626,-0.2186973329731608,0.2511474946748537,0.565,0.07246539310073,-0.0640276082272167,0.2124345511887667,-0.0763435235554226,0.2319738131997315,0.754,0.1240609367904143,-0.0640276082272167,0.2124345511887667,0.754,0.0387318816173677,-0.1847807886177631,0.2150002847470626,0.565,positive_lag_not_supported
T3,H_west_extent_lon -> P_north_minus_main_35_45,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,P_north_minus_main_35_45,0.1085981210864147,0.1363850437311767,0.1855199549736268,-0.0443680479846337,-0.0576343635515882,0.4595404595404595,0.6443601241807521,0.5154845154845155,1,-0.1085981210864147,-4,-0.1855199549736268,-0.1804264300670434,0.1179155051171765,-0.2013422357581388,0.1590539311737539,0.311,-0.0707910772763215,0.1543345366984828,-0.0815809224910893,0.1847570811551653,0.3,-0.0576343635515882,-0.0443680479846337,-0.0388063539555983,-0.1804264300670434,0.1179155051171765,-0.2013422357581388,0.1590539311737539,0.311,-0.0025338627537308,-0.0707910772763215,0.1543345366984828,-0.0815809224910893,0.1847570811551653,0.3,-0.0443680479846337,-0.0707910772763215,0.1543345366984828,0.3,-0.0576343635515882,-0.1804264300670434,0.1179155051171765,0.311,positive_lag_not_supported
T3,H_west_extent_lon -> P_spread_lat,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,P_spread_lat,0.1384333157774639,0.1119216222591379,0.0945649590369242,0.0031152550530686,0.0601551442621481,0.2537462537462537,0.4708063021316033,0.4705294705294705,2,-0.1384333157774639,-1,-0.0945649590369242,-0.0926919957788198,0.1646880720200219,-0.1234751760495676,0.1811927127310386,0.729,-0.0464462944868124,0.0929289495401166,-0.057380323714899,0.1098137056459753,0.566,0.0601551442621481,0.0031152550530686,0.0377339860302804,-0.0926919957788198,0.1646880720200219,-0.1234751760495676,0.1811927127310386,0.729,0.013305727028781,-0.0464462944868124,0.0929289495401166,-0.057380323714899,0.1098137056459753,0.566,0.0031152550530686,-0.0464462944868124,0.0929289495401166,0.566,0.0601551442621481,-0.0926919957788198,0.1646880720200219,0.729,positive_lag_not_supported
T3,H_west_extent_lon -> P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,not_supported,Tier5a_no_not_supported,H_west_extent_lon,P_total_centroid_lat_10_50,0.2198860307890192,0.187026367210415,0.1237481868347018,0.0007916558280865,0.0873142104007458,0.0529470529470529,0.1888111888111887,0.1318681318681318,2,-0.2198860307890192,-1,-0.1237481868347018,-0.0492909436086123,0.1684035078441957,-0.0894572231236386,0.1949022068493445,0.876,-0.0384423365857261,0.1037669758474655,-0.0437761049473502,0.1257185964314181,0.578,0.0873142104007458,0.0007916558280865,0.0706334801518129,-0.0492909436086123,0.1684035078441957,-0.0894572231236386,0.1949022068493445,0.876,0.0147276433822853,-0.0384423365857261,0.1037669758474655,-0.0437761049473502,0.1257185964314181,0.578,0.0007916558280865,-0.0384423365857261,0.1037669758474655,0.578,0.0873142104007458,-0.0492909436086123,0.1684035078441957,0.876,positive_lag_not_supported
