_pair_id,_source_family,_target_family,_family_direction,source_variable,target_variable,S3_status,S3_failure_reason,T3_status,T3_failure_reason,S4_status,S4_failure_reason,T4_status,T4_failure_reason,S5_status,S5_failure_reason,survival_chain_label
H_zonal_width -> P_main_minus_south,H,P,H→P,H_zonal_width,P_main_minus_south,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_spread_lat,H,P,H→P,H_zonal_width,P_spread_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_north_band_share_35_45,H,P,H→P,H_zonal_width,P_north_band_share_35_45,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_north_minus_main_35_45,H,P,H→P,H_zonal_width,P_north_minus_main_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_total_centroid_lat_10_50,H,P,H→P,H_zonal_width,P_total_centroid_lat_10_50,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> V_strength,H,V,H→V,H_zonal_width,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,S4_lost_at_T4
H_zonal_width -> V_pos_centroid_lat,H,V,H→V,H_zonal_width,V_pos_centroid_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> V_NS_diff,H,V,H→V,H_zonal_width,V_NS_diff,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
H_zonal_width -> Je_strength,H,Je,H→Je,H_zonal_width,Je_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> Je_axis_lat,H,Je,H→Je,H_zonal_width,Je_axis_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> Je_meridional_width,H,Je,H→Je,H_zonal_width,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> Jw_strength,H,Jw,H→Jw,H_zonal_width,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
H_zonal_width -> Jw_axis_lat,H,Jw,H→Jw,H_zonal_width,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> Jw_meridional_width,H,Jw,H→Jw,H_zonal_width,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_main_band_share,Je,P,Je→P,Je_strength,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_south_band_share_18_24,Je,P,Je→P,Je_strength,P_south_band_share_18_24,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_main_minus_south,Je,P,Je→P,Je_strength,P_main_minus_south,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_spread_lat,Je,P,Je→P,Je_strength,P_spread_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_north_band_share_35_45,Je,P,Je→P,Je_strength,P_north_band_share_35_45,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_north_minus_main_35_45,Je,P,Je→P,Je_strength,P_north_minus_main_35_45,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> P_total_centroid_lat_10_50,Je,P,Je→P,Je_strength,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> V_strength,Je,V,Je→V,Je_strength,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> V_pos_centroid_lat,Je,V,Je→V,Je_strength,V_pos_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> V_NS_diff,Je,V,Je→V,Je_strength,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> H_strength,Je,H,Je→H,Je_strength,H_strength,strict_lag,NONE,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,same_day_exceeds_positive_lag,S3_lost_at_T3
Je_strength -> H_centroid_lat,Je,H,Je→H,Je_strength,H_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,absent_all_chain_windows
Je_strength -> H_west_extent_lon,Je,H,Je→H,Je_strength,H_west_extent_lon,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,audit_sensitive,NONE,S3_lost_at_T3
Je_strength -> H_zonal_width,Je,H,Je→H,Je_strength,H_zonal_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> Jw_strength,Je,Jw,Je→Jw,Je_strength,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> Jw_axis_lat,Je,Jw,Je→Jw,Je_strength,Jw_axis_lat,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_strength -> Jw_meridional_width,Je,Jw,Je→Jw,Je_strength,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> P_main_band_share,Je,P,Je→P,Je_axis_lat,P_main_band_share,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,not_supported,same_day_only_without_positive_lag_support,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,T3_emerged_or_recovered
Je_axis_lat -> P_south_band_share_18_24,Je,P,Je→P,Je_axis_lat,P_south_band_share_18_24,tau0_coupled,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S3_lost_at_T3
Je_axis_lat -> P_main_minus_south,Je,P,Je→P,Je_axis_lat,P_main_minus_south,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,T3_emerged_or_recovered
Je_axis_lat -> P_spread_lat,Je,P,Je→P,Je_axis_lat,P_spread_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
Je_axis_lat -> P_north_band_share_35_45,Je,P,Je→P,Je_axis_lat,P_north_band_share_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,absent_all_chain_windows
Je_axis_lat -> P_north_minus_main_35_45,Je,P,Je→P,Je_axis_lat,P_north_minus_main_35_45,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
Je_axis_lat -> P_total_centroid_lat_10_50,Je,P,Je→P,Je_axis_lat,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> V_strength,Je,V,Je→V,Je_axis_lat,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> V_pos_centroid_lat,Je,V,Je→V,Je_axis_lat,V_pos_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> V_NS_diff,Je,V,Je→V,Je_axis_lat,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> H_strength,Je,H,Je→H,Je_axis_lat,H_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> H_centroid_lat,Je,H,Je→H,Je_axis_lat,H_centroid_lat,not_supported,same_day_exceeds_positive_lag,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_exceeds_positive_lag,not_supported,marginal_statistical_support,not_supported,reverse_lag_dominant,absent_all_chain_windows
Je_axis_lat -> H_west_extent_lon,Je,H,Je→H,Je_axis_lat,H_west_extent_lon,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> H_zonal_width,Je,H,Je→H,Je_axis_lat,H_zonal_width,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> Jw_strength,Je,Jw,Je→Jw,Je_axis_lat,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_axis_lat -> Jw_axis_lat,Je,Jw,Je→Jw,Je_axis_lat,Jw_axis_lat,not_supported,reverse_lag_dominant,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,reverse_lag_dominant,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
Je_axis_lat -> Jw_meridional_width,Je,Jw,Je→Jw,Je_axis_lat,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_main_band_share,Je,P,Je→P,Je_meridional_width,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_south_band_share_18_24,Je,P,Je→P,Je_meridional_width,P_south_band_share_18_24,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_main_minus_south,Je,P,Je→P,Je_meridional_width,P_main_minus_south,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_spread_lat,Je,P,Je→P,Je_meridional_width,P_spread_lat,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_north_band_share_35_45,Je,P,Je→P,Je_meridional_width,P_north_band_share_35_45,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_north_minus_main_35_45,Je,P,Je→P,Je_meridional_width,P_north_minus_main_35_45,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> P_total_centroid_lat_10_50,Je,P,Je→P,Je_meridional_width,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> V_strength,Je,V,Je→V,Je_meridional_width,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> V_pos_centroid_lat,Je,V,Je→V,Je_meridional_width,V_pos_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> V_NS_diff,Je,V,Je→V,Je_meridional_width,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> H_strength,Je,H,Je→H,Je_meridional_width,H_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> H_centroid_lat,Je,H,Je→H,Je_meridional_width,H_centroid_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> H_west_extent_lon,Je,H,Je→H,Je_meridional_width,H_west_extent_lon,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> H_zonal_width,Je,H,Je→H,Je_meridional_width,H_zonal_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> Jw_strength,Je,Jw,Je→Jw,Je_meridional_width,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> Jw_axis_lat,Je,Jw,Je→Jw,Je_meridional_width,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
Je_meridional_width -> Jw_meridional_width,Je,Jw,Je→Jw,Je_meridional_width,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> P_main_band_share,Jw,P,Jw→P,Jw_strength,P_main_band_share,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S3_lost_at_T3
Jw_strength -> P_south_band_share_18_24,Jw,P,Jw→P,Jw_strength,P_south_band_share_18_24,strict_lag,NONE,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S3_lost_at_T3
Jw_strength -> P_main_minus_south,Jw,P,Jw→P,Jw_strength,P_main_minus_south,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S3_lost_at_T3
Jw_strength -> P_spread_lat,Jw,P,Jw→P,Jw_strength,P_spread_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
Jw_strength -> P_north_band_share_35_45,Jw,P,Jw→P,Jw_strength,P_north_band_share_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> P_north_minus_main_35_45,Jw,P,Jw→P,Jw_strength,P_north_minus_main_35_45,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> P_total_centroid_lat_10_50,Jw,P,Jw→P,Jw_strength,P_total_centroid_lat_10_50,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> V_strength,Jw,V,Jw→V,Jw_strength,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> V_pos_centroid_lat,Jw,V,Jw→V,Jw_strength,V_pos_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
Jw_strength -> V_NS_diff,Jw,V,Jw→V,Jw_strength,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
Jw_strength -> H_strength,Jw,H,Jw→H,Jw_strength,H_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> H_centroid_lat,Jw,H,Jw→H,Jw_strength,H_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> H_west_extent_lon,Jw,H,Jw→H,Jw_strength,H_west_extent_lon,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,mixed_chain
Jw_strength -> H_zonal_width,Jw,H,Jw→H,Jw_strength,H_zonal_width,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
Jw_strength -> Je_strength,Jw,Je,Jw→Je,Jw_strength,Je_strength,strict_lag,NONE,not_supported,direction_difference_not_stable,strict_lag,NONE,not_supported,marginal_statistical_support,not_supported,marginal_statistical_support,S3_lost_at_T3
Jw_strength -> Je_axis_lat,Jw,Je,Jw→Je,Jw_strength,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_strength -> Je_meridional_width,Jw,Je,Jw→Je,Jw_strength,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> P_main_band_share,Jw,P,Jw→P,Jw_axis_lat,P_main_band_share,not_supported,same_day_exceeds_positive_lag,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> P_south_band_share_18_24,Jw,P,Jw→P,Jw_axis_lat,P_south_band_share_18_24,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> P_main_minus_south,Jw,P,Jw→P,Jw_axis_lat,P_main_minus_south,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> P_spread_lat,Jw,P,Jw→P,Jw_axis_lat,P_spread_lat,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
Jw_axis_lat -> P_north_band_share_35_45,Jw,P,Jw→P,Jw_axis_lat,P_north_band_share_35_45,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_support_with_same_day_or_uncertain_direction,absent_all_chain_windows
Jw_axis_lat -> P_north_minus_main_35_45,Jw,P,Jw→P,Jw_axis_lat,P_north_minus_main_35_45,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> P_total_centroid_lat_10_50,Jw,P,Jw→P,Jw_axis_lat,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_only_without_positive_lag_support,not_supported,marginal_statistical_support,absent_all_chain_windows
Jw_axis_lat -> V_strength,Jw,V,Jw→V,Jw_axis_lat,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
Jw_axis_lat -> V_pos_centroid_lat,Jw,V,Jw→V,Jw_axis_lat,V_pos_centroid_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
Jw_axis_lat -> V_NS_diff,Jw,V,Jw→V,Jw_axis_lat,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
Jw_axis_lat -> H_strength,Jw,H,Jw→H,Jw_axis_lat,H_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
Jw_axis_lat -> H_centroid_lat,Jw,H,Jw→H,Jw_axis_lat,H_centroid_lat,not_supported,reverse_lag_dominant,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
Jw_axis_lat -> H_west_extent_lon,Jw,H,Jw→H,Jw_axis_lat,H_west_extent_lon,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,absent_all_chain_windows
Jw_axis_lat -> H_zonal_width,Jw,H,Jw→H,Jw_axis_lat,H_zonal_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
