field,raw_nan_fraction,smoothed_nan_fraction,clim_nan_fraction,anom_nan_fraction
precip,0.0,0.04371584699453552,0.04371584699453552,0.04371584699453552
u200,0.0,0.04371584699453552,0.04371584699453552,0.04371584699453552
z500,0.0,0.04371584699453552,0.04371584699453552,0.04371584699453552
v850,0.0,0.04371584699453552,0.04371584699453552,0.04371584699453552
