object,window_id,break_day,main_peak_day,left_start,left_end,right_start,right_end,feature_name,feature_group,left_mean,right_mean,delta,abs_delta,metric_fullseason_std,delta_z,contribution_abs,contribution_share,rank_within_break,source_v10_2_support,edge_limited_flag
P,W007,113,113,103,112,114,123,P_profile_lat_24.0,profile_structure,6.645028131158227,7.680720654763638,1.0356925236054106,1.0356925236054106,1.4022682560573532,0.7385837332703988,0.5455059310516397,0.06741296402667074,7,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_26.0,profile_structure,4.761808668206949,5.237687135332151,0.4758784671252023,0.4758784671252023,1.704427027194578,0.2792014322305606,0.07795343975959632,0.009633391923233637,14,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_28.0,profile_structure,5.326489523985168,4.924326547715127,-0.4021629762700405,0.4021629762700405,1.884488735055362,-0.2134069409856283,0.045542522460843435,0.005628089913555953,17,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_30.0,profile_structure,6.687721177504349,5.031976650330628,-1.655744527173721,1.655744527173721,1.7514291226345897,-0.945367703309093,0.8937200944599093,0.1104448497225144,3,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_32.0,profile_structure,7.596216322060604,5.320731816684268,-2.275484505376336,2.275484505376336,1.7700952466782522,-1.285515290573483,1.6525495622982265,0.20422007874549572,1,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_34.0,profile_structure,7.075639996481383,5.306065986031822,-1.7695740104495616,1.7695740104495616,1.708791625138791,-1.035570390454035,1.0724060335851224,0.13252664223959626,2,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_36.0,profile_structure,5.619935585338701,5.266394854422623,-0.35354073091607763,0.35354073091607763,1.4854422256845325,-0.23800368994705057,0.05664575642841178,0.007000214155344513,15,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_38.0,profile_structure,4.643730683805666,5.081549944152303,0.4378192603466369,0.4378192603466369,1.3453692205944079,0.325426844649531,0.10590263121854997,0.013087319243079067,13,0.938,False
P,W007,113,113,103,112,114,123,P_profile_lat_40.0,profile_structure,,,,,,,,,20,0.938,False
P,W007,113,113,103,112,114,123,P_total_strength,strength,7.416635628984984,7.554960069678661,0.138324440693677,0.138324440693677,1.1703613061960925,0.11818951973323466,0.013968762574772664,0.001726242805710414,18,0.938,False
P,W007,113,113,103,112,114,123,P_centroid_lat,position,25.923001773102612,25.129255326262587,-0.793746446840025,0.793746446840025,0.8402080577139507,-0.9447022550577111,0.8924623507111247,0.11028941926930533,4,0.938,False
P,W007,113,113,103,112,114,123,P_spread_lat,rainband_width,7.06123881024421,7.036399068724887,-0.024839741519322445,0.024839741519322445,0.6493837905171157,-0.038251249695563816,0.001463158103272371,0.00018081531101060548,19,0.938,False
P,W007,113,113,103,112,114,123,P_main_band_share,rainband_structure,0.4247475043807517,0.36334724340767177,-0.061400260973079934,0.061400260973079934,0.10368215793218731,-0.5921969815986889,0.3506972650145979,0.043338744392942094,9,0.938,False
P,W007,113,113,103,112,114,123,P_south_band_share_18_24,rainband_structure,0.29832568990546005,0.34205876081706477,0.04373307091160472,0.04373307091160472,0.05013664242503341,0.872277615657977,0.7608682387779655,0.09402717787301157,5,0.938,False
P,W007,113,113,103,112,114,123,P_main_minus_south,rainband_structure,0.12642181447529166,0.021288482590607054,-0.1051333318846846,0.1051333318846846,0.15042682966633078,-0.6989001371489786,0.4884614017068611,0.06036346999601117,8,0.938,False
P,W008,126,126,116,125,127,136,P_profile_lat_14.0,profile_structure,10.814509058322798,9.703497423701963,-1.1110116346208354,1.1110116346208354,2.8465776167336756,-0.39029732689870356,0.15233200338427347,0.10954741118045527,3,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_16.0,profile_structure,10.186711299307117,9.195115843790186,-0.9915954555169311,0.9915954555169311,2.7129908056166463,-0.3654990107095285,0.13358952682964403,0.0960690235793243,4,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_18.0,profile_structure,9.336816006363065,9.064830592784407,-0.27198541357865835,0.27198541357865835,2.8085286698067815,-0.09684266943850306,0.009378502623975174,0.006744417852983173,15,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_20.0,profile_structure,9.287446131584138,9.810026480760941,0.5225803491768026,0.5225803491768026,2.7606903083661405,0.18929336173389089,0.035831976796517666,0.025768060606638717,10,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_22.0,profile_structure,9.757694134188215,9.991375766038859,0.2336816318506436,0.2336816318506436,1.9978280801074249,0.11696783831273283,0.01368147519955361,0.00983883987568847,13,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_24.0,profile_structure,7.872762795810092,7.894157099817571,0.02139430400747866,0.02139430400747866,1.4022682560573532,0.015256926707897328,0.0002327738125701508,0.00016739600340802117,19,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_26.0,profile_structure,5.465485230651394,6.012642974633303,0.5471577439819093,0.5471577439819093,1.704427027194578,0.3210215135361412,0.1030548121530349,0.07411041429406287,7,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_28.0,profile_structure,4.966714418177524,5.989026042757702,1.022311624580178,1.022311624580178,1.884488735055362,0.5424875222457319,0.2942927117923135,0.2116364518938119,1,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_30.0,profile_structure,5.025993066657481,5.644607894328686,0.6186148276712053,0.6186148276712053,1.7514291226345897,0.3532057447695358,0.12475429813820248,0.08971529351058008,5,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_32.0,profile_structure,5.269405816276887,5.547350546905607,0.27794473062871994,0.27794473062871994,1.7700952466782522,0.15702247161575544,0.024656056592320723,0.01773105525825692,11,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_34.0,profile_structure,5.188375005311418,5.156729733128134,-0.03164527218328406,0.03164527218328406,1.708791625138791,-0.018519093678676657,0.0003429568306796017,0.00024663256645308967,18,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_36.0,profile_structure,5.188448646177951,4.712457203865777,-0.47599144231217405,0.47599144231217405,1.4854422256845325,-0.3204375330671809,0.10268021259818066,0.07384102630892547,8,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_38.0,profile_structure,5.073784129906311,4.497735060446329,-0.576049069459982,0.576049069459982,1.3453692205944079,-0.4281717320732772,0.18333103214663027,0.13183992539008094,2,0.839,False
P,W008,126,126,116,125,127,136,P_profile_lat_40.0,profile_structure,,,,,,,,,20,0.839,False
P,W008,126,126,116,125,127,136,P_total_strength,strength,7.601978376404654,7.537303077976839,-0.06467529842781516,0.06467529842781516,1.1703613061960925,-0.055260967775860426,0.0030537745595246844,0.0021960788927640465,17,0.839,False
P,W008,126,126,116,125,127,136,P_centroid_lat,position,25.085849964378514,25.140648971563728,0.054799007185213355,0.054799007185213355,0.8402080577139507,0.06522075893238932,0.004253747395716842,0.0030590224290616233,16,0.839,False
P,W008,126,126,116,125,127,136,P_spread_lat,rainband_width,7.004392120005686,6.786950207537343,-0.21744191246834266,0.21744191246834266,0.6493837905171157,-0.33484345566308205,0.1121201398003944,0.08062961678078973,6,0.839,False
P,W008,126,126,116,125,127,136,P_main_band_share,rainband_structure,0.36360952988156947,0.3896145311282203,0.02600500124665084,0.02600500124665084,0.10368215793218731,0.25081462196860604,0.06290797459325476,0.045239382442260785,9,0.839,False
P,W008,126,126,116,125,127,136,P_south_band_share_18_24,rainband_structure,0.343793890162299,0.3490702081486627,0.005276317986363688,0.005276317986363688,0.05013664242503341,0.10523875814486705,0.011075196215873821,0.007964571113162467,14,0.839,False
P,W008,126,126,116,125,127,136,P_main_minus_south,rainband_structure,0.019815639719270507,0.04054432297955761,0.020728683260287102,0.020728683260287102,0.15042682966633078,0.13779911008073786,0.01898859473904331,0.013655380021292091,12,0.839,False
P,W009,138,138,128,137,139,148,P_profile_lat_14.0,profile_structure,9.65372510898115,9.218655277002771,-0.4350698319783799,0.4350698319783799,2.8465776167336756,-0.15283961674567148,0.023359948446963742,0.03324891293099816,9,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_16.0,profile_structure,9.201507686541731,9.36579326908066,0.16428558253892867,0.16428558253892867,2.7129908056166463,0.060555156397439136,0.003666926966318314,0.005219246767785304,14,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_18.0,profile_structure,9.127566707330113,10.032272075613248,0.9047053682831354,0.9047053682831354,2.8085286698067815,0.3221278735763724,0.10376636693483536,0.14769377197965453,2,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_20.0,profile_structure,9.881816056959696,10.48272931318206,0.6009132562223645,0.6009132562223645,2.7606903083661405,0.21766775302587393,0.04737925070733285,0.0674363038548913,7,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_22.0,profile_structure,9.977781745023687,9.47305839333551,-0.5047233516881775,0.5047233516881775,1.9978280801074249,-0.25263602845197686,0.06382496287198806,0.0908439775957959,5,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_24.0,profile_structure,7.893845460445775,7.510267578686651,-0.38357788175912333,0.38357788175912333,1.4022682560573532,-0.27354101478243387,0.0748246867682037,0.10650021343555564,3,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_26.0,profile_structure,5.9931525016132605,5.844076399416517,-0.1490761021967435,0.1490761021967435,1.704427027194578,-0.08746405672885726,0.007649961219468762,0.010888418486415342,12,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_28.0,profile_structure,6.001337914868765,5.507313454917538,-0.4940244599512269,0.4940244599512269,1.884488735055362,-0.2621530448876431,0.06872421894386263,0.0978172352179288,4,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_30.0,profile_structure,5.650852304173577,5.599336096763319,-0.0515162074102582,0.0515162074102582,1.7514291226345897,-0.029413812265930372,0.000865172352015396,0.0012314256714982485,17,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_32.0,profile_structure,5.5818296584412925,6.028083932702452,0.44625427426115927,0.44625427426115927,1.7700952466782522,0.25210749257623083,0.06355818781307428,0.09046426867965147,6,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_34.0,profile_structure,5.1792974083722685,5.416599653659298,0.23730224528702948,0.23730224528702948,1.708791625138791,0.13887137658914694,0.01928525923576467,0.027449285970706446,10,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_36.0,profile_structure,4.7108723409509095,4.785336019744635,0.07446367879372584,0.07446367879372584,1.4854422256845325,0.05012896328526639,0.0025129129600555858,0.003576704135360574,15,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_38.0,profile_structure,4.490534380803182,3.9235453815595385,-0.5669889992436437,0.5669889992436437,1.3453692205944079,-0.4214374690340684,0.1776095403058414,0.25279696805628377,1,0.918,False
P,W009,138,138,128,137,139,148,P_profile_lat_40.0,profile_structure,,,,,,,,,20,0.918,False
P,W009,138,138,128,137,139,148,P_total_strength,strength,7.544497041701343,7.573917083381959,0.029420041680616293,0.029420041680616293,1.1703613061960925,0.02513757206843792,0.0006318975294959102,0.0008993986432471416,18,0.918,False
P,W009,138,138,128,137,139,148,P_centroid_lat,position,25.13669327955668,25.001086874934906,-0.1356064046217753,0.1356064046217753,0.8402080577139507,-0.1613962201109309,0.02604873986609606,0.037075950134753864,8,0.918,False
P,W009,138,138,128,137,139,148,P_spread_lat,rainband_width,6.785820129223761,6.779174140561845,-0.0066459886619156805,0.0066459886619156805,0.6493837905171157,-0.010234300207312086,0.0001047409007333882,0.00014908085506718633,19,0.918,False
P,W009,138,138,128,137,139,148,P_main_band_share,rainband_structure,0.38958816099836296,0.3859541867123397,-0.003633974286023245,0.003633974286023245,0.10368215793218731,-0.03504917681593811,0.0012284447954748936,0.0017484821996938708,16,0.918,False
P,W009,138,138,128,137,139,148,P_south_band_share_18_24,rainband_structure,0.3496912091964056,0.3555315836858105,0.005840374489404887,0.005840374489404887,0.05013664242503341,0.11648914260937182,0.013569720345866565,0.019314188612276434,11,0.918,False
P,W009,138,138,128,137,139,148,P_main_minus_south,rainband_structure,0.03989695180195728,0.030422603026529223,-0.009474348775428056,0.009474348775428056,0.15042682966633078,-0.06298310478551972,0.003966871488423757,0.0056461667724358264,13,0.918,False
P,W010,158,158,148,157,159,168,P_profile_lat_14.0,profile_structure,9.317237720690091,9.795247041108933,0.4780093204188418,0.4780093204188418,2.8465776167336756,0.1679242180535846,0.028198543008907825,0.005167685753479014,15,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_16.0,profile_structure,9.272501347128564,9.596317975506915,0.323816628378351,0.323816628378351,2.7129908056166463,0.11935780530769247,0.01424628568786902,0.002610784804233903,18,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_18.0,profile_structure,9.183162153189802,9.89165576775142,0.7084936145616183,0.7084936145616183,2.8085286698067815,0.2522650461710828,0.06363765351969854,0.011662283238346541,11,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_20.0,profile_structure,9.994489674242582,9.689346414970709,-0.3051432592718726,0.3051432592718726,2.7606903083661405,-0.11053150668408929,0.012217213969854875,0.0022389356272513716,19,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_22.0,profile_structure,9.236128718215978,7.589290498569414,-1.6468382196465639,1.6468382196465639,1.9978280801074249,-0.8243142821168136,0.6794940357017577,0.12452457727197787,4,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_24.0,profile_structure,7.353409895878016,5.7521242407483495,-1.6012856551296668,1.6012856551296668,1.4022682560573532,-1.1419253400429066,1.3039934822321078,0.23897080564168308,1,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_26.0,profile_structure,5.652985567159904,4.546659362499643,-1.1063262046602613,1.1063262046602613,1.704427027194578,-0.6490898037924407,0.42131757338730924,0.07721096870133203,6,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_28.0,profile_structure,5.3718333417405235,4.552058543613854,-0.8197747981266694,0.8197747981266694,1.884488735055362,-0.4350117795225692,0.18923524832339236,0.0346793909354799,8,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_30.0,profile_structure,5.288435455976218,4.820418137729286,-0.4680173182469325,0.4680173182469325,1.7514291226345897,-0.2672202444269718,0.07140665903161054,0.013086036908524645,10,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_32.0,profile_structure,5.3684027151661,5.0076785174456875,-0.36072419772041275,0.36072419772041275,1.7700952466782522,-0.20378801558692689,0.041529555296857555,0.007610736880557786,12,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_34.0,profile_structure,5.083247066943898,4.356396476258375,-0.7268505906855225,0.7268505906855225,1.708791625138791,-0.42535940602265415,0.18093062429194515,0.03315747942105335,9,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_36.0,profile_structure,4.349977438259081,3.1042225143477387,-1.245754923911342,1.245754923911342,1.4854422256845325,-0.8386424610605534,0.7033211774937018,0.12889115681991611,3,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_38.0,profile_structure,3.390121786628913,2.1734509452351203,-1.2166708413937926,1.2166708413937926,1.3453692205944079,-0.9043397327435853,0.8178303522187392,0.14987619248939324,2,0.957,False
P,W010,158,158,148,157,159,168,P_profile_lat_40.0,profile_structure,,,,,,,,,20,0.957,False
P,W010,158,158,148,157,159,168,P_total_strength,strength,7.212362971487039,6.660697360785474,-0.5516656107015647,0.5516656107015647,1.1703613061960925,-0.47136350781673597,0.22218355650129812,0.0407175221509265,7,0.957,False
P,W010,158,158,148,157,159,168,P_centroid_lat,position,24.844142414203066,24.192384096771736,-0.6517583174313302,0.6517583174313302,0.8402080577139507,-0.7757106248238544,0.6017269734646147,0.11027292818905013,5,0.957,False
P,W010,158,158,148,157,159,168,P_spread_lat,rainband_width,6.705452884871716,6.6161921767724206,-0.0892607080992951,0.0892607080992951,0.6493837905171157,-0.1374544751543838,0.018893732739967115,0.0034624793727649305,17,0.957,False
P,W010,158,158,148,157,159,168,P_main_band_share,rainband_structure,0.38575669335803797,0.3688555447029963,-0.016901148655041665,0.016901148655041665,0.10368215793218731,-0.16300922928413353,0.026572008831807215,0.004869605902619546,16,0.957,False
P,W010,158,158,148,157,159,168,P_south_band_share_18_24,rainband_structure,0.3576003289640447,0.36639739454875925,0.008797065584714547,0.008797065584714547,0.05013664242503341,0.17546180117402943,0.030786843671234635,0.005642019638538298,13,0.957,False
P,W010,158,158,148,157,159,168,P_main_minus_south,rainband_structure,0.028156364393993393,0.0024581501542370876,-0.025698214239756306,0.025698214239756306,0.15042682966633078,-0.17083531107289018,0.029184703509371156,0.005348410252871703,14,0.957,False
V,W001,16,16,6,15,17,26,V_profile_lat_10.0,profile_structure,-0.5400567058024912,-0.13466968592498924,0.405387019877502,0.405387019877502,0.765344698917173,0.5296790066633408,0.2805598500998634,0.23047643339919183,2,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_12.0,profile_structure,-0.1827633533549927,0.22084029478088696,0.4036036481358797,0.4036036481358797,0.7103167069151576,0.5682023866349619,0.32285395217766677,0.2652205131285038,1,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_14.0,profile_structure,0.40201861729633404,0.7729058660854525,0.3708872487891185,0.3708872487891185,0.7258419286740359,0.5109752332255773,0.26109568896993307,0.21448686669983427,3,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_16.0,profile_structure,1.0627922379488637,1.3492780824721646,0.28648584452330095,0.28648584452330095,0.8775031932036192,0.3264784068504508,0.1065881501396085,0.08756084193105469,5,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_18.0,profile_structure,1.7977620176547262,1.961879033095137,0.1641170154404108,0.1641170154404108,1.0742221474191482,0.1527775384586017,0.02334097625746952,0.019174322191724793,7,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_20.0,profile_structure,2.4950470840622194,2.5003661315357926,0.005319047473573146,0.005319047473573146,1.2719889289130513,0.004181677491578984,1.7486426643578303e-05,1.4364882374559305e-05,13,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_22.0,profile_structure,3.2938784184219956,3.2932380572208073,-0.0006403612011882664,0.0006403612011882664,1.5876545523752004,-0.00040333786731511223,1.6268143521030308e-07,1.336407791570552e-07,14,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_24.0,profile_structure,3.5150648826349724,3.6095964351011984,0.09453155246622602,0.09453155246622602,1.7761209430838745,0.053223601035913504,0.002832751707230093,0.0023270703557742647,12,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_26.0,profile_structure,2.5346276585601895,2.7766655307284127,0.24203787216822326,0.24203787216822326,1.76247155250314,0.13732866883693529,0.01885916328452464,0.015492568481067719,8,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_28.0,profile_structure,1.3922568702218672,1.750640486820733,0.35838361659886586,0.35838361659886586,1.4747062316442292,0.2430203446006224,0.05905888788980527,0.04851614312069262,6,0.589,False
V,W001,16,16,6,15,17,26,V_profile_lat_30.0,profile_structure,0.6344351959107267,1.0696344578985013,0.4351992619877746,0.4351992619877746,1.3018660459434668,0.3342888182265974,0.11174901399133508,0.09180042750747049,4,0.589,False
V,W001,16,16,6,15,17,26,V_strength,strength,2.29345042443575,2.399063387975164,0.10561296353941385,0.10561296353941385,0.9289887300571982,0.11368594701133838,0.012924494547864838,0.010617311799314504,9,0.589,False
V,W001,16,16,6,15,17,26,V_NS_diff,latitudinal_structure,1.7174506350463603,1.6062902343951162,-0.1111604006512441,0.1111604006512441,1.0695882822933545,-0.10392821470790592,0.010801073812372592,0.008872948029701913,10,0.589,False
V,W001,16,16,6,15,17,26,V_pos_centroid_lat,position,22.142744628092508,22.261956033062084,0.11921140496957605,0.11921140496957605,1.4649293146228273,0.08137689906237511,0.0066221997010079865,0.0054400548325152474,11,0.589,False
V,W002,30,30,20,29,31,40,V_profile_lat_10.0,profile_structure,-0.06030667590313177,0.4059646485553259,0.46627132445845765,0.46627132445845765,0.765344698917173,0.6092304880639385,0.37116178758662477,0.21638218566922313,2,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_12.0,profile_structure,0.29309378163908917,0.7529222458619472,0.45982846422285806,0.45982846422285806,0.7103167069151576,0.6473569602774124,0.4190710340196113,0.24431261332542573,1,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_14.0,profile_structure,0.8491699713355976,1.2519345917979134,0.40276462046231587,0.40276462046231587,0.7258419286740359,0.5548930208510879,0.3079062645892459,0.1795050911525141,3,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_16.0,profile_structure,1.4203087094736997,1.7870371016005717,0.366728392126872,0.366728392126872,0.8775031932036192,0.4179225727806273,0.17465927683957871,0.10182394129442403,4,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_18.0,profile_structure,1.9987422319956347,2.3219790171497645,0.3232367851541298,0.3232367851541298,1.0742221474191482,0.3009031101534412,0.09054268170001395,0.05278513041439992,5,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_20.0,profile_structure,2.492929206682202,2.7245916138205706,0.2316624071383684,0.2316624071383684,1.2719889289130513,0.1821261190821288,0.03316992325191776,0.019337606218569132,11,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_22.0,profile_structure,3.2449154831465536,3.4513396450671556,0.20642416192060198,0.20642416192060198,1.5876545523752004,0.1300183100988706,0.01690476096096608,0.009855241695902999,12,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_24.0,profile_structure,3.5500909793326634,3.7411507165037037,0.1910597371710403,0.1910597371710403,1.7761209430838745,0.10757135538264861,0.011571596498860085,0.0067460806199541685,14,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_26.0,profile_structure,2.7466845696510176,3.068103664546957,0.32141909489593923,0.32141909489593923,1.76247155250314,0.18236838741564104,0.03325822872858134,0.019389087089407883,10,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_28.0,profile_structure,1.7539716933421192,2.0682173080158455,0.31424561467372625,0.31424561467372625,1.4747062316442292,0.21309031448477497,0.045407482127220296,0.026471933687761396,9,0.669,False
V,W002,30,30,20,29,31,40,V_profile_lat_30.0,profile_structure,1.082146578104942,1.4036660368235874,0.3215194587186454,0.3215194587186454,1.3018660459434668,0.24696815753086096,0.06099327083418816,0.03555823281279,7,0.669,False
V,W002,30,30,20,29,31,40,V_strength,strength,2.3799705086411893,2.595918749775226,0.21594824113403677,0.21594824113403677,0.9289887300571982,0.2324551785690024,0.0540354100435468,0.031501896261415384,8,0.669,False
V,W002,30,30,20,29,31,40,V_NS_diff,latitudinal_structure,1.519421564468757,1.394064397599525,-0.12535716686923193,0.12535716686923193,1.0695882822933545,-0.1172013277860966,0.013736151234824058,0.008007986075830982,13,0.669,False
V,W002,30,30,20,29,31,40,V_pos_centroid_lat,position,22.17063472494911,21.74887571131373,-0.4217590136353806,0.4217590136353806,1.4649293146228273,-0.28790400289311535,0.08288871488187897,0.04832297368238121,6,0.669,False
V,W003,45,45,35,44,46,55,V_profile_lat_10.0,profile_structure,0.6072279947457682,1.3612701562852902,0.7540421615395221,0.7540421615395221,0.765344698917173,0.985232095559501,0.9706822821205656,0.14663834994120292,4,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_12.0,profile_structure,0.9357983762133862,1.6964545218284126,0.7606561456150264,0.7606561456150264,0.7103167069151576,1.0708690056277697,1.1467604272142082,0.17323799962352035,1,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_14.0,profile_structure,1.385062268536794,2.0980204768208157,0.7129582082840218,0.7129582082840218,0.7258419286740359,0.9822499639645368,0.9648149917083338,0.14575199422984086,5,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_16.0,profile_structure,1.8528625407970338,2.463102265740461,0.610239724943427,0.610239724943427,0.8775031932036192,0.6954273553302318,0.4836192065416005,0.07305904697488409,6,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_18.0,profile_structure,2.328347372710843,2.6894922318096044,0.3611448590987614,0.3611448590987614,1.0742221474191482,0.3361919691996887,0.11302504015436443,0.017074387464935326,11,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_20.0,profile_structure,2.6909434148351465,2.7607881804601564,0.06984476562500985,0.06984476562500985,1.2719889289130513,0.05490988485622619,0.0030150954549240188,0.0004554823247205033,14,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_22.0,profile_structure,3.3525839476236667,3.0367621083158634,-0.3158218393078034,0.3158218393078034,1.5876545523752004,-0.19892352453833267,0.039570568614752645,0.005977818895824617,12,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_24.0,profile_structure,3.5889323526765375,2.875988555505458,-0.7129437971710795,0.7129437971710795,1.7761209430838745,-0.4014049831162949,0.161125960470593,0.024340863546497258,9,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_26.0,profile_structure,2.8865120661824077,2.0644181458393462,-0.8220939203430615,0.8220939203430615,1.76247155250314,-0.46644379546182585,0.21756981432483363,0.032867684058175466,7,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_28.0,profile_structure,1.9239804291994904,1.2936486060171886,-0.6303318231823019,0.6303318231823019,1.4747062316442292,-0.42742873777614043,0.18269532587690462,0.02759928930610904,8,0.984,False
V,W003,45,45,35,44,46,55,V_profile_lat_30.0,profile_structure,1.2811102780681687,0.8238745066905789,-0.45723577137758975,0.45723577137758975,1.3018660459434668,-0.35121568213742715,0.12335245537925826,0.01863452218216507,10,0.984,False
V,W003,45,45,35,44,46,55,V_strength,strength,2.5325120131943466,2.40295299495761,-0.12955901823673655,0.12955901823673655,0.9289887300571982,-0.13946242192707703,0.019449767129766055,0.0029382237743320544,13,0.984,False
V,W003,45,45,35,44,46,55,V_NS_diff,latitudinal_structure,1.1632978810306158,0.038041083169913684,-1.1252567978607022,1.1252567978607022,1.0695882822933545,-1.0520466767343282,1.106802210027744,0.16720161970524802,2,0.984,False
V,W003,45,45,35,44,46,55,V_pos_centroid_lat,position,21.413521660784046,19.886138295861148,-1.5273833649228976,1.5273833649228976,1.4649293146228273,-1.0426328080656577,1.0870831724548786,0.1642227179725445,3,0.984,False
V,W004,80,80,70,79,81,90,V_profile_lat_10.0,profile_structure,1.5833827213499654,1.6951182523706574,0.111735531020692,0.111735531020692,0.765344698917173,0.14599373482141864,0.021314170607106706,0.002801010856861419,10,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_12.0,profile_structure,1.9540301994555667,1.9858640941582988,0.031833894702732124,0.031833894702732124,0.7103167069151576,0.044816480300714834,0.002008516906544361,0.0002639501093016799,12,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_14.0,profile_structure,2.560443334247913,2.548702602964453,-0.011740731283460093,0.011740731283460093,0.7258419286740359,-0.01617532801516286,0.00026164123639811247,3.438369511358811e-05,14,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_16.0,profile_structure,3.2640127504777494,3.2495489810781217,-0.01446376939962768,0.01446376939962768,0.8775031932036192,-0.016482868109941817,0.0002716849411297369,3.570359287151496e-05,13,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_18.0,profile_structure,3.804785673270591,3.880258393601266,0.07547272033067465,0.07547272033067465,1.0742221474191482,0.07025801926724484,0.004936189271356547,0.0006486914267253959,11,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_20.0,profile_structure,4.144978306571799,4.442989774807138,0.2980114682353392,0.2980114682353392,1.2719889289130513,0.23428778463504152,0.0548907660291956,0.0072134935214393315,9,0.901,False
V,W004,80,80,70,79,81,90,V_profile_lat_22.0,profile_structure,4.691486617039666,5.331971929159218,0.6404853121195524,0.6404853121195524,1.5876545523752004,0.40341603981883734,0.16274450118311376,0.02138713830865207,8,0.901,False
