object,sequence_order,main_peak_day,window_start,window_end,dominant_change_content,top_detector_feature_group,top_detector_group_share,top_semantic_metric,top_semantic_metric_delta_z,detector_semantic_consistency,source_v10_2_support,content_confidence_note
P,1,18,16,20,lat_profile_reorganization,profile_structure,0.6818390218974492,P_total_strength,0.37122623367045304,mixed_or_inconsistent,0.793,detector_change_concentrated;semantic_mixed_or_inconsistent
P,2,34,32,36,lat_profile_reorganization,profile_structure,0.6712526472997371,P_total_strength,0.7303795885829093,mixed_or_inconsistent,0.6,detector_change_concentrated;semantic_mixed_or_inconsistent
P,3,45,38,48,lat_profile_reorganization,profile_structure,0.4740009010260808,P_centroid_lat,-1.536468834203586,partial,0.985,detector_change_mixed;semantic_partial
P,4,65,63,67,lat_profile_reorganization,profile_structure,0.812947323750909,P_total_strength,0.8485211686901925,mixed_or_inconsistent,0.811,detector_change_concentrated;semantic_mixed_or_inconsistent
P,5,82,74,91,lat_profile_reorganization,profile_structure,0.9071579460601011,P_spread_lat,0.8352130989360192,partial,0.916,detector_change_concentrated;semantic_partial
P,6,95,93,97,lat_profile_reorganization,profile_structure,0.8544144359844741,P_spread_lat,0.6913953969271855,partial,0.695,detector_change_concentrated;semantic_partial
P,7,113,110,116,lat_profile_reorganization,profile_structure,0.6900741303520087,P_centroid_lat,-0.9447022550577111,partial,0.938,detector_change_concentrated;semantic_partial
P,8,126,124,128,lat_profile_reorganization,profile_structure,0.8472559483206692,P_spread_lat,-0.33484345566308205,partial,0.839,detector_change_concentrated;semantic_partial
P,9,138,136,140,lat_profile_reorganization,profile_structure,0.9351667327825255,P_centroid_lat,-0.1613962201109309,partial,0.918,detector_change_concentrated;semantic_partial
P,10,158,153,161,lat_profile_reorganization,profile_structure,0.8296870344932289,P_centroid_lat,-0.7757106248238544,partial,0.957,detector_change_concentrated;semantic_partial
V,1,16,14,18,lat_profile_reorganization,profile_structure,0.9750696853384684,V_strength,0.11368594701133838,mixed_or_inconsistent,0.589,detector_change_concentrated;semantic_mixed_or_inconsistent
V,2,30,28,32,lat_profile_reorganization,profile_structure,0.9121671439803726,V_pos_centroid_lat,-0.28790400289311535,partial,0.669,detector_change_concentrated;semantic_partial
V,3,45,40,49,lat_profile_reorganization,profile_structure,0.6656374385478755,V_NS_diff,-1.0520466767343282,partial,0.984,detector_change_concentrated;semantic_partial
V,4,80,67,86,lat_profile_reorganization,profile_structure,0.679230853011282,V_NS_diff,1.179312500303503,partial,0.901,detector_change_concentrated;semantic_partial
V,5,95,93,97,lat_profile_reorganization,profile_structure,0.8018764926219818,V_strength,-0.6703256062153355,mixed_or_inconsistent,0.943,detector_change_concentrated;semantic_mixed_or_inconsistent
V,6,114,109,123,lat_profile_reorganization,profile_structure,0.677877616656704,V_NS_diff,-1.0150363734354555,partial,0.933,detector_change_concentrated;semantic_partial
V,7,136,134,139,lat_profile_reorganization,profile_structure,0.7778235885423752,V_strength,-0.5599145005112267,mixed_or_inconsistent,0.833,detector_change_concentrated;semantic_mixed_or_inconsistent
V,8,161,158,164,lat_profile_reorganization,profile_structure,0.9657456390131516,V_strength,-0.3965477265688597,mixed_or_inconsistent,0.879,detector_change_concentrated;semantic_mixed_or_inconsistent
H,1,19,17,21,lat_profile_reorganization,profile_structure,0.8716706624693419,H_strength,0.6633783696882709,mixed_or_inconsistent,0.784,detector_change_concentrated;semantic_mixed_or_inconsistent
H,2,35,32,37,lat_profile_reorganization,profile_structure,0.6978889486500545,H_west_extent_lon,0.49649862660719146,partial,0.908,detector_change_concentrated;semantic_partial
H,3,57,55,59,morphology_extent_change,shape_extent,0.4523605816473654,H_zonal_width,-0.5689801779367081,consistent,0.724,detector_change_mixed;semantic_consistent
H,4,77,72,82,lat_profile_reorganization,profile_structure,0.7375801250847794,H_south_edge_lat,0.6355958551760379,partial,0.942,detector_change_concentrated;semantic_partial
H,5,95,91,98,lat_profile_reorganization,profile_structure,0.8595664100435888,H_south_edge_lat,0.5411153902174376,partial,0.889,detector_change_concentrated;semantic_partial
H,6,115,110,118,lat_profile_reorganization,profile_structure,0.9177696354909345,H_north_edge_lat,0.5867027361723963,partial,0.996,detector_change_concentrated;semantic_partial
H,7,129,127,131,lat_profile_reorganization,profile_structure,0.8301495635183104,H_zonal_width,-0.2790539726186403,partial,0.887,detector_change_concentrated;semantic_partial
H,8,155,151,158,morphology_extent_change,shape_extent,0.6762203138257916,H_zonal_width,1.4206384060585322,consistent,0.936,detector_change_concentrated;semantic_consistent
Je,1,26,24,28,lat_profile_reorganization,profile_structure,0.8407175706468768,Je_strength,-0.5006587365143718,mixed_or_inconsistent,0.825,detector_change_concentrated;semantic_mixed_or_inconsistent
Je,2,33,31,35,lat_profile_reorganization,profile_structure,0.8707841907639687,Je_axis_lat,0.3098399156586671,partial,0.763,detector_change_concentrated;semantic_partial
Je,3,46,43,50,lat_profile_reorganization,profile_structure,0.9488701916995679,Je_meridional_width,-0.2577878426615302,partial,0.978,detector_change_concentrated;semantic_partial
Je,4,81,79,83,lat_profile_reorganization,profile_structure,0.6029716959760522,Je_meridional_width,-0.7794937688734384,partial,0.714,detector_change_concentrated;semantic_partial
Je,5,94,92,96,lat_profile_reorganization,profile_structure,0.8496876727534819,Je_strength,-0.43588047915462347,mixed_or_inconsistent,0.606,detector_change_concentrated;semantic_mixed_or_inconsistent
Je,6,111,103,117,lat_profile_reorganization,profile_structure,0.8693768847409349,Je_axis_lat,0.5778169804535959,partial,0.986,detector_change_concentrated;semantic_partial
Je,7,136,132,144,lat_profile_reorganization,profile_structure,0.9449555362991764,Je_strength,0.3929317703533489,mixed_or_inconsistent,0.842,detector_change_concentrated;semantic_mixed_or_inconsistent
Je,8,162,159,165,lat_profile_reorganization,profile_structure,0.9376449317907964,Je_strength,0.4919258384561146,mixed_or_inconsistent,0.981,detector_change_concentrated;semantic_mixed_or_inconsistent
Jw,1,41,37,49,lat_profile_reorganization,profile_structure,0.871795948192011,Jw_meridional_width,-0.5689736921333379,partial,0.913,detector_change_concentrated;semantic_partial
Jw,2,83,78,86,lat_profile_reorganization,profile_structure,0.9088767407368052,Jw_axis_lat,0.4556824125178941,partial,0.806,detector_change_concentrated;semantic_partial
Jw,3,104,97,114,lat_profile_reorganization,profile_structure,0.8799347954718038,Jw_strength,-0.7579556429841685,mixed_or_inconsistent,0.898,detector_change_concentrated;semantic_mixed_or_inconsistent
Jw,4,130,127,135,lat_profile_reorganization,profile_structure,0.8817752627844703,Jw_strength,0.7392309998201574,mixed_or_inconsistent,0.923,detector_change_concentrated;semantic_mixed_or_inconsistent
Jw,5,152,148,156,lat_profile_reorganization,profile_structure,0.8593171995120333,Jw_strength,0.5629730383544639,mixed_or_inconsistent,0.729,detector_change_concentrated;semantic_mixed_or_inconsistent
