object,window_id,break_day,main_peak_day,metric,semantic_group,left_mean,right_mean,delta,delta_z,direction_label,rank_within_break,source_v10_2_support,edge_limited_flag
P,W006,95,95,P_spread_lat,rainband_width,6.513920874915608,6.962901838518269,0.4489809636026605,0.6913953969271855,widening,1,0.695,False
P,W006,95,95,P_main_band_share,rainband_structure,0.5243955553416588,0.46553666748354755,-0.058858887858111275,-0.5676857911908769,main_band_loss,2,0.695,False
P,W006,95,95,P_main_minus_south,rainband_structure,0.2651762834302479,0.1945868962944204,-0.07058938713582752,-0.4692606185505964,main_minus_south_decrease,3,0.695,False
P,W006,95,95,P_total_strength,strength,7.733127378470597,7.223433740661186,-0.509693637809411,-0.43550110133597825,decrease,4,0.695,False
P,W006,95,95,P_south_band_share_18_24,rainband_structure,0.2592192719114108,0.2709497711891272,0.01173049927771641,0.23397057940719412,south_band_gain,5,0.695,False
P,W006,95,95,P_centroid_lat,position,26.301713338549355,26.381837953930813,0.08012461538145743,0.09536282667827112,northward,6,0.695,False
P,W007,113,113,P_centroid_lat,position,25.923001773102612,25.129255326262587,-0.793746446840025,-0.9447022550577111,southward,1,0.938,False
P,W007,113,113,P_south_band_share_18_24,rainband_structure,0.29832568990546005,0.34205876081706477,0.04373307091160472,0.872277615657977,south_band_gain,2,0.938,False
P,W007,113,113,P_main_minus_south,rainband_structure,0.12642181447529166,0.021288482590607054,-0.1051333318846846,-0.6989001371489786,main_minus_south_decrease,3,0.938,False
P,W007,113,113,P_main_band_share,rainband_structure,0.4247475043807517,0.36334724340767177,-0.061400260973079934,-0.5921969815986889,main_band_loss,4,0.938,False
P,W007,113,113,P_total_strength,strength,7.416635628984984,7.554960069678661,0.138324440693677,0.11818951973323466,increase,5,0.938,False
P,W007,113,113,P_spread_lat,rainband_width,7.06123881024421,7.036399068724887,-0.024839741519322445,-0.038251249695563816,narrowing,6,0.938,False
P,W008,126,126,P_spread_lat,rainband_width,7.004392120005686,6.786950207537343,-0.21744191246834266,-0.33484345566308205,narrowing,1,0.839,False
P,W008,126,126,P_main_band_share,rainband_structure,0.36360952988156947,0.3896145311282203,0.02600500124665084,0.25081462196860604,main_band_gain,2,0.839,False
P,W008,126,126,P_main_minus_south,rainband_structure,0.019815639719270507,0.04054432297955761,0.020728683260287102,0.13779911008073786,main_minus_south_increase,3,0.839,False
P,W008,126,126,P_south_band_share_18_24,rainband_structure,0.343793890162299,0.3490702081486627,0.005276317986363688,0.10523875814486705,south_band_gain,4,0.839,False
P,W008,126,126,P_centroid_lat,position,25.085849964378514,25.140648971563728,0.054799007185213355,0.06522075893238932,northward,5,0.839,False
P,W008,126,126,P_total_strength,strength,7.601978376404654,7.537303077976839,-0.06467529842781516,-0.055260967775860426,decrease,6,0.839,False
P,W009,138,138,P_centroid_lat,position,25.13669327955668,25.001086874934906,-0.1356064046217753,-0.1613962201109309,southward,1,0.918,False
P,W009,138,138,P_south_band_share_18_24,rainband_structure,0.3496912091964056,0.3555315836858105,0.005840374489404887,0.11648914260937182,south_band_gain,2,0.918,False
P,W009,138,138,P_main_minus_south,rainband_structure,0.03989695180195728,0.030422603026529223,-0.009474348775428056,-0.06298310478551972,main_minus_south_decrease,3,0.918,False
P,W009,138,138,P_main_band_share,rainband_structure,0.38958816099836296,0.3859541867123397,-0.003633974286023245,-0.03504917681593811,main_band_loss,4,0.918,False
P,W009,138,138,P_total_strength,strength,7.544497041701343,7.573917083381959,0.029420041680616293,0.02513757206843792,increase,5,0.918,False
P,W009,138,138,P_spread_lat,rainband_width,6.785820129223761,6.779174140561845,-0.0066459886619156805,-0.010234300207312086,narrowing,6,0.918,False
P,W010,158,158,P_centroid_lat,position,24.844142414203066,24.192384096771736,-0.6517583174313302,-0.7757106248238544,southward,1,0.957,False
P,W010,158,158,P_total_strength,strength,7.212362971487039,6.660697360785474,-0.5516656107015647,-0.47136350781673597,decrease,2,0.957,False
P,W010,158,158,P_south_band_share_18_24,rainband_structure,0.3576003289640447,0.36639739454875925,0.008797065584714547,0.17546180117402943,south_band_gain,3,0.957,False
P,W010,158,158,P_main_minus_south,rainband_structure,0.028156364393993393,0.0024581501542370876,-0.025698214239756306,-0.17083531107289018,main_minus_south_decrease,4,0.957,False
P,W010,158,158,P_main_band_share,rainband_structure,0.38575669335803797,0.3688555447029963,-0.016901148655041665,-0.16300922928413353,main_band_loss,5,0.957,False
P,W010,158,158,P_spread_lat,rainband_width,6.705452884871716,6.6161921767724206,-0.0892607080992951,-0.1374544751543838,narrowing,6,0.957,False
V,W001,16,16,V_strength,strength,2.29345042443575,2.399063387975164,0.10561296353941385,0.11368594701133838,increase,1,0.589,False
V,W001,16,16,V_NS_diff,latitudinal_structure,1.7174506350463603,1.6062902343951162,-0.1111604006512441,-0.10392821470790592,decrease,2,0.589,False
V,W001,16,16,V_pos_centroid_lat,position,22.142744628092508,22.261956033062084,0.11921140496957605,0.08137689906237511,northward,3,0.589,False
V,W002,30,30,V_pos_centroid_lat,position,22.17063472494911,21.74887571131373,-0.4217590136353806,-0.28790400289311535,southward,1,0.669,False
V,W002,30,30,V_strength,strength,2.3799705086411893,2.595918749775226,0.21594824113403677,0.2324551785690024,increase,2,0.669,False
V,W002,30,30,V_NS_diff,latitudinal_structure,1.519421564468757,1.394064397599525,-0.12535716686923193,-0.1172013277860966,decrease,3,0.669,False
V,W003,45,45,V_NS_diff,latitudinal_structure,1.1632978810306158,0.038041083169913684,-1.1252567978607022,-1.0520466767343282,decrease,1,0.984,False
V,W003,45,45,V_pos_centroid_lat,position,21.413521660784046,19.886138295861148,-1.5273833649228976,-1.0426328080656577,southward,2,0.984,False
V,W003,45,45,V_strength,strength,2.5325120131943466,2.40295299495761,-0.12955901823673655,-0.13946242192707703,decrease,3,0.984,False
V,W004,80,80,V_NS_diff,latitudinal_structure,0.8983821038785182,2.159760935365223,1.2613788314867047,1.179312500303503,increase,1,0.901,False
V,W004,80,80,V_strength,strength,3.6336466294667646,4.394212180185038,0.7605655507182734,0.8187026667927884,increase,2,0.901,False
V,W004,80,80,V_pos_centroid_lat,position,20.658954071516018,21.56179142125393,0.9028373497379114,0.6163009646444018,northward,3,0.901,False
V,W005,95,95,V_strength,strength,4.45409269154,3.831367757897193,-0.6227249336428065,-0.6703256062153355,decrease,1,0.943,False
V,W005,95,95,V_NS_diff,latitudinal_structure,2.452940011254769,2.0691134830855438,-0.38382652816922525,-0.3588544625285581,decrease,2,0.943,False
V,W005,95,95,V_pos_centroid_lat,position,21.808146308404382,21.821132879411543,0.012986571007161274,0.008864981318576715,northward,3,0.943,False
V,W006,114,114,V_NS_diff,latitudinal_structure,1.9517367806996102,0.8660657695715054,-1.0856710111281047,-1.0150363734354555,decrease,1,0.933,False
V,W006,114,114,V_strength,strength,3.5971367549731132,2.667301288912979,-0.9298354660601342,-1.0009114599300732,decrease,2,0.933,False
V,W006,114,114,V_pos_centroid_lat,position,21.863320492256992,21.151736600453283,-0.7115838918037092,-0.4857462300062692,southward,3,0.933,False
V,W007,136,136,V_strength,strength,2.4566972352219194,1.9365429744513842,-0.5201542607705352,-0.5599145005112267,decrease,1,0.833,False
V,W007,136,136,V_pos_centroid_lat,position,20.065504120030383,19.513346997756408,-0.5521571222739752,-0.3769172456052229,southward,2,0.833,False
V,W007,136,136,V_NS_diff,latitudinal_structure,0.012356888505330853,-0.280599260957322,-0.29295614946265286,-0.2738961844594183,decrease,3,0.833,False
V,W008,161,161,V_strength,strength,1.41721910344349,1.0488307345312156,-0.36838836891227444,-0.3965477265688597,decrease,1,0.879,False
V,W008,161,161,V_pos_centroid_lat,position,17.98885606879611,17.540984842163244,-0.4478712266328664,-0.30572889910949774,southward,2,0.879,False
V,W008,161,161,V_NS_diff,latitudinal_structure,-0.7290290415165163,-0.9138626826747226,-0.18483364115820633,-0.17280821435505622,decrease,3,0.879,False
H,W001,19,19,H_strength,strength,5803.862099391076,5818.013514786177,14.15141539510114,0.6633783696882709,increase,1,0.784,False
H,W001,19,19,H_centroid_lat,position,24.930114562113435,24.94016685957879,0.010052297465357185,0.41110504026182193,northward,2,0.784,False
H,W001,19,19,H_north_edge_lat,shape_extent,19.95,19.725,-0.22499999999999787,-0.04000245928448165,north_edge_southward,3,0.784,False
H,W001,19,19,H_west_extent_lon,shape_extent,110.0,110.0,0.0,0.0,near_zero,4,0.784,False
H,W001,19,19,H_zonal_width,shape_extent,30.0,30.0,0.0,0.0,near_zero,5,0.784,False
H,W001,19,19,H_south_edge_lat,shape_extent,15.0,15.0,0.0,0.0,near_zero,6,0.784,False
H,W002,35,35,H_west_extent_lon,shape_extent,110.0,113.425,3.424999999999997,0.49649862660719146,eastward_retreat_or_less_westward,1,0.908,False
H,W002,35,35,H_zonal_width,shape_extent,30.0,26.575,-3.4250000000000007,-0.49649862660719113,narrowing,2,0.908,False
H,W002,35,35,H_strength,strength,5822.524929742629,5832.727653831904,10.202724089274852,0.47827487807791824,increase,3,0.908,False
H,W002,35,35,H_centroid_lat,position,24.94444975497374,24.95374037951367,0.009290624539929127,0.3799551882248283,northward,4,0.908,False
H,W002,35,35,H_north_edge_lat,shape_extent,19.725,21.825,2.099999999999998,0.37335628665516185,north_edge_northward,5,0.908,False
H,W002,35,35,H_south_edge_lat,shape_extent,15.0,15.0,0.0,0.0,near_zero,6,0.908,False
H,W003,57,57,H_zonal_width,shape_extent,22.45,18.525,-3.9250000000000007,-0.5689801779367081,narrowing,1,0.724,False
H,W003,57,57,H_west_extent_lon,shape_extent,117.55,121.475,3.924999999999997,0.5689801779367081,eastward_retreat_or_less_westward,2,0.724,False
H,W003,57,57,H_strength,strength,5835.553812513093,5842.076071202522,6.5222586894287815,0.30574505908262295,increase,3,0.724,False
H,W003,57,57,H_centroid_lat,position,24.957070524914723,24.963339094598986,0.006268569684262815,0.2563633439331858,northward,4,0.724,False
H,W003,57,57,H_north_edge_lat,shape_extent,23.1,24.525,1.4249999999999972,0.2533489088017168,north_edge_northward,5,0.724,False
H,W003,57,57,H_south_edge_lat,shape_extent,15.0,15.0,0.0,0.0,near_zero,6,0.724,False
H,W004,77,77,H_south_edge_lat,shape_extent,15.025,16.875,1.8499999999999996,0.6355958551760379,south_edge_northward,1,0.942,False
H,W004,77,77,H_strength,strength,5848.061633114649,5859.517614303376,11.455981188726582,0.5370240298922893,increase,2,0.942,False
H,W004,77,77,H_north_edge_lat,shape_extent,25.925,28.5,2.5749999999999993,0.4578059229224001,north_edge_northward,3,0.942,False
H,W004,77,77,H_centroid_lat,position,24.968106755833936,24.978650253334976,0.010543497501039667,0.4311934639417194,northward,4,0.942,False
H,W004,77,77,H_west_extent_lon,shape_extent,124.55,125.725,1.1749999999999972,0.17033164562436498,eastward_retreat_or_less_westward,5,0.942,False
H,W004,77,77,H_zonal_width,shape_extent,15.45,14.275,-1.174999999999999,-0.17033164562436476,narrowing,6,0.942,False
H,W005,95,95,H_south_edge_lat,shape_extent,18.25,19.825,1.5749999999999993,0.5411153902174376,south_edge_northward,1,0.889,False
H,W005,95,95,H_centroid_lat,position,24.984773813121418,24.99391347089587,0.009139657774451138,0.37378115702316206,northward,2,0.889,False
H,W005,95,95,H_north_edge_lat,shape_extent,29.25,30.6,1.3500000000000014,0.24001475570688935,north_edge_northward,3,0.889,False
H,W005,95,95,H_strength,strength,5865.133433938245,5868.185266111514,3.051832173268849,0.14306126950140796,increase,4,0.889,False
H,W005,95,95,H_zonal_width,shape_extent,14.9,14.9,0.0,0.0,near_zero,5,0.889,False
H,W005,95,95,H_west_extent_lon,shape_extent,125.1,125.1,0.0,0.0,near_zero,6,0.889,False
H,W006,115,115,H_north_edge_lat,shape_extent,31.525,34.825,3.3000000000000043,0.5867027361723963,north_edge_northward,1,0.996,False
H,W006,115,115,H_south_edge_lat,shape_extent,21.65,23.025,1.375,0.4724023247930009,south_edge_northward,2,0.996,False
H,W006,115,115,H_strength,strength,5869.536062112917,5864.334552157467,-5.201509955449183,-0.24383209013555862,decrease,3,0.996,False
H,W006,115,115,H_centroid_lat,position,24.998809525673945,25.0034080155342,0.004598489860253352,0.1880627155789023,northward,4,0.996,False
H,W006,115,115,H_zonal_width,shape_extent,16.225,15.25,-0.9750000000000014,-0.14133902509255802,narrowing,5,0.996,False
H,W006,115,115,H_west_extent_lon,shape_extent,123.775,124.75,0.9749999999999943,0.14133902509255802,eastward_retreat_or_less_westward,6,0.996,False
H,W007,129,129,H_zonal_width,shape_extent,14.125,12.2,-1.9250000000000007,-0.2790539726186403,narrowing,1,0.887,False
H,W007,129,129,H_west_extent_lon,shape_extent,125.875,127.8,1.9249999999999972,0.2790539726186403,eastward_retreat_or_less_westward,2,0.887,False
H,W007,129,129,H_south_edge_lat,shape_extent,21.525,21.125,-0.3999999999999986,-0.1374261308488729,south_edge_southward,3,0.887,False
H,W007,129,129,H_centroid_lat,position,25.00331753050588,25.00118379445106,-0.0021337360548194795,-0.0872626033749111,southward,4,0.887,False
H,W007,129,129,H_strength,strength,5863.684641695357,5864.987145796073,1.3025041007158507,0.06105771208894628,increase,5,0.887,False
H,W007,129,129,H_north_edge_lat,shape_extent,35.0,35.0,0.0,0.0,near_zero,6,0.887,False
H,W008,155,155,H_zonal_width,shape_extent,12.775,22.575,9.799999999999999,1.4206384060585322,widening,1,0.936,False
H,W008,155,155,H_west_extent_lon,shape_extent,127.225,117.425,-9.799999999999997,-1.420638406058532,westward_extension_or_more_westward,2,0.936,False
H,W008,155,155,H_north_edge_lat,shape_extent,34.825,32.875,-1.9500000000000028,-0.34668798046550675,north_edge_southward,3,0.936,False
H,W008,155,155,H_south_edge_lat,shape_extent,19.925,20.525,0.5999999999999979,0.20613919627330946,south_edge_northward,4,0.936,False
H,W008,155,155,H_centroid_lat,position,24.99822181865275,24.994938903273,-0.0032829153797493404,-0.13426015933350222,southward,5,0.936,False
H,W008,155,155,H_strength,strength,5864.645233871147,5866.300941944305,1.6557080731581664,0.0776149163590154,increase,6,0.936,False
Je,W001,26,26,Je_strength,jet_strength,39.14784781753122,34.68768083826743,-4.460166979263789,-0.5006587365143718,decrease,1,0.825,False
Je,W001,26,26,Je_axis_lat,jet_axis,34.56796985213451,34.91797351376358,0.35000366162906715,0.17930918127215278,northward,2,0.825,False
Je,W001,26,26,Je_meridional_width,jet_width,5.461421312416144,5.464301509848513,0.0028801974323684476,0.00587151498381977,widening,3,0.825,False
Je,W002,33,33,Je_axis_lat,jet_axis,34.726542007334416,35.33133594052837,0.6047939331939531,0.3098399156586671,northward,1,0.763,False
Je,W002,33,33,Je_strength,jet_strength,36.24822226334213,33.865833909305344,-2.3823883540367845,-0.26742575978971406,decrease,2,0.763,False
Je,W002,33,33,Je_meridional_width,jet_width,5.467005283726695,5.380718791206019,-0.0862864925206761,-0.1759019808999629,narrowing,3,0.763,False
Je,W003,46,46,Je_meridional_width,jet_width,5.34603484069743,5.2195802741034045,-0.12645456659402576,-0.2577878426615302,narrowing,1,0.978,False
Je,W003,46,46,Je_strength,jet_strength,33.71773577012596,31.519477274784975,-2.198258495340987,-0.24675697702041322,decrease,2,0.978,False
Je,W003,46,46,Je_axis_lat,jet_axis,35.36973867229845,35.21170986381709,-0.1580288084813617,-0.08095919949614061,southward,3,0.978,False
Je,W004,81,81,Je_meridional_width,jet_width,4.736655122740437,4.354284310804768,-0.3823708119356688,-0.7794937688734384,narrowing,1,0.714,False
Je,W004,81,81,Je_axis_lat,jet_axis,36.29361943122433,37.308332890447915,1.0147134592235858,0.5198443889196896,northward,2,0.714,False
Je,W004,81,81,Je_strength,jet_strength,26.371477275438895,23.334290730593253,-3.0371865448456425,-0.34092758974505155,decrease,3,0.714,False
Je,W005,94,94,Je_strength,jet_strength,22.64961593169799,18.766532349523604,-3.883083582174386,-0.43588047915462347,decrease,1,0.606,False
Je,W005,94,94,Je_axis_lat,jet_axis,37.416659549295666,38.05165797132673,0.6349984220310674,0.32531387424218317,northward,2,0.606,False
Je,W005,94,94,Je_meridional_width,jet_width,4.344129703414481,4.42725509813768,0.08312539472319891,0.16945782784481833,widening,3,0.606,False
Je,W006,111,111,Je_axis_lat,jet_axis,38.36385059159761,39.49172400820339,1.1278734166057802,0.5778169804535959,northward,1,0.986,False
Je,W006,111,111,Je_strength,jet_strength,16.6333338884117,12.685523298570255,-3.9478105898414437,-0.44314615822619396,decrease,2,0.986,False
Je,W006,111,111,Je_meridional_width,jet_width,4.510219347950966,4.448632732260726,-0.061586615690240265,-0.1255492879634889,narrowing,3,0.986,False
Je,W007,136,136,Je_strength,jet_strength,13.429044457131544,16.929515295681185,3.5004708385496404,0.3929317703533489,increase,1,0.842,False
Je,W007,136,136,Je_axis_lat,jet_axis,39.748105756753965,39.48248651987681,-0.26561923687715705,-0.13607848464469496,southward,2,0.842,False
Je,W007,136,136,Je_meridional_width,jet_width,4.291449787830756,4.350853572119926,0.05940378428917015,0.1210994099327306,widening,3,0.842,False
Je,W008,162,162,Je_strength,jet_strength,20.93855497579029,25.32092408454474,4.38236910875445,0.4919258384561146,increase,1,0.981,False
Je,W008,162,162,Je_axis_lat,jet_axis,39.02470257409357,38.70288871282681,-0.3218138612667545,-0.1648673608647192,southward,2,0.981,False
Je,W008,162,162,Je_meridional_width,jet_width,4.1748896998845435,4.249137522193747,0.07424782230920357,0.15136017979370409,widening,3,0.981,False
Jw,W001,41,41,Jw_meridional_width,jet_width,5.769633423690152,5.486055668429579,-0.2835777552605734,-0.5689736921333379,narrowing,1,0.913,False
Jw,W001,41,41,Jw_axis_lat,jet_axis,34.83627985241999,35.11993625244092,0.28365640002093073,0.17122756902248248,northward,2,0.913,False
Jw,W001,41,41,Jw_strength,jet_strength,27.65256770668132,28.185467294979873,0.5328995882985517,0.1432386999523747,increase,3,0.913,False
Jw,W002,83,83,Jw_axis_lat,jet_axis,37.12926665278638,37.88415229080365,0.7548856380172708,0.4556824125178941,northward,1,0.806,False
Jw,W002,83,83,Jw_meridional_width,jet_width,4.596501504304851,4.4425928096783,-0.15390869462655132,-0.30880418724178527,narrowing,2,0.806,False
Jw,W002,83,83,Jw_strength,jet_strength,24.305668296356366,23.711101514677175,-0.5945667816791911,-0.15981429656290552,decrease,3,0.806,False
Jw,W003,104,104,Jw_strength,jet_strength,22.05500928925023,19.23514112353019,-2.819868165720038,-0.7579556429841685,decrease,1,0.898,False
Jw,W003,104,104,Jw_meridional_width,jet_width,4.63395817395232,4.837963548585883,0.20400537463356283,0.4093187461535746,widening,2,0.898,False
Jw,W003,104,104,Jw_axis_lat,jet_axis,38.06171778769864,38.388136420995835,0.32641863329719456,0.1970407473936503,northward,3,0.898,False
Jw,W004,130,130,Jw_strength,jet_strength,18.92449740792894,21.674703152554283,2.750205744625344,0.7392309998201574,increase,1,0.923,False
Jw,W004,130,130,Jw_meridional_width,jet_width,5.00343917771996,4.821033093764595,-0.18240608395536473,-0.3659816792057695,narrowing,2,0.923,False
Jw,W004,130,130,Jw_axis_lat,jet_axis,38.7114826086181,38.60055508887013,-0.11092751974796755,-0.06696076500560921,southward,3,0.923,False
Jw,W005,152,152,Jw_strength,jet_strength,23.263495128869284,25.357957731936935,2.094462603067651,0.5629730383544639,increase,1,0.729,False
Jw,W005,152,152,Jw_meridional_width,jet_width,4.5641329181498875,4.392103117795228,-0.1720298003546592,-0.3451625836265292,narrowing,2,0.729,False
Jw,W005,152,152,Jw_axis_lat,jet_axis,38.475399350506336,38.27995687438671,-0.19544247611962362,-0.11797773668151856,southward,3,0.729,False
