object,window_id,break_day,main_peak_day,lat,left_profile,right_profile,delta_profile,abs_delta_profile,source_v10_2_support,edge_limited_flag
P,W006,95,95,26.0,6.163982841621501,4.992554822481182,-1.1714280191403192,1.1714280191403192,0.695,False
P,W006,95,95,28.0,8.367158900716468,5.892340761805213,-2.474818138911256,2.474818138911256,0.695,False
P,W006,95,95,30.0,10.458410174143495,7.530647460799121,-2.927762713344374,2.927762713344374,0.695,False
P,W006,95,95,32.0,9.301626872038119,8.321265531499071,-0.9803613405390479,0.9803613405390479,0.695,False
P,W006,95,95,34.0,6.512546746481884,7.454727626998801,0.9421808805169176,0.9421808805169176,0.695,False
P,W006,95,95,36.0,4.257145735951136,5.652583961662697,1.395438225711561,1.395438225711561,0.695,False
P,W006,95,95,38.0,3.4215737322143185,4.392398264364869,0.9708245321505502,0.9708245321505502,0.695,False
P,W006,95,95,40.0,,,,,0.695,False
P,W007,113,113,14.0,9.48840786228491,10.649771427241172,1.161363564956261,1.161363564956261,0.938,False
P,W007,113,113,16.0,9.044480697532702,10.113520680272604,1.069039982739902,1.069039982739902,0.938,False
P,W007,113,113,18.0,8.78163070171858,9.426071960368983,0.6444412586504029,0.6444412586504029,0.938,False
P,W007,113,113,20.0,7.973697568567547,9.19247915797836,1.2187815894108125,1.2187815894108125,0.938,False
P,W007,113,113,22.0,8.06784458205315,9.568982151427878,1.5011375693747286,1.5011375693747286,0.938,False
P,W007,113,113,24.0,6.645028131158227,7.680720654763638,1.0356925236054106,1.0356925236054106,0.938,False
P,W007,113,113,26.0,4.761808668206949,5.237687135332151,0.4758784671252023,0.4758784671252023,0.938,False
P,W007,113,113,28.0,5.326489523985168,4.924326547715127,-0.4021629762700405,0.4021629762700405,0.938,False
P,W007,113,113,30.0,6.687721177504349,5.031976650330628,-1.655744527173721,1.655744527173721,0.938,False
P,W007,113,113,32.0,7.596216322060604,5.320731816684268,-2.275484505376336,2.275484505376336,0.938,False
P,W007,113,113,34.0,7.075639996481383,5.306065986031822,-1.7695740104495616,1.7695740104495616,0.938,False
P,W007,113,113,36.0,5.619935585338701,5.266394854422623,-0.35354073091607763,0.35354073091607763,0.938,False
P,W007,113,113,38.0,4.643730683805666,5.081549944152303,0.4378192603466369,0.4378192603466369,0.938,False
P,W007,113,113,40.0,,,,,0.938,False
P,W008,126,126,14.0,10.814509058322798,9.703497423701963,-1.1110116346208354,1.1110116346208354,0.839,False
P,W008,126,126,16.0,10.186711299307117,9.195115843790186,-0.9915954555169311,0.9915954555169311,0.839,False
P,W008,126,126,18.0,9.336816006363065,9.064830592784407,-0.27198541357865835,0.27198541357865835,0.839,False
P,W008,126,126,20.0,9.287446131584138,9.810026480760941,0.5225803491768026,0.5225803491768026,0.839,False
P,W008,126,126,22.0,9.757694134188215,9.991375766038859,0.2336816318506436,0.2336816318506436,0.839,False
P,W008,126,126,24.0,7.872762795810092,7.894157099817571,0.02139430400747866,0.02139430400747866,0.839,False
P,W008,126,126,26.0,5.465485230651394,6.012642974633303,0.5471577439819093,0.5471577439819093,0.839,False
P,W008,126,126,28.0,4.966714418177524,5.989026042757702,1.022311624580178,1.022311624580178,0.839,False
P,W008,126,126,30.0,5.025993066657481,5.644607894328686,0.6186148276712053,0.6186148276712053,0.839,False
P,W008,126,126,32.0,5.269405816276887,5.547350546905607,0.27794473062871994,0.27794473062871994,0.839,False
P,W008,126,126,34.0,5.188375005311418,5.156729733128134,-0.03164527218328406,0.03164527218328406,0.839,False
P,W008,126,126,36.0,5.188448646177951,4.712457203865777,-0.47599144231217405,0.47599144231217405,0.839,False
P,W008,126,126,38.0,5.073784129906311,4.497735060446329,-0.576049069459982,0.576049069459982,0.839,False
P,W008,126,126,40.0,,,,,0.839,False
P,W009,138,138,14.0,9.65372510898115,9.218655277002771,-0.4350698319783799,0.4350698319783799,0.918,False
P,W009,138,138,16.0,9.201507686541731,9.36579326908066,0.16428558253892867,0.16428558253892867,0.918,False
P,W009,138,138,18.0,9.127566707330113,10.032272075613248,0.9047053682831354,0.9047053682831354,0.918,False
P,W009,138,138,20.0,9.881816056959696,10.48272931318206,0.6009132562223645,0.6009132562223645,0.918,False
P,W009,138,138,22.0,9.977781745023687,9.47305839333551,-0.5047233516881775,0.5047233516881775,0.918,False
P,W009,138,138,24.0,7.893845460445775,7.510267578686651,-0.38357788175912333,0.38357788175912333,0.918,False
P,W009,138,138,26.0,5.9931525016132605,5.844076399416517,-0.1490761021967435,0.1490761021967435,0.918,False
P,W009,138,138,28.0,6.001337914868765,5.507313454917538,-0.4940244599512269,0.4940244599512269,0.918,False
P,W009,138,138,30.0,5.650852304173577,5.599336096763319,-0.0515162074102582,0.0515162074102582,0.918,False
P,W009,138,138,32.0,5.5818296584412925,6.028083932702452,0.44625427426115927,0.44625427426115927,0.918,False
P,W009,138,138,34.0,5.1792974083722685,5.416599653659298,0.23730224528702948,0.23730224528702948,0.918,False
P,W009,138,138,36.0,4.7108723409509095,4.785336019744635,0.07446367879372584,0.07446367879372584,0.918,False
P,W009,138,138,38.0,4.490534380803182,3.9235453815595385,-0.5669889992436437,0.5669889992436437,0.918,False
P,W009,138,138,40.0,,,,,0.918,False
P,W010,158,158,14.0,9.317237720690091,9.795247041108933,0.4780093204188418,0.4780093204188418,0.957,False
P,W010,158,158,16.0,9.272501347128564,9.596317975506915,0.323816628378351,0.323816628378351,0.957,False
P,W010,158,158,18.0,9.183162153189802,9.89165576775142,0.7084936145616183,0.7084936145616183,0.957,False
P,W010,158,158,20.0,9.994489674242582,9.689346414970709,-0.3051432592718726,0.3051432592718726,0.957,False
P,W010,158,158,22.0,9.236128718215978,7.589290498569414,-1.6468382196465639,1.6468382196465639,0.957,False
P,W010,158,158,24.0,7.353409895878016,5.7521242407483495,-1.6012856551296668,1.6012856551296668,0.957,False
P,W010,158,158,26.0,5.652985567159904,4.546659362499643,-1.1063262046602613,1.1063262046602613,0.957,False
P,W010,158,158,28.0,5.3718333417405235,4.552058543613854,-0.8197747981266694,0.8197747981266694,0.957,False
P,W010,158,158,30.0,5.288435455976218,4.820418137729286,-0.4680173182469325,0.4680173182469325,0.957,False
P,W010,158,158,32.0,5.3684027151661,5.0076785174456875,-0.36072419772041275,0.36072419772041275,0.957,False
P,W010,158,158,34.0,5.083247066943898,4.356396476258375,-0.7268505906855225,0.7268505906855225,0.957,False
P,W010,158,158,36.0,4.349977438259081,3.1042225143477387,-1.245754923911342,1.245754923911342,0.957,False
P,W010,158,158,38.0,3.390121786628913,2.1734509452351203,-1.2166708413937926,1.2166708413937926,0.957,False
P,W010,158,158,40.0,,,,,0.957,False
V,W001,16,16,10.0,-0.5400567058024912,-0.13466968592498924,0.405387019877502,0.405387019877502,0.589,False
V,W001,16,16,12.0,-0.1827633533549927,0.22084029478088696,0.4036036481358797,0.4036036481358797,0.589,False
V,W001,16,16,14.0,0.40201861729633404,0.7729058660854525,0.3708872487891185,0.3708872487891185,0.589,False
V,W001,16,16,16.0,1.0627922379488637,1.3492780824721646,0.28648584452330095,0.28648584452330095,0.589,False
V,W001,16,16,18.0,1.7977620176547262,1.961879033095137,0.1641170154404108,0.1641170154404108,0.589,False
V,W001,16,16,20.0,2.4950470840622194,2.5003661315357926,0.005319047473573146,0.005319047473573146,0.589,False
V,W001,16,16,22.0,3.2938784184219956,3.2932380572208073,-0.0006403612011882664,0.0006403612011882664,0.589,False
V,W001,16,16,24.0,3.5150648826349724,3.6095964351011984,0.09453155246622602,0.09453155246622602,0.589,False
V,W001,16,16,26.0,2.5346276585601895,2.7766655307284127,0.24203787216822326,0.24203787216822326,0.589,False
V,W001,16,16,28.0,1.3922568702218672,1.750640486820733,0.35838361659886586,0.35838361659886586,0.589,False
V,W001,16,16,30.0,0.6344351959107267,1.0696344578985013,0.4351992619877746,0.4351992619877746,0.589,False
V,W002,30,30,10.0,-0.06030667590313177,0.4059646485553259,0.46627132445845765,0.46627132445845765,0.669,False
V,W002,30,30,12.0,0.29309378163908917,0.7529222458619472,0.45982846422285806,0.45982846422285806,0.669,False
V,W002,30,30,14.0,0.8491699713355976,1.2519345917979134,0.40276462046231587,0.40276462046231587,0.669,False
V,W002,30,30,16.0,1.4203087094736997,1.7870371016005717,0.366728392126872,0.366728392126872,0.669,False
V,W002,30,30,18.0,1.9987422319956347,2.3219790171497645,0.3232367851541298,0.3232367851541298,0.669,False
V,W002,30,30,20.0,2.492929206682202,2.7245916138205706,0.2316624071383684,0.2316624071383684,0.669,False
V,W002,30,30,22.0,3.2449154831465536,3.4513396450671556,0.20642416192060198,0.20642416192060198,0.669,False
V,W002,30,30,24.0,3.5500909793326634,3.7411507165037037,0.1910597371710403,0.1910597371710403,0.669,False
V,W002,30,30,26.0,2.7466845696510176,3.068103664546957,0.32141909489593923,0.32141909489593923,0.669,False
V,W002,30,30,28.0,1.7539716933421192,2.0682173080158455,0.31424561467372625,0.31424561467372625,0.669,False
V,W002,30,30,30.0,1.082146578104942,1.4036660368235874,0.3215194587186454,0.3215194587186454,0.669,False
V,W003,45,45,10.0,0.6072279947457682,1.3612701562852902,0.7540421615395221,0.7540421615395221,0.984,False
V,W003,45,45,12.0,0.9357983762133862,1.6964545218284126,0.7606561456150264,0.7606561456150264,0.984,False
V,W003,45,45,14.0,1.385062268536794,2.0980204768208157,0.7129582082840218,0.7129582082840218,0.984,False
V,W003,45,45,16.0,1.8528625407970338,2.463102265740461,0.610239724943427,0.610239724943427,0.984,False
V,W003,45,45,18.0,2.328347372710843,2.6894922318096044,0.3611448590987614,0.3611448590987614,0.984,False
V,W003,45,45,20.0,2.6909434148351465,2.7607881804601564,0.06984476562500985,0.06984476562500985,0.984,False
V,W003,45,45,22.0,3.3525839476236667,3.0367621083158634,-0.3158218393078034,0.3158218393078034,0.984,False
V,W003,45,45,24.0,3.5889323526765375,2.875988555505458,-0.7129437971710795,0.7129437971710795,0.984,False
V,W003,45,45,26.0,2.8865120661824077,2.0644181458393462,-0.8220939203430615,0.8220939203430615,0.984,False
V,W003,45,45,28.0,1.9239804291994904,1.2936486060171886,-0.6303318231823019,0.6303318231823019,0.984,False
V,W003,45,45,30.0,1.2811102780681687,0.8238745066905789,-0.45723577137758975,0.45723577137758975,0.984,False
V,W004,80,80,10.0,1.5833827213499654,1.6951182523706574,0.111735531020692,0.111735531020692,0.901,False
V,W004,80,80,12.0,1.9540301994555667,1.9858640941582988,0.031833894702732124,0.031833894702732124,0.901,False
V,W004,80,80,14.0,2.560443334247913,2.548702602964453,-0.011740731283460093,0.011740731283460093,0.901,False
V,W004,80,80,16.0,3.2640127504777494,3.2495489810781217,-0.01446376939962768,0.01446376939962768,0.901,False
V,W004,80,80,18.0,3.804785673270591,3.880258393601266,0.07547272033067465,0.07547272033067465,0.901,False
V,W004,80,80,20.0,4.144978306571799,4.442989774807138,0.2980114682353392,0.2980114682353392,0.901,False
V,W004,80,80,22.0,4.691486617039666,5.331971929159218,0.6404853121195524,0.6404853121195524,0.901,False
V,W004,80,80,24.0,4.700890959949556,5.853395171059078,1.1525042111095223,1.1525042111095223,0.901,False
V,W004,80,80,26.0,3.847159349770462,5.659134882349773,1.8119755325793108,1.8119755325793108,0.901,False
V,W004,80,80,28.0,2.5421292432151477,4.459201997030693,1.9170727538155452,1.9170727538155452,0.901,False
V,W004,80,80,30.0,1.6764188936234365,3.4006958816308277,1.7242769880073912,1.7242769880073912,0.901,False
V,W005,95,95,10.0,1.6220382886498512,1.7287625759644922,0.10672428731464101,0.10672428731464101,0.943,False
V,W005,95,95,12.0,1.8872552418728943,1.8821533624482552,-0.005101879424639133,0.005101879424639133,0.943,False
V,W005,95,95,14.0,2.4272607906685906,2.215955874242004,-0.21130491642658678,0.21130491642658678,0.943,False
V,W005,95,95,16.0,3.1328006423200123,2.6783746184335167,-0.45442602388649567,0.45442602388649567,0.943,False
V,W005,95,95,18.0,3.786021917108802,3.112652251426492,-0.6733696656823103,0.6733696656823103,0.943,False
V,W005,95,95,20.0,4.364142893156933,3.4754544573936514,-0.8886884357632812,0.8886884357632812,0.943,False
V,W005,95,95,22.0,5.308185687975461,4.221473432018389,-1.0867122559570728,1.0867122559570728,0.943,False
V,W005,95,95,24.0,5.931451756274294,4.839021552592717,-1.0924302036815767,1.0924302036815767,0.943,False
V,W005,95,95,26.0,5.921894524817163,5.138797962916111,-0.7830965619010524,0.7830965619010524,0.943,False
V,W005,95,95,28.0,4.891475811615319,4.661479851166768,-0.22999596044855064,0.22999596044855064,0.943,False
V,W005,95,95,30.0,3.891185421331399,4.066358448437309,0.17517302710590954,0.17517302710590954,0.943,False
V,W006,114,114,10.0,1.7031323127423348,1.7703061765298753,0.06717386378754053,0.06717386378754053,0.933,False
V,W006,114,114,12.0,1.7839214985042529,1.7534383926269812,-0.030483105877271655,0.030483105877271655,0.933,False
V,W006,114,114,14.0,2.0299593410632353,1.874964580991195,-0.15499476007204027,0.15499476007204027,0.933,False
V,W006,114,114,16.0,2.443704976949914,2.0897641143648973,-0.3539408625850169,0.3539408625850169,0.933,False
V,W006,114,114,18.0,2.8544348323509356,2.247374259342145,-0.6070605730087908,0.6070605730087908,0.933,False
V,W006,114,114,20.0,3.1896406007215807,2.3627642393023307,-0.82687636141925,0.82687636141925,0.933,False
V,W006,114,114,22.0,3.85367357095168,2.6149782568897644,-1.2386953140619155,1.2386953140619155,0.933,False
V,W006,114,114,24.0,4.447146494731122,2.829451811012971,-1.6176946837181507,1.6176946837181507,0.933,False
V,W006,114,114,26.0,4.7674738271714245,3.0415280148789288,-1.7259458122924958,1.7259458122924958,0.933,False
V,W006,114,114,28.0,4.458483649655741,3.1052478803227466,-1.3532357693329944,1.3532357693329944,0.933,False
V,W006,114,114,30.0,4.04391252655589,3.057694172862253,-0.9862183536936371,0.9862183536936371,0.933,False
V,W007,136,136,10.0,1.9765492157035283,1.8834903459510262,-0.0930588697525021,0.0930588697525021,0.833,False
V,W007,136,136,12.0,2.014011097860054,1.8436936256398073,-0.1703174722202465,0.1703174722202465,0.833,False
V,W007,136,136,14.0,2.153159064672729,1.866847750910075,-0.28631131376265406,0.28631131376265406,0.833,False
V,W007,136,136,16.0,2.3412296092796416,1.8895367460222865,-0.45169286325735514,0.45169286325735514,0.833,False
V,W007,136,136,18.0,2.410805574462673,1.850202020805272,-0.5606035536574008,0.5606035536574008,0.833,False
V,W007,136,136,20.0,2.3591513819835592,1.706583545013714,-0.6525678369698453,0.6525678369698453,0.833,False
V,W007,136,136,22.0,2.3283925613821044,1.6411711132316,-0.6872214481505043,0.6872214481505043,0.833,False
V,W007,136,136,24.0,2.2671359919670704,1.5650676162239185,-0.7020683757431518,0.7020683757431518,0.833,False
V,W007,136,136,26.0,2.1974952210280727,1.5022184438088555,-0.6952767772192172,0.6952767772192172,0.833,False
V,W007,136,136,28.0,2.142987990048028,1.5702183625431732,-0.572769627504855,0.572769627504855,0.833,False
V,W007,136,136,30.0,2.0381206492765975,1.4871823830493827,-0.5509382662272149,0.5509382662272149,0.833,False
V,W008,161,161,10.0,1.5371428007678507,1.1596815229848114,-0.3774612777830393,0.3774612777830393,0.879,False
V,W008,161,161,12.0,1.5547251412892515,1.0150509970434947,-0.5396741442457569,0.5396741442457569,0.879,False
V,W008,161,161,14.0,1.552700198609335,0.769068075780351,-0.783632122828984,0.783632122828984,0.879,False
V,W008,161,161,16.0,1.4941236227514878,0.4568947766198578,-1.03722884613163,1.03722884613163,0.879,False
V,W008,161,161,18.0,1.3572550819066937,0.09943995421732091,-1.2578151276893728,1.2578151276893728,0.879,False
V,W008,161,161,20.0,1.1445536057301433,-0.19608381634432173,-1.340637422074465,1.340637422074465,0.879,False
V,W008,161,161,22.0,0.9198358736931601,-0.3535254855749875,-1.2733613592681476,1.2733613592681476,0.879,False
V,W008,161,161,24.0,0.7151242446656265,-0.4280646915646944,-1.143188936230321,1.143188936230321,0.879,False
V,W008,161,161,26.0,0.5262760460045169,-0.5102165164807889,-1.0364925624853059,1.0364925624853059,0.879,False
V,W008,161,161,28.0,0.6560298982939867,-0.19158921732360304,-0.8476191156175897,0.8476191156175897,0.879,False
V,W008,161,161,30.0,0.6598966172947156,-0.06694651095103916,-0.7268431282457548,0.7268431282457548,0.879,False
H,W001,19,19,14.0,5880.710579251718,5882.92326060877,2.2126813570521335,2.2126813570521335,0.784,False
H,W001,19,19,16.0,5880.463747318839,5882.919588988225,2.4558416693862455,2.4558416693862455,0.784,False
H,W001,19,19,18.0,5877.356756075667,5880.623808563111,3.2670524874438343,3.2670524874438343,0.784,False
H,W001,19,19,20.0,5869.260971154838,5874.084399772888,4.823428618049547,4.823428618049547,0.784,False
H,W001,19,19,22.0,5855.089623154336,5862.361028951975,7.2714057976390905,7.2714057976390905,0.784,False
H,W001,19,19,24.0,5834.70631108124,5845.22860864218,10.522297560940387,10.522297560940387,0.784,False
H,W001,19,19,26.0,5808.617491912297,5823.108303781756,14.490811869459321,14.490811869459321,0.784,False
H,W001,19,19,28.0,5777.877177141522,5796.895139539782,19.017962398259442,19.017962398259442,0.784,False
H,W001,19,19,30.0,5743.934794803803,5767.480702843395,23.545908039592177,23.545908039592177,0.784,False
H,W001,19,19,32.0,5707.624515942451,5735.250102948454,27.625587006003116,27.625587006003116,0.784,False
H,W001,19,19,34.0,5669.553108360027,5700.719152764402,31.16604440437459,31.16604440437459,0.784,False
H,W001,19,19,36.0,,,,,0.784,False
H,W002,35,35,14.0,5882.4449755714895,5879.189888845647,-3.255086725842375,3.255086725842375,0.908,False
H,W002,35,35,16.0,5882.583202305717,5879.679314045676,-2.90388826004164,2.90388826004164,0.908,False
H,W002,35,35,18.0,5880.702176566107,5879.192224904631,-1.5099516614754975,1.5099516614754975,0.908,False
H,W002,35,35,20.0,5874.821967703067,5875.888801386359,1.066833683292316,1.066833683292316,0.908,False
H,W002,35,35,22.0,5864.022003709887,5868.773691934462,4.751688224574536,4.751688224574536,0.908,False
H,W002,35,35,24.0,5848.067980963383,5857.226812945038,9.158831981654657,9.158831981654657,0.908,False
H,W002,35,35,26.0,5827.353144041774,5840.904418150441,13.551274108667712,13.551274108667712,0.908,False
H,W002,35,35,28.0,5802.7717901331725,5819.892790575917,17.121000442744844,17.121000442744844,0.908,False
H,W002,35,35,30.0,5775.308452808795,5794.913885836696,19.6054330279012,19.6054330279012,0.908,False
H,W002,35,35,32.0,5745.450955914794,5766.760008627872,21.309052713078017,21.309052713078017,0.908,False
H,W002,35,35,34.0,5713.77683960783,5736.146406182245,22.36956657441533,22.36956657441533,0.908,False
H,W002,35,35,36.0,,,,,0.908,False
H,W003,57,57,14.0,5878.8948632174815,5877.261607617566,-1.6332555999151737,1.6332555999151737,0.724,False
H,W003,57,57,16.0,5879.02349486084,5877.825441688154,-1.1980531726867412,1.1980531726867412,0.724,False
H,W003,57,57,18.0,5878.282388921371,5878.055056875848,-0.2273320455233261,0.2273320455233261,0.724,False
H,W003,57,57,20.0,5875.353834927235,5876.379127874064,1.025292946828813,1.025292946828813,0.724,False
H,W003,57,57,22.0,5869.2701883473555,5871.82608234195,2.5558939945940438,2.5558939945940438,0.724,False
H,W003,57,57,24.0,5859.036109128792,5863.491277755085,4.455168626293016,4.455168626293016,0.724,False
H,W003,57,57,26.0,5843.875621768331,5850.511587513765,6.635965745434078,6.635965745434078,0.724,False
H,W003,57,57,28.0,5823.81033390297,5832.732339839291,8.922005936320602,8.922005936320602,0.724,False
H,W003,57,57,30.0,5799.875378858,5811.381582694348,11.506203836348504,11.506203836348504,0.724,False
H,W003,57,57,32.0,5773.558105210186,5788.219775620792,14.661670410605439,14.661670410605439,0.724,False
H,W003,57,57,34.0,5746.215879047489,5764.5785564163625,18.362677368873847,18.362677368873847,0.724,False
H,W003,57,57,36.0,,,,,0.724,False
H,W004,77,77,14.0,5875.56635320814,5870.827853459629,-4.738499748510549,4.738499748510549,0.942,False
