window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W081,P,82.0,81.0,75.0,88.0,4.0,5.0,6.0,7.0,candidate_window,True,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,82.0,81.0,74.0,88.0,5.0,6.0,7.0,8.0,weak_window,True,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,84.0,84.0,71.475,87.0,1.0,4.0,9.0,12.524999999999977,candidate_window,True,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,83.0,83.0,72.0,88.0,1.0,2.0,5.0,11.0,candidate_window,True,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,81.0,81.0,71.0,87.0,1.0,3.0,5.0,10.0,candidate_window,True,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,87.0,84.0,73.0,89.52499999999998,3.0,8.0,12.0,14.0,candidate_window,True,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,85.0,85.0,70.0,88.0,1.0,3.0,12.0,15.0,candidate_window,True,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,80.0,80.0,69.0,87.0,3.0,7.0,9.0,11.0,weak_window,True,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,85.0,84.0,68.0,89.0,2.0,4.0,9.0,17.0,candidate_window,True,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,84.0,83.0,72.0,88.0,3.0,7.0,10.0,12.0,weak_window,True,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,78.0,78.0,76.0,81.0,1.0,2.0,2.0,3.0,accepted_window,True,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,79.0,79.0,75.0,83.0,1.0,2.0,3.0,4.524999999999977,accepted_window,True,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,76.0,76.0,72.0,84.0,2.0,2.0,3.0,9.0,accepted_window,True,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,75.0,77.0,66.0,82.52499999999998,4.0,6.0,7.0,10.0,weak_window,True,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,82.0,81.0,68.0,90.0,4.0,6.0,8.0,14.0,weak_window,True,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,77.0,78.0,73.475,82.0,1.0,2.0,4.0,5.0,accepted_window,True,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,79.0,79.0,76.0,83.0,1.0,2.0,2.0,4.0,accepted_window,True,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,79.0,79.0,72.0,82.0,1.0,1.0,3.0,7.0,accepted_window,True,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,81.0,81.0,75.0,86.0,2.0,3.0,5.0,8.524999999999977,accepted_window,True,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,83.0,82.0,73.475,86.0,1.0,2.0,5.0,9.524999999999977,candidate_window,True,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,89.0,84.0,73.0,90.0,5.0,10.0,12.0,16.0,candidate_window,True,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,85.0,84.0,68.0,89.0,2.0,6.0,14.0,17.0,candidate_window,True,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,79.0,79.0,69.0,87.0,2.0,6.0,8.0,11.0,weak_window,True,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,84.0,83.0,68.0,90.0,2.0,4.0,8.0,16.0,candidate_window,True,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,75.0,80.0,70.0,89.0,6.0,9.0,12.0,14.0,weak_window,True,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,82.0,82.0,76.0,88.0,2.0,5.0,6.0,7.0,candidate_window,True,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,82.0,82.0,73.0,88.0,3.0,6.0,7.0,9.0,weak_window,True,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,83.0,83.0,70.475,87.0,1.0,7.0,9.0,12.524999999999977,weak_window,True,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,82.0,82.0,71.375,88.0,2.0,4.0,6.0,10.625,candidate_window,True,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,80.0,80.0,70.0,87.0,2.0,4.0,6.0,10.0,candidate_window,True,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,84.0,83.0,76.0,87.52499999999998,2.0,4.0,7.0,8.0,candidate_window,True,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,83.0,82.0,75.0,87.0,2.0,6.0,7.0,8.0,weak_window,True,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,84.0,83.0,72.475,87.0,1.0,2.0,9.0,11.524999999999977,candidate_window,True,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,84.0,83.0,72.4,88.0,2.0,3.0,5.0,11.599999999999966,candidate_window,True,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,81.0,81.0,69.475,88.0,2.0,5.0,8.0,11.524999999999977,weak_window,True,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,89.0,81.5,75.95,90.0,7.5,10.0,11.0,13.049999999999955,candidate_window,True,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,86.0,86.0,70.0,89.0,1.0,2.0,3.0,16.0,accepted_window,True,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,79.0,80.0,67.0,88.0,2.0,6.0,9.0,12.0,weak_window,True,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,85.0,84.0,74.0,90.0,2.0,6.0,9.0,11.0,candidate_window,True,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,84.0,83.0,71.0,88.0,3.0,9.0,12.0,13.0,weak_window,True,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,78.0,78.0,75.0,81.0,1.0,1.0,2.0,5.0,accepted_window,True,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,78.0,78.0,76.0,80.52499999999998,1.0,1.0,2.0,3.0,accepted_window,True,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,78.0,78.0,73.475,79.0,0.0,1.0,1.0,5.0,accepted_window,True,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,82.0,82.0,74.0,86.52499999999998,2.0,4.0,5.0,9.0,candidate_window,True,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,82.0,81.0,68.0,87.0,2.0,3.0,6.0,14.0,candidate_window,True,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,82.0,81.0,76.0,88.0,2.0,4.0,6.0,8.0,candidate_window,True,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,81.0,80.0,70.0,88.0,4.0,6.0,7.0,11.0,weak_window,True,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,83.0,82.0,70.0,87.0,3.0,7.0,9.0,13.0,weak_window,True,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,85.0,82.0,74.0,88.0,3.0,6.0,9.0,11.0,weak_window,True,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,80.0,80.0,69.475,88.0,1.0,4.0,8.0,11.0,weak_window,True,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,83.0,83.0,78.0,87.0,1.0,2.0,4.0,5.0,accepted_window,True,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,V,82.0,82.0,73.95,87.0,2.0,3.0,4.0,8.524999999999977,accepted_window,True,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,H,79.0,79.0,69.0,87.52499999999998,1.0,2.0,8.0,10.0,candidate_window,True,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,Je,84.0,84.0,73.0,89.0,2.0,3.0,5.0,11.0,accepted_window,True,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,Jw,84.0,84.0,77.0,87.0,1.0,2.0,4.0,7.0,accepted_window,True,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,P,78.0,78.0,75.0,83.52499999999998,1.0,1.0,4.0,6.0,accepted_window,True,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,77.0,77.0,72.0,89.0,1.0,2.0,5.0,12.0,candidate_window,True,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,78.0,78.0,72.475,85.0,0.5,1.0,3.0,8.524999999999977,candidate_window,True,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,80.0,80.0,68.0,91.0,2.0,7.0,10.0,12.0,weak_window,True,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,82.0,81.0,66.0,90.52499999999998,3.0,6.0,9.0,16.0,weak_window,True,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
