window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W081,P,80.0,80.0,77.0,82.0,1.0,2.0,2.0,3.0,accepted_window,True,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,78.0,79.0,75.0,81.0,1.0,2.0,2.0,4.0,accepted_window,True,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,77.0,77.0,74.0,80.0,1.0,1.0,2.0,4.0,accepted_window,True,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,76.0,77.0,68.0,85.59999999999997,3.0,5.0,7.0,11.0,candidate_window,True,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,81.0,81.0,67.0,90.0,2.0,5.0,8.0,14.0,candidate_window,True,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,88.0,86.0,73.0,90.0,3.0,5.0,14.0,15.0,candidate_window,True,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,85.0,85.0,72.475,88.0,1.0,2.0,3.0,12.524999999999977,candidate_window,True,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,85.0,81.0,68.0,88.0,4.0,7.0,14.0,17.0,weak_window,True,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,84.0,84.0,75.0,89.0,1.0,3.0,7.0,9.0,candidate_window,True,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,84.0,83.0,72.0,89.0,2.0,6.0,9.0,12.0,weak_window,True,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
