window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role,type_order_best_direction,type_order_best_probability,type_order_evidence_level
W081,P,V,80.0,78.0,-2.0,-1.0,-5.0,3.0,0.146,0.63,0.224,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.63,unresolved
W081,P,H,80.0,77.0,-3.0,-2.0,-6.0,0.5249999999999773,0.026,0.908,0.066,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.908,usable_90
W081,P,Je,80.0,76.0,-4.0,-2.0,-13.0,7.0,0.28772635814889336,0.6197183098591549,0.0925553319919517,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.6197183098591549,unresolved
W081,P,Jw,80.0,81.0,1.0,1.0,-12.524999999999999,11.0,0.606,0.294,0.1,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.606,unresolved
W081,V,H,78.0,77.0,-1.0,-1.0,-6.0,2.0,0.118,0.676,0.206,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.676,unresolved
W081,V,Je,78.0,76.0,-2.0,-1.0,-12.0,7.599999999999966,0.352112676056338,0.5573440643863179,0.09054325955734406,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.5573440643863179,unresolved
W081,V,Jw,78.0,81.0,3.0,2.0,-12.524999999999999,11.0,0.714,0.212,0.074,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.714,unresolved
W081,H,Je,77.0,76.0,-1.0,0.0,-10.6,9.0,0.4788732394366197,0.4245472837022133,0.096579476861167,peak_order_unresolved,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.4788732394366197,unresolved
W081,H,Jw,77.0,81.0,4.0,4.0,-11.0,12.0,0.814,0.148,0.038,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.814,unresolved
W081,Je,Jw,76.0,81.0,5.0,4.0,-12.0,15.599999999999966,0.7404426559356136,0.18712273641851107,0.07243460764587525,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,25,unstable_clustering,1979;1981;1983;1984;1985;1986;1990;1992;1993;1994;1995;1997;2000;2001;2002;2003;2004;2006;2008;2009;2012;2014;2017;2018;2019,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.7404426559356136,unresolved
W081,P,V,88.0,85.0,-3.0,-1.0,-10.0,14.0,0.302,0.62,0.078,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.62,unresolved
W081,P,H,88.0,85.0,-3.0,-4.0,-19.0,13.550000000000011,0.15030060120240482,0.8196392785571143,0.03006012024048096,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.8196392785571143,unresolved
W081,P,Je,88.0,84.0,-4.0,-2.0,-14.0,12.0,0.31,0.614,0.076,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.614,unresolved
W081,P,Jw,88.0,84.0,-4.0,-2.0,-16.0,11.0,0.258,0.666,0.076,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.666,unresolved
W081,V,H,85.0,85.0,0.0,-3.0,-17.0,7.550000000000011,0.1402805611222445,0.7695390781563126,0.09018036072144289,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.7695390781563126,unresolved
W081,V,Je,85.0,84.0,-1.0,-1.0,-11.0,11.0,0.234,0.65,0.116,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.65,unresolved
W081,V,Jw,85.0,84.0,-1.0,-2.0,-14.0,8.0,0.252,0.648,0.1,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.648,unresolved
