window_id,method,k,cluster_id,cluster_size,object_A,object_B,v9_best_direction,v9_best_probability,v9_order_level,v9_order_decision_original,type_best_direction,type_best_probability,type_order_level,type_improves_over_v9,opposite_order_vs_v9,type_internal_stabilization
W081,kmedoids_behavior_pca,2,0,25,P,V,B_earlier,0.673,unresolved,B_peak_earlier_tendency,B_earlier,0.63,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,0,25,P,H,B_earlier,0.895,unresolved,B_peak_earlier_tendency,B_earlier,0.908,usable_90,False,False,True
W081,kmedoids_behavior_pca,2,0,25,P,Je,B_earlier,0.5882946518668012,unresolved,B_peak_earlier_tendency,B_earlier,0.6197183098591549,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,0,25,P,Jw,B_earlier,0.4464464464464464,unresolved,peak_order_unresolved,A_earlier,0.606,unresolved,True,True,False
W081,kmedoids_behavior_pca,2,0,25,V,H,B_earlier,0.754,unresolved,B_peak_earlier_tendency,B_earlier,0.676,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,0,25,V,Je,A_earlier,0.491422805247225,unresolved,peak_order_unresolved,B_earlier,0.5573440643863179,unresolved,True,True,False
W081,kmedoids_behavior_pca,2,0,25,V,Jw,A_earlier,0.6576576576576577,unresolved,A_peak_earlier_tendency,A_earlier,0.714,unresolved,True,False,False
W081,kmedoids_behavior_pca,2,0,25,H,Je,A_earlier,0.6619576185671039,unresolved,A_peak_earlier_tendency,A_earlier,0.4788732394366197,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,0,25,H,Jw,A_earlier,0.7957957957957958,unresolved,A_peak_earlier_tendency,A_earlier,0.814,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,0,25,Je,Jw,A_earlier,0.5454545454545454,unresolved,A_peak_earlier_tendency,A_earlier,0.7404426559356136,unresolved,True,False,False
W081,kmedoids_behavior_pca,2,1,20,P,V,B_earlier,0.673,unresolved,B_peak_earlier_tendency,B_earlier,0.62,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,P,H,B_earlier,0.895,unresolved,B_peak_earlier_tendency,B_earlier,0.8196392785571143,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,P,Je,B_earlier,0.5882946518668012,unresolved,B_peak_earlier_tendency,B_earlier,0.614,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,P,Jw,B_earlier,0.4464464464464464,unresolved,peak_order_unresolved,B_earlier,0.666,unresolved,True,False,False
W081,kmedoids_behavior_pca,2,1,20,V,H,B_earlier,0.754,unresolved,B_peak_earlier_tendency,B_earlier,0.7695390781563126,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,V,Je,A_earlier,0.491422805247225,unresolved,peak_order_unresolved,B_earlier,0.65,unresolved,True,True,False
W081,kmedoids_behavior_pca,2,1,20,V,Jw,A_earlier,0.6576576576576577,unresolved,A_peak_earlier_tendency,B_earlier,0.648,unresolved,False,True,False
W081,kmedoids_behavior_pca,2,1,20,H,Je,A_earlier,0.6619576185671039,unresolved,A_peak_earlier_tendency,A_earlier,0.6472945891783567,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,H,Jw,A_earlier,0.7957957957957958,unresolved,A_peak_earlier_tendency,A_earlier,0.5971943887775552,unresolved,False,False,False
W081,kmedoids_behavior_pca,2,1,20,Je,Jw,A_earlier,0.5454545454545454,unresolved,A_peak_earlier_tendency,B_earlier,0.524,unresolved,False,True,False
W081,kmedoids_behavior_pca,3,0,8,P,V,B_earlier,0.673,unresolved,B_peak_earlier_tendency,B_earlier,0.5150300601202404,unresolved,False,False,False
W081,kmedoids_behavior_pca,3,0,8,P,H,B_earlier,0.895,unresolved,B_peak_earlier_tendency,B_earlier,0.506,unresolved,False,False,False
W081,kmedoids_behavior_pca,3,0,8,P,Je,B_earlier,0.5882946518668012,unresolved,B_peak_earlier_tendency,A_earlier,0.5461847389558233,unresolved,False,True,False
