window_id,year,som_grid,node_id,node_x,node_y,node_count,distance_to_node_center,som_role
W081,1979,2x2,0,0,0,11,3.809913855114381,topology_audit_only_not_primary_type_evidence
W081,1980,2x2,3,1,1,13,5.784810146254206,topology_audit_only_not_primary_type_evidence
W081,1981,2x2,0,0,0,11,4.158718060812947,topology_audit_only_not_primary_type_evidence
W081,1982,2x2,3,1,1,13,6.6819918186599,topology_audit_only_not_primary_type_evidence
W081,1983,2x2,1,0,1,12,4.929688089531291,topology_audit_only_not_primary_type_evidence
W081,1984,2x2,0,0,0,11,4.078471158312777,topology_audit_only_not_primary_type_evidence
W081,1985,2x2,0,0,0,11,3.2495327861835888,topology_audit_only_not_primary_type_evidence
W081,1986,2x2,1,0,1,12,5.88490272956797,topology_audit_only_not_primary_type_evidence
W081,1987,2x2,2,1,0,9,3.3357437754618653,topology_audit_only_not_primary_type_evidence
W081,1988,2x2,3,1,1,13,6.2250872756240705,topology_audit_only_not_primary_type_evidence
W081,1989,2x2,1,0,1,12,4.796599388177656,topology_audit_only_not_primary_type_evidence
W081,1990,2x2,1,0,1,12,4.513558783318506,topology_audit_only_not_primary_type_evidence
W081,1991,2x2,3,1,1,13,7.114974882526501,topology_audit_only_not_primary_type_evidence
W081,1992,2x2,0,0,0,11,7.399060524626538,topology_audit_only_not_primary_type_evidence
W081,1993,2x2,0,0,0,11,4.453396396380156,topology_audit_only_not_primary_type_evidence
W081,1994,2x2,1,0,1,12,6.230852505277162,topology_audit_only_not_primary_type_evidence
W081,1995,2x2,1,0,1,12,3.159594050878948,topology_audit_only_not_primary_type_evidence
W081,1996,2x2,3,1,1,13,5.151527775467921,topology_audit_only_not_primary_type_evidence
W081,1997,2x2,3,1,1,13,3.7309627248780157,topology_audit_only_not_primary_type_evidence
W081,1998,2x2,3,1,1,13,5.886486648988657,topology_audit_only_not_primary_type_evidence
W081,1999,2x2,3,1,1,13,4.393453775176512,topology_audit_only_not_primary_type_evidence
W081,2000,2x2,2,1,0,9,7.4241470494349056,topology_audit_only_not_primary_type_evidence
W081,2001,2x2,0,0,0,11,4.953720327562577,topology_audit_only_not_primary_type_evidence
W081,2002,2x2,3,1,1,13,5.335858724114782,topology_audit_only_not_primary_type_evidence
W081,2003,2x2,1,0,1,12,4.993315112074765,topology_audit_only_not_primary_type_evidence
W081,2004,2x2,0,0,0,11,5.797417131900139,topology_audit_only_not_primary_type_evidence
W081,2005,2x2,2,1,0,9,3.930255376106898,topology_audit_only_not_primary_type_evidence
W081,2006,2x2,2,1,0,9,3.3292870575657307,topology_audit_only_not_primary_type_evidence
W081,2007,2x2,2,1,0,9,3.7786835713789584,topology_audit_only_not_primary_type_evidence
W081,2008,2x2,3,1,1,13,4.7412289422109035,topology_audit_only_not_primary_type_evidence
W081,2009,2x2,0,0,0,11,4.525743325854278,topology_audit_only_not_primary_type_evidence
W081,2010,2x2,1,0,1,12,5.2233470021625745,topology_audit_only_not_primary_type_evidence
W081,2011,2x2,3,1,1,13,4.898637236440346,topology_audit_only_not_primary_type_evidence
W081,2012,2x2,1,0,1,12,3.2693228788520328,topology_audit_only_not_primary_type_evidence
W081,2013,2x2,2,1,0,9,3.543218275596898,topology_audit_only_not_primary_type_evidence
W081,2014,2x2,1,0,1,12,4.132653332741775,topology_audit_only_not_primary_type_evidence
W081,2015,2x2,2,1,0,9,8.000964700564609,topology_audit_only_not_primary_type_evidence
W081,2016,2x2,3,1,1,13,3.0181481425102756,topology_audit_only_not_primary_type_evidence
W081,2017,2x2,1,0,1,12,4.231812771015152,topology_audit_only_not_primary_type_evidence
W081,2018,2x2,2,1,0,9,5.078912616835477,topology_audit_only_not_primary_type_evidence
W081,2019,2x2,1,0,1,12,3.8704507364127307,topology_audit_only_not_primary_type_evidence
W081,2020,2x2,0,0,0,11,8.553327049517655,topology_audit_only_not_primary_type_evidence
W081,2021,2x2,2,1,0,9,4.076203732911876,topology_audit_only_not_primary_type_evidence
W081,2022,2x2,3,1,1,13,6.272350829231938,topology_audit_only_not_primary_type_evidence
W081,2023,2x2,0,0,0,11,5.068355526027801,topology_audit_only_not_primary_type_evidence
W081,1979,2x3,3,1,0,6,2.84627541641404,topology_audit_only_not_primary_type_evidence
W081,1980,2x3,5,1,2,9,5.459455290401216,topology_audit_only_not_primary_type_evidence
W081,1981,2x3,0,0,0,8,4.210448658988814,topology_audit_only_not_primary_type_evidence
W081,1982,2x3,2,0,2,7,6.292257673026851,topology_audit_only_not_primary_type_evidence
W081,1983,2x3,2,0,2,7,4.9551543543879095,topology_audit_only_not_primary_type_evidence
W081,1984,2x3,0,0,0,8,4.494352430514644,topology_audit_only_not_primary_type_evidence
W081,1985,2x3,1,0,1,7,3.1822403131071106,topology_audit_only_not_primary_type_evidence
W081,1986,2x3,4,1,1,8,5.6066552740141855,topology_audit_only_not_primary_type_evidence
W081,1987,2x3,0,0,0,8,4.381656585750568,topology_audit_only_not_primary_type_evidence
W081,1988,2x3,2,0,2,7,5.67976688794221,topology_audit_only_not_primary_type_evidence
W081,1989,2x3,1,0,1,7,3.895663916551498,topology_audit_only_not_primary_type_evidence
W081,1990,2x3,4,1,1,8,4.241469300621681,topology_audit_only_not_primary_type_evidence
W081,1991,2x3,5,1,2,9,7.066578751263308,topology_audit_only_not_primary_type_evidence
W081,1992,2x3,3,1,0,6,6.964474716125946,topology_audit_only_not_primary_type_evidence
W081,1993,2x3,3,1,0,6,4.430139770707492,topology_audit_only_not_primary_type_evidence
W081,1994,2x3,1,0,1,7,5.953249803046565,topology_audit_only_not_primary_type_evidence
W081,1995,2x3,4,1,1,8,3.9163027823929735,topology_audit_only_not_primary_type_evidence
W081,1996,2x3,2,0,2,7,4.713638537549654,topology_audit_only_not_primary_type_evidence
W081,1997,2x3,2,0,2,7,2.8048784474547377,topology_audit_only_not_primary_type_evidence
W081,1998,2x3,5,1,2,9,5.6522897687964155,topology_audit_only_not_primary_type_evidence
W081,1999,2x3,2,0,2,7,3.5174499945856565,topology_audit_only_not_primary_type_evidence
W081,2000,2x3,1,0,1,7,4.862062543381798,topology_audit_only_not_primary_type_evidence
W081,2001,2x3,0,0,0,8,4.743047102466036,topology_audit_only_not_primary_type_evidence
W081,2002,2x3,1,0,1,7,5.060984438773108,topology_audit_only_not_primary_type_evidence
W081,2003,2x3,4,1,1,8,4.090496918819453,topology_audit_only_not_primary_type_evidence
W081,2004,2x3,1,0,1,7,5.010498873708072,topology_audit_only_not_primary_type_evidence
W081,2005,2x3,5,1,2,9,4.003869483619106,topology_audit_only_not_primary_type_evidence
W081,2006,2x3,0,0,0,8,2.8361697764823375,topology_audit_only_not_primary_type_evidence
W081,2007,2x3,0,0,0,8,3.0447664463676074,topology_audit_only_not_primary_type_evidence
W081,2008,2x3,2,0,2,7,4.509876498035171,topology_audit_only_not_primary_type_evidence
W081,2009,2x3,3,1,0,6,4.954727938061376,topology_audit_only_not_primary_type_evidence
W081,2010,2x3,4,1,1,8,4.9481251110713815,topology_audit_only_not_primary_type_evidence
