window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W081,V,Je,5.0,2.0,5.0,10.0,-1.0,-1.0,-11.0,11.0,0.536,0.818,0.93,synchrony_tendency,normal,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,5.0,2.0,5.0,10.0,-1.0,-2.0,-14.0,8.0,0.448,0.688,0.852,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,5.0,2.0,5.0,10.0,-1.0,2.0,-8.0,18.0,0.3847695390781563,0.6673346693386774,0.8196392785571143,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,5.0,2.0,5.0,10.0,-1.0,2.0,-13.0,16.0,0.3046092184368738,0.5991983967935872,0.811623246492986,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,5.0,2.0,5.0,10.0,0.0,-1.0,-14.0,12.524999999999977,0.5,0.724,0.894,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,20,unstable_clustering,1980;1982;1987;1988;1989;1991;1996;1998;1999;2005;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,V,5.0,2.0,5.0,7.0,0.0,-1.0,-9.0,11.0,0.46292585170340683,0.7454909819639278,0.8476953907815631,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,H,5.0,2.0,5.0,7.0,2.0,-1.0,-11.0,10.0,0.288,0.542,0.73,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,5.0,2.0,5.0,7.0,1.0,1.0,-9.0,10.0,0.2469879518072289,0.5742971887550201,0.8333333333333334,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,5.0,2.0,5.0,7.0,-1.0,1.0,-10.0,8.0,0.382,0.804,0.904,synchrony_tendency,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,H,5.0,2.0,5.0,7.0,2.0,0.0,-12.0,11.0,0.4228456913827655,0.6973947895791583,0.7615230460921844,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,5.0,2.0,5.0,7.0,1.0,0.0,-11.0,11.0,0.24748490945674045,0.5714285714285714,0.7565392354124748,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,5.0,2.0,5.0,7.0,-1.0,1.0,-13.0,11.0,0.32064128256513025,0.655310621242485,0.8216432865731463,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,5.0,2.0,5.0,7.0,-1.0,-1.0,-8.575,12.0,0.5582329317269076,0.7791164658634538,0.8333333333333334,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,5.0,2.0,5.0,7.0,-3.0,-3.0,-10.0,12.0,0.256,0.69,0.832,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,5.0,2.0,5.0,7.0,-2.0,-1.0,-11.0,14.0,0.4497991967871486,0.7911646586345381,0.8855421686746988,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,V,6.0,2.0,6.0,10.0,-2.0,-1.0,-14.0,14.0,0.412,0.694,0.82,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,H,6.0,2.0,6.0,10.0,-7.0,-4.0,-19.0,10.0,0.2429718875502008,0.6044176706827309,0.7951807228915663,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,6.0,2.0,6.0,10.0,-2.0,0.0,-15.549999999999999,12.0,0.374749498997996,0.7314629258517034,0.8597194388777555,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,6.0,2.0,6.0,10.0,-3.0,-2.0,-14.524999999999999,11.0,0.38,0.746,0.896,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,H,6.0,2.0,6.0,10.0,-5.0,-4.0,-17.0,10.0,0.3152610441767068,0.5522088353413654,0.7891566265060241,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,6.0,2.0,6.0,10.0,0.0,-1.0,-18.0,15.0,0.43687374749499,0.685370741482966,0.7995991983967936,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,6.0,2.0,6.0,10.0,-1.0,-2.0,-15.0,15.0,0.36,0.624,0.794,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,6.0,2.0,6.0,10.0,5.0,4.0,-12.6,17.0,0.2012072434607646,0.6438631790744467,0.7766599597585513,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,6.0,2.0,6.0,10.0,4.0,3.0,-11.0,17.0,0.23493975903614459,0.6244979919678715,0.8273092369477911,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,6.0,2.0,6.0,10.0,-1.0,-1.0,-13.0,15.550000000000011,0.4408817635270541,0.687374749498998,0.8396793587174348,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,V,4.0,2.0,4.0,6.0,1.0,0.0,-4.0,5.0,0.788,0.942,0.984,synchrony_tendency,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,H,4.0,2.0,4.0,6.0,-2.0,-2.0,-7.524999999999999,6.0,0.54,0.816,0.934,synchrony_tendency,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,4.0,2.0,4.0,6.0,-3.0,-1.0,-13.0,4.524999999999977,0.53,0.708,0.782,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,4.0,2.0,4.0,6.0,4.0,2.0,-12.0,12.0,0.33266533066132264,0.6212424849699398,0.7695390781563126,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,H,4.0,2.0,4.0,6.0,-3.0,-2.0,-9.524999999999999,4.0,0.496,0.692,0.856,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,4.0,2.0,4.0,6.0,-4.0,-2.0,-14.0,6.524999999999977,0.476,0.64,0.75,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,4.0,2.0,4.0,6.0,3.0,2.0,-11.549999999999999,11.0,0.342685370741483,0.6152304609218436,0.7735470941883767,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,4.0,2.0,4.0,6.0,-1.0,1.0,-11.0,10.0,0.424,0.656,0.782,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,4.0,2.0,4.0,6.0,6.0,4.0,-10.549999999999999,14.0,0.23847695390781562,0.43887775551102204,0.6152304609218436,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,4.0,2.0,4.0,6.0,7.0,4.0,-11.549999999999999,18.55000000000001,0.2565130260521042,0.4148296593186373,0.5991983967935872,synchrony_indeterminate,normal,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,V,2.0,1.0,2.0,4.0,2.0,1.0,-2.0,8.0,0.54,0.736,0.892,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,H,2.0,1.0,2.0,4.0,2.0,1.0,-6.0,7.0,0.502,0.756,0.896,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,2.0,1.0,2.0,4.0,4.0,3.0,-4.0,9.0,0.222,0.37,0.676,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,2.0,1.0,2.0,4.0,6.0,5.0,-6.524999999999999,11.0,0.118,0.216,0.456,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,H,2.0,1.0,2.0,4.0,0.0,0.0,-7.0,3.0,0.704,0.848,0.934,synchrony_tendency,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,2.0,1.0,2.0,4.0,2.0,2.0,-7.0,9.0,0.276,0.468,0.76,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,2.0,1.0,2.0,4.0,4.0,3.0,-7.0,8.0,0.146,0.298,0.63,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,2.0,1.0,2.0,4.0,2.0,2.0,-5.0,11.0,0.258,0.432,0.724,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,2.0,1.0,2.0,4.0,4.0,4.0,-7.0,11.0,0.104,0.22,0.64,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,2.0,1.0,2.0,4.0,2.0,1.0,-7.524999999999999,10.0,0.298,0.466,0.716,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,V,7.0,3.0,7.0,11.0,-4.0,-2.0,-16.0,12.0,0.482,0.75,0.892,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,H,7.0,3.0,7.0,11.0,-10.0,-3.0,-16.0,11.0,0.366,0.72,0.91,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,7.0,3.0,7.0,11.0,-5.0,-1.0,-15.0,11.524999999999977,0.474,0.804,0.904,synchrony_tendency,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,7.0,3.0,7.0,11.0,-14.0,-4.0,-18.0,10.0,0.366,0.688,0.854,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,H,7.0,3.0,7.0,11.0,-6.0,-2.0,-15.524999999999999,12.0,0.392,0.648,0.898,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,7.0,3.0,7.0,11.0,-1.0,0.0,-18.0,16.0,0.518,0.722,0.824,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,7.0,3.0,7.0,11.0,-10.0,-1.5,-16.0,16.0,0.414,0.624,0.784,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,7.0,3.0,7.0,11.0,5.0,3.0,-15.524999999999999,15.0,0.402,0.756,0.882,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,7.0,3.0,7.0,11.0,-4.0,-1.0,-15.0,15.0,0.314,0.684,0.888,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,7.0,3.0,7.0,11.0,-9.0,-1.5,-16.0,13.0,0.48,0.692,0.836,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,V,5.0,2.0,5.0,7.0,0.0,-1.0,-10.0,9.0,0.536,0.776,0.876,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,H,5.0,2.0,5.0,7.0,1.0,-2.0,-12.0,9.0,0.36,0.638,0.784,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,Je,5.0,2.0,5.0,7.0,0.0,0.0,-10.625,8.625,0.4012096774193548,0.719758064516129,0.8870967741935484,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,Jw,5.0,2.0,5.0,7.0,-2.0,-1.0,-12.0,6.0,0.376,0.704,0.818,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,H,5.0,2.0,5.0,7.0,1.0,-1.0,-13.524999999999999,11.0,0.43,0.696,0.82,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,Je,5.0,2.0,5.0,7.0,0.0,0.0,-12.625,12.0,0.35080645161290325,0.6693548387096774,0.8044354838709677,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,Jw,5.0,2.0,5.0,7.0,-2.0,0.0,-14.0,9.0,0.322,0.634,0.794,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,Je,5.0,2.0,5.0,7.0,-1.0,0.0,-10.625,13.0,0.5383064516129032,0.7036290322580645,0.8024193548387096,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,Jw,5.0,2.0,5.0,7.0,-3.0,-3.0,-10.524999999999999,12.524999999999977,0.22,0.65,0.804,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,Jw,5.0,2.0,5.0,7.0,-2.0,-2.0,-12.0,10.0,0.3689516129032258,0.7258064516129032,0.8588709677419355,synchrony_indeterminate,normal,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
