year,mode,target_metric,target_family,target_value
1987,raw,P_main_minus_south_transition,P_rainband_structure,-0.1867496677261683
1988,raw,P_main_minus_south_transition,P_rainband_structure,0.10490560280660771
1989,raw,P_main_minus_south_transition,P_rainband_structure,-0.34654279353405426
1990,raw,P_main_minus_south_transition,P_rainband_structure,0.05940673727177381
1991,raw,P_main_minus_south_transition,P_rainband_structure,0.26994478766644076
1992,raw,P_main_minus_south_transition,P_rainband_structure,-0.06430148810869513
1993,raw,P_main_minus_south_transition,P_rainband_structure,0.06549917090002566
1994,raw,P_main_minus_south_transition,P_rainband_structure,-0.08650657929673988
1995,raw,P_main_minus_south_transition,P_rainband_structure,0.19336541905416504
1996,raw,P_main_minus_south_transition,P_rainband_structure,0.03161944126528071
1997,raw,P_main_minus_south_transition,P_rainband_structure,-0.3107832617062859
1998,raw,P_main_minus_south_transition,P_rainband_structure,-0.4020518451179675
1999,raw,P_main_minus_south_transition,P_rainband_structure,0.15316096642378363
2000,raw,P_main_minus_south_transition,P_rainband_structure,0.03239153149709359
2001,raw,P_main_minus_south_transition,P_rainband_structure,0.08953638076882761
2002,raw,P_main_minus_south_transition,P_rainband_structure,-0.3463783576765068
2003,raw,P_main_minus_south_transition,P_rainband_structure,-0.12410982121347536
2004,raw,P_main_minus_south_transition,P_rainband_structure,-0.3591449714295372
2005,raw,P_main_minus_south_transition,P_rainband_structure,0.04470254987326272
2006,raw,P_main_minus_south_transition,P_rainband_structure,-0.13909602180545955
2007,raw,P_main_minus_south_transition,P_rainband_structure,-0.2647100802050363
2008,raw,P_main_minus_south_transition,P_rainband_structure,-0.04087754685051487
2009,raw,P_main_minus_south_transition,P_rainband_structure,0.3308807678135891
2010,raw,P_main_minus_south_transition,P_rainband_structure,-0.00010028591759758676
2011,raw,P_main_minus_south_transition,P_rainband_structure,-0.21094138358214296
2012,raw,P_main_minus_south_transition,P_rainband_structure,-0.18572557641917842
2013,raw,P_main_minus_south_transition,P_rainband_structure,-0.12214499118687155
2014,raw,P_main_minus_south_transition,P_rainband_structure,0.053806761766009514
2015,raw,P_main_minus_south_transition,P_rainband_structure,-0.16307097414877914
2016,raw,P_main_minus_south_transition,P_rainband_structure,-0.16381861773529716
2017,raw,P_main_minus_south_transition,P_rainband_structure,-0.5748774571157524
2018,raw,P_main_minus_south_transition,P_rainband_structure,0.2755564034357423
2019,raw,P_main_minus_south_transition,P_rainband_structure,0.2478765205647901
2020,raw,P_main_minus_south_transition,P_rainband_structure,-0.18083524899344605
2021,raw,P_main_minus_south_transition,P_rainband_structure,-0.015498398644116618
2022,raw,P_main_minus_south_transition,P_rainband_structure,-0.17997318945016827
2023,raw,P_main_minus_south_transition,P_rainband_structure,0.2720138851185149
