year,mode,target_metric,target_family,target_value
2009,local_background_removed,P_spread_lat_transition,P_spread,3.4579227618589172
2010,local_background_removed,P_spread_lat_transition,P_spread,1.4713768012051431
2011,local_background_removed,P_spread_lat_transition,P_spread,-2.125607087540149
2012,local_background_removed,P_spread_lat_transition,P_spread,1.2066389235578967
2013,local_background_removed,P_spread_lat_transition,P_spread,-0.9020853457126115
2014,local_background_removed,P_spread_lat_transition,P_spread,-0.6146284639800448
2015,local_background_removed,P_spread_lat_transition,P_spread,-2.3952821355857266
2016,local_background_removed,P_spread_lat_transition,P_spread,-1.5558555167562678
2017,local_background_removed,P_spread_lat_transition,P_spread,-0.1426062205813916
2018,local_background_removed,P_spread_lat_transition,P_spread,-2.0325134443067085
2019,local_background_removed,P_spread_lat_transition,P_spread,0.19414543548840024
2020,local_background_removed,P_spread_lat_transition,P_spread,-1.7025333841528179
2021,local_background_removed,P_spread_lat_transition,P_spread,0.8239206543891735
2022,local_background_removed,P_spread_lat_transition,P_spread,-0.620840697146023
2023,local_background_removed,P_spread_lat_transition,P_spread,1.7354500255718714
1979,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.42723255980242114
1980,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.10108481395388719
1981,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.057649519932903515
1982,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.49744778410593166
1983,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.2537285328040213
1984,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.15891968032781256
1985,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.44151505800464896
1986,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.15247784750658433
1987,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.1538422700652331
1988,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.25763867106573457
1989,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.3775788642280412
1990,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.1223018566462678
1991,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.28876653369913285
1992,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.07370658681057829
1993,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.0646161596304129
1994,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.038405723177580176
1995,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.147594878914715
1996,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.0964933375848061
1997,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.10951758091676467
1998,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.40546643277036254
1999,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.18009953572748327
2000,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.13667837919522352
2001,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.18311031931348903
2002,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.2440584481244339
2003,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.0452989488124228
2004,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.3015229864650615
2005,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.22737287931974426
2006,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.01363462630521553
2007,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.10759849091298487
2008,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.03713733229613658
2009,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.29043562834895786
2010,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.027512928933588143
2011,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.217644148845764
2012,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.24695154432483468
2013,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.07984374051994214
2014,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.06634298095465152
2015,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.15889731790900252
2016,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.1670274538676697
2017,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.5416435864502775
2018,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.24262205934304726
2019,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.2186303607379615
2020,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.05939726550813196
2021,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.0058480285923303565
2022,local_background_removed,P_main_band_share_transition,P_rainband_structure,-0.2548594488280308
2023,local_background_removed,P_main_band_share_transition,P_rainband_structure,0.34630076575077773
1979,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.3341949231009607
1980,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.16143517604642443
1981,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.028523674622842665
1982,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.30991153004558036
1983,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.2316903313210319
1984,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.22011140686896263
1985,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.08014167410300725
1986,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.0012229293223502968
1987,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.15970075121382504
1988,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.2877756050310659
1989,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.2577415891722258
1990,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.17478127210693242
1991,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.11074451922254108
1992,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.04647390411925137
1993,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.014525279114644442
1994,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.05181405300861061
1995,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.0725862878188413
1996,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.008849409625838023
1997,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.11403555992735497
1998,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.3534293528499974
1999,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.18472361374448326
2000,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.04597227071256638
2001,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.05461948988880461
2002,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.20917081938337562
2003,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.046005943358749316
2004,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.21939025159251477
2005,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.021575319734717213
2006,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.09969522858438556
2007,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.45062967050465597
2008,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.0735878546211336
2009,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.2249471666443803
2010,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.01916405777100226
2011,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.21917484505491885
2012,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.23998119057707445
2013,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.13142482547938417
2014,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.051006746473527154
2015,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.22614289602863577
2016,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.12875690299652276
2017,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.4672307547387987
2018,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.19419132229715116
2019,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.1625815007714729
2020,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.19289461336811484
2021,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.0025077922161737013
2022,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,0.09117835601192009
2023,local_background_removed,P_south_band_share_18_24_transition,P_rainband_structure,-0.24731955018574725
1979,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.7614274829033817
1980,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.26251999000031156
1981,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.029125845310060794
1982,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.807359314151512
1983,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.48541886412505314
1984,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.3790310871967752
1985,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.5216567321076562
1986,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.15370077682893463
1987,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.31354302127905803
1988,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.5454142760968006
1989,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.6353204534002671
1990,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.29708312875320025
1991,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.399511052921674
1992,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.12018049092982963
1993,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.07914143874505719
1994,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.0902197761861907
1995,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.2201811667335563
1996,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.08764392795896803
1997,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.2235531408441196
1998,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.75889578562036
1999,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.36482314947196676
2000,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.18265064990779
2001,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.23772980920229364
2002,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.4532292675078095
2003,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.09130489217117188
2004,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.5209132380575763
2005,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.24894819905446147
2006,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.08606060227916995
2007,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.5582281614176409
2008,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.11072518691727017
2009,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.5153827949933381
2010,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.046676986704590306
2011,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.43681899390068296
2012,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.4869327349019091
2013,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.21126856599932636
2014,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.11734972742817873
2015,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.38504021393763826
2016,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.2957843568641926
2017,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-1.0088743411890762
2018,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.4368133816401985
2019,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.38121186150943454
2020,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.2522918788762468
2021,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.008355820808504055
2022,local_background_removed,P_main_minus_south_transition,P_rainband_structure,-0.3460378048399509
2023,local_background_removed,P_main_minus_south_transition,P_rainband_structure,0.593620315936525
1979,raw,P_total_strength_transition,P_strength,3.3636715958783086
1980,raw,P_total_strength_transition,P_strength,1.3351108444913464
1981,raw,P_total_strength_transition,P_strength,0.28558113745458513
1982,raw,P_total_strength_transition,P_strength,0.9603406034847124
1983,raw,P_total_strength_transition,P_strength,0.7225193257093814
1984,raw,P_total_strength_transition,P_strength,2.7758328894097897
1985,raw,P_total_strength_transition,P_strength,0.4230529457293857
1986,raw,P_total_strength_transition,P_strength,1.0327357644910027
1987,raw,P_total_strength_transition,P_strength,2.6810236419928524
1988,raw,P_total_strength_transition,P_strength,1.500038856212801
1989,raw,P_total_strength_transition,P_strength,2.4925184327546344
1990,raw,P_total_strength_transition,P_strength,-0.3221818266421508
1991,raw,P_total_strength_transition,P_strength,0.7307612781768666
1992,raw,P_total_strength_transition,P_strength,-0.38270891615099245
1993,raw,P_total_strength_transition,P_strength,0.837436202798937
1994,raw,P_total_strength_transition,P_strength,-0.3559353013372508
1995,raw,P_total_strength_transition,P_strength,-0.8283782801111563
1996,raw,P_total_strength_transition,P_strength,1.8425302832411479
1997,raw,P_total_strength_transition,P_strength,0.048390614694162615
1998,raw,P_total_strength_transition,P_strength,1.351945471386486
1999,raw,P_total_strength_transition,P_strength,0.21527892126477255
2000,raw,P_total_strength_transition,P_strength,2.2652298074855874
2001,raw,P_total_strength_transition,P_strength,0.20071622916861287
2002,raw,P_total_strength_transition,P_strength,0.42203297133692885
2003,raw,P_total_strength_transition,P_strength,-0.04329854080602491
2004,raw,P_total_strength_transition,P_strength,2.303858698339724
2005,raw,P_total_strength_transition,P_strength,-1.8583658940465853
2006,raw,P_total_strength_transition,P_strength,1.0566843410866404
2007,raw,P_total_strength_transition,P_strength,1.7795388539512853
2008,raw,P_total_strength_transition,P_strength,-2.2990753801112334
2009,raw,P_total_strength_transition,P_strength,0.8580919719685518
2010,raw,P_total_strength_transition,P_strength,1.3775120143450215
2011,raw,P_total_strength_transition,P_strength,-0.006906024968887259
2012,raw,P_total_strength_transition,P_strength,2.3574753065596195
2013,raw,P_total_strength_transition,P_strength,1.1804573938138958
2014,raw,P_total_strength_transition,P_strength,-0.6474181642188857
2015,raw,P_total_strength_transition,P_strength,1.4836989712493143
2016,raw,P_total_strength_transition,P_strength,1.7268388126025123
2017,raw,P_total_strength_transition,P_strength,3.466384955113961
2018,raw,P_total_strength_transition,P_strength,0.061057854232223985
2019,raw,P_total_strength_transition,P_strength,0.39822725990511554
2020,raw,P_total_strength_transition,P_strength,3.8703942344561426
2021,raw,P_total_strength_transition,P_strength,1.4173877041899061
2022,raw,P_total_strength_transition,P_strength,-0.19956828232168888
2023,raw,P_total_strength_transition,P_strength,1.0582916064482397
1979,raw,P_centroid_lat_transition,P_position,-2.895058216972533
1980,raw,P_centroid_lat_transition,P_position,-1.233694241009914
1981,raw,P_centroid_lat_transition,P_position,-0.8033321354198897
1982,raw,P_centroid_lat_transition,P_position,-2.7500950766169403
1983,raw,P_centroid_lat_transition,P_position,-1.189560569410645
1984,raw,P_centroid_lat_transition,P_position,-1.3490193341341907
1985,raw,P_centroid_lat_transition,P_position,-2.053270153120085
1986,raw,P_centroid_lat_transition,P_position,0.17784530526286346
1987,raw,P_centroid_lat_transition,P_position,-1.350302138050182
1988,raw,P_centroid_lat_transition,P_position,0.8445716865797017
1989,raw,P_centroid_lat_transition,P_position,-2.3206239042028756
1990,raw,P_centroid_lat_transition,P_position,-0.012669738053219248
1991,raw,P_centroid_lat_transition,P_position,2.6529326835120415
1992,raw,P_centroid_lat_transition,P_position,-0.7420172036283965
1993,raw,P_centroid_lat_transition,P_position,0.4246087128249165
1994,raw,P_centroid_lat_transition,P_position,-1.185266116188732
1995,raw,P_centroid_lat_transition,P_position,0.9972921722208952
1996,raw,P_centroid_lat_transition,P_position,0.4042252566416451
1997,raw,P_centroid_lat_transition,P_position,-2.554627778796469
1998,raw,P_centroid_lat_transition,P_position,-2.63804380061206
1999,raw,P_centroid_lat_transition,P_position,1.0009864925417347
2000,raw,P_centroid_lat_transition,P_position,-0.08065371435613855
2001,raw,P_centroid_lat_transition,P_position,1.4182423962864767
2002,raw,P_centroid_lat_transition,P_position,-2.144617134288943
2003,raw,P_centroid_lat_transition,P_position,-1.267158485941561
2004,raw,P_centroid_lat_transition,P_position,-2.390452149363899
2005,raw,P_centroid_lat_transition,P_position,0.2156282744588225
2006,raw,P_centroid_lat_transition,P_position,-0.5581302363378917
2007,raw,P_centroid_lat_transition,P_position,0.16389792373993117
2008,raw,P_centroid_lat_transition,P_position,0.24512547900762627
2009,raw,P_centroid_lat_transition,P_position,2.1731619065351566
2010,raw,P_centroid_lat_transition,P_position,0.7334544268021332
2011,raw,P_centroid_lat_transition,P_position,-1.3475652367412287
2012,raw,P_centroid_lat_transition,P_position,-0.772025481409834
2013,raw,P_centroid_lat_transition,P_position,-0.4926861400353282
2014,raw,P_centroid_lat_transition,P_position,0.032436546315786075
2015,raw,P_centroid_lat_transition,P_position,-1.0330077287789372
2016,raw,P_centroid_lat_transition,P_position,-1.7641143980340033
2017,raw,P_centroid_lat_transition,P_position,-3.2396204710290952
2018,raw,P_centroid_lat_transition,P_position,1.5040488094863171
2019,raw,P_centroid_lat_transition,P_position,1.7157019192096925
2020,raw,P_centroid_lat_transition,P_position,-1.009217143611881
2021,raw,P_centroid_lat_transition,P_position,-0.13474949794509783
2022,raw,P_centroid_lat_transition,P_position,-1.579271093071064
2023,raw,P_centroid_lat_transition,P_position,1.5158296451352733
1979,raw,P_spread_lat_transition,P_spread,-0.6201155714258793
1980,raw,P_spread_lat_transition,P_spread,-0.23618492059785812
1981,raw,P_spread_lat_transition,P_spread,-0.14847926271126966
1982,raw,P_spread_lat_transition,P_spread,0.1256654878565353
1983,raw,P_spread_lat_transition,P_spread,0.4260102050448955
1984,raw,P_spread_lat_transition,P_spread,-0.5297684643974732
1985,raw,P_spread_lat_transition,P_spread,0.7701634273441575
1986,raw,P_spread_lat_transition,P_spread,0.7825115070627398
1987,raw,P_spread_lat_transition,P_spread,-0.23593143987672693
1988,raw,P_spread_lat_transition,P_spread,-0.012904159125882941
1989,raw,P_spread_lat_transition,P_spread,0.29559033269219004
1990,raw,P_spread_lat_transition,P_spread,0.6848282387001747
1991,raw,P_spread_lat_transition,P_spread,-0.6291252754736041
1992,raw,P_spread_lat_transition,P_spread,-0.23472721393861828
1993,raw,P_spread_lat_transition,P_spread,-0.3169210898673409
1994,raw,P_spread_lat_transition,P_spread,-0.5176796696800352
1995,raw,P_spread_lat_transition,P_spread,-0.30169282760339744
1996,raw,P_spread_lat_transition,P_spread,-0.19766325055330736
1997,raw,P_spread_lat_transition,P_spread,0.13484166299100053
1998,raw,P_spread_lat_transition,P_spread,0.41856493253058424
1999,raw,P_spread_lat_transition,P_spread,0.513739103583573
2000,raw,P_spread_lat_transition,P_spread,-0.527968459012941
2001,raw,P_spread_lat_transition,P_spread,0.12103012203268548
2002,raw,P_spread_lat_transition,P_spread,0.5566246405539621
2003,raw,P_spread_lat_transition,P_spread,0.27281957572955573
2004,raw,P_spread_lat_transition,P_spread,0.16785839138590308
2005,raw,P_spread_lat_transition,P_spread,0.9752178548095047
2006,raw,P_spread_lat_transition,P_spread,-0.5392464322455472
2007,raw,P_spread_lat_transition,P_spread,-1.1111869728975803
2008,raw,P_spread_lat_transition,P_spread,-0.25480700209140217
2009,raw,P_spread_lat_transition,P_spread,-1.1466586029064016
2010,raw,P_spread_lat_transition,P_spread,0.6180636860910811
2011,raw,P_spread_lat_transition,P_spread,-1.0344513471797834
2012,raw,P_spread_lat_transition,P_spread,-0.06470863868602539
2013,raw,P_spread_lat_transition,P_spread,-0.5339518588514363
2014,raw,P_spread_lat_transition,P_spread,-0.21883083974106166
2015,raw,P_spread_lat_transition,P_spread,-0.794304964317325
2016,raw,P_spread_lat_transition,P_spread,-0.042352177015079207
2017,raw,P_spread_lat_transition,P_spread,-0.6550179918714241
2018,raw,P_spread_lat_transition,P_spread,-0.562078045268759
2019,raw,P_spread_lat_transition,P_spread,0.11709312642571668
2020,raw,P_spread_lat_transition,P_spread,-0.7405349534957537
2021,raw,P_spread_lat_transition,P_spread,0.20090571176273153
2022,raw,P_spread_lat_transition,P_spread,0.40877269256880844
2023,raw,P_spread_lat_transition,P_spread,-0.18018883877481162
1979,raw,P_main_band_share_transition,P_rainband_structure,-0.2496671363797629
1980,raw,P_main_band_share_transition,P_rainband_structure,-0.12353904206335509
1981,raw,P_main_band_share_transition,P_rainband_structure,-0.048786298290588226
1982,raw,P_main_band_share_transition,P_rainband_structure,-0.2706808814495468
1983,raw,P_main_band_share_transition,P_rainband_structure,-0.15953763296174162
1984,raw,P_main_band_share_transition,P_rainband_structure,-0.1051700083648004
1985,raw,P_main_band_share_transition,P_rainband_structure,-0.13090189132465058
1986,raw,P_main_band_share_transition,P_rainband_structure,-0.01815308329061216
1987,raw,P_main_band_share_transition,P_rainband_structure,-0.09844772678222424
1988,raw,P_main_band_share_transition,P_rainband_structure,0.05805127200388327
1989,raw,P_main_band_share_transition,P_rainband_structure,-0.20378480831145662
1990,raw,P_main_band_share_transition,P_rainband_structure,0.000415323090037778
1991,raw,P_main_band_share_transition,P_rainband_structure,0.18438896600479682
1992,raw,P_main_band_share_transition,P_rainband_structure,-0.03210978348693294
1993,raw,P_main_band_share_transition,P_rainband_structure,0.03523786141620089
1994,raw,P_main_band_share_transition,P_rainband_structure,-0.048271350253357825
1995,raw,P_main_band_share_transition,P_rainband_structure,0.12005809808273071
1996,raw,P_main_band_share_transition,P_rainband_structure,0.03817259820008495
1997,raw,P_main_band_share_transition,P_rainband_structure,-0.16532364805074296
1998,raw,P_main_band_share_transition,P_rainband_structure,-0.22000552456509037
1999,raw,P_main_band_share_transition,P_rainband_structure,0.07121346911916027
2000,raw,P_main_band_share_transition,P_rainband_structure,0.02812039837968555
2001,raw,P_main_band_share_transition,P_rainband_structure,0.07746405740726636
2002,raw,P_main_band_share_transition,P_rainband_structure,-0.19597946876799255
2003,raw,P_main_band_share_transition,P_rainband_structure,-0.07594369769940279
2004,raw,P_main_band_share_transition,P_rainband_structure,-0.20089401207745117
2005,raw,P_main_band_share_transition,P_rainband_structure,-0.007853484794936416
2006,raw,P_main_band_share_transition,P_rainband_structure,-0.052468208241065295
2007,raw,P_main_band_share_transition,P_rainband_structure,-0.06370272257563131
2008,raw,P_main_band_share_transition,P_rainband_structure,0.0028594865698671756
2009,raw,P_main_band_share_transition,P_rainband_structure,0.23454496455685536
2010,raw,P_main_band_share_transition,P_rainband_structure,-0.003260123644546864
2011,raw,P_main_band_share_transition,P_rainband_structure,-0.09588150417477737
2012,raw,P_main_band_share_transition,P_rainband_structure,-0.0930089525958454
2013,raw,P_main_band_share_transition,P_rainband_structure,-0.04677445598971286
2014,raw,P_main_band_share_transition,P_rainband_structure,0.028027493466672215
2015,raw,P_main_band_share_transition,P_rainband_structure,-0.05902423414527902
2016,raw,P_main_band_share_transition,P_rainband_structure,-0.10399185049424764
2017,raw,P_main_band_share_transition,P_rainband_structure,-0.31747028094157625
2018,raw,P_main_band_share_transition,P_rainband_structure,0.14178471856787556
2019,raw,P_main_band_share_transition,P_rainband_structure,0.14529512085022622
2020,raw,P_main_band_share_transition,P_rainband_structure,-0.06725498652093065
2021,raw,P_main_band_share_transition,P_rainband_structure,-0.009218057308227223
2022,raw,P_main_band_share_transition,P_rainband_structure,-0.12959161739453418
2023,raw,P_main_band_share_transition,P_rainband_structure,0.15259572452735803
1979,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.19342258848721183
1980,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.11974505042764616
1981,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.00961197300446004
1982,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.1899267879815609
1983,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.1494284075833076
1984,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.1244216570659682
1985,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.04874403762356028
1986,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.02804037812932164
1987,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.08830194094394406
1988,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.0468543308027245
1989,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.14275798522259767
1990,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.058991414181735924
1991,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.08555582166164405
1992,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.03219170462176224
1993,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.030261309483824744
1994,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.03823522904338206
1995,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.07330732097143439
1996,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.0065531569348042384
1997,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.14545961365554289
1998,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.18204632055287712
1999,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.08194749730462339
2000,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.004271133117408066
2001,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.012072323361561388
2002,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.15039888890851408
2003,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.048166123514072526
2004,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.15825095935208613
2005,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.052556034668199025
2006,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.08662781356439431
2007,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.20100735762940497
2008,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.04373703342038199
2009,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.09633580325673352
2010,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.0031598377269492772
2011,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.1150598794073655
2012,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.09271662382333307
2013,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.0753705351971587
2014,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.025779268299337244
2015,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.10404674000350006
2016,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.05982676724104957
2017,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.25740717617417613
2018,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.13377168486786672
2019,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.10258139971456376
2020,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.11358026247251546
2021,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.006280341335889193
2022,raw,P_south_band_share_18_24_transition,P_rainband_structure,0.05038157205563404
2023,raw,P_south_band_share_18_24_transition,P_rainband_structure,-0.11941816059115684
1979,raw,P_main_minus_south_transition,P_rainband_structure,-0.4430897248669746
1980,raw,P_main_minus_south_transition,P_rainband_structure,-0.24328409249100125
1981,raw,P_main_minus_south_transition,P_rainband_structure,-0.05839827129504824
1982,raw,P_main_minus_south_transition,P_rainband_structure,-0.4606076694311077
1983,raw,P_main_minus_south_transition,P_rainband_structure,-0.30896604054504917
1984,raw,P_main_minus_south_transition,P_rainband_structure,-0.22959166543076867
1985,raw,P_main_minus_south_transition,P_rainband_structure,-0.17964592894821096
1986,raw,P_main_minus_south_transition,P_rainband_structure,0.009887294838709523
