mode,anchor_name,anchor_type,anchor_start,anchor_end,source_metric,information_form,target_metric,target_family,n_valid_years,spearman_r,pearson_r,n_high,n_low,high_mean_target,low_mean_target,high_minus_low,permutation_null_p90_absdiff,permutation_p,bootstrap_ci_low,bootstrap_ci_high,evaluation_mode,primary_score,support_flag
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_centroid_lat_transition,P_position,45,0.0744011383675535,0.06281114927078847,13,13,-0.049522884948686126,-1.8556776375027046,1.8061547525540185,,,,,rank_only_no_perm_boot,0.1647088759952544,False
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_main_band_share_transition,P_rainband_structure,45,-0.0276780142731377,0.0030555132247362714,13,13,-0.023447692365201018,-0.07726201742347526,0.05381432505827424,,,,,rank_only_no_perm_boot,0.030368730526051414,False
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.10023395168914867,-0.08172322808838431,13,13,-0.09868452729686514,-0.11502032338873167,0.016335796091866528,,,,,rank_only_no_perm_boot,0.10105074149374199,False
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.17615079083832635,0.18548787401923644,13,13,0.0752368349316641,0.037758305965256485,0.03747852896640761,,,,,rank_only_no_perm_boot,0.17802471728664673,False
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_spread_lat_transition,P_spread,45,-0.084220243431119,-0.13881373958601625,13,13,0.045296345225345855,0.712131019525033,-0.6668346742996871,,,,,rank_only_no_perm_boot,0.11756197714610336,False
anomaly,E1_W18,named,12,23,H_zonal_width,abs_transition,P_total_strength_transition,P_strength,45,-0.10214505267467483,-0.05129492886542093,13,13,0.5265660109071753,0.7819002467065366,-0.2553342357993613,,,,,rank_only_no_perm_boot,0.1149117644646429,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_centroid_lat_transition,P_position,45,-0.12296240595966007,-0.09432356050075046,13,13,-2.014046437930476,0.057202679716260224,-2.0712491176467362,,,,,rank_only_no_perm_boot,0.22652486184199688,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_main_band_share_transition,P_rainband_structure,45,0.01729261962503003,0.001107451173573611,13,13,-0.05616905086978533,-0.023407471297082035,-0.0327615795727033,,,,,rank_only_no_perm_boot,0.018930698603665193,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_main_minus_south_transition,P_rainband_structure,45,0.00930633346232532,0.047252914625115466,13,13,-0.10912862872782311,-0.07887092590574413,-0.030257702822078986,,,,,rank_only_no_perm_boot,0.01081921860342927,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.03029508552629306,-0.10349627616273578,13,13,0.052959577858037815,0.05546345460866209,-0.002503876750624273,,,,,rank_only_no_perm_boot,0.030420279363824274,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_spread_lat_transition,P_spread,45,0.15305948439101003,0.10063352769758775,13,13,0.719192331623044,0.009971839532388397,0.7092204920906555,,,,,rank_only_no_perm_boot,0.1885205089955428,False
anomaly,E1_W18,named,12,23,H_zonal_width,post_state,P_total_strength_transition,P_strength,45,0.1857306550566202,0.09544988949385275,13,13,0.9189575728907303,0.3869624633490301,0.5319951095417002,,,,,rank_only_no_perm_boot,0.21233041053370522,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_centroid_lat_transition,P_position,45,0.16606959372505758,0.10706502564139136,13,13,1.413867191620619,-0.2577098519471332,1.6715770435677522,,,,,rank_only_no_perm_boot,0.2496484459034452,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_main_band_share_transition,P_rainband_structure,45,0.22863097664815932,0.1769981290343749,13,13,0.0967337233210023,-0.0099834230008882,0.1067171463218905,,,,,rank_only_no_perm_boot,0.23396683396425383,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_main_minus_south_transition,P_rainband_structure,45,0.17613848582641517,0.1817935777014904,13,13,0.1442964717194698,-0.030383285715318255,0.17467975743478806,,,,,rank_only_no_perm_boot,0.18487247369815457,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.142709764049908,-0.17255745654944749,13,13,-0.04756274839846753,0.02039986271443007,-0.0679626111128976,,,,,rank_only_no_perm_boot,0.1461078946055529,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_spread_lat_transition,P_spread,45,-0.12404875068872531,-0.04827598547637342,13,13,-0.2772463688426107,-0.3576370127676284,0.08039064392501766,,,,,rank_only_no_perm_boot,0.12806828288497618,False
anomaly,E1_W18,named,12,23,H_zonal_width,pre_state,P_total_strength_transition,P_strength,45,0.07706058754905663,0.07058846141644763,13,13,0.39922357476963743,0.14389784006683146,0.25532573470280595,,,,,rank_only_no_perm_boot,0.08982687428419693,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_centroid_lat_transition,P_position,45,-0.22622735989118528,-0.17332548370334666,13,13,-2.011916984867594,0.3452894332057237,-2.357206418073318,,,,,rank_only_no_perm_boot,0.3440876807948512,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.17423394685473165,-0.14883175173880492,13,13,-0.06799753139646783,0.03310490521568383,-0.10110243661215165,,,,,rank_only_no_perm_boot,0.17928906868533923,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.1516968780860788,-0.11242623225208276,13,13,-0.14142195436975283,0.02873748005270214,-0.17015943442245496,,,,,rank_only_no_perm_boot,0.16020484980720154,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.12191104450879484,0.055290382188936706,13,13,0.07342442297328501,0.004367425162981681,0.06905699781030333,,,,,rank_only_no_perm_boot,0.12536389439931,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_spread_lat_transition,P_spread,45,0.27749589644677575,0.12910231815724657,13,13,-0.05542330073559025,-0.5447534185445618,0.48933011780897157,,,,,rank_only_no_perm_boot,0.3019624023372243,False
anomaly,E1_W18,named,12,23,H_zonal_width,signed_transition,P_total_strength_transition,P_strength,45,0.10319605173014743,0.023955621521124303,13,13,0.6658421284857499,0.37149855761335665,0.2943435708723932,,,,,rank_only_no_perm_boot,0.11791323027376709,False
anomaly,E1_W18,named,12,23,H_zonal_width,slope,P_centroid_lat_transition,P_position,45,-0.21871500363496765,-0.15694137245515072,13,13,-1.8362925228278475,0.3452894332057237,-2.181581956033571,,,,,rank_only_no_perm_boot,0.3277941014366462,False
