mode,anchor_name,anchor_type,anchor_start,anchor_end,source_metric,information_form,target_metric,target_family,n_valid_years,spearman_r,pearson_r,n_high,n_low,high_mean_target,low_mean_target,high_minus_low,permutation_null_p90_absdiff,permutation_p,bootstrap_ci_low,bootstrap_ci_high,evaluation_mode,primary_score,support_flag
anomaly,E1_W18,named,12,23,H_centroid_lat,post_state,P_spread_lat_transition,P_spread,45,-0.03438735177865612,-0.027863898242648497,13,13,-0.31244235264341713,0.2263088648816354,-0.5387512175250525,1.1178293426387493,0.43331333733253347,-1.7526899218382386,0.6550712885585859,formal_perm_boot,0.06132491265490875,False
anomaly,E1_W18,named,12,23,H_centroid_lat,post_state,P_total_strength_transition,P_strength,45,0.08089591567852437,0.20745782437129448,13,13,0.994140526693266,0.19058057684331184,0.8035599498499542,0.7788410220263895,0.09138172365526895,-0.159303043447422,1.8812601948854135,formal_perm_boot,1.121073913171022,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_centroid_lat_transition,P_position,45,0.24163372859025029,0.16059737761275908,13,13,1.8789586947109347,-0.9568799401960754,2.83583863490701,2.9931331356985353,0.1217756448710258,-1.0605310844662095,6.688919445251909,formal_perm_boot,0.38342566033560077,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_main_band_share_transition,P_rainband_structure,45,0.2869565217391304,0.214753841203214,13,13,0.08850624399794425,-0.06076777794802288,0.14927402194596712,0.14684303216209152,0.09358128374325135,-0.024011995290187625,0.31783209960250336,formal_perm_boot,1.2944202228364288,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_main_minus_south_transition,P_rainband_structure,45,0.2100131752305665,0.1623146874297402,13,13,0.10435829703544026,-0.08485719532652364,0.1892154923619639,0.24672069189847484,0.20775844831033793,-0.13332074130430505,0.49862020630858056,formal_perm_boot,0.2194739498486647,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.09459815546772068,-0.07998331585596098,13,13,-0.015852053037496004,0.024089417378500753,-0.03994147041599676,0.1131979421309604,0.5720855828834233,-0.1819711799400922,0.1089017349171201,formal_perm_boot,0.09659522898852052,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_spread_lat_transition,P_spread,45,-0.1494071146245059,-0.1609330520048279,13,13,-0.01425794028305404,0.8328161429970127,-0.8470740832800667,1.1313612624301472,0.21675664867026595,-1.9394841159405671,0.2541203918705494,formal_perm_boot,0.19176081878850923,False
anomaly,E1_W18,named,12,23,H_centroid_lat,pre_state,P_total_strength_transition,P_strength,45,-0.07509881422924901,-0.08083776284191234,13,13,0.46527029140916076,0.7904708986604727,-0.32520060725131195,0.7835594982891596,0.5018996200759848,-1.1395669315346177,0.5142043175310719,formal_perm_boot,0.0913588445918146,False
anomaly,E1_W18,named,12,23,H_centroid_lat,signed_transition,P_centroid_lat_transition,P_position,45,-0.18458498023715414,-0.10079867683190248,13,13,-2.05501789730007,0.34614747443005567,-2.4011653717301256,2.968279520569824,0.1853629274145171,-5.946945718214538,1.0229246664460054,formal_perm_boot,0.30464324882366045,False
anomaly,E1_W18,named,12,23,H_centroid_lat,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.175098814229249,-0.1386898441430364,13,13,-0.1102580372176461,0.05178853706402023,-0.16204657428166633,0.14670369146277878,0.0691861627674465,-0.30263117486344654,-0.017989054472955058,formal_perm_boot,2.1832011429433322,True
anomaly,E1_W18,named,12,23,H_centroid_lat,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.1193675889328063,-0.07523099185797133,13,13,-0.18790785097953447,0.0318244161998745,-0.21973226717940897,0.2490104271546283,0.14637072585482905,-0.4772457707313165,0.047474924875107745,formal_perm_boot,0.13035420229177674,False
