mode,anchor_name,anchor_type,anchor_start,anchor_end,source_metric,information_form,target_metric,target_family,n_valid_years,spearman_r,pearson_r,n_high,n_low,high_mean_target,low_mean_target,high_minus_low,permutation_null_p90_absdiff,permutation_p,bootstrap_ci_low,bootstrap_ci_high,evaluation_mode,primary_score,support_flag,representation_type
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,-0.06365791393600805,-0.10276242658926908,13,13,-0.7001823979290311,0.18314234363801035,-0.8833247415670415,2.9463261336840447,0.6296740651869626,-4.613956844672778,3.239459414775589,formal_perm_boot,0.10782415101436013,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.15011036473993164,-0.14559934002990021,13,13,-0.07165208289213554,0.05720554965547901,-0.12885763254761456,0.14866572783661203,0.15716856628674264,-0.2889487485630477,0.026923135329036833,formal_perm_boot,0.15655324636731238,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.2172430556375122,-0.20795772327468667,13,13,-0.17285229203610972,0.09311945529043907,-0.26597174732654877,0.24833930701192156,0.07818436312737452,-0.5446532903709175,0.030684709525478835,formal_perm_boot,1.2305416430038396,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.23461694044537465,0.27167571701419385,13,13,0.10120020914397423,-0.03591390563496006,0.1371141147789343,0.11123071303773574,0.041991601679664065,0.0032695628826180465,0.267123915249912,formal_perm_boot,2.2414726461843215,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,0.0835336381562027,0.08518523295388729,13,13,0.2109106062775463,-0.4982192964738225,0.7091299027513688,1.1293807173991939,0.3077384523095381,-0.49444367426414254,1.9676782440070584,formal_perm_boot,0.11899013329377114,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,0.08436758462698009,0.1038176392176965,13,13,1.1053930137747043,0.7069540900689067,0.3984389237057976,0.7890716196620067,0.4165166966606679,-0.41102828050315865,1.180878064591685,formal_perm_boot,0.10428953081226996,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_centroid_lat_transition,P_position,45,0.17760210803689064,0.15475219126763468,13,13,-1.5884171443540889,-2.7202685455335884,1.1318514011794996,2.9578305178377184,0.5358928214357128,-1.3388133160501552,3.5536048550890373,formal_perm_boot,0.2341946780958656,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_main_band_share_transition,P_rainband_structure,45,0.09235836627140973,0.0413778482176303,13,13,-0.11333779124148793,-0.08871223881328141,-0.02462555242820652,0.14896469803087742,0.7764447110577885,-0.18407185396898146,0.13454255001370846,formal_perm_boot,0.09358964389282005,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_main_minus_south_transition,P_rainband_structure,45,0.11040843214756257,0.07097050837879618,13,13,-0.1739094443643064,-0.17275782572360562,-0.0011516186407007634,0.24487248775753956,0.9938012397520496,-0.2621117485807619,0.27016820190007507,formal_perm_boot,0.11046601307959761,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.1507246376811594,-0.10357155710977022,13,13,0.060571653122818536,0.08404558691032424,-0.023473933787505702,0.1143489064087228,0.7268546290741852,-0.13445874776215802,0.10703285334971288,formal_perm_boot,0.15189833437053468,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_spread_lat_transition,P_spread,45,-0.08115942028985507,0.01823854229909118,13,13,0.1068001790975522,0.392011637811142,-0.2852114587135898,1.107484504872819,0.6730653869226155,-1.5582260967842025,0.973844032705147,formal_perm_boot,0.09541999322553456,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_object_transition_rms,scalar_transition,P_total_strength_transition,P_strength,45,-0.0600790513833992,-0.12207147006362436,13,13,0.5920360967154883,0.6402596703259533,-0.04822357361046503,0.7708974879369768,0.9226154769046191,-1.1321106846823374,1.19634914298904,formal_perm_boot,0.06249023006392245,False,scalarized_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,-0.22246421164380317,-0.2325530284995603,13,13,-2.096487841994768,0.3219212774244746,-2.4184091194192425,2.928480281309731,0.17796440711857628,-5.626418420133836,0.7638473054536324,formal_perm_boot,0.34338466761476527,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.06140355204280485,-0.08481531463535441,13,13,-0.06002930914732303,-0.011769592143010103,-0.04825971700431293,0.14274623746717088,0.5916816636672666,-0.2377883501780929,0.12691320889805266,formal_perm_boot,0.0638165378930205,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.08079414742474322,-0.11899402390019963,13,13,-0.12955627745828696,0.0050213201255725655,-0.13457759758385954,0.25071789365677705,0.3667266546690662,-0.4401950445285861,0.18817495868411313,formal_perm_boot,0.0875230273039362,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.12260924086742665,0.15349060601802375,13,13,0.06952696831096394,-0.01679091226858265,0.08631788057954659,0.11442206928190299,0.21935612877424515,-0.057280667343117986,0.2349964046064184,formal_perm_boot,0.12692513489640397,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.22015580743166763,-0.2715720110196149,13,13,-0.6147752893656137,0.5245910366251907,-1.1393663259908045,1.1159121660726592,0.09338132373525294,-2.3734215783433026,0.04108634206334468,formal_perm_boot,1.2771241237312079,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_south_edge_lat_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,0.20261193541943767,0.189118048398743,13,13,0.8576446867527101,0.2092959415410918,0.6483487452116183,0.7826438246812468,0.1773645270945811,-0.4002432411891929,1.6937313569853396,formal_perm_boot,0.23502937268001858,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,0.09025032938076416,-0.016884913057835016,13,13,0.11203649599991568,-0.801990949525215,0.9140274455251307,2.965216229944939,0.6192761447710458,-3.0295908545272696,4.5930352510762855,formal_perm_boot,0.1359517016570207,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,0.22028985507246374,0.1669056527693318,13,13,0.05506080587670353,-0.0900649745256574,0.14512578040236093,0.1475475636574586,0.10617876424715057,-0.0430039055107481,0.3185218927678468,formal_perm_boot,0.22754614409258178,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,0.20527009222661396,0.1823647551044066,13,13,0.07924396710202314,-0.17719718613250163,0.25644115323452477,0.24857356805454767,0.09178164367126575,-0.05588987861412696,0.5629434076237246,formal_perm_boot,1.2180921498883401,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.19696969696969693,-0.18700808683937575,13,13,-0.024183161225319612,0.08713221160684424,-0.11131537283216386,0.11496723824518862,0.11557688462307539,-0.24397219297334966,0.040138565899661555,formal_perm_boot,0.20253546561130512,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.18656126482213437,-0.17412751554836228,13,13,-0.47121655463906187,0.42341443278888574,-0.8946309874279477,1.1144642605836612,0.19556088782243553,-2.172774219651865,0.24519265662417997,formal_perm_boot,0.23129281419353176,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_strength_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,-0.13794466403162056,-0.07599981674495893,13,13,0.4555066555397275,0.7026265299420468,-0.24711987440231925,0.7784515851452098,0.621875624875025,-1.085171032998334,0.5500630266324107,formal_perm_boot,0.1503006577517365,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,-0.35995402204489724,-0.43214535901873347,13,13,-3.578292272642943,0.004612631208450816,-3.582904903851394,2.95667763175805,0.041791641671665665,-6.144798589667919,-1.1074215201326896,formal_perm_boot,2.539099267237467,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.2584846821284799,-0.3737611138606509,13,13,-0.1422116880022319,-0.027521110602095496,-0.11469057740013641,0.14944964653178885,0.20295940811837632,-0.2583592694050468,0.021792128281670986,formal_perm_boot,0.2642192109984867,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.2720891390826104,-0.3656287329081382,13,13,-0.26654092136262064,-0.05759645884538966,-0.20894446251723098,0.24578683477352645,0.16996600679864027,-0.4641532263304097,0.03937706069487851,formal_perm_boot,0.28253636220847195,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.27587184174790524,0.3238334662750748,13,13,0.1243292333603888,0.030075348243294126,0.09425388511709468,0.11285875000342287,0.16936612677464508,-0.021099401250787683,0.21415176297346436,formal_perm_boot,0.28058453600376,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.13060278675965298,-0.059195218007713234,13,13,0.04532399524536794,0.6873806451488693,-0.6420566499035014,1.134490477649394,0.3587282543491302,-1.5618085220275153,0.24417696638519337,formal_perm_boot,0.16270561925482804,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,0.3049389253864865,0.3615307957420664,13,13,1.1301477663681394,0.261693055273235,0.8684547110949044,0.7775384780560096,0.059988002399520096,0.13919708821240154,1.6793231814637894,formal_perm_boot,2.3483616609412317,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,0.4961291452578783,0.48528311108191596,13,13,1.524586610388996,-3.392166743555454,4.916753353944451,2.9753800204856584,0.005198960207958408,2.133531509731456,7.9205527831243145,formal_perm_boot,2.741966812955101,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,0.46760007223043326,0.4884104133369985,13,13,0.08668518577751325,-0.15027077673200828,0.23695596250952153,0.14874868246091844,0.0061987602479504095,0.08443606176378624,0.40030279885631137,formal_perm_boot,2.479447870355909,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,0.4619996768324359,0.4744781693951029,13,13,0.13388079490220564,-0.2605930432356768,0.3944738381378824,0.25392504661440424,0.010997800439912017,0.1279714593233919,0.6826375067259497,formal_perm_boot,2.48172336873933,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.44005930427322304,-0.4158270695823994,13,13,-0.04719560912469235,0.11032226650366864,-0.157517875628361,0.115311384520559,0.024795040991801638,-0.2843117509332382,-0.0360874009296929,formal_perm_boot,2.4479351980546413,True,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.13842859683755673,-0.16695744425969328,13,13,-0.04726454763263805,0.4648844028274167,-0.5121489504600548,1.10964690913842,0.4589082183563287,-1.5864481227811593,0.4769867299555693,formal_perm_boot,0.16403604436055946,False,signed_component_transition
anomaly,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,-0.5653763871789977,-0.48461253344145966,13,13,-0.08017787840544173,1.5579976087895575,-1.6381754871949992,0.7941925564191391,0.0001999600079984003,-2.4276320853082174,-0.9327547999261392,formal_perm_boot,2.647285161538748,True,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,-0.2872200263504611,-0.2882082223222192,13,13,-4.285698861511855,-0.6548380694142767,-3.630860792097578,2.73936253596565,0.028394321135772844,-6.454536532791079,-0.9446573771881964,formal_perm_boot,2.46876306595534,True,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,-0.20316205533596837,-0.18833065498134846,13,13,-0.1675869558324745,-0.054048806666585195,-0.1135381491658893,0.1502912802525462,0.21815636872625474,-0.2723704949359865,0.060290540540589174,formal_perm_boot,0.20883896279426284,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,-0.16956521739130434,-0.1739066356601499,13,13,-0.301200870634466,-0.14364719689138367,-0.15755367374308232,0.24979488875757927,0.3209358128374325,-0.4094028851996177,0.09333405830968536,formal_perm_boot,0.17744290107845845,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.16231884057971013,0.14282391056220953,13,13,0.13361391480199153,0.08959839022479844,0.044015524577193085,0.11707179402681428,0.5442911417716457,-0.07376403281862154,0.16342555188602628,formal_perm_boot,0.16451961680856977,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.18339920948616598,-0.14756132959800702,13,13,-0.3687481024424963,0.3215289649247246,-0.6902770673672209,1.1385485031732776,0.32993401319736054,-1.8050275990933917,0.536014200924537,formal_perm_boot,0.21791306285452702,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,0.08827404479578392,0.16684412540570714,13,13,0.6326879122149737,0.13128482408834008,0.5014030881266336,0.6286313825410185,0.19096180763847231,-0.1960375956590308,1.2491890466039115,formal_perm_boot,0.11334419920211561,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_centroid_lat_transition,P_position,45,0.056785243741765475,0.0950025482073519,13,13,-1.160212633958082,-2.3388260570003374,1.1786134230422554,2.7124960437205305,0.4917016596680664,-1.9835516735102443,4.375292087120178,formal_perm_boot,0.11571591489387825,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_main_band_share_transition,P_rainband_structure,45,0.07891963109354413,0.07251671177471254,13,13,-0.056143674215293156,-0.07152883360111212,0.015385159385818963,0.14633290625297912,0.8558288342331534,-0.1630173860736479,0.18220540724065912,formal_perm_boot,0.07968888906283508,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_main_minus_south_transition,P_rainband_structure,45,0.08418972332015809,0.07058877038126499,13,13,-0.11772515536346341,-0.1377940093736348,0.020068854010171402,0.25160204061709623,0.8960207958408318,-0.30615571290309457,0.30662572503333124,formal_perm_boot,0.08519316602066666,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.08010540184453227,-0.06281430455537462,13,13,0.0615814811481703,0.06626517577252272,-0.004683694624352419,0.11681385463968329,0.9496100779844031,-0.1366117430007845,0.1456583783022522,formal_perm_boot,0.0803395865757499,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_spread_lat_transition,P_spread,45,-0.030566534914361,-0.023992374673917675,13,13,-0.17468296210363005,0.20974172197541932,-0.3844246840790494,1.142331832900384,0.5930813837232554,-1.5603303208301738,0.8564185641710426,formal_perm_boot,0.049787769118313466,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalar_transition,P_total_strength_transition,P_strength,45,0.21791831357048747,0.16195835958232263,13,13,0.28111183616820046,0.027871470956882992,0.2532403652113175,0.6351987624711524,0.5288942211557689,-0.5899220816870684,1.1321151624474477,formal_perm_boot,0.23058033183105334,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_centroid_lat_transition,P_position,45,0.08432147562582346,0.10462278702267587,13,13,-1.0248838964775238,-1.7292422583636797,0.704358361886156,2.736912004600825,0.6770645870825834,-2.2972283813587695,3.8948845244122383,formal_perm_boot,0.11953939372013125,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_main_band_share_transition,P_rainband_structure,45,0.12200263504611329,0.10008668657525896,13,13,-0.05627650662484997,-0.06862569172506146,0.01234918510021149,0.14467222544331182,0.8926214757048591,-0.17927735724149416,0.1931490314255575,formal_perm_boot,0.12262009430112386,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_main_minus_south_transition,P_rainband_structure,45,0.12516469038208167,0.09749197233540213,13,13,-0.12066425449293429,-0.1422230757719314,0.021558821278997123,0.2590138160671654,0.8922215556888622,-0.288876816431798,0.3037648971648512,formal_perm_boot,0.1262426314460315,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,-0.11567852437417656,-0.08683832532311643,13,13,0.06438774786808435,0.07359738404686998,-0.009209636178785632,0.1171720583474398,0.8972205558888222,-0.13411492412168932,0.12027145012207216,formal_perm_boot,0.11613900618311583,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_spread_lat_transition,P_spread,45,0.008959156785243741,-0.034953341266348366,13,13,-0.37958514894203244,-0.2631706841476057,-0.11641446479442674,1.1475170102010421,0.8710257948410318,-1.462680482670551,1.224784602775868,formal_perm_boot,0.014779880024965077,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_component_transition_norm,scalar_transition,P_total_strength_transition,P_strength,45,0.22938076416337283,0.1893593018303735,13,13,0.28299220733963665,0.040551205147523195,0.24244100219211345,0.6363688593451672,0.530493901219756,-0.6191575812822366,1.138828171062572,formal_perm_boot,0.2415028142729785,False,scalarized_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_centroid_lat_transition,P_position,45,0.019885728942792006,-0.08245686221846812,13,13,-1.1834972600216216,-2.0152684498199886,0.8317711897983671,2.712636485252952,0.6162767446510697,-2.720507608429984,4.604202011986441,formal_perm_boot,0.061474288432710356,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_main_band_share_transition,P_rainband_structure,45,0.08605354588766931,-0.01241988976762875,13,13,-0.03960316338726612,-0.09955399363763506,0.059950830250368944,0.14209191423980427,0.4921015796840632,-0.09384014242599312,0.19609570574459156,formal_perm_boot,0.08905108740018776,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_main_minus_south_transition,P_rainband_structure,45,0.03347313092505558,-0.0658823238687218,13,13,-0.1318886983362266,-0.1461539353156741,0.01426523697944751,0.25230515712640206,0.9256148770245951,-0.23272773506548497,0.27589132276096245,formal_perm_boot,0.034186392774027956,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_south_band_share_18_24_transition,P_rainband_structure,45,0.03863917438706205,0.1267684489151478,13,13,0.09228553494896048,0.046599941678039096,0.045685593270921386,0.12203038227813351,0.5352929414117177,-0.07677150150471199,0.15691875823357818,formal_perm_boot,0.04092345405060812,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_spread_lat_transition,P_spread,45,-0.00835059080159949,0.008554815167084128,13,13,-0.06850987706988448,0.5758079387167397,-0.6443178157866243,1.1606478840118708,0.3643271345730854,-1.8992000229639,0.5919871278250016,formal_perm_boot,0.04056648159093071,False,signed_component_transition
local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_transition,P_total_strength_transition,P_strength,45,0.03977145788558401,0.04895699469693613,13,13,0.5855741312363527,0.25362429447358253,0.3319498367627702,0.6178885633930845,0.3795240951809638,-0.3811961637791445,1.1037323217334056,formal_perm_boot,0.05636894972372252,False,signed_component_transition
