mode,source_feature,source_family,information_form,window_name,temporal_position,day_start,day_end,target_name,target_family,n_valid_years,pearson_r,spearman_r,perm_p,high_low_diff,boot_ci_low,boot_ci_high,ci_excludes_zero,support_flag,primary_score
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_NS_reorganization_index,P_NS_reorganization,45,0.32637264109754205,0.37858634264747004,0.026794641071785644,2.3709511674687858,0.2310833587776451,5.982504568033041,True,True,2.9505383988303304
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_centroid_lat_transition,P_position,45,0.3756842168045754,0.441507074209497,0.008598280343931213,1.8984431597400278,0.3566459105207293,4.524491513787105,True,True,3.507095473177578
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_main_band_share_transition,P_rainband_component,45,0.2639993082913795,0.3627234155975498,0.07658468306338732,0.10519164975938722,-0.03079769907864263,0.30682478440293903,False,False,1.4785814961765948
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_main_minus_south_transition,P_rainband_component,45,0.2971153908553922,0.3392940714610566,0.04399120175964807,0.20968443096255668,-0.018129221171541806,0.5601850198989002,False,False,1.695928245186518
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_position_only,P_position_only,45,0.37568421680457537,0.441507074209497,0.009798040391921616,0.7009617205717883,0.08603282246089189,1.6072561036429514,True,True,3.450367848728651
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.23540793777715238,0.2642936213923958,0.11337732453509299,1.7969702605022753,-0.2744984980267632,5.5093290284448235,False,False,1.209767417047157
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_rainband_composite,P_rainband_only,45,0.29873488097896533,0.3398250480987109,0.04559088182363527,1.6699894468969978,0.08321517896659902,4.5154155988049895,True,True,2.680947055645925
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_rainband_main_minus_south,P_rainband_only,45,0.2971153908553921,0.3392940714610566,0.04839032193561288,0.572577931189311,-0.10032459296393857,1.5885672811116407,False,False,1.6545355600282932
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_south_band_share_18_24_transition,P_rainband_component,45,-0.3033953700492114,-0.3142717974116008,0.044191161767646474,-0.10449278120316942,-0.26402243015801213,0.007646010975656806,False,False,1.6689363782741578
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_spread_lat_transition,P_spread,45,0.09870410793320424,0.1494035514199606,0.5086982603479304,0.7142263539389845,-0.438074320816664,1.3798955717989607,False,False,0.44294329899125207
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_total_strength_transition,P_strength,45,-0.30217166984581917,-0.2465059040309789,0.041391721655668866,-0.5106357317836236,-1.4017672180238023,0.18299475382634237,False,False,1.629592413121729
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_total_strength_z,P_strength,45,-0.30217166984581917,-0.2465059040309789,0.047390521895620874,-0.525865776543487,-1.4643544592813742,0.21227093332974858,False,False,1.5708144125685428
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.434013577242526,0.47535261393713757,0.0033993201359728054,3.5526464622301024,0.8892111905821872,6.505177831786878,True,True,3.9439605471065313
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.45237896318653653,0.4593383778097669,0.0011997600479904018,2.6597729011314994,0.5244102255928834,4.592451546012975,True,True,4.380243981973791
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_main_band_share_transition,P_rainband_component,45,0.3753539169573366,0.4540002991006434,0.01219756048790242,0.1708602834834525,0.027673459610127092,0.33905582653509875,True,True,3.3677273186375443
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,0.4120854852711049,0.44576252331495886,0.003599280143971206,0.323932250219027,0.062108570943549234,0.6114182301331345,True,True,3.8895468727593205
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_position_only,P_position_only,45,0.4523789631865366,0.4593383778097669,0.002599480103979204,0.9820673216061224,0.2364689473904854,1.6676617941320948,True,True,4.044451880050598
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.40477531758543445,0.4181494988813445,0.006798640271945611,3.3804786535436104,0.6820465587726383,6.568259156662848,True,True,3.585727436386757
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,0.4135740866694756,0.4402267379869789,0.00639872025594881,2.5705791406239804,0.42618457243750785,4.815748115961039,True,True,3.6341336142147407
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,0.41208548527110495,0.44576252331495886,0.005398920215956809,0.884550449570713,0.2026976769663042,1.6730697091852704,True,True,3.713455613703639
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_south_band_share_18_24_transition,P_rainband_component,45,-0.40940430451455856,-0.44108346666869014,0.0033993201359728054,-0.15307196673557447,-0.2951334860668428,-0.024282310580882226,True,True,3.909691399838084
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_spread_lat_transition,P_spread,45,0.04867095570914706,0.1210623529464192,0.7510497900419916,0.3718924875719113,-0.4598572779633414,1.2094122874026292,False,False,0.24539362390001368
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_total_strength_transition,P_strength,45,-0.3342398691180867,-0.3879662884025966,0.027794441111777646,-0.7483197775889205,-1.4604454264387783,-0.15812611053803857,True,True,2.9440083426961694
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_total_strength_z,P_strength,45,-0.33423986911808673,-0.3879662884025966,0.02399520095980804,-0.7706389045085373,-1.4577334673860598,-0.1974660212778052,True,True,3.0078418969026397
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.4372019838027066,0.4602306674861747,0.001999600079984003,3.9538562088533182,0.9437331303021707,6.635713634412779,True,True,4.159287522033843
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.44573892448957897,0.44026361533149105,0.0021995600879824036,2.674958139086767,0.4594003729429369,4.530694615326109,True,True,4.097927784720934
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_main_band_share_transition,P_rainband_component,45,0.3750035082254685,0.42925867239475124,0.011397720455908818,0.2072201237248552,0.017068349710420785,0.32767819555292405,True,True,3.3724406712699277
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,0.41806743114481404,0.4323558719038935,0.004999000199960008,0.37510076133528014,0.06432029760016186,0.6273858052148422,True,True,3.7334727177795237
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_position_only,P_position_only,45,0.445738924489579,0.44026361533149105,0.001999600079984003,0.9876741634384973,0.12269864135161083,1.6635691501605652,True,True,4.139320469879159
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.41153989459274753,0.3995387366793639,0.004799040191961607,4.181924007964855,0.7908379445258591,6.329568769020065,True,True,3.718384349515426
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,0.4200552177283755,0.4270840429521619,0.0061987602479504095,2.966182045414821,0.5569614844945778,4.960402596247885,True,True,3.6347792036655573
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,0.41806743114481404,0.4323558719038935,0.005398920215956809,1.0242745106394782,0.25907239932508,1.6760395773755492,True,True,3.700048962292574
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_south_band_share_18_24_transition,P_rainband_component,45,-0.4225285385161365,-0.4343328077607929,0.005198960207958408,-0.1678806376104249,-0.2917109914558161,-0.012632704268888769,True,True,3.7184163143376425
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_spread_lat_transition,P_spread,45,0.06468619058309129,0.1308731537267387,0.6794641071785643,0.1798559054485279,-0.488912499726782,1.246495364315549,False,False,0.2987066337413796
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_total_strength_transition,P_strength,45,-0.34655925660110465,-0.4001977152983303,0.020995800839832032,-0.9442004523062553,-1.393887202563833,-0.31500627031928574,True,True,3.0780652707760603
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_total_strength_z,P_strength,45,-0.34655925660110454,-0.4001977152983303,0.016396720655868825,-0.9723618484950376,-1.4942414514337716,-0.2767359390050996,True,True,3.1854407174622814
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.4372019838027066,0.4602306674861747,0.002999400119976005,3.9538562088533182,0.7397990363989038,6.434606061764065,True,True,3.9831962629781614
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.44573892448957897,0.44026361533149105,0.0021995600879824036,2.674958139086767,0.5052457741123245,4.562985821667387,True,True,4.097927784720934
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_main_band_share_transition,P_rainband_component,45,0.3750035082254685,0.42925867239475124,0.009598080383923215,0.2072201237248552,0.004996507214213512,0.33144379194206586,True,True,3.447074289566832
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,0.41806743114481404,0.4323558719038935,0.0015996800639872025,0.37510076133528014,0.07198866296120467,0.6101755106989585,True,True,4.2283227394596175
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_position_only,P_position_only,45,0.445738924489579,0.44026361533149105,0.0033993201359728054,0.9876741634384973,0.16862739224863346,1.6627187401624834,True,True,3.9088715485008847
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.41153989459274753,0.3995387366793639,0.004999000199960008,4.181924007964855,0.8255187538071066,6.435317041320439,True,True,3.7006555825549943
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,0.4200552177283755,0.4270840429521619,0.004799040191961607,2.966182045414821,0.3072140902538351,4.83463597579927,True,True,3.745929655788224
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,0.41806743114481404,0.4323558719038935,0.0061987602479504095,1.0242745106394782,0.1757426235045381,1.6661575751543691,True,True,3.6400510326172886
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_south_band_share_18_24_transition,P_rainband_component,45,-0.4225285385161365,-0.4343328077607929,0.003799240151969606,-0.1678806376104249,-0.29595679932734165,-0.026665405087068925,True,True,3.854636061355632
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_spread_lat_transition,P_spread,45,0.06468619058309129,0.1308731537267387,0.6680663867226555,0.1798559054485279,-0.4396670835457161,1.1913084155675422,False,False,0.3060535326362751
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_total_strength_transition,P_strength,45,-0.34655925660110465,-0.4001977152983303,0.015396920615876825,-0.9442004523062553,-1.4378710354276212,-0.28954866622628045,True,True,3.2127638446735163
anomaly,H_zonal_width_E2_slope,time_order_control,slope,E2,e2,27,38,P_total_strength_z,P_strength,45,-0.34655925660110454,-0.4001977152983303,0.017196560687862426,-0.9723618484950376,-1.4757825696251325,-0.29034342758477555,True,True,3.1647561186024302
