mode,source_feature,source_family,information_form,window_name,temporal_position,day_start,day_end,target_name,target_family,n_valid_years,pearson_r,spearman_r,perm_p,high_low_diff,boot_ci_low,boot_ci_high,ci_excludes_zero,support_flag,primary_score
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.018308141892668287,0.0015157007816242074,0.908618276344731,0.5169784954914679,-2.814991341744561,3.1514021096140286,False,False,0.043134232626329524
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.07445028374597165,0.11104155726246911,0.6362727454509098,0.7004902135439592,-1.735932711677206,2.333269376975554,False,False,0.30739823649957415
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_main_band_share_transition,P_rainband_component,45,-0.009050633093736483,-0.017331708937702892,0.9572085582883423,0.0146642972774687,-0.1700676412320156,0.15092279795048397,False,False,0.03632513600342212
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,-0.002254578260198311,-0.025832813321595188,0.9878024395120976,0.03222648887645804,-0.2859871467408564,0.2772408051658077,False,False,0.031162718945616032
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_position_only,P_position_only,45,0.07445028374597164,0.11104155726246911,0.616876624675065,0.25864183650181705,-0.6504530966177843,0.8517034216404126,False,False,0.3208432434408764
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.09148947868828775,-0.12165146273383855,0.5416916616676665,-0.631293578920197,-3.5429838566093164,1.9830174297099614,False,False,0.38789931224833807
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,-0.0016864984585362014,-0.017924809243555846,0.9928014397120576,0.2583366589896512,-2.373286043451512,2.234567214464505,False,False,0.021062410959823627
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,-0.0022545782601983166,-0.025832813321595188,0.9898020395920816,0.08799974440483224,-0.8346550409471352,0.7207547956943491,False,False,0.030284468935694232
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_south_band_share_18_24_transition,P_rainband_component,45,-0.006424646706411434,0.03677221896288295,0.9686062787442512,-0.01756219159898932,-0.13974207916938125,0.13975799683114806,False,False,0.05062493903953605
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_spread_lat_transition,P_spread,45,0.06767125861433954,0.0365086188269483,0.6554689062187562,0.04506674966365454,-0.7198294243752348,1.0088003418524762,False,False,0.21995652414013583
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_total_strength_transition,P_strength,45,-0.06893037390971811,-0.04652542399246481,0.6510697860427914,-0.11088424513914052,-1.1410176802920085,0.6457255075129039,False,False,0.23289788232296896
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_total_strength_z,P_strength,45,-0.06893037390971808,-0.04652542399246481,0.6580683863227355,-0.11419144029121886,-1.0780457638669914,0.7368469686774506,False,False,0.228254396245759
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,0.11828605162646774,0.09828722002635044,0.4469106178764247,0.31357288639288,-2.185881217834489,3.773827369614455,False,False,0.4480665471060629
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,0.1242685139765059,0.20395256916996043,0.41371725654869024,0.34337053686907,-1.6944981784862634,2.6134816330608936,False,False,0.5872489330518936
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_main_band_share_transition,P_rainband_component,45,0.12056331707804314,0.1129117259552042,0.4241151769646071,0.033583392671500754,-0.11401340822688007,0.20901443920160298,False,False,0.48542791198631013
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,0.11339120306483665,0.059815546772068504,0.45990801839632073,0.026307168228916336,-0.2095985495502183,0.3708162980204719,False,False,0.3971445653021434
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,0.12426851397650596,0.20395256916996043,0.40071985602879423,0.12678262242539926,-0.5957926472858329,0.9837320738005485,False,False,0.6011117065224201
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.05701074021826251,0.04163372859025032,0.7150569886022795,0.22091499346994714,-2.374625919744178,3.3272857635127924,False,False,0.18729307301403805
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,0.11237781161520943,0.06548089591567852,0.4641071785642871,0.1867902639674806,-1.7380467310607985,2.6442348212241598,False,False,0.39886261000742856
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,0.1133912030648366,0.059815546772068504,0.45090981803639274,0.07183606284365411,-0.6684777733121979,0.9531270425805379,False,False,0.4057258551057569
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_south_band_share_18_24_transition,P_rainband_component,45,-0.091256079225992,-0.07575757575757575,0.555488902219556,0.007276224442584418,-0.15525315289998273,0.12062503666155343,False,False,0.33108218890364677
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_spread_lat_transition,P_spread,45,-0.01464090524372251,-0.022266139657444003,0.9204159168166367,0.265119656697973,-1.0812376990999282,1.212380722951537,False,False,0.05828201931113751
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_total_strength_transition,P_strength,45,0.10839766995475547,0.10276679841897231,0.4741051789642072,0.30039003935576275,-0.559293876622106,1.026752086649212,False,False,0.4268920989884519
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_total_strength_z,P_strength,45,0.10839766995475546,0.10276679841897231,0.47910417916416714,0.30934936879560676,-0.6056845755514643,1.0999103457967248,False,False,0.4223368392493663
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,0.11828605162646774,0.09828722002635044,0.4409118176364727,0.31357288639288,-2.3207726965569657,3.58441170147004,False,False,0.4539354807701609
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,0.1242685139765059,0.20395256916996043,0.4299140171965607,0.34337053686907,-1.6012488577152562,2.658802665321374,False,False,0.5705709638020229
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_main_band_share_transition,P_rainband_component,45,0.12056331707804314,0.1129117259552042,0.4273145370925815,0.033583392671500754,-0.12937916585506473,0.2190398625517054,False,False,0.48216405833880255
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,0.11339120306483665,0.059815546772068504,0.46010797840431916,0.026307168228916336,-0.21272565740349744,0.34151485317646924,False,False,0.3969557826510929
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,0.12426851397650596,0.20395256916996043,0.41131773645270947,0.12678262242539926,-0.6451130604608373,0.9580120183027632,False,False,0.5897751320229042
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.05701074021826251,0.04163372859025032,0.7056588682263547,0.22091499346994714,-2.436402070978144,3.373482301682892,False,False,0.1930389247779489
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,0.11237781161520943,0.06548089591567852,0.45970805838832235,0.1867902639674806,-1.7956963498377876,2.7705533815123227,False,False,0.40299877919406724
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,0.1133912030648366,0.059815546772068504,0.46610677864427114,0.07183606284365411,-0.6174236536223915,0.9729139695348832,False,False,0.3913301277991596
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_south_band_share_18_24_transition,P_rainband_component,45,-0.091256079225992,-0.07575757575757575,0.5580883823235353,0.007276224442584418,-0.15919363891071883,0.10888952950235227,False,False,0.32905459381661245
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_spread_lat_transition,P_spread,45,-0.01464090524372251,-0.022266139657444003,0.9186162767446511,0.265119656697973,-1.1198095052572261,1.239245228972067,False,False,0.059132003346104495
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_total_strength_transition,P_strength,45,0.10839766995475547,0.10276679841897231,0.483503299340132,0.30039003935576275,-0.5375394512041208,1.0337700833330812,False,False,0.418367356441887
anomaly,H_zonal_width_pre_M_mean,time_order_control,window_mean,pre_M,broad_pre_m,0,39,P_total_strength_z,P_strength,45,0.10839766995475546,0.10276679841897231,0.48630273945210956,0.30934936879560676,-0.5941948447937556,1.084829593174259,False,False,0.41586008236594274
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,-0.03488190598879937,-0.0673254281949934,0.8172365526894622,-1.7903643890346683,-4.113561103823735,2.062900545030154,False,False,0.15497764503106767
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,-0.0056443842818998035,-0.05546772068511198,0.969006198760248,-0.8372245015230393,-2.7485063640063476,1.85707434821038,False,False,0.06914116543129234
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_main_band_share_transition,P_rainband_component,45,-0.09657260950729353,-0.136231884057971,0.5272945410917816,-0.13014110687853037,-0.2537868788830563,0.08852768322102585,False,False,0.4141786088122044
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,-0.04802912078579922,-0.06231884057971014,0.7550489902019596,-0.19080300535092787,-0.3984886665514776,0.200037982179413,False,False,0.18434370950134654
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,-0.005644384281899793,-0.05546772068511198,0.967006598680264,-0.3091282054358753,-0.9410344609435326,0.7776179799824895,False,False,0.07003828304404547
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.10394505491879537,-0.16139657444005268,0.4977004599080184,-2.7506728754194314,-4.75325218039847,1.367585383075128,False,False,0.4644285323791272
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,-0.04385236467730405,-0.06152832674571804,0.7744451109778044,-1.481236183598793,-3.1861818364193883,1.4902673892275127,False,False,0.17253768430730304
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,-0.04802912078579923,-0.06231884057971014,0.7584483103379324,-0.5210190836154448,-1.1099807519048077,0.4763284477002954,False,False,0.1823928524245874
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_south_band_share_18_24_transition,P_rainband_component,45,-0.017697196422295707,0.04914361001317522,0.9000199960007998,0.06066189847239757,-0.10927556630226393,0.1461698096697167,False,False,0.09489145162236408
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_spread_lat_transition,P_spread,45,0.023701413412126022,0.013965744400527008,0.8884223155368927,-0.03495857595520159,-0.9374732693441389,1.0733550420266877,False,False,0.06534628570732383
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_total_strength_transition,P_strength,45,-0.2942424598757223,-0.23359683794466402,0.05058988202359528,-0.3687035216764638,-1.2456716118132898,0.22756340700293032,False,False,1.529533171316514
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_total_strength_z,P_strength,45,-0.2942424598757222,-0.23359683794466402,0.04979004199160168,-0.3797003454174065,-1.3742746901039,0.15015738061124034,False,False,1.5364543453965953
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,-0.03488190598879937,-0.0673254281949934,0.8208358328334333,-1.7903643890346683,-4.097453930167479,2.169984769550121,False,False,0.15306912128720157
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,-0.0056443842818998035,-0.05546772068511198,0.9706058788242351,-0.8372245015230393,-2.602996659874224,1.834934959758034,False,False,0.06842480323686383
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_main_band_share_transition,P_rainband_component,45,-0.09657260950729353,-0.136231884057971,0.524495100979804,-0.13014110687853037,-0.24747384299964453,0.11622392721739441,False,False,0.41649044801528523
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,-0.04802912078579922,-0.06231884057971014,0.76624675064987,-0.19080300535092787,-0.4097379554108204,0.16005612669309074,False,False,0.1779501947208711
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,-0.005644384281899793,-0.05546772068511198,0.969006198760248,-0.3091282054358753,-0.9949375102745094,0.73314955134229,False,False,0.06914116543129234
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.10394505491879537,-0.16139657444005268,0.4999000199960008,-2.7506728754194314,-4.753095193871056,1.1858406803677075,False,False,0.4625134203156828
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,-0.04385236467730405,-0.06152832674571804,0.7714457108578284,-1.481236183598793,-3.27596805613792,1.5146593836804767,False,False,0.1742229579855201
anomaly,H_zonal_width_pre_M_slope,time_order_control,slope,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,-0.04802912078579923,-0.06231884057971014,0.7566486702659468,-0.5210190836154448,-1.0651457852784112,0.5434998617530915,False,False,0.18342456739762275
