mode,e2_feature,broad_feature,target_name,n_valid_years,cv_r2_broad,cv_r2_e2,cv_r2_broad_plus_e2,delta_cv_r2_e2_given_broad,delta_boot_ci_low,delta_boot_ci_high,delta_perm_p,increment_support_flag,increment_evaluation_policy
anomaly,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09455678371762022,-0.08179413940536606,-0.12319190362534416,-0.028635119907723938,,,,False,screen
anomaly,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_position_only,45,-0.09764280142408155,-0.07137555072535973,-0.11236263088923337,-0.014719829465151824,,,,False,screen
anomaly,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.086225234059224,-0.07543930491569473,-0.11823586099732153,-0.03201062693809753,,,,False,screen
anomaly,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09175743381257084,-0.08306871235633029,-0.12472447946862464,-0.032967045656053795,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,-0.11572728277667044,-0.17082989810241123,-0.072813893936575,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,-0.11682932212614117,-0.16607736829390718,-0.07544160998114213,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,-0.09733505393185315,-0.15000084280747839,-0.05114251249513302,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,-0.11402691929659858,-0.17044726746621008,-0.07033998024865151,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,-0.11572728277667044,-0.1406450951059104,-0.07190179955037879,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,-0.11682932212614117,-0.13806804064167766,-0.06952421301474221,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,-0.09733505393185315,-0.13591205074511326,-0.05908286943568264,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,-0.11402691929659858,-0.140655550754464,-0.07165703508921228,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,-0.11572728277667044,-0.1458862117843005,-0.07501155525313163,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,-0.11682932212614117,-0.14957063789715974,-0.07700285795215622,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,-0.09733505393185315,-0.13075554469536077,-0.057698878573333,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,-0.11402691929659858,-0.14444133975999973,-0.07299456671165827,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,-0.11572728277667044,-0.11277902754798586,-0.06312615761018714,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,-0.11682932212614117,-0.09857551593652736,-0.06405096171179503,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,-0.09733505393185315,-0.10995779927775184,-0.05183262502038111,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,-0.11402691929659858,-0.11966034901673739,-0.06200088205890775,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,-0.11572728277667044,-0.1473818558891975,-0.07399155178579386,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,-0.11682932212614117,-0.13931851496110847,-0.07553614680196907,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,-0.09733505393185315,-0.13804730068379412,-0.051267847213086304,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,-0.11402691929659858,-0.1494075240456123,-0.07198655612156069,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,-0.11572728277667044,-0.15758519491818013,-0.06109013570245492,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,-0.11682932212614117,-0.16901770751272194,-0.06689874373984228,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,-0.09733505393185315,-0.13860824818623785,-0.05238301412701407,,,,False,screen
local_background_removed,H_zonal_width_E2_abs_transition,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,-0.11402691929659858,-0.15246947282933743,-0.0588044745907188,,,,False,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,0.03188711842342784,-0.013993915225112952,0.08402208894072327,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,0.05706854206779266,0.01793460075899611,0.10857035907176116,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,-0.02711427864406124,-0.06493255623199468,0.03392577408035069,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,0.017914772631079656,-0.030696928883517494,0.06941035833404108,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,0.03188711842342784,0.02516742567858421,0.09391072123411581,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,0.05706854206779266,0.04848561046172739,0.11702943808866284,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,-0.02711427864406124,-0.04987325500518924,0.026955926304241373,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,0.017914772631079656,0.010113626524758557,0.07911214219001028,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,0.03188711842342784,0.014375297863195025,0.08524995439436389,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,0.05706854206779266,0.04069843499532433,0.11326621494032785,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,-0.02711427864406124,-0.05126323393455956,0.02179343218746821,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,0.017914772631079656,-0.0015072160463858175,0.06993955700195564,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,0.03188711842342784,0.010168505670572148,0.059821375608370864,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,0.05706854206779266,0.047638958361078565,0.0821635125858109,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,-0.02711427864406124,-0.05680246749043483,0.0013227067669359105,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,0.017914772631079656,-0.010030735543937963,0.04762873141389168,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,0.03188711842342784,-0.014473588753342037,0.0589167153500616,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,0.05706854206779266,0.015219040429249375,0.07900140858838878,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,-0.02711427864406124,-0.07329067665523681,0.013488776815471004,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,0.017914772631079656,-0.030199619716990922,0.0472213482070607,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,0.03188711842342784,0.07298307784414637,0.16947813705987158,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,0.05706854206779266,0.10801779227122821,0.21013675604410786,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,-0.02711427864406124,0.011922746617941682,0.09814798067716546,,,,True,screen
local_background_removed,H_zonal_width_E2_post_state,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,0.017914772631079656,0.05154410065884041,0.14520909889745903,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,0.013395059668454778,0.024807157805854074,0.1228231619716903,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,-0.0024135661749336013,0.01599561076640199,0.10663136907916704,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,0.0389909965494708,0.02199923798308623,0.1208575682954316,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,0.013881116657214698,0.019494695511663163,0.11960198272922173,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,0.013395059668454778,0.004409665048757616,0.07315296060428922,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,-0.0024135661749336013,-0.006597132559733598,0.06194669506720185,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,0.0389909965494708,0.017172270423920888,0.0940014517333515,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,0.013881116657214698,0.001910091202854458,0.07090860686810618,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,0.013395059668454778,7.891484468003362e-06,0.07088254801563687,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,-0.0024135661749336013,-0.016693911720076837,0.05587386822492668,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,0.0389909965494708,0.023178563789653328,0.0962352299116811,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,0.013881116657214698,-0.0012791014972903803,0.07016767155105108,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,0.013395059668454778,-0.00828598813080239,0.041366881806996325,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,-0.0024135661749336013,-0.01300933623643119,0.02151521798830114,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,0.0389909965494708,0.01212815015851354,0.07025332441588428,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,0.013881116657214698,-0.013029722863519222,0.04462974409431042,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,0.013395059668454778,0.06274041729059665,0.1361307213940003,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,-0.0024135661749336013,0.058856832276171445,0.12263920043531085,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,0.0389909965494708,0.05517794004767673,0.14195739351838454,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,0.013881116657214698,0.05379122058241437,0.131212188506466,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,0.013395059668454778,-0.031720802847094776,0.06477425636863043,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,-0.0024135661749336013,-0.05462589016760955,0.04749307360527011,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,0.0389909965494708,-0.00801447499583885,0.07821075906338493,,,,True,screen
local_background_removed,H_zonal_width_E2_pre_state,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,0.013881116657214698,-0.028588489373672976,0.06507650886494565,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,0.11768837615354633,0.07460596062128844,0.17262196478712466,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,0.12350499615849486,0.09440385186406441,0.18503961017682946,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,0.08057181503552346,0.02575967463473139,0.12461800494707675,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,0.10466641333044735,0.05675141432902675,0.15685870154658532,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,0.11768837615354633,0.0972013262426773,0.1659446217982089,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,0.12350499615849486,0.09639874583148011,0.16494257345841556,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,0.08057181503552346,0.057784508114426814,0.13461368942385743,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,0.10466641333044735,0.08615586835022215,0.15515438401547388,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,0.11768837615354633,0.11327215946236946,0.18414681599353833,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,0.12350499615849486,0.12249521156384546,0.19506299150884898,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,0.08057181503552346,0.06874893734679222,0.14180560346881999,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,0.10466641333044735,0.09672652323200814,0.1681732962803496,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,0.11768837615354633,0.08937827210575133,0.13903114204355005,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,0.12350499615849486,0.10019791937255895,0.13472247359729128,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,0.08057181503552346,0.046665493775767675,0.10479066803313841,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,0.10466641333044735,0.07317194805550531,0.13083141501333495,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,0.11768837615354633,0.10235180256503251,0.17574210666843615,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,0.12350499615849486,0.12337809879147843,0.18716046695061783,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,0.08057181503552346,0.04510244349201076,0.13188189696271857,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,0.10466641333044735,0.08262326033758782,0.16004422826163944,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,0.11768837615354633,0.09373028328212174,0.19022534249784695,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,0.12350499615849486,0.09422656241034577,0.19634552618322543,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,0.08057181503552346,0.0696451403589674,0.15587037441819118,,,,True,screen
local_background_removed,H_zonal_width_E2_signed_transition,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,0.10466641333044735,0.08194737239736194,0.17561237063598056,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,0.1225655457137862,0.08190268893975106,0.17991869310558728,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,0.1185920358280681,0.09131497321500859,0.18195073152777363,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,0.08805389980619949,0.03386045903605206,0.13271878934839743,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,0.11236792264953976,0.06689295181345667,0.16700023903101524,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,0.1225655457137862,0.10109818918317659,0.1698414847387082,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,0.1185920358280681,0.08962668708395205,0.1581705147108875,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,0.08805389980619949,0.06479205204338478,0.1416212333528154,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,0.11236792264953976,0.0933222998758153,0.16232081554106703,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,0.1225655457137862,0.12246466568589309,0.19333932221706196,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,0.1185920358280681,0.12059872761489476,0.19316650755989828,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,0.08805389980619949,0.07992735168205978,0.15298401780408755,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,0.11236792264953976,0.10891069062599679,0.18035746367433825,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,0.1225655457137862,0.09306636584426153,0.14271923578206025,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,0.1185920358280681,0.09313692640946625,0.12766148063419858,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,0.08805389980619949,0.05323736012485358,0.11136253438222432,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,0.11236792264953976,0.08021891859114316,0.1378783855489728,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,0.1225655457137862,0.11065141364844366,0.1840417177518473,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,0.1185920358280681,0.12155949598878235,0.18534186414792175,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,0.08805389980619949,0.05442711630523711,0.14120656977594492,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,0.11236792264953976,0.09363386268319263,0.17105483060724425,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,0.1225655457137862,0.09840550204273224,0.19490056125845745,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,0.1185920358280681,0.08819383012058823,0.1903127938934679,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,0.08805389980619949,0.07740661515515501,0.1636318492143788,,,,True,screen
local_background_removed,H_zonal_width_E2_slope,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,0.11236792264953976,0.08975118232770196,0.18341618056632059,,,,True,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_mean,P_NS_reorganization_index,45,-0.09801600416583622,-0.08355292147128868,-0.12532442387326337,-0.027308419707427145,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_mean,P_position_only,45,-0.09063575831276505,-0.07801917200023523,-0.1212430255870316,-0.030607267274266547,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.09885833031234537,-0.07543930491569428,-0.12061131467180575,-0.02175298435946038,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_mean,P_rainband_composite,45,-0.10010728721755857,-0.08394982729951184,-0.12590143047959979,-0.025794143262041214,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_slope,P_NS_reorganization_index,45,-0.0687432955555316,-0.08355292147128868,-0.11811866420483064,-0.049375368649299034,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_slope,P_position_only,45,-0.06854382762693545,-0.07801917200023523,-0.11304679413597474,-0.04450296650903929,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.07682918130943062,-0.07543930491569428,-0.10994174366399134,-0.033112562354560726,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_E1_to_E2_slope,P_rainband_composite,45,-0.06899851566525173,-0.08394982729951184,-0.11918805691836343,-0.0501895412531117,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_mean,P_NS_reorganization_index,45,-0.07087465653116887,-0.08355292147128868,-0.11228181250646108,-0.04140715597529221,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_mean,P_position_only,45,-0.07256777994500352,-0.07801917200023523,-0.11070322147744438,-0.03813544153244086,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_mean,P_profile_contrast_30_32_minus_18_25,45,-0.07305666612202777,-0.07543930491569428,-0.1037705982202548,-0.030713932098227037,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_mean,P_rainband_composite,45,-0.07144677304834146,-0.08394982729951184,-0.11237572770530568,-0.04092895465696422,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_slope,P_NS_reorganization_index,45,-0.049652869937798716,-0.08355292147128868,-0.08538968978208983,-0.03573681984429111,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_slope,P_position_only,45,-0.03452455422473233,-0.07801917200023523,-0.0628884600950701,-0.02836390587033777,,,,False,screen
