mode,source_feature,target_name,dropped_year,base_pearson_r,r_after_drop,delta_r_after_drop,support_after_drop
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1979,0.32637264109754205,0.3367665002045881,0.010393859107046044,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1980,0.32637264109754205,0.3201515623751088,-0.006221078722433271,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1981,0.32637264109754205,0.325478466388788,-0.0008941747087540253,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1982,0.32637264109754205,0.29013240362108034,-0.03624023747646171,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1983,0.32637264109754205,0.33521927034886984,0.008846629251327787,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1984,0.32637264109754205,0.352595087152062,0.026222446054519954,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1985,0.32637264109754205,0.32668780075816733,0.000315159660625286,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1986,0.32637264109754205,0.3227387249407673,-0.0036339161567747746,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1987,0.32637264109754205,0.31439477504979907,-0.01197786604774298,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1988,0.32637264109754205,0.41890958732158773,0.09253694622404568,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1989,0.32637264109754205,0.3030307027804198,-0.023341938317122224,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1990,0.32637264109754205,0.33607102882839873,0.009698387730856683,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1991,0.32637264109754205,0.3864071085610993,0.06003446746355723,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1992,0.32637264109754205,0.3258958392061136,-0.00047680189142845775,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1993,0.32637264109754205,0.3357022826641204,0.00932964156657834,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1994,0.32637264109754205,0.3283651482181612,0.001992507120619158,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1995,0.32637264109754205,0.3196571034377001,-0.0067155376598419525,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1996,0.32637264109754205,0.3223103271004329,-0.004062313997109157,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1997,0.32637264109754205,0.33452876347616467,0.008156122378622621,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1998,0.32637264109754205,0.37351087589266907,0.04713823479512702,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,1999,0.32637264109754205,0.29942850977848734,-0.02694413131905471,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2000,0.32637264109754205,0.3282341603888123,0.0018615192912702638,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2001,0.32637264109754205,0.31545180829906255,-0.010920832798479496,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2002,0.32637264109754205,0.3360909278533311,0.009718286755789063,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2003,0.32637264109754205,0.32418738979913153,-0.0021852512984105177,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2004,0.32637264109754205,0.2877041906785376,-0.03866845041900446,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2005,0.32637264109754205,0.31193824936209774,-0.014434391735444307,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2006,0.32637264109754205,0.326998761918738,0.0006261208211959524,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2007,0.32637264109754205,0.33727037389816455,0.010897732800622506,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2008,0.32637264109754205,0.32733945831216454,0.0009668172146224951,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2009,0.32637264109754205,0.3023257973154729,-0.02404684378206917,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2010,0.32637264109754205,0.31299791484747547,-0.013374726250066582,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2011,0.32637264109754205,0.31631499332172547,-0.01005764777581658,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2012,0.32637264109754205,0.3192218076034068,-0.007150833494135256,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2013,0.32637264109754205,0.33198518688051143,0.00561254578296938,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2014,0.32637264109754205,0.3341739792016934,0.007801338104151345,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2015,0.32637264109754205,0.3155001178851577,-0.010872523212384355,False
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2016,0.32637264109754205,0.3246916487713122,-0.0016809923262298687,True
anomaly,H_zonal_width_E2_post_state,P_NS_reorganization_index,2017,0.32637264109754205,0.2918223540649108,-0.034550287032631244,False
