mode,source_feature,source_family,information_form,window_name,temporal_position,day_start,day_end,target_name,target_family,n_valid_years,pearson_r,spearman_r,perm_p,high_low_diff,boot_ci_low,boot_ci_high,ci_excludes_zero,support_flag,primary_score
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_NS_reorganization_index,P_NS_reorganization,45,0.061834837454901384,0.01671352582361223,0.6814637072585483,0.21775117579107162,-3.098235188459199,3.2504116308105613,False,False,0.18327079427661747
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_centroid_lat_transition,P_position,45,0.02289405816590079,0.015326237118885522,0.8754249150169966,-0.24795707802288958,-2.326654012573916,1.9909048378254586,False,False,0.0731073344346404
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_main_band_share_transition,P_rainband_component,45,0.06279894795036521,0.016515341722936987,0.6836632673465307,-0.0012495615046350245,-0.1711535500106138,0.1965276036519695,False,False,0.1816730954740101
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_main_minus_south_transition,P_rainband_component,45,0.07273591969874015,0.0016515341722936987,0.6272745450909818,0.036124565168763875,-0.26369957443125264,0.34912340680882886,False,False,0.20419387002221642
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_position_only,P_position_only,45,0.022894058165900778,0.015326237118885522,0.8814237152569486,-0.0915531334963324,-0.9432229553859774,0.7742606737300995,False,False,0.07014150582282465
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.05736998584366482,0.045119913587063847,0.7118576284743051,0.552752119439206,-2.795920835603839,3.663680688311464,False,False,0.19272677016185646
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_rainband_composite,P_rainband_only,45,0.07328308154640326,0.00449217294863886,0.6302739452109578,0.30930430928740393,-2.0376440805012117,2.6619171856323254,False,False,0.2049628186787889
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_rainband_main_minus_south,P_rainband_only,45,0.07273591969874013,0.0016515341722936987,0.6324735052989402,0.09864408480159322,-0.7458933734118002,0.9063087062837176,False,False,0.2006091968042386
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_south_band_share_18_24_transition,P_rainband_component,45,-0.07653933570794039,-0.054500627685692055,0.617876424715057,-0.037374126673398934,-0.17257597960450438,0.1105072813609112,False,False,0.26359900280852516
anomaly,H_zonal_width_E1_mean,time_order_control,window_mean,E1,early_pre,12,23,P_spread_lat_transition,P_spread,45,-0.08940613932531712,-0.07478146732145868,0.5474905018996201,-0.2648189782312842,-1.2945513070075798,0.8277811751112776,False,False,0.3364048780711552
