year,mode,window_start,window_end,window_name,information_form,source_feature,source_value
1983,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,15.75
1984,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
1985,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,27.5
1986,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,22.5
1987,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,26.65
1988,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.05
1989,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,26.1
1990,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,19.35
1991,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.8
1992,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,19.35
1993,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,19.05
1994,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,23.45
1995,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,16.6
1996,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.35
1997,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,28.35
1998,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
1999,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,20.15
2000,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,19.25
2001,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,18.4
2002,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,26.0
2003,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,20.5
2004,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,19.95
2005,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2006,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.25
2007,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,18.7
2008,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2009,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,22.5
2010,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2011,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,27.15
2012,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,22.4
2013,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,26.55
2014,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.5
2015,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2016,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,26.85
2017,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2018,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.45
2019,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,27.95
2020,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,30.0
2021,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,29.0
2022,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,21.0
2023,local_background_removed,17,28,sliding_017_028,post_state,H_zonal_width_sliding_post_state,17.05
1979,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,29.458333333333332
1980,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.520833333333332
1981,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.9375
1982,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,30.0
1983,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,15.479166666666666
1984,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,30.0
1985,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,28.958333333333332
1986,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,20.604166666666668
1987,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.6875
1988,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,29.604166666666668
1989,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,26.9375
1990,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.0
1991,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.645833333333332
1992,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.520833333333332
1993,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.4375
1994,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,23.75
1995,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,18.4375
1996,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,29.729166666666668
1997,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,23.291666666666668
1998,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,30.0
1999,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.895833333333332
2000,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,22.270833333333332
2001,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,23.833333333333332
2002,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.458333333333332
2003,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,21.020833333333332
2004,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,22.395833333333332
2005,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,28.166666666666668
2006,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,27.9375
2007,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,21.104166666666668
2008,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,29.020833333333332
2009,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,23.583333333333332
2010,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.020833333333332
2011,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,28.8125
2012,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.0
2013,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,20.125
2014,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,23.916666666666668
2015,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,30.0
2016,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,19.0625
2017,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.729166666666668
2018,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,29.708333333333332
2019,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,28.6875
2020,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,30.0
2021,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,25.416666666666668
2022,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,17.729166666666668
2023,local_background_removed,17,28,sliding_017_028,window_mean,H_zonal_width_sliding_window_mean,24.25
1979,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,1.3000000000000007
1980,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-4.300000000000001
1981,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-2.5500000000000007
1982,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.0
1983,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.75
1984,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.0
1985,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-2.5
1986,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,4.949999999999999
1987,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,5.149999999999999
1988,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-0.9499999999999993
1989,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-3.3999999999999986
1990,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-10.649999999999999
1991,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,9.150000000000002
1992,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-10.25
1993,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-10.95
1994,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-0.5
1995,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-3.3999999999999986
1996,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-0.6499999999999986
1997,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,9.350000000000001
1998,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.0
1999,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-9.850000000000001
2000,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-6.300000000000001
2001,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-11.600000000000001
2002,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,4.899999999999999
2003,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-1.5500000000000007
2004,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-7.900000000000002
2005,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,4.399999999999999
2006,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,3.4499999999999993
2007,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-6.400000000000002
2008,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,2.3500000000000014
2009,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.3999999999999986
2010,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,11.95
2011,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-2.8500000000000014
2012,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-7.600000000000001
2013,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,10.3
2014,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,10.850000000000001
2015,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.0
2016,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,13.150000000000002
2017,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,9.5
2018,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-0.40000000000000213
2019,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-2.0500000000000007
2020,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,0.0
2021,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,7.949999999999999
2022,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,7.25
2023,local_background_removed,17,28,sliding_017_028,signed_transition,H_zonal_width_sliding_signed_transition,-12.95
1979,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.1590909090909091
1980,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.4256993006993008
1981,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.3575174825174825
1982,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.0
1983,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.12325174825174826
1984,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.0
1985,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.4405594405594406
1986,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.6791958041958042
1987,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.8872377622377622
1988,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.11625874125874126
1989,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.2368881118881119
1990,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.2867132867132867
1991,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.1494755244755244
1992,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.5498251748251748
1993,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.7194055944055944
1994,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.21328671328671328
1995,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.4606643356643357
1996,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.11625874125874126
1997,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.2517482517482517
1998,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.0
1999,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.2159090909090908
2000,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.0568181818181819
2001,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.4108391608391608
2002,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.7709790209790209
2003,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.17395104895104896
2004,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.9047202797202797
2005,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.6293706293706294
2006,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.6756993006993007
2007,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.01486013986014
2008,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.3522727272727273
2009,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.37762237762237766
2010,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.6145104895104896
2011,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.5480769230769231
2012,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.756993006993007
2013,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.3583916083916083
2014,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.3863636363636365
2015,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.0
2016,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.80506993006993
2017,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.1984265734265733
2018,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.057692307692307696
2019,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-0.14423076923076922
2020,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.0
2021,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,1.0804195804195804
2022,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,0.7980769230769231
2023,local_background_removed,17,28,sliding_017_028,slope,H_zonal_width_sliding_slope,-1.6905594405594406
1979,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.7
1980,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,26.8
1981,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,25.2
1982,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1983,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,15.25
1984,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1985,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1986,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,19.1
1987,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,23.35
1988,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1989,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.45
1990,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,29.75
1991,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,21.05
1992,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.6
1993,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1994,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,24.45
1995,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,20.0
1996,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1997,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,19.25
1998,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1999,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
2000,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,23.75
2001,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.6
2002,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,23.65
2003,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,21.1
2004,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,24.65
2005,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,25.6
2006,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.05
2007,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,22.45
2008,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.65
2009,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,22.55
2010,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,21.0
2011,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
2012,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,28.2
2013,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,15.5
2014,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,19.25
2015,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
2016,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,13.65
2017,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,21.8
2018,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
2019,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,29.55
2020,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
2021,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,22.4
2022,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,14.2
2023,local_background_removed,18,29,sliding_018_029,pre_state,H_zonal_width_sliding_pre_state,30.0
1979,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1980,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,26.2
1981,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,21.7
1982,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1983,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,15.8
1984,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1985,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,26.5
1986,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,21.95
1987,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,23.7
1988,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,29.05
1989,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,27.45
1990,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,19.95
1991,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1992,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,17.25
1993,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,16.3
1994,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,25.65
1995,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,15.9
1996,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,28.75
1997,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1998,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
1999,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,19.8
2000,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,20.95
2001,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,18.75
2002,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,25.6
2003,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,22.45
2004,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,21.35
2005,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2006,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,29.3
2007,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,18.95
2008,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2009,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,18.8
2010,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2011,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,24.25
2012,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,24.95
2013,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2014,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,27.85
2015,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2016,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2017,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2018,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,29.45
2019,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,29.05
2020,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,30.0
2021,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,29.4
2022,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,22.5
2023,local_background_removed,18,29,sliding_018_029,post_state,H_zonal_width_sliding_post_state,16.2
1979,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,29.458333333333332
1980,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,25.520833333333332
1981,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,23.791666666666668
1982,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,30.0
1983,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,15.583333333333334
1984,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,30.0
1985,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,28.541666666666668
1986,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,21.0
1987,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,24.375
1988,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,29.604166666666668
1989,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,26.5
1990,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,24.4375
1991,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,25.3125
1992,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,23.25
1993,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,24.291666666666668
1994,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,24.458333333333332
1995,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,18.020833333333332
1996,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,29.479166666666668
1997,local_background_removed,18,29,sliding_018_029,window_mean,H_zonal_width_sliding_window_mean,24.083333333333332
