year,mode,target_name,target_family,target_value
2018,anomaly,P_rainband_main_minus_south,P_rainband_only,1.0673431840366037
2019,anomaly,P_rainband_main_minus_south,P_rainband_only,1.680240740223676
2020,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.7064097295697419
2021,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.21522670684543377
2022,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.02587554362608043
2023,anomaly,P_rainband_main_minus_south,P_rainband_only,2.0397593577024957
1979,anomaly,P_NS_reorganization_index,P_NS_reorganization,-5.097466132849549
1980,anomaly,P_NS_reorganization_index,P_NS_reorganization,-1.8304808977496536
1981,anomaly,P_NS_reorganization_index,P_NS_reorganization,0.643593261395459
1982,anomaly,P_NS_reorganization_index,P_NS_reorganization,-4.664309216507316
1983,anomaly,P_NS_reorganization_index,P_NS_reorganization,-3.43539771703454
1984,anomaly,P_NS_reorganization_index,P_NS_reorganization,-2.943735589806359
1985,anomaly,P_NS_reorganization_index,P_NS_reorganization,-5.701602852755666
1986,anomaly,P_NS_reorganization_index,P_NS_reorganization,1.2945395292102149
1987,anomaly,P_NS_reorganization_index,P_NS_reorganization,-2.437274320789487
1988,anomaly,P_NS_reorganization_index,P_NS_reorganization,6.5211549950346175
1989,anomaly,P_NS_reorganization_index,P_NS_reorganization,-3.6763638943509354
1990,anomaly,P_NS_reorganization_index,P_NS_reorganization,4.400439107341209
1991,anomaly,P_NS_reorganization_index,P_NS_reorganization,7.623842358692844
1992,anomaly,P_NS_reorganization_index,P_NS_reorganization,0.5061575344077984
1993,anomaly,P_NS_reorganization_index,P_NS_reorganization,1.7399729859839064
1994,anomaly,P_NS_reorganization_index,P_NS_reorganization,0.3797913445395218
1995,anomaly,P_NS_reorganization_index,P_NS_reorganization,3.4774924395658275
1996,anomaly,P_NS_reorganization_index,P_NS_reorganization,1.3670585011151817
1997,anomaly,P_NS_reorganization_index,P_NS_reorganization,-3.2317647805642307
1998,anomaly,P_NS_reorganization_index,P_NS_reorganization,-6.411869146753657
1999,anomaly,P_NS_reorganization_index,P_NS_reorganization,6.151637659237217
2000,anomaly,P_NS_reorganization_index,P_NS_reorganization,1.031747359376773
2001,anomaly,P_NS_reorganization_index,P_NS_reorganization,4.1451111231089435
2002,anomaly,P_NS_reorganization_index,P_NS_reorganization,-3.7485987946850043
2003,anomaly,P_NS_reorganization_index,P_NS_reorganization,-1.3875818147532755
2004,anomaly,P_NS_reorganization_index,P_NS_reorganization,-4.54940414051179
2005,anomaly,P_NS_reorganization_index,P_NS_reorganization,3.2741843868353167
2006,anomaly,P_NS_reorganization_index,P_NS_reorganization,0.09910838531330543
2007,anomaly,P_NS_reorganization_index,P_NS_reorganization,-0.9441537436468225
2008,anomaly,P_NS_reorganization_index,P_NS_reorganization,0.11866669183397077
2009,anomaly,P_NS_reorganization_index,P_NS_reorganization,5.402606911200345
2010,anomaly,P_NS_reorganization_index,P_NS_reorganization,3.064125806011492
2011,anomaly,P_NS_reorganization_index,P_NS_reorganization,-2.139792072473635
2012,anomaly,P_NS_reorganization_index,P_NS_reorganization,-1.8794851894769424
2013,anomaly,P_NS_reorganization_index,P_NS_reorganization,-0.2594808246589803
2014,anomaly,P_NS_reorganization_index,P_NS_reorganization,1.340857794749349
2015,anomaly,P_NS_reorganization_index,P_NS_reorganization,-3.872147336519462
2016,anomaly,P_NS_reorganization_index,P_NS_reorganization,-1.978301084000945
2017,anomaly,P_NS_reorganization_index,P_NS_reorganization,-6.715516905798907
2018,anomaly,P_NS_reorganization_index,P_NS_reorganization,3.4668396333935396
2019,anomaly,P_NS_reorganization_index,P_NS_reorganization,6.48350694762267
2020,anomaly,P_NS_reorganization_index,P_NS_reorganization,-2.221759378270618
2021,anomaly,P_NS_reorganization_index,P_NS_reorganization,-0.4917784164544635
2022,anomaly,P_NS_reorganization_index,P_NS_reorganization,-0.574792443529332
2023,anomaly,P_NS_reorganization_index,P_NS_reorganization,7.660621937972071
1979,anomaly,P_total_strength_z,P_strength,0.978735356942556
1980,anomaly,P_total_strength_z,P_strength,0.6040401597808822
1981,anomaly,P_total_strength_z,P_strength,-0.9253462052704
1982,anomaly,P_total_strength_z,P_strength,0.19652273349527796
1983,anomaly,P_total_strength_z,P_strength,-0.6946788923075551
1984,anomaly,P_total_strength_z,P_strength,1.6569790192959262
1985,anomaly,P_total_strength_z,P_strength,-0.45591389383866526
1986,anomaly,P_total_strength_z,P_strength,0.21253896527747818
1987,anomaly,P_total_strength_z,P_strength,1.2370068168332229
1988,anomaly,P_total_strength_z,P_strength,1.1108365259033868
1989,anomaly,P_total_strength_z,P_strength,0.9261215934316837
1990,anomaly,P_total_strength_z,P_strength,-0.7457946958300119
1991,anomaly,P_total_strength_z,P_strength,-0.03529163191027506
1992,anomaly,P_total_strength_z,P_strength,-0.7466460697239355
1993,anomaly,P_total_strength_z,P_strength,-0.3619159432400314
1994,anomaly,P_total_strength_z,P_strength,-1.3357691900934499
1995,anomaly,P_total_strength_z,P_strength,-0.7756473966849303
1996,anomaly,P_total_strength_z,P_strength,0.7844198862884669
1997,anomaly,P_total_strength_z,P_strength,-0.41975674269161817
1998,anomaly,P_total_strength_z,P_strength,0.8684250688573446
1999,anomaly,P_total_strength_z,P_strength,-0.6667900492723532
2000,anomaly,P_total_strength_z,P_strength,0.44210328452269276
2001,anomaly,P_total_strength_z,P_strength,-0.2288951140440849
2002,anomaly,P_total_strength_z,P_strength,0.10470057042592365
2003,anomaly,P_total_strength_z,P_strength,-0.6249644009544302
2004,anomaly,P_total_strength_z,P_strength,1.8295498679207762
2005,anomaly,P_total_strength_z,P_strength,-2.323311701705609
2006,anomaly,P_total_strength_z,P_strength,-0.21266778654953974
2007,anomaly,P_total_strength_z,P_strength,0.5922356586235509
2008,anomaly,P_total_strength_z,P_strength,-2.3211886698126585
2009,anomaly,P_total_strength_z,P_strength,0.14619108862112437
2010,anomaly,P_total_strength_z,P_strength,0.33803353196656116
2011,anomaly,P_total_strength_z,P_strength,-1.0007575383876692
2012,anomaly,P_total_strength_z,P_strength,0.9802809786937122
2013,anomaly,P_total_strength_z,P_strength,-0.2856963645530311
2014,anomaly,P_total_strength_z,P_strength,-1.6747524682653625
2015,anomaly,P_total_strength_z,P_strength,0.1307852125067919
2016,anomaly,P_total_strength_z,P_strength,0.6630896076230047
2017,anomaly,P_total_strength_z,P_strength,1.648461464665351
2018,anomaly,P_total_strength_z,P_strength,-0.8975413547919312
2019,anomaly,P_total_strength_z,P_strength,-0.4463466727180905
2020,anomaly,P_total_strength_z,P_strength,2.2361927525187477
2021,anomaly,P_total_strength_z,P_strength,-0.030508170091766845
2022,anomaly,P_total_strength_z,P_strength,-0.7862765642255022
2023,anomaly,P_total_strength_z,P_strength,0.30920737276844057
1979,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-7.761644808983225
1980,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-3.312483102778814
1981,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,0.3847115763649034
1982,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.089995400424844
1983,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-3.3464614814778595
1984,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.5201491955861752
1985,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.7232517174994166
1986,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,3.6545993880811065
1987,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.38974382800177
1988,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.7671950703602555
1989,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.9052478579399823
1990,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,3.419020596765216
1991,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,7.297122550781065
1992,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.5955157848330435
1993,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.77031184691543
1994,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.4200709139927923
1995,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.466110299048543
1996,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.0504242455993322
1997,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-3.9154501546727603
1998,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-6.028792914205054
1999,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,6.42202227280025
2000,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.34557407599930035
2001,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.879584779075258
2002,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.4553744335575995
2003,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.7860973012911177
2004,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-3.5967826904956417
2005,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,5.385185555353843
2006,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.162695887035593
2007,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.9767584635747433
2008,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,0.9730588607043409
2009,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,3.631226161949948
2010,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.102681291656284
2011,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.4055442383556754
2012,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-1.4593598884980614
2013,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.515062195739204
2014,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,0.25650683076506464
2015,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-4.337959710126971
2016,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-2.0208583760028
2017,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-8.808228133936595
2018,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,5.2061734849874775
2019,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,4.584091823431275
2020,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-3.062408950043373
2021,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,-0.5579221344319008
2022,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,0.877856270217634
2023,anomaly,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,5.472399225825746
1979,local_background_removed,P_total_strength_transition,P_strength,1.560424634680175e-14
1980,local_background_removed,P_total_strength_transition,P_strength,-6.240538587310421e-15
1981,local_background_removed,P_total_strength_transition,P_strength,-2.9470015517445246e-15
1982,local_background_removed,P_total_strength_transition,P_strength,-9.714593061101258e-15
1983,local_background_removed,P_total_strength_transition,P_strength,-2.7023967981015706e-14
1984,local_background_removed,P_total_strength_transition,P_strength,1.476328157434821e-14
1985,local_background_removed,P_total_strength_transition,P_strength,-4.413615116118243e-15
1986,local_background_removed,P_total_strength_transition,P_strength,-2.589591523451768e-14
1987,local_background_removed,P_total_strength_transition,P_strength,-3.862638196234888e-15
1988,local_background_removed,P_total_strength_transition,P_strength,-2.3544113750173467e-14
1989,local_background_removed,P_total_strength_transition,P_strength,-4.164225562907883e-15
1990,local_background_removed,P_total_strength_transition,P_strength,1.3206046806046305e-14
1991,local_background_removed,P_total_strength_transition,P_strength,-1.004517921303127e-14
1992,local_background_removed,P_total_strength_transition,P_strength,1.478358072402812e-14
1993,local_background_removed,P_total_strength_transition,P_strength,1.142552139126536e-14
1994,local_background_removed,P_total_strength_transition,P_strength,-1.360043028554176e-14
1995,local_background_removed,P_total_strength_transition,P_strength,2.8389810766621284e-15
1996,local_background_removed,P_total_strength_transition,P_strength,-1.3548232472079126e-14
1997,local_background_removed,P_total_strength_transition,P_strength,1.2826162719179363e-14
1998,local_background_removed,P_total_strength_transition,P_strength,9.591348223758929e-15
1999,local_background_removed,P_total_strength_transition,P_strength,2.5460933455662393e-15
2000,local_background_removed,P_total_strength_transition,P_strength,1.0987639733884376e-14
2001,local_background_removed,P_total_strength_transition,P_strength,1.3931016437471774e-14
2002,local_background_removed,P_total_strength_transition,P_strength,1.1402322363059744e-14
2003,local_background_removed,P_total_strength_transition,P_strength,-2.424298447486763e-15
2004,local_background_removed,P_total_strength_transition,P_strength,7.365691455282743e-15
2005,local_background_removed,P_total_strength_transition,P_strength,-1.0532358805349184e-14
2006,local_background_removed,P_total_strength_transition,P_strength,4.0366309077769995e-15
2007,local_background_removed,P_total_strength_transition,P_strength,-2.504770076574989e-15
2008,local_background_removed,P_total_strength_transition,P_strength,-8.72283460531122e-15
2009,local_background_removed,P_total_strength_transition,P_strength,-1.502137076313568e-15
2010,local_background_removed,P_total_strength_transition,P_strength,9.801589416872306e-16
2011,local_background_removed,P_total_strength_transition,P_strength,-8.828680171499339e-15
2012,local_background_removed,P_total_strength_transition,P_strength,4.9848911856815106e-15
2013,local_background_removed,P_total_strength_transition,P_strength,-1.451099214261215e-14
2014,local_background_removed,P_total_strength_transition,P_strength,2.08095283004366e-14
2015,local_background_removed,P_total_strength_transition,P_strength,-1.0775948601508141e-14
2016,local_background_removed,P_total_strength_transition,P_strength,1.582463711475509e-14
2017,local_background_removed,P_total_strength_transition,P_strength,2.708486543005545e-15
2018,local_background_removed,P_total_strength_transition,P_strength,-3.186966499746353e-15
2019,local_background_removed,P_total_strength_transition,P_strength,-3.0622717231411728e-15
2020,local_background_removed,P_total_strength_transition,P_strength,-3.1434683218608244e-15
2021,local_background_removed,P_total_strength_transition,P_strength,1.4847378051593567e-15
2022,local_background_removed,P_total_strength_transition,P_strength,8.264653798250327e-16
2023,local_background_removed,P_total_strength_transition,P_strength,2.1232910565189078e-14
1979,local_background_removed,P_centroid_lat_transition,P_position,-3.889557521946763
1980,local_background_removed,P_centroid_lat_transition,P_position,-0.9009334827100446
1981,local_background_removed,P_centroid_lat_transition,P_position,-0.9294810225994823
1982,local_background_removed,P_centroid_lat_transition,P_position,-4.245111541065491
1983,local_background_removed,P_centroid_lat_transition,P_position,-1.6021222099924906
1984,local_background_removed,P_centroid_lat_transition,P_position,-0.772254801350492
1985,local_background_removed,P_centroid_lat_transition,P_position,-3.9449852602800135
1986,local_background_removed,P_centroid_lat_transition,P_position,-0.9265656193893008
1987,local_background_removed,P_centroid_lat_transition,P_position,-2.1310552627709534
1988,local_background_removed,P_centroid_lat_transition,P_position,2.8304583897815085
1989,local_background_removed,P_centroid_lat_transition,P_position,-3.493811118163819
1990,local_background_removed,P_centroid_lat_transition,P_position,1.634877065058383
1991,local_background_removed,P_centroid_lat_transition,P_position,5.796174906304557
1992,local_background_removed,P_centroid_lat_transition,P_position,-0.4554863836694949
1993,local_background_removed,P_centroid_lat_transition,P_position,0.2721995240283057
1994,local_background_removed,P_centroid_lat_transition,P_position,-0.3088147369888574
1995,local_background_removed,P_centroid_lat_transition,P_position,2.6011543407179225
1996,local_background_removed,P_centroid_lat_transition,P_position,1.320097936326043
1997,local_background_removed,P_centroid_lat_transition,P_position,-2.7828615278377313
1998,local_background_removed,P_centroid_lat_transition,P_position,-4.298370707576744
1999,local_background_removed,P_centroid_lat_transition,P_position,2.1772127484413026
2000,local_background_removed,P_centroid_lat_transition,P_position,0.5001385014321826
2001,local_background_removed,P_centroid_lat_transition,P_position,2.930504126223976
2002,local_background_removed,P_centroid_lat_transition,P_position,-2.9574463467180685
2003,local_background_removed,P_centroid_lat_transition,P_position,-1.3900417749178757
2004,local_background_removed,P_centroid_lat_transition,P_position,-3.8692671434664376
2005,local_background_removed,P_centroid_lat_transition,P_position,0.4847151221244417
2006,local_background_removed,P_centroid_lat_transition,P_position,0.8647461827668259
2007,local_background_removed,P_centroid_lat_transition,P_position,1.338040332585365
2008,local_background_removed,P_centroid_lat_transition,P_position,-0.11807598011163023
2009,local_background_removed,P_centroid_lat_transition,P_position,4.435806996196025
2010,local_background_removed,P_centroid_lat_transition,P_position,1.8284415877102305
2011,local_background_removed,P_centroid_lat_transition,P_position,-1.6985863889109822
2012,local_background_removed,P_centroid_lat_transition,P_position,-1.1374375081947505
2013,local_background_removed,P_centroid_lat_transition,P_position,0.356235817222057
2014,local_background_removed,P_centroid_lat_transition,P_position,0.9007799107395549
2015,local_background_removed,P_centroid_lat_transition,P_position,-1.8541832363351212
2016,local_background_removed,P_centroid_lat_transition,P_position,-2.416406097020893
2017,local_background_removed,P_centroid_lat_transition,P_position,-4.453620224833081
2018,local_background_removed,P_centroid_lat_transition,P_position,1.7025422399421082
2019,local_background_removed,P_centroid_lat_transition,P_position,3.8374768316201973
2020,local_background_removed,P_centroid_lat_transition,P_position,-1.1004376799020648
2021,local_background_removed,P_centroid_lat_transition,P_position,-0.19793121157298188
2022,local_background_removed,P_centroid_lat_transition,P_position,-1.628888393450314
2023,local_background_removed,P_centroid_lat_transition,P_position,4.1885509753996075
1979,local_background_removed,P_spread_lat_transition,P_spread,-1.4946808627149846
1980,local_background_removed,P_spread_lat_transition,P_spread,-0.5080733812399352
1981,local_background_removed,P_spread_lat_transition,P_spread,0.35998348400133295
1982,local_background_removed,P_spread_lat_transition,P_spread,0.1035131840075989
1983,local_background_removed,P_spread_lat_transition,P_spread,0.5038504218993154
1984,local_background_removed,P_spread_lat_transition,P_spread,-1.1595532860771023
1985,local_background_removed,P_spread_lat_transition,P_spread,2.1142069297054826
1986,local_background_removed,P_spread_lat_transition,P_spread,1.8204724012073612
1987,local_background_removed,P_spread_lat_transition,P_spread,-0.8311296510622919
1988,local_background_removed,P_spread_lat_transition,P_spread,-0.14335242316608587
1989,local_background_removed,P_spread_lat_transition,P_spread,0.677761103211453
1990,local_background_removed,P_spread_lat_transition,P_spread,0.4979655016769051
1991,local_background_removed,P_spread_lat_transition,P_spread,-1.203374762772805
1992,local_background_removed,P_spread_lat_transition,P_spread,-0.5663769665443743
1993,local_background_removed,P_spread_lat_transition,P_spread,-0.7662540431071552
1994,local_background_removed,P_spread_lat_transition,P_spread,-1.1182713081853777
1995,local_background_removed,P_spread_lat_transition,P_spread,0.26812171482649205
1996,local_background_removed,P_spread_lat_transition,P_spread,0.3957384693956989
1997,local_background_removed,P_spread_lat_transition,P_spread,-0.002569739866717491
1998,local_background_removed,P_spread_lat_transition,P_spread,2.0057124620912328
1999,local_background_removed,P_spread_lat_transition,P_spread,0.6431086360862017
2000,local_background_removed,P_spread_lat_transition,P_spread,-0.10644485343300847
2001,local_background_removed,P_spread_lat_transition,P_spread,-0.30263784968692553
2002,local_background_removed,P_spread_lat_transition,P_spread,1.4545748776995548
2003,local_background_removed,P_spread_lat_transition,P_spread,0.6912079939067386
2004,local_background_removed,P_spread_lat_transition,P_spread,1.5568396718832869
2005,local_background_removed,P_spread_lat_transition,P_spread,2.7201092405886254
2006,local_background_removed,P_spread_lat_transition,P_spread,-0.5235217685970026
2007,local_background_removed,P_spread_lat_transition,P_spread,-0.9588105876546651
2008,local_background_removed,P_spread_lat_transition,P_spread,-0.24703057296868902
2009,local_background_removed,P_spread_lat_transition,P_spread,-1.5462465396962788
2010,local_background_removed,P_spread_lat_transition,P_spread,1.098119459860424
2011,local_background_removed,P_spread_lat_transition,P_spread,-1.863979356361408
2012,local_background_removed,P_spread_lat_transition,P_spread,0.21768386443380505
2013,local_background_removed,P_spread_lat_transition,P_spread,-1.057973108238507
2014,local_background_removed,P_spread_lat_transition,P_spread,-0.0017123897660740184
2015,local_background_removed,P_spread_lat_transition,P_spread,-1.5167745966568535
2016,local_background_removed,P_spread_lat_transition,P_spread,-0.713657116891655
2017,local_background_removed,P_spread_lat_transition,P_spread,-1.2875896277401493
2018,local_background_removed,P_spread_lat_transition,P_spread,-1.0858827923949992
2019,local_background_removed,P_spread_lat_transition,P_spread,1.0798489695015894
2020,local_background_removed,P_spread_lat_transition,P_spread,-1.9350347551059475
2021,local_background_removed,P_spread_lat_transition,P_spread,0.6066289138363228
2022,local_background_removed,P_spread_lat_transition,P_spread,1.0045647295222082
2023,local_background_removed,P_spread_lat_transition,P_spread,0.14528553136358013
1979,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.29626391740522096
1980,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.09323410981671754
1981,local_background_removed,P_main_band_share_transition,P_rainband_component,0.003767853395230507
1982,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.24049499404138022
1983,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.13466477602115445
1984,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.1496679214231359
1985,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.2883150637017331
1986,local_background_removed,P_main_band_share_transition,P_rainband_component,0.05193266800250591
1987,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.16960723484441362
1988,local_background_removed,P_main_band_share_transition,P_rainband_component,0.294136118208634
1989,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.1460007685067936
1990,local_background_removed,P_main_band_share_transition,P_rainband_component,0.1659419875579986
1991,local_background_removed,P_main_band_share_transition,P_rainband_component,0.4200075197496428
1992,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.07644452830132836
1993,local_background_removed,P_main_band_share_transition,P_rainband_component,0.13064108450695078
1994,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.025667069877114757
1995,local_background_removed,P_main_band_share_transition,P_rainband_component,0.13861560434956183
1996,local_background_removed,P_main_band_share_transition,P_rainband_component,0.02233242864730159
1997,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.30077669544089475
1998,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.36958031916772704
1999,local_background_removed,P_main_band_share_transition,P_rainband_component,0.3423421446115295
2000,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.00946676370856939
2001,local_background_removed,P_main_band_share_transition,P_rainband_component,0.27435659616908037
2002,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.1849474144894659
2003,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.17812527469081685
2004,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.2522658848120535
2005,local_background_removed,P_main_band_share_transition,P_rainband_component,0.23294460196974262
2006,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.0027643870295928075
2007,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.025965463017188696
2008,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.024297524433547615
2009,local_background_removed,P_main_band_share_transition,P_rainband_component,0.18830809361793732
2010,local_background_removed,P_main_band_share_transition,P_rainband_component,0.23292343869708998
2011,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.04618339647358452
2012,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.09986589326032258
2013,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.0636407152456315
2014,local_background_removed,P_main_band_share_transition,P_rainband_component,0.045057698579452965
2015,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.2911676672534347
2016,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.18791061169164403
2017,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.26911209258432706
2018,local_background_removed,P_main_band_share_transition,P_rainband_component,0.2601506538279643
2019,local_background_removed,P_main_band_share_transition,P_rainband_component,0.2781550188742448
2020,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.18797474339382858
2021,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.12348936603081495
2022,local_background_removed,P_main_band_share_transition,P_rainband_component,-0.01762957338434068
2023,local_background_removed,P_main_band_share_transition,P_rainband_component,0.37222662100065873
1979,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.25854621611427175
1980,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.15582182208049167
1981,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.09221392396365191
1982,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.2482522939040394
1983,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.27602304812397943
1984,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.14722018895812183
1985,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.05973549620616753
1986,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.03160566503394435
1987,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.13369057566816112
1988,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.2336842196989128
1989,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.22366722844633302
1990,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.21582209964333088
1991,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.15900807003952444
1992,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.06689926305714788
1993,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.04865581163245981
1994,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.014496960202812131
1995,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.142249380101373
1996,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.021582247388738984
1997,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.08694605368488015
1998,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.33495937198761294
1999,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.1932454167615223
2000,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.04375815312276299
2001,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.10308451455129802
2002,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.21700175841737185
2003,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.018230086938228623
2004,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.21864750881130238
2005,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.08955564963540841
2006,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.07060876771806657
2007,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.2564818599699207
2008,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.040012226270748574
2009,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.18580485451358247
2010,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.021844582071573374
2011,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.1555280767600884
2012,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.16273677319568886
2013,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.05601718190889879
2014,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.0846374644987722
2015,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.18712877693774577
2016,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.01660089881287294
2017,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.4848120010789328
2018,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.14836415014567444
2019,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,-0.282895376577066
2020,local_background_removed,P_south_band_share_18_24_transition,P_rainband_component,0.13897678111641085
