mode,source_feature,information_form,window_name,target_name,target_family,n_valid_years,pearson_r,spearman_r,perm_p,high_low_diff,boot_ci_low,boot_ci_high,ci_excludes_zero,support_flag,primary_score,experiment_a_policy
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_NS_reorganization_index,P_NS_reorganization,45,0.1045811943160191,0.08304331747586681,0.495,0.73443262491964,-2.315045213018056,3.528768876834675,False,False,0.3884381185422981,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_centroid_lat_transition,P_position,45,0.09246444938639764,0.12573980083451783,0.495,0.7308651114124068,-1.6544817233040015,2.5023137569731,False,False,0.4311346019009491,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_main_minus_south_transition,P_rainband_component,45,0.10680780217554656,0.06344052951875032,0.565,0.061224297751449976,-0.1444656554916224,0.36305884009818357,False,False,0.3113920816993118,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_position_only,P_position_only,45,0.09246444938639764,0.12573980083451783,0.52,0.26985715288504497,-0.5183740943829793,0.9617485483618633,False,False,0.40973645719971863,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.08350792384471056,0.07639716676437869,0.595,0.46410812082126707,-2.147266128032212,3.0646330896489498,False,False,0.30188020103582913,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_rainband_composite,P_rainband_only,45,0.10537223029073083,0.06605871010206382,0.46,0.4645754720345951,-1.1228197195137553,2.8027748390002944,False,False,0.40330087842048973,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_000_011,P_rainband_main_minus_south,P_rainband_only,45,0.10680780217554657,0.06344052951875032,0.455,0.16718304541791906,-0.47552655998940224,0.891206109521671,False,False,0.40542913286163784,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_NS_reorganization_index,P_NS_reorganization,45,0.06360465024883273,0.07115286035769089,0.67,0.8606381691472749,-1.7834013651905671,3.480484377767056,False,False,0.24507805765686444,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_centroid_lat_transition,P_position,45,0.056110895108406084,0.1259679036698014,0.73,0.6567401316892898,-1.3916634937174235,2.6305324934012604,False,False,0.2626450435493455,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_main_minus_south_transition,P_rainband_component,45,0.06306686928927284,0.04954693087700499,0.66,0.08088395511120634,-0.15549099916535278,0.33764707655322224,False,False,0.2300029953351363,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_position_only,P_position_only,45,0.05611089510840607,0.1259679036698014,0.755,0.24248800408673163,-0.4444823762507134,0.8565552403275793,False,False,0.24802095204061314,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.0384833595564025,0.06741850217584394,0.785,0.9187729778027209,-1.3717191157026056,3.3355250805085426,False,False,0.1725488454305914,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_rainband_composite,P_rainband_only,45,0.06412878126466663,0.05101400016273058,0.7,0.6181501650605432,-1.4006438088513906,2.4768036709403125,False,False,0.20591596014847377,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_001_012,P_rainband_main_minus_south,P_rainband_only,45,0.06306686928927284,0.04954693087700499,0.65,0.22086698316792824,-0.4565101654272275,0.8629762892682854,False,False,0.2366335742341494,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_NS_reorganization_index,P_NS_reorganization,45,0.07435150668584643,0.07495896368621631,0.585,0.9781886364311365,-1.752350329520125,3.724125942868192,False,False,0.3078030976040359,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_centroid_lat_transition,P_position,45,0.07060658499238462,0.1449162171620534,0.585,0.9136152032951788,-0.8014465436747519,2.3983809412105694,False,False,0.377760351079873,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_main_minus_south_transition,P_rainband_component,45,0.07027635264213714,0.044548565607110756,0.685,0.08284736798259962,-0.16401155330326245,0.27866221272778474,False,False,0.20885799411468517,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_position_only,P_position_only,45,0.0706065849923846,0.1449162171620534,0.655,0.33733392625251435,-0.47073566978275,0.8432768847613014,False,False,0.3286749171702703,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.029158966506517503,0.03367818208321996,0.815,0.8078884215246309,-1.6870889556738076,3.2972412096818435,False,False,0.12252057334324337,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_rainband_composite,P_rainband_only,45,0.0732312422711225,0.047482902263866554,0.63,0.640854710178622,-1.1865137565540036,2.7124919640663805,False,False,0.24814235281028485,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_002_013,P_rainband_main_minus_south,P_rainband_only,45,0.07027635264213711,0.044548565607110756,0.635,0.22622840592503113,-0.46878108478402175,0.8789662009951456,False,False,0.24177484031513508,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_003_014,P_NS_reorganization_index,P_NS_reorganization,45,0.06369707939820714,0.07468212248654087,0.715,0.6530052748985062,-2.393163549999367,3.550174006057442,False,False,0.22037608068546027,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_003_014,P_centroid_lat_transition,P_position,45,0.06699476661520239,0.1509645761692219,0.64,0.6566505114463117,-1.2490334570934414,2.7459452845837378,False,False,0.3447846021853347,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_003_014,P_main_minus_south_transition,P_rainband_component,45,0.05718361045786596,0.03707433937724707,0.76,0.051256279168865174,-0.18865266461564192,0.33984741034367527,False,False,0.1562607470964557,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_003_014,P_position_only,P_position_only,45,0.0669947666152024,0.1509645761692219,0.725,0.24245491362553256,-0.5530035215184336,0.9128839501106508,False,False,0.2906265695982282,screen
anomaly,H_zonal_width_sliding_post_state,post_state,sliding_003_014,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.014418968910106314,0.012135844904062892,0.945,0.16640571949924166,-2.3374012179440236,3.072004101827232,False,False,0.036704036394799966,screen
