year,mode,z_P_centroid_lat_transition,z_P_main_band_share_transition,z_P_south_band_share_18_24_transition,z_P_main_minus_south_transition,P_NS_reorganization_index,P_rainband_composite
1979,anomaly,-1.3123770462492845,-1.2137849719775025,1.266020370598637,-1.3052837440241252,-5.097466132849549,-3.785089086600265
1980,anomaly,-0.2579371655060064,-0.3596529511886008,0.6816427850675518,-0.5312479959874945,-1.8304808977496536,-1.572543732243647
1981,anomaly,-0.20701043842676264,0.06072154425549211,-0.5127421082184397,0.2771400473482899,0.643593261395459,0.8506036998222217
1982,anomaly,-1.5537147608640889,-0.9253019664961001,1.1181190965054464,-1.067173392641681,-4.664309216507316,-3.110594455643228
1983,anomaly,-0.4620120374197061,-0.6220843001604442,1.351235546553996,-1.0000658329003944,-3.43539771703454,-2.973385679614835
1984,anomaly,-0.4080746220497389,-0.839412166423277,0.8198218594148998,-0.8764269419184436,-2.943735589806359,-2.5356609677566206
1985,anomaly,-2.333712521040294,-1.906695332418233,0.23666369408094273,-1.2245313052161966,-5.701602852755666,-3.367890331715372
1986,anomaly,-0.025405796431233366,0.39446563859753364,-0.4724975294862251,0.45298215755768956,1.2945395292102149,1.3199453256414482
1987,anomaly,-0.6893642206171466,-0.6186118324127503,0.5220974921374762,-0.6072007756221139,-2.437274320789487,-1.7479101001723403
1988,anomaly,1.2736265523978918,1.6817502932571884,-1.756250406448426,1.809527742931111,6.5211549950346175,5.247528442636725
1989,anomaly,-1.161062492130397,-0.5831877720191493,1.081771879007623,-0.850341751193766,-3.6763638943509354,-2.515301402220538
1990,anomaly,0.7774806259834681,0.8986927009396223,-1.4949803112676452,1.2292854691504738,4.400439107341209,3.622958481357741
1991,anomaly,2.411591493641148,2.2042972507252654,-1.1698312099364012,1.8381224043900295,7.623842358692844,5.212250865051696
1992,anomaly,-0.010942509348546509,-0.3264677961626527,-0.7028326575009011,0.1407351824180966,0.5061575344077984,0.517100043756345
1993,anomaly,0.04584085721424459,0.7473996057033365,-0.34692742140539906,0.5998051016609264,1.7399729859839064,1.6941321287696618
1994,anomaly,0.04866528736226786,-0.03008924736128781,-0.257431292554877,0.10378401198366469,0.3797913445395218,0.33112605717725385
1995,anomaly,0.9461074173898854,0.691368402142655,-0.9762626604230767,0.8637539596102104,3.4774924395658275,2.531385022175942
1996,anomaly,0.6104177061486957,0.20640466875548985,-0.29207565648699296,0.25816046972400325,1.3670585011151817,0.7566407949664861
1997,anomaly,-0.858271522093394,-1.3444375553861734,0.16602307235744687,-0.8630326307272166,-3.2317647805642307,-2.373493258470837
1998,anomaly,-1.4653961430928586,-1.5896780018679166,1.6507446998817472,-1.7060503019111344,-6.411869146753657,-4.946473003660798
1999,anomaly,1.1075393618741367,1.8452142063402848,-1.4420478781425472,1.7568362128802484,6.151637659237217,5.04409829736308
2000,anomaly,0.2938286417340263,0.04441823887190233,-0.453705551927408,0.2397949268434362,1.031747359376773,0.7379187176427465
2001,anomaly,1.149486740868391,1.2562753660752766,-0.6837382879323463,1.05561072823293,4.1451111231089435,2.9956243822405524
2002,anomaly,-0.9496072124926821,-0.7770119043755035,1.06595497661322,-0.9560247012035983,-3.7485987946850043,-2.798991582192322
2003,anomaly,-0.36167980750987766,-0.7603312977063392,-0.12114393595273101,-0.38671464548978957,-1.3875818147532755,-1.0259020072433978
2004,anomaly,-1.2717419250893212,-1.0820882158391119,1.0629072778588697,-1.132666721724487,-4.54940414051179,-3.2776622154224686
2005,anomaly,0.298069362014423,1.100926202142911,-0.837689100422682,1.037499722255301,3.2741843868353167,2.976115024820894
2006,anomaly,0.37937457830107474,0.021562933486623404,0.21368787091234123,-0.08814125556205149,0.09910838531330543,-0.28026619298776934
2007,anomaly,1.1531127321577024,0.1965086034862198,1.6368869331237332,-0.6568881461670114,-0.9441537436468225,-2.097266475804525
2008,anomaly,0.14597123841494394,-0.0014021915176571306,0.01704786685575064,-0.008854488207565403,0.11866669183397077,-0.02730454658097317
2009,anomaly,1.8792341506190569,0.9075887528721398,-1.4177231425138561,1.1980608651952924,5.402606911200345,3.523372760581288
2010,anomaly,0.8131908631080608,1.235715953939816,-0.19975067476338376,0.8154683142002318,3.064125806011492,2.2509349429034313
2011,anomaly,-0.5436194190281883,-0.22216109096027845,0.8456911597257615,-0.5283204027594067,-2.139792072473635,-1.5961726534454468
2012,anomaly,-0.298850072796957,-0.38413192702314863,0.6607940284762359,-0.5357091611806009,-1.8794851894769424,-1.5806351166799855
2013,anomaly,0.24428319051167016,-0.2049968959825987,0.1217270952938776,-0.17704002389417417,-0.2594808246589803,-0.5037640151706505
2014,anomaly,0.3159203122664663,0.1018443338164253,-0.5869628765654454,0.336130272101012,1.340857794749349,1.0249374824828827
2015,anomaly,-0.5504109507426266,-1.2718686407373203,0.8885914808038092,-1.1612762642357064,-3.872147336519462,-3.321736385776836
2016,anomaly,-0.7977856089267167,-0.7718616055894599,-0.028473913657139565,-0.4371277831419078,-1.978301084000945,-1.1805154750742282
2017,anomaly,-1.5141889256422194,-1.127510871832322,2.3214064836287656,-1.7524106246955997,-6.715516905798907,-5.201327980156687
2018,anomaly,0.44651652601940645,1.3063061157820146,-0.6466738075555146,1.0673431840366037,3.4668396333935396,3.020323107374133
2019,anomaly,1.5760155681475234,1.4152021987770602,-1.8120484404744108,1.680240740223676,6.48350694762267,4.907491379475147
2020,anomaly,-0.1826675171338999,-0.6962073074633863,0.6364748241035898,-0.7064097295697419,-2.221759378270618,-2.039091861136718
2021,anomaly,0.056137769840295476,-0.519887628082465,-0.18719814863313974,-0.21522670684543377,-0.4917784164544635,-0.547916186294759
2022,anomaly,-0.5130600098336585,-0.07987718042631249,-0.0440202903567195,-0.02587554362608043,-0.574792443529332,-0.061732433695673425
2023,anomaly,1.7564817484508242,1.9420776414427352,-1.9223031903760157,2.0397593577024957,7.660621937972071,5.904140189521247
1979,local_background_removed,-1.4267451629460477,-1.3587458053310855,1.2990552622579183,-1.3902278713406622,-5.474774101875714,-4.048028938929666
1980,local_background_removed,-0.23882733131278655,-0.3680215425958479,0.7074928552886477,-0.5468870558933941,-1.8612287850906761,-1.62240145377789
1981,local_background_removed,-0.25017440315544826,0.10531879904406442,-0.7208788992922731,0.4048067607088711,0.9808300558897604,1.2310044590452085
1982,local_background_removed,-1.5680707207528706,-1.0866102694734054,1.2397753078019496,-1.208011261522714,-5.10246755955094,-3.534396838798069
1983,local_background_removed,-0.5175357207065164,-0.5701907054274081,1.3996996798483545,-0.9927052035669377,-3.4801313095492166,-2.9625955888427002
1984,local_background_removed,-0.18768014848509748,-0.6434015326632475,0.6579583426580604,-0.678819268740594,-2.1678592925469995,-1.980179144061902
1985,local_background_removed,-1.4487765720054444,-1.3199577952427373,0.15415731366104582,-0.8199371394849547,-3.7428288203941817,-2.294052248388738
1986,local_background_removed,-0.24901558912788663,0.34034857623957004,-0.3718520895270635,0.3704848628374021,0.8336699394761491,1.0826855286040358
1987,local_background_removed,-0.7277759506205559,-0.7406993719479102,0.5800449056555441,-0.696498704401122,-2.745018932625132,-2.0172429820045763
1988,local_background_removed,1.2443257464748776,1.522228407026469,-1.5355686275401244,1.5959174040372894,5.898040185078761,4.653714438603883
1989,local_background_removed,-1.269443942154636,-0.6255069318037316,1.0981964682823384,-0.8795630314232199,-3.872710373663926,-2.60326643150929
1990,local_background_removed,0.7691062621368464,0.8966796903905028,-1.4327054387810902,1.193060478709023,4.291551870017463,3.522445607880616
1991,local_background_removed,2.4231382994404806,2.1364429057365015,-1.1055285844596223,1.737125751264552,7.402235540901157,4.979097241460676
1992,local_background_removed,-0.06177108567851803,-0.286093445603409,-0.5750985140359927,0.11373876658676005,0.34097274934082566,0.40274383501934374
1993,local_background_removed,0.22746939898385676,0.7244219240825085,-0.47003933955532795,0.6346091308436135,2.0565397934653067,1.82907039448145
1994,local_background_removed,-0.0034720617131479225,-0.03831475409788242,-0.27332761824419366,0.10925706978781666,0.34079787222098,0.34426993393412786
1995,local_background_removed,1.1531820076933643,0.7633351771933573,-1.0090197556588947,0.9147574132403264,3.840294353785943,2.6871123460925785
1996,local_background_removed,0.6439879016010631,0.19590833044370126,-0.3141298987657718,0.26119365104561965,1.4152197818561558,0.7712318802550927
1997,local_background_removed,-0.9868558063928637,-1.3807668018802337,0.31085566197926173,-0.9293622143590267,-3.607840484611386,-2.620984678218522
1998,local_background_removed,-1.5892401662120597,-1.7165077465223864,1.7390982611748758,-1.803216626893943,-6.848062800803265,-5.258822634591205
1999,local_background_removed,0.9846737676388497,1.7574592853623279,-1.302692339238709,1.6173412030771868,5.662166595317073,4.677492827678224
2000,local_background_removed,0.318070549288286,0.04073785682438723,-0.4418350295298336,0.23465040047411326,1.0352938361166202,0.7172232868283341
2001,local_background_removed,1.2840919106824176,1.4257103015194736,-0.7834797332391813,1.1811367095792422,4.674418655020315,3.390326744337897
2002,local_background_removed,-1.0562497538274105,-0.8155548246993273,1.0598118028773793,-0.9686019820180218,-3.9002183634221392,-2.8439686095947287
2003,local_background_removed,-0.4332380214114195,-0.7822648388466489,-0.0848612762243571,-0.4015266923442636,-1.532168276377975,-1.0989302549665554
2004,local_background_removed,-1.418680146372895,-1.1440486683914006,1.0692892407679746,-1.1588212556278827,-4.790839311160154,-3.3721591647872584
2005,local_background_removed,0.3119400668110092,1.2236322524445848,-0.7055706059234825,1.029597111164015,3.270740036343091,2.958799969532082
2006,local_background_removed,0.4629947553849814,0.07344343475268414,0.21677358633620236,-0.06231331739617635,0.25735128640528687,-0.20564346897969457
2007,local_background_removed,0.651119642555714,-0.039770822678236756,1.2871671854181315,-0.6389882366498996,-1.3148066021905538,-1.9659262447462678
2008,local_background_removed,0.07234275055607532,-0.031631785148759056,0.04057625878069959,-0.03731435248873583,-0.03717964586211916,-0.10952239641819447
2009,local_background_removed,1.8824194680372774,1.005819546255419,-1.2598441243234813,1.1719568672852136,5.320040005901392,3.4376205378641136
2010,local_background_removed,0.8460442593592856,1.2235289820531834,-0.31564061428635204,0.8427759506284299,3.2279898063272507,2.381945546967965
2011,local_background_removed,-0.5558782879704818,-0.13842824375118107,0.7058012542779221,-0.4163000871310121,-1.8164078731305968,-1.2605295851601153
2012,local_background_removed,-0.33283291563448736,-0.4003826468141105,0.7473142157771382,-0.5842520834509918,-2.0647818616767277,-1.7319489460422406
2013,local_background_removed,0.260872132107396,-0.22361469728328612,0.13274453263420208,-0.1899773435880325,-0.28546444139812466,-0.5463365735055207
2014,local_background_removed,0.4773174361360735,0.3068007977439797,-0.6772480885242339,0.49779607713750507,1.9591623995417922,1.4818449634057187
2015,local_background_removed,-0.6177248993790753,-1.3338776407284967,0.8877812643314441,-1.179185416948712,-4.018569221387728,-3.400844322008653
2016,local_background_removed,-0.8411971571111195,-0.8300143338637013,-0.09424333642443222,-0.4240232376314705,-2.000991392181859,-1.1597942350707395
2017,local_background_removed,-1.6509487208780254,-1.2262530844488555,2.6020596131472575,-1.9394302326610207,-7.418691651135159,-5.767742930257134
2018,local_background_removed,0.7960018056276527,1.3563895849235799,-1.0442330866256468,1.2668451435700734,4.463469620746952,3.6674678151193003
2019,local_background_removed,1.6445952846096368,1.444245459380422,-1.8189625641644631,1.6875735895537116,6.595376897708233,4.950781613098597
2020,local_background_removed,-0.3181262294741647,-0.8303272772394519,0.6104867539440076,-0.7617411192078695,-2.520681379865494,-2.202555150391329
2021,local_background_removed,0.040601905218309704,-0.5156580732245392,-0.18997134236985125,-0.20048418338077773,-0.48556900901715594,-0.5261709142354656
