scope,object,config_id,window_id,start_day,end_day,center_day,main_peak_day,n_member_points,member_candidate_ids,max_member_bootstrap_match_fraction,merge_reason,protected_split_flag,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
joint_all,joint_all,BASELINE,W001,16,20,18,18,1,CP001,0.745,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W002,40,48,44,45,1,CP002,0.993,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W003,75,86,80,81,1,CP003,0.951,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W004,94,99,96,96,1,CP004,0.807,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W005,107,117,112,113,1,CP005,0.987,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W006,128,138,133,132,2,CP006;CP007,0.899,non_overlap,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BASELINE,W007,155,164,160,160,1,CP008,0.962,final_group,False,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W001,14,18,16,16,1,CP001,0.927,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W002,40,48,44,45,1,CP002,0.995,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W003,55,59,57,57,1,CP003,0.331,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W004,65,69,67,67,1,CP004,0.793,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W005,75,86,80,80,1,CP005,0.949,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W006,94,99,96,96,1,CP006,0.904,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W007,108,117,112,113,1,CP007,0.997,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W008,128,137,132,130,2,CP008;CP009,0.907,non_overlap,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_16,W009,154,164,159,160,1,CP010,0.972,final_group,False,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_24,W001,17,21,19,19,1,CP001,0.565,non_overlap,False,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,DET_WIDTH_24,W002,39,48,44,44,1,CP002,0.994,non_overlap,False,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
