scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,baseline_window_id,baseline_main_peak_day,perturbed_window_id,perturbed_main_peak_day,main_peak_delta,baseline_window_start,baseline_window_end,perturbed_window_start,perturbed_window_end,member_candidate_change,merge_split_status,window_start_delta,window_end_delta
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W007,129,W007,129,0,127,131,127,132,False,BOUNDARY_SHIFT_ONLY,0,1
H_only,H,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W005,95,W005,95,0,91,98,92,98,False,BOUNDARY_SHIFT_ONLY,1,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W008,155,W008,155,0,151,158,152,157,False,BOUNDARY_SHIFT_ONLY,1,-1
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W001,19,W001,19,0,17,21,16,21,False,BOUNDARY_SHIFT_ONLY,-1,0
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W005,95,W005,95,0,91,98,91,99,False,BOUNDARY_SHIFT_ONLY,0,1
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W006,115,W006,115,0,110,118,109,119,False,BOUNDARY_SHIFT_ONLY,-1,1
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W001,19,W001,19,0,17,21,17,21,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W002,35,W002,35,0,32,37,32,37,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W003,57,W003,57,0,55,59,55,59,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W005,95,W005,95,0,91,98,91,98,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W006,115,W006,115,0,110,118,110,118,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W008,155,W008,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W001,19,W001,18,-1,17,21,15,22,False,MAIN_PEAK_CHANGED,-2,1
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W002,35,W002,35,0,32,37,32,38,False,BOUNDARY_SHIFT_ONLY,0,1
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W003,57,W003,55,-2,55,59,53,62,True,MAIN_PEAK_CHANGED,-2,3
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W004,77,W004,77,0,72,82,72,82,True,UNCHANGED,0,0
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W005,95,W005,95,0,91,98,92,98,True,BOUNDARY_SHIFT_ONLY,1,0
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W006,115,W006,113,-2,110,118,110,119,True,MAIN_PEAK_CHANGED,0,1
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W007,129,W007,129,0,127,131,127,131,True,UNCHANGED,0,0
H_only,H,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W008,155,W009,155,0,151,158,151,158,True,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W001,18,W001,18,0,15,22,15,22,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W002,35,W002,36,1,32,38,33,39,False,MAIN_PEAK_CHANGED,1,1
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W003,55,W004,54,-1,53,62,52,56,True,MAIN_PEAK_CHANGED,-1,-6
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W004,77,W005,76,-1,72,82,73,80,False,MAIN_PEAK_CHANGED,1,-2
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W005,95,W006,95,0,92,98,92,98,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W006,113,W007,114,1,110,119,111,118,False,MAIN_PEAK_CHANGED,1,-1
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W007,129,W008,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W008,145,W010,142,-3,143,147,140,144,True,MAIN_PEAK_CHANGED,-3,-3
H_only,H,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W009,155,W011,155,0,151,158,153,158,True,BOUNDARY_SHIFT_ONLY,2,0
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W001,18,W001,17,-1,15,22,15,19,False,MAIN_PEAK_CHANGED,0,-3
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W002,35,W002,33,-2,32,38,31,36,False,MAIN_PEAK_CHANGED,-1,-2
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W003,55,W003,60,5,53,62,58,62,True,MAIN_PEAK_CHANGED,5,0
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W004,77,W004,77,0,72,82,72,83,True,BOUNDARY_SHIFT_ONLY,0,1
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W005,95,W005,96,1,92,98,92,98,True,MAIN_PEAK_CHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W006,113,W006,114,1,110,119,110,119,True,MAIN_PEAK_CHANGED,0,0
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W007,129,W007,130,1,127,131,128,132,True,MAIN_PEAK_CHANGED,1,1
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W008,145,W008,152,7,143,147,149,159,True,MAIN_PEAK_CHANGED,6,12
H_only,H,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W009,155,W008,152,-3,151,158,149,159,True,MAIN_PEAK_CHANGED,-2,1
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W001,18,W001,18,0,15,22,15,22,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W002,35,W002,35,0,32,38,32,38,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W003,55,W003,55,0,53,62,53,62,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W005,95,W005,95,0,92,98,92,98,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W006,113,W006,113,0,110,119,110,119,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W008,145,W008,145,0,143,147,143,147,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W009,155,W009,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W001,18,W001,18,0,15,22,15,22,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W002,35,W002,35,0,32,38,32,38,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W003,55,W003,55,0,53,62,53,62,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W004,77,W004,77,0,72,82,72,82,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W005,95,W005,95,0,92,98,92,98,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W006,113,W006,113,0,110,119,110,119,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W007,129,W007,129,0,127,131,127,131,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W008,145,W008,145,0,143,147,143,147,False,UNCHANGED,0,0
H_only,H,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W009,155,W009,155,0,151,158,151,158,False,UNCHANGED,0,0
H_only,H,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W001,18,W001,18,0,15,22,15,22,False,UNCHANGED,0,0
