scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,baseline_candidate_day,perturbed_candidate_day,candidate_match_class,baseline_strict_fraction,perturbed_strict_fraction,baseline_match_fraction,perturbed_match_fraction,match_fraction_delta,baseline_near_fraction,perturbed_near_fraction,baseline_support_class,perturbed_support_class,support_class_changed,bootstrap_status
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,18,18.0,SAME_DAY,0.574,0.391,0.793,0.756,-0.03700000000000003,0.029,0.058,object_weak_candidate,object_weak_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,34,34.0,SAME_DAY,0.513,0.44,0.6,0.587,-0.013000000000000012,0.204,0.151,object_weak_candidate,object_weak_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,45,45.0,SAME_DAY,0.79,0.696,0.985,0.951,-0.03400000000000003,0.01,0.043,object_strong_candidate,object_strong_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,65,65.0,SAME_DAY,0.699,0.628,0.811,0.78,-0.031000000000000028,0.088,0.07,object_candidate,object_weak_candidate,1.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,82,82.0,SAME_DAY,0.538,0.35,0.916,0.824,-0.09200000000000008,0.077,0.163,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,95,95.0,SAME_DAY,0.454,0.348,0.695,0.615,-0.07999999999999996,0.161,0.192,object_weak_candidate,object_weak_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,113,113.0,SAME_DAY,0.665,0.445,0.938,0.908,-0.029999999999999916,0.029,0.055,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,126,126.0,SAME_DAY,0.627,0.451,0.839,0.803,-0.03599999999999992,0.098,0.11,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,138,138.0,SAME_DAY,0.617,0.506,0.918,0.846,-0.07200000000000006,0.063,0.111,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,158,158.0,SAME_DAY,0.726,0.598,0.957,0.889,-0.06799999999999995,0.039,0.105,object_strong_candidate,object_candidate,1.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,18,18.0,SAME_DAY,0.574,0.712,0.793,0.81,0.017000000000000015,0.029,0.022,object_weak_candidate,object_candidate,1.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,34,34.0,SAME_DAY,0.513,0.564,0.6,0.658,0.05800000000000005,0.204,0.19,object_weak_candidate,object_weak_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,45,45.0,SAME_DAY,0.79,0.861,0.985,0.994,0.009000000000000008,0.01,0.001,object_strong_candidate,object_strong_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,65,65.0,SAME_DAY,0.699,0.748,0.811,0.83,0.018999999999999906,0.088,0.107,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,82,82.0,SAME_DAY,0.538,0.702,0.916,0.966,0.04999999999999993,0.077,0.03,object_candidate,object_strong_candidate,1.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,95,95.0,SAME_DAY,0.454,0.539,0.695,0.767,0.07200000000000006,0.161,0.119,object_weak_candidate,object_weak_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,113,113.0,SAME_DAY,0.665,0.825,0.938,0.956,0.018000000000000016,0.029,0.02,object_candidate,object_strong_candidate,1.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,126,126.0,SAME_DAY,0.627,0.717,0.839,0.866,0.027000000000000024,0.098,0.09,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,138,138.0,SAME_DAY,0.617,0.748,0.918,0.943,0.02499999999999991,0.063,0.045,object_candidate,object_candidate,0.0,run
P_only,P,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,158,158.0,SAME_DAY,0.726,0.804,0.957,0.982,0.025000000000000022,0.039,0.016,object_strong_candidate,object_strong_candidate,0.0,run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,126,,MISSING_BASELINE_CANDIDATE,0.627,,0.839,,,0.098,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,138,,MISSING_BASELINE_CANDIDATE,0.617,,0.918,,,0.063,,object_candidate,,,missing_or_not_run
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,158,,MISSING_BASELINE_CANDIDATE,0.726,,0.957,,,0.039,,object_strong_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,18,,MISSING_BASELINE_CANDIDATE,0.574,,0.793,,,0.029,,object_weak_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,34,,MISSING_BASELINE_CANDIDATE,0.513,,0.6,,,0.204,,object_weak_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,45,,MISSING_BASELINE_CANDIDATE,0.79,,0.985,,,0.01,,object_strong_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,65,,MISSING_BASELINE_CANDIDATE,0.699,,0.811,,,0.088,,object_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,82,,MISSING_BASELINE_CANDIDATE,0.538,,0.916,,,0.077,,object_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,95,,MISSING_BASELINE_CANDIDATE,0.454,,0.695,,,0.161,,object_weak_candidate,,,missing_or_not_run
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,113,,MISSING_BASELINE_CANDIDATE,0.665,,0.938,,,0.029,,object_candidate,,,missing_or_not_run
