scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
joint_all,joint_all,PEAK_DISTANCE_5,CP001,18,04-19,1,v10_3_joint_all_PEAK_DISTANCE_5,3.021425291663116,0.3019803443929008,False,45,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP002,45,05-16,2,v10_3_joint_all_PEAK_DISTANCE_5,5.878578493131532,3.6472619692422086,True,45,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP003,81,06-21,3,v10_3_joint_all_PEAK_DISTANCE_5,9.238311473412097,4.2285212740596405,True,81,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP004,96,07-06,4,v10_3_joint_all_PEAK_DISTANCE_5,6.44414632933013,1.1935943825533588,False,81,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP005,113,07-23,5,v10_3_joint_all_PEAK_DISTANCE_5,9.678099825113602,7.556092339736476,True,113,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP006,135,08-14,6,v10_3_joint_all_PEAK_DISTANCE_5,3.7666081070788318,1.4709574724059107,True,135,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_5,CP007,160,09-08,7,v10_3_joint_all_PEAK_DISTANCE_5,7.120567750300529,2.684733245250058,True,160,local_peak_distance,local_peak_min_distance_days,5,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP001,18,04-19,1,v10_3_joint_all_PEAK_DISTANCE_7,3.021425291663116,0.3019803443929008,False,45,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP002,45,05-16,2,v10_3_joint_all_PEAK_DISTANCE_7,5.878578493131532,3.6472619692422086,True,45,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP003,81,06-21,3,v10_3_joint_all_PEAK_DISTANCE_7,9.238311473412097,4.2285212740596405,True,81,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP004,96,07-06,4,v10_3_joint_all_PEAK_DISTANCE_7,6.44414632933013,1.1935943825533588,False,81,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP005,113,07-23,5,v10_3_joint_all_PEAK_DISTANCE_7,9.678099825113602,7.556092339736476,True,113,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP006,135,08-14,6,v10_3_joint_all_PEAK_DISTANCE_7,3.7666081070788318,1.4709574724059107,True,135,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,PEAK_DISTANCE_7,CP007,160,09-08,7,v10_3_joint_all_PEAK_DISTANCE_7,7.120567750300529,2.684733245250058,True,160,local_peak_distance,local_peak_min_distance_days,7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP001,18,04-19,1,v10_3_joint_all_MATCH_RADIUS_1_4_7,3.021425291663116,0.3019803443929008,False,45,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP002,45,05-16,2,v10_3_joint_all_MATCH_RADIUS_1_4_7,5.878578493131532,3.6472619692422086,True,45,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP003,81,06-21,3,v10_3_joint_all_MATCH_RADIUS_1_4_7,9.238311473412097,4.2285212740596405,True,81,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP004,96,07-06,4,v10_3_joint_all_MATCH_RADIUS_1_4_7,6.44414632933013,1.1935943825533588,False,81,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP005,113,07-23,5,v10_3_joint_all_MATCH_RADIUS_1_4_7,9.678099825113602,7.556092339736476,True,113,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP006,132,08-11,6,v10_3_joint_all_MATCH_RADIUS_1_4_7,3.7541518352022365,0.00977477683365846,False,135,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP007,135,08-14,7,v10_3_joint_all_MATCH_RADIUS_1_4_7,3.7666081070788318,1.4709574724059107,True,135,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_1_4_7,CP008,160,09-08,8,v10_3_joint_all_MATCH_RADIUS_1_4_7,7.120567750300529,2.684733245250058,True,160,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP001,18,04-19,1,v10_3_joint_all_MATCH_RADIUS_3_6_9,3.021425291663116,0.3019803443929008,False,45,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP002,45,05-16,2,v10_3_joint_all_MATCH_RADIUS_3_6_9,5.878578493131532,3.6472619692422086,True,45,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP003,81,06-21,3,v10_3_joint_all_MATCH_RADIUS_3_6_9,9.238311473412097,4.2285212740596405,True,81,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP004,96,07-06,4,v10_3_joint_all_MATCH_RADIUS_3_6_9,6.44414632933013,1.1935943825533588,False,81,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP005,113,07-23,5,v10_3_joint_all_MATCH_RADIUS_3_6_9,9.678099825113602,7.556092339736476,True,113,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP006,132,08-11,6,v10_3_joint_all_MATCH_RADIUS_3_6_9,3.7541518352022365,0.00977477683365846,False,135,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP007,135,08-14,7,v10_3_joint_all_MATCH_RADIUS_3_6_9,3.7666081070788318,1.4709574724059107,True,135,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,MATCH_RADIUS_3_6_9,CP008,160,09-08,8,v10_3_joint_all_MATCH_RADIUS_3_6_9,7.120567750300529,2.684733245250058,True,160,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
joint_all,joint_all,BAND_Q30,CP001,18,04-19,1,v10_3_joint_all_BAND_Q30,3.021425291663116,0.3019803443929008,False,45,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP002,45,05-16,2,v10_3_joint_all_BAND_Q30,5.878578493131532,3.6472619692422086,True,45,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP003,81,06-21,3,v10_3_joint_all_BAND_Q30,9.238311473412097,4.2285212740596405,True,81,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP004,96,07-06,4,v10_3_joint_all_BAND_Q30,6.44414632933013,1.1935943825533588,False,81,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP005,113,07-23,5,v10_3_joint_all_BAND_Q30,9.678099825113602,7.556092339736476,True,113,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP006,132,08-11,6,v10_3_joint_all_BAND_Q30,3.7541518352022365,0.00977477683365846,False,135,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP007,135,08-14,7,v10_3_joint_all_BAND_Q30,3.7666081070788318,1.4709574724059107,True,135,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q30,CP008,160,09-08,8,v10_3_joint_all_BAND_Q30,7.120567750300529,2.684733245250058,True,160,candidate_band,band_floor_quantile,0.30,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP001,18,04-19,1,v10_3_joint_all_BAND_Q40,3.021425291663116,0.3019803443929008,False,45,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP002,45,05-16,2,v10_3_joint_all_BAND_Q40,5.878578493131532,3.6472619692422086,True,45,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP003,81,06-21,3,v10_3_joint_all_BAND_Q40,9.238311473412097,4.2285212740596405,True,81,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP004,96,07-06,4,v10_3_joint_all_BAND_Q40,6.44414632933013,1.1935943825533588,False,81,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP005,113,07-23,5,v10_3_joint_all_BAND_Q40,9.678099825113602,7.556092339736476,True,113,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP006,132,08-11,6,v10_3_joint_all_BAND_Q40,3.7541518352022365,0.00977477683365846,False,135,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP007,135,08-14,7,v10_3_joint_all_BAND_Q40,3.7666081070788318,1.4709574724059107,True,135,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_Q40,CP008,160,09-08,8,v10_3_joint_all_BAND_Q40,7.120567750300529,2.684733245250058,True,160,candidate_band,band_floor_quantile,0.40,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_PROM_045,CP001,18,04-19,1,v10_3_joint_all_BAND_PROM_045,3.021425291663116,0.3019803443929008,False,45,candidate_band,band_prominence_ratio,0.45,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_PROM_045,CP002,45,05-16,2,v10_3_joint_all_BAND_PROM_045,5.878578493131532,3.6472619692422086,True,45,candidate_band,band_prominence_ratio,0.45,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_PROM_045,CP003,81,06-21,3,v10_3_joint_all_BAND_PROM_045,9.238311473412097,4.2285212740596405,True,81,candidate_band,band_prominence_ratio,0.45,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
joint_all,joint_all,BAND_PROM_045,CP004,96,07-06,4,v10_3_joint_all_BAND_PROM_045,6.44414632933013,1.1935943825533588,False,81,candidate_band,band_prominence_ratio,0.45,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,not_run_by_mode
