scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,baseline_candidate_day,perturbed_candidate_day,candidate_match_class,baseline_band_start,baseline_band_end,perturbed_band_start,perturbed_band_end,band_start_delta,band_end_delta,baseline_band_width,perturbed_band_width,band_width_delta
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,139,138,STRICT_SHIFT_LE_2D,137,141,136,140,-1,-1,5,5,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,167,156,SHIFT_GT_8D,165,169,153,162,-12,-7,5,10,5
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,44,44,SAME_DAY,39,48,40,48,1,0,10,9,-1
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,83,83,SAME_DAY,74,90,74,89,0,-1,17,16,-1
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,156,156,SAME_DAY,153,162,153,161,0,-1,10,9,-1
P_only,P,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,44,44,SAME_DAY,39,48,38,48,-1,0,10,11,1
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,83,83,SAME_DAY,74,90,73,93,-1,3,17,21,4
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,83,83,SAME_DAY,74,90,75,90,1,0,17,16,-1
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,127,127,SAME_DAY,125,129,125,129,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,139,139,SAME_DAY,137,141,137,141,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,156,156,SAME_DAY,153,162,153,162,0,0,10,10,0
P_only,P,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,167,167,SAME_DAY,165,169,165,169,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,17,17,SAME_DAY,15,19,15,19,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,33,33,SAME_DAY,31,35,31,35,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,44,44,SAME_DAY,39,48,39,48,0,0,10,10,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,56,56,SAME_DAY,54,58,54,58,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,66,66,SAME_DAY,64,68,64,68,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,83,83,SAME_DAY,74,90,74,90,0,0,17,17,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,97,97,SAME_DAY,95,99,95,99,0,0,5,5,0
P_only,P,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,114,114,SAME_DAY,110,116,110,116,0,0,7,7,0
