window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,source_index_type,target_index_type
T3_expand23,V_strength,P_main_band_share,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1738261738261738,0.2926665171563131,0.2926665171563131,0.1918081918081918,0.365897838425311,0.365897838425311,same_p_support_flag,2,0.1590569091195364,0.1590569091195364,-4,-0.061297513282055,0.061297513282055,0.0970728907094657,0.0970728907094657,0.0871568226044396,-0.0890589179793119,0.1490888010646059,-0.1207350678358592,0.1671657193532801,0.768,0.0459668628698154,-0.0029904197085618,0.1235615981909249,-0.0107536429667625,0.1411951450441796,0.929,0.9426685701390238,0.944788616549552,0.9426685701390238,0.944788616549552,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0871568226044396,0.0459668628698154,0.0459328287907248,-0.0890589179793119,0.1490888010646059,-0.1207350678358592,0.1671657193532801,0.768,0.0516462218403904,-0.0029904197085618,0.1235615981909249,-0.0107536429667625,0.1411951450441796,0.929,1.0,0,0.2188805715123856,-0.0598236623928491,0.7266835426301692,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0459668628698154,-0.0029904197085618,0.1235615981909249,0.929,0.0871568226044396,-0.0890589179793119,0.1490888010646059,0.768,old_v1,old_v1
T3_expand23,V_strength,P_south_band_share_18_24,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.0109890109890109,0.0612244897959183,0.0612244897959183,0.0449550449550449,0.1725019166879632,0.1725019166879632,same_p_support_flag,4,-0.2654321591726988,0.2654321591726988,-3,0.1022652434010851,0.1022652434010851,-0.0272308793913603,0.0272308793913603,0.1711639414413046,0.0129964613955212,0.2841412216256436,-0.0157848665753991,0.3077545008332398,0.965,0.232103956807671,0.1077852441594992,0.3072574032007953,0.0884490448114226,0.3249258857439376,0.998,0.9426685701390238,0.9406125107372874,0.9426685701390238,0.9406125107372874,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,,0.1711639414413046,0.232103956807671,0.158242555540767,0.0129964613955212,0.2841412216256436,-0.0157848665753991,0.3077545008332398,0.965,0.2096953457074512,0.1077852441594992,0.3072574032007953,0.0884490448114226,0.3249258857439376,0.998,1.0,0,0.2075704369289058,0.0578617222437929,1.2787570479683048,supported,strong_above_null,ok,Tier2,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.232103956807671,0.1077852441594992,0.3072574032007953,0.998,0.1711639414413046,0.0129964613955212,0.2841412216256436,0.965,old_v1,old_v1
T3_expand23,V_strength,P_main_minus_south,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,False,0.0439560439560439,0.1307313376278893,0.1307313376278893,0.1188811188811188,0.2927993059572007,0.2927993059572007,audit_more_conservative,3,0.2175444320635768,0.2175444320635768,-4,-0.0847851815261953,0.0847851815261953,0.0764262619324541,0.0764262619324541,0.1337206433320173,-0.0430267275988076,0.2258307867537153,-0.0719668759726378,0.2453492726550223,0.885,0.1291779834819253,0.053588963962042,0.2042556269837665,0.0423556314163705,0.226967693449279,0.995,0.9426685701390238,0.9448960662212024,0.9426685701390238,0.9448960662212024,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,,0.1337206433320173,0.1291779834819253,0.1077189489685906,-0.0430267275988076,0.2258307867537153,-0.0719668759726378,0.2453492726550223,0.885,0.1301012670680189,0.053588963962042,0.2042556269837665,0.0423556314163705,0.226967693449279,0.995,1.0,0,0.2119318862799682,0.0056125457836086,1.026482781246963,marginal,moderate_above_null,ok,Tier4d,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1291779834819253,0.053588963962042,0.2042556269837665,0.995,0.1337206433320173,-0.0430267275988076,0.2258307867537153,0.885,old_v1,old_v1
T3_expand23,V_strength,P_spread_lat,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.0079920079920079,0.0573339703774486,0.0573339703774486,0.0279720279720279,0.1701524282169443,0.1701524282169443,same_p_support_flag,4,0.2637110909907365,0.2637110909907365,-3,-0.1120930563174285,0.1120930563174285,0.0212769876928241,0.0212769876928241,0.1538735224033992,0.0236403732288624,0.2501145199313826,0.0072404931490443,0.2690200621207406,0.981,0.2350863969300823,0.1030084197842379,0.3115348856134768,0.0871700565134108,0.3344975176732955,0.998,0.9426685701390238,0.9282632757807352,0.9426685701390238,0.9282632757807352,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,,0.1538735224033992,0.2350863969300823,0.1422884429465984,0.0236403732288624,0.2501145199313826,0.0072404931490443,0.2690200621207406,0.981,0.2096892906701391,0.1030084197842379,0.3115348856134768,0.0871700565134108,0.3344975176732955,0.998,1.0,0,0.2015766372255125,0.062134453765224,1.308242337110285,supported,strong_above_null,ok,Tier2,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.2350863969300823,0.1030084197842379,0.3115348856134768,0.998,0.1538735224033992,0.0236403732288624,0.2501145199313826,0.981,old_v1,old_v1
T3_expand23,V_strength,P_north_band_share_35_45,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.0069930069930069,0.0549450549450549,0.0549450549450549,0.0189810189810189,0.1361681796464405,0.1361681796464405,same_p_support_flag,4,0.2877684020945504,0.2877684020945504,-4,-0.1068403045155434,0.1068403045155434,0.1004990689404727,0.1004990689404727,0.1768590535918868,0.0238344275556467,0.2591462293950297,-0.0076445073284873,0.27400941841874,0.971,0.1698836056212871,0.0760607559946207,0.2640067851156627,0.0624616636354602,0.2825636630085472,0.999,0.9426685701390238,0.9227138406702876,0.9426685701390238,0.9227138406702876,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,,,0.1768590535918868,0.1698836056212871,0.1545732465894453,0.0238344275556467,0.2591462293950297,-0.0076445073284873,0.27400941841874,0.971,0.1710326201216841,0.0760607559946207,0.2640067851156627,0.0624616636354602,0.2825636630085472,0.999,1.0,0,0.2098447178395385,0.0779236842550119,1.371339746157431,supported,strong_above_null,ok,Tier2,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1698836056212871,0.0760607559946207,0.2640067851156627,0.999,0.1768590535918868,0.0238344275556467,0.2591462293950297,0.971,old_v1,old_v1
T3_expand23,V_strength,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4785214785214785,0.5445244410761653,0.5445244410761653,0.4845154845154845,0.5551739926739927,0.5551739926739927,same_p_support_flag,5,0.0850669410009964,0.0850669410009964,-1,-0.022635470833399,0.022635470833399,-0.0178847166759431,0.0178847166759431,0.0555465737094734,-0.1027262220345065,0.1265970175955867,-0.1231681648859444,0.1494055270434393,0.536,0.0519505529099258,-0.0376098773322375,0.1528293960044372,-0.0450047621161603,0.1741732238816284,0.699,0.9426685701390238,0.929066669583376,0.9426685701390238,0.929066669583376,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0555465737094734,0.0519505529099258,0.0099062092659597,-0.1027262220345065,0.1265970175955867,-0.1231681648859444,0.1494055270434393,0.536,0.0414505576228613,-0.0376098773322375,0.1528293960044372,-0.0450047621161603,0.1741732238816284,0.699,1.0,0,0.2088164957244259,-0.1237495547234295,0.4073765374995032,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0519505529099258,-0.0376098773322375,0.1528293960044372,0.699,0.0555465737094734,-0.1027262220345065,0.1265970175955867,0.536,old_v1,old_v1
T3_expand23,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_moderate,False,0.0019980019980019,0.0206043956043956,0.0206043956043956,0.0099900099900099,0.096961861667744,0.096961861667744,same_p_support_flag,3,0.3317105445089611,0.3317105445089611,-4,-0.1137032462240502,0.1137032462240502,0.142438180947675,0.142438180947675,0.2154807419059128,0.0325357888202674,0.3139419600238117,-0.0060163982712458,0.3267361279405797,0.973,0.1766308439882471,0.1093047672075221,0.2563352698185843,0.0968598579211673,0.268994088606053,1.0,0.9426685701390238,0.9458816287212336,0.9426685701390238,0.9458816287212336,none,none,none,0.0,0.0,Tier1a_audit_stable_clear_leadlag,main yes; audit-FDR pass; clear lead-lag; no severe phi risk,strict temporal core for pathway candidate screening,,,,0.2154807419059128,0.1766308439882471,0.1898153636578164,0.0325357888202674,0.3139419600238117,-0.0060163982712458,0.3267361279405797,0.973,0.1807549018984394,0.1093047672075221,0.2563352698185843,0.0968598579211673,0.268994088606053,1.0,1.0,0,0.2140880017752538,0.1176225427337072,1.5494121191209282,supported,strong_above_null,ok,Tier1a,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1766308439882471,0.1093047672075221,0.2563352698185843,1.0,0.2154807419059128,0.0325357888202674,0.3139419600238117,0.973,old_v1,old_v1
T3_expand23,V_strength,P_main_28_35_mean,V,P,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,direction_not_assessed_as_strict_due_to_marginal_stat_support,True,0.0419580419580419,0.1306240928882438,0.1306240928882438,0.1488511488511488,0.3032153032153032,0.3032153032153032,audit_more_conservative,1,0.2144072652524423,0.2144072652524423,-1,0.1616581840565056,0.1616581840565056,0.2023891247857233,0.2023891247857233,0.0596475305346016,-0.0021866065526069,0.1288158461837171,-0.014002239146705,0.1459108276532173,0.944,-0.0003040272150957,-0.0299797460772068,0.041179789138524,-0.0345428106968928,0.053743821022224,0.511,0.9426685701390238,0.931407400601072,0.9426685701390238,0.931407400601072,none,none,none,0.0,0.0,Tier4d_ambiguous_marginal_statistical_support,ambiguous because statistical support is marginal,expanded temporal risk pool only; useful for feedback/same-day/transition audit,marginal_statistical_support,marginal,,0.0596475305346016,-0.0003040272150957,0.0601299163384483,-0.0021866065526069,0.1288158461837171,-0.014002239146705,0.1459108276532173,0.944,0.002377483654329,-0.0299797460772068,0.041179789138524,-0.0345428106968928,0.053743821022224,0.511,1.0,0,0.2079354442141307,0.0064718210383115,1.031124184059967,marginal,moderate_above_null,ok,Tier4d,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,True,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0003040272150957,-0.0299797460772068,0.041179789138524,0.511,0.0596475305346016,-0.0021866065526069,0.1288158461837171,0.944,old_v1,new_v1_1
T3_expand23,V_strength,P_south_10_25_mean,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.0029970029970029,0.0274725274725274,0.0274725274725274,0.0059940059940059,0.0760777683854607,0.0760777683854607,same_p_support_flag,3,-0.3309051120592789,0.3309051120592789,-4,0.1809456739927398,0.1809456739927398,-0.1144956792565426,0.1144956792565426,0.1457689203757687,-0.0137430414678838,0.2702516336495864,-0.0378192075721104,0.2846461454971521,0.931,0.2020179265096144,0.121745990608345,0.2983582247534914,0.106808912614926,0.3179029310420546,1.0,0.9426685701390238,0.9579702037206422,0.9426685701390238,0.95,none,minor,minor,0.0,0.0079702037206422,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,,0.1457689203757687,0.2020179265096144,0.136468833531748,-0.0137430414678838,0.2702516336495864,-0.0378192075721104,0.2846461454971521,0.931,0.2088145594266833,0.121745990608345,0.2983582247534914,0.106808912614926,0.3179029310420546,1.0,1.0,0,0.2134005166744475,0.1175045953848314,1.5506293856077684,supported,strong_above_null,ok,Tier4c,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.2020179265096144,0.121745990608345,0.2983582247534914,1.0,0.1457689203757687,-0.0137430414678838,0.2702516336495864,0.931,old_v1,new_v1_1
T3_expand23,V_strength,P_scs_10_20_mean,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.0159840159840159,0.0694042799305957,0.0694042799305957,0.0189810189810189,0.1361681796464405,0.1361681796464405,same_p_support_flag,3,-0.2694542528587137,0.2694542528587137,-4,0.1623390912579791,0.1623390912579791,-0.1169033324358764,0.1169033324358764,0.1032249795900522,-0.0567842681945122,0.2088828397265741,-0.0870362458011271,0.2254017858829786,0.835,0.1455617700431244,0.0737076614352918,0.2395029090797142,0.0585160061206887,0.2584973169687137,1.0,0.9426685701390238,0.9558398284340142,0.9426685701390238,0.95,none,minor,minor,0.0,0.0058398284340142,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,,0.1032249795900522,0.1455617700431244,0.0884316788099816,-0.0567842681945122,0.2088828397265741,-0.0870362458011271,0.2254017858829786,0.835,0.1507450688369442,0.0737076614352918,0.2395029090797142,0.0585160061206887,0.2584973169687137,1.0,1.0,0,0.2179643254098212,0.0514899274488925,1.236230985745397,supported,moderate_above_null,ok,Tier4c,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1455617700431244,0.0737076614352918,0.2395029090797142,1.0,0.1032249795900522,-0.0567842681945122,0.2088828397265741,0.835,old_v1,new_v1_1
T3_expand23,V_strength,P_highlat_40_60_mean,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0879120879120879,0.2014652014652015,0.2014652014652015,0.2687312687312687,0.4347123464770523,0.4347123464770523,same_p_support_flag,1,0.1771067962746078,0.1771067962746078,-1,0.141825388931742,0.141825388931742,0.1649774432911059,0.1649774432911059,0.0404493361380542,-0.0131299739228391,0.1130298997554654,-0.0229215350004395,0.1297694760493782,0.894,0.0033863421416329,-0.0228879300962623,0.0618688660904369,-0.0286562659271463,0.0818831320738631,0.575,0.9426685701390238,0.9186785304640184,0.9426685701390238,0.9186785304640184,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0404493361380542,0.0033863421416329,0.043718195918319,-0.0131299739228391,0.1130298997554654,-0.0229215350004395,0.1297694760493782,0.894,0.0096550855457824,-0.0228879300962623,0.0618688660904369,-0.0286562659271463,0.0818831320738631,0.575,1.0,0,0.2025753852574333,-0.0254685889828254,0.8742759938456495,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0033863421416329,-0.0228879300962623,0.0618688660904369,0.575,0.0404493361380542,-0.0131299739228391,0.1130298997554654,0.894,old_v1,new_v1_1
