window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope
T3_expand23,V_strength,pooled_window_variable_ar1,45,43,1935,1890,0.0,4.4064665783572104e-17,0.9426685701390238,0.9426685701390238,0.9426685701390238,0.95,False,0.0,none,none,0.3914801506333966,1.1730431914557677,window_variable_pooled_across_years
T3_expand23,V_pos_centroid_lat,pooled_window_variable_ar1,45,43,1935,1890,0.0,-3.5251732626857683e-16,0.9074028271662549,0.9074028271662549,0.9074028271662549,0.95,False,0.0,none,none,1.0541967627986744,2.5084277911459525,window_variable_pooled_across_years
T3_expand23,V_NS_diff,pooled_window_variable_ar1,45,43,1935,1890,0.0,0.0,0.9507616818117417,0.95,0.95,0.95,True,0.0007616818117417434,upper,minor,28.119589609423375,90.0547593982735,window_variable_pooled_across_years
T3_expand23,V_pos_north_edge_lat,pooled_window_variable_ar1,45,43,1935,1890,0.0,-7.344110963928684e-17,0.8169766891245612,0.8169766891245612,0.8169766891245612,0.95,False,0.0,none,none,4.617633080711823,8.00740028581657,window_variable_pooled_across_years
T3_expand23,V_pos_south_edge_lat,pooled_window_variable_ar1,45,43,1935,1890,0.0,-3.672055481964342e-17,0.7240414069346726,0.7240414069346726,0.7240414069346726,0.95,False,0.0,none,none,1.1335520967407013,1.643409062097727,window_variable_pooled_across_years
T3_expand23,V_pos_band_width,pooled_window_variable_ar1,45,43,1935,1890,0.0,7.784757621764405e-16,0.8152156769560702,0.8152156769560702,0.8152156769560702,0.95,False,0.0,none,none,4.7319111376215695,8.170335714332468,window_variable_pooled_across_years
T3_expand23,V_pos_centroid_lat_recomputed,pooled_window_variable_ar1,45,43,1935,1890,0.0,4.773672126553645e-16,0.9258569433412264,0.9258569433412264,0.9258569433412264,0.95,False,0.0,none,none,1.544226146982233,4.086614264562461,window_variable_pooled_across_years
T3_expand23,V_highlat_35_55_mean,pooled_window_variable_ar1,45,43,1935,1890,0.0,-2.2032332891786052e-17,0.9272159250528141,0.9272159250528141,0.9272159250528141,0.95,False,0.0,none,none,0.33746542689620296,0.9010438257513442,window_variable_pooled_across_years
T3_expand23,V_lowlat_20_30_mean,pooled_window_variable_ar1,45,43,1935,1890,0.0,0.0,0.9649758071838782,0.95,0.95,0.95,True,0.014975807183878254,upper,moderate,0.327473857850444,1.0487556855404225,window_variable_pooled_across_years
T3_expand23,V_high_minus_low_35_55_minus_20_30,pooled_window_variable_ar1,45,43,1935,1890,0.0,-3.672055481964342e-18,0.951161169124651,0.95,0.95,0.95,True,0.0011611691246510292,upper,minor,0.4702927799693142,1.5061422920869665,window_variable_pooled_across_years
