window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,lead_lag_label,lead_lag_group,failure_reason,risk_note,suggested_reverse_direction,sample_status
T3_expand23,V_strength,P_main_band_share,V,P,2,0.15905690911953646,0.15905690911953646,-4,-0.06129751328205507,0.06129751328205507,0.09707289070946576,0.09707289070946576,0.17382617382617382,0.2926665171563131,0.2926665171563131,0.2188805715123856,-0.05982366239284914,0.7266835426301692,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand23,V_strength,P_south_band_share_18_24,V,P,4,-0.2654321591726988,0.2654321591726988,-3,0.10226524340108516,0.10226524340108516,-0.02723087939136031,0.02723087939136031,0.01098901098901099,0.061224489795918366,0.061224489795918366,0.2075704369289058,0.05786172224379299,1.2787570479683048,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_expand23,V_strength,P_main_minus_south,V,P,3,0.21754443206357685,0.21754443206357685,-4,-0.08478518152619532,0.08478518152619532,0.07642626193245418,0.07642626193245418,0.04395604395604396,0.13073133762788935,0.13073133762788935,0.21193188627996823,0.005612545783608619,1.026482781246963,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_expand23,V_strength,P_spread_lat,V,P,4,0.26371109099073653,0.26371109099073653,-3,-0.11209305631742852,0.11209305631742852,0.021276987692824167,0.021276987692824167,0.007992007992007992,0.05733397037744864,0.05733397037744864,0.2015766372255125,0.06213445376522403,1.308242337110285,supported,strong_above_null,False,clear_X_leads_Y_strong,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_expand23,V_strength,P_north_band_share_35_45,V,P,4,0.28776840209455046,0.28776840209455046,-4,-0.1068403045155434,0.1068403045155434,0.10049906894047278,0.10049906894047278,0.006993006993006993,0.05494505494505494,0.05494505494505494,0.2098447178395385,0.07792368425501195,1.371339746157431,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_expand23,V_strength,P_north_minus_main_35_45,V,P,5,0.08506694100099646,0.08506694100099646,-1,-0.022635470833399007,0.022635470833399007,-0.017884716675943102,0.017884716675943102,0.4785214785214785,0.5445244410761653,0.5445244410761653,0.20881649572442595,-0.1237495547234295,0.4073765374995032,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand23,V_strength,P_total_centroid_lat_10_50,V,P,3,0.33171054450896115,0.33171054450896115,-4,-0.11370324622405023,0.11370324622405023,0.14243818094767507,0.14243818094767507,0.001998001998001998,0.020604395604395604,0.020604395604395604,0.21408800177525386,0.11762254273370729,1.5494121191209282,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_expand23,V_strength,P_main_28_35_mean,V,P,1,0.21440726525244236,0.21440726525244236,-1,0.16165818405650564,0.16165818405650564,0.20238912478572335,0.20238912478572335,0.04195804195804196,0.13062409288824384,0.13062409288824384,0.20793544421413077,0.006471821038311593,1.031124184059967,marginal,moderate_above_null,True,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_expand23,V_strength,P_south_10_25_mean,V,P,3,-0.33090511205927897,0.33090511205927897,-4,0.18094567399273984,0.18094567399273984,-0.11449567925654269,0.11449567925654269,0.002997002997002997,0.027472527472527472,0.027472527472527472,0.21340051667444757,0.1175045953848314,1.5506293856077684,supported,strong_above_null,False,direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_difference_not_stable,direction_uncertain,,ok
T3_expand23,V_strength,P_scs_10_20_mean,V,P,3,-0.26945425285871377,0.26945425285871377,-4,0.16233909125797918,0.16233909125797918,-0.1169033324358764,0.1169033324358764,0.015984015984015984,0.06940427993059572,0.06940427993059572,0.21796432540982122,0.05148992744889255,1.236230985745397,supported,moderate_above_null,False,direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_difference_not_stable,direction_uncertain,,ok
