window,source_variable,target_variable,source_family,target_family,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,evidence_tier,lead_lag_label,lead_lag_group,lag_vs_tau0_label,forward_vs_reverse_label,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_neg_used,same_day_coupling_detected,failure_reason,risk_note
T3_expand23,V_strength,P_main_band_share,V,P,old_v1,old_v1,2,0.1590569091195364,0.1590569091195364,0.0970728907094657,0.0970728907094657,0.1738261738261738,0.2926665171563131,0.2926665171563131,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0459668628698154,0.0871568226044396,False,positive_lag_not_supported,
T3_expand23,V_strength,P_south_band_share_18_24,V,P,old_v1,old_v1,4,-0.2654321591726988,0.2654321591726988,-0.0272308793913603,0.0272308793913603,0.0109890109890109,0.0612244897959183,0.0612244897959183,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.232103956807671,0.1711639414413046,False,,
T3_expand23,V_strength,P_main_minus_south,V,P,old_v1,old_v1,3,0.2175444320635768,0.2175444320635768,0.0764262619324541,0.0764262619324541,0.0439560439560439,0.1307313376278893,0.1307313376278893,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1291779834819253,0.1337206433320173,False,marginal_statistical_support,marginal
T3_expand23,V_strength,P_spread_lat,V,P,old_v1,old_v1,4,0.2637110909907365,0.2637110909907365,0.0212769876928241,0.0212769876928241,0.0079920079920079,0.0573339703774486,0.0573339703774486,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.2350863969300823,0.1538735224033992,False,,
T3_expand23,V_strength,P_north_band_share_35_45,V,P,old_v1,old_v1,4,0.2877684020945504,0.2877684020945504,0.1004990689404727,0.1004990689404727,0.0069930069930069,0.0549450549450549,0.0549450549450549,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1698836056212871,0.1768590535918868,False,,
T3_expand23,V_strength,P_north_minus_main_35_45,V,P,old_v1,old_v1,5,0.0850669410009964,0.0850669410009964,-0.0178847166759431,0.0178847166759431,0.4785214785214785,0.5445244410761653,0.5445244410761653,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0519505529099258,0.0555465737094734,False,positive_lag_not_supported,
T3_expand23,V_strength,P_total_centroid_lat_10_50,V,P,old_v1,old_v1,3,0.3317105445089611,0.3317105445089611,0.142438180947675,0.142438180947675,0.0019980019980019,0.0206043956043956,0.0206043956043956,Tier1a_audit_stable_clear_leadlag,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1766308439882471,0.2154807419059128,False,,
T3_expand23,V_strength,P_main_28_35_mean,V,P,old_v1,new_v1_1,1,0.2144072652524423,0.2144072652524423,0.2023891247857233,0.2023891247857233,0.0419580419580419,0.1306240928882438,0.1306240928882438,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0003040272150957,0.0596475305346016,True,marginal_statistical_support,marginal
T3_expand23,V_strength,P_south_10_25_mean,V,P,old_v1,new_v1_1,3,-0.3309051120592789,0.3309051120592789,-0.1144956792565426,0.1144956792565426,0.0029970029970029,0.0274725274725274,0.0274725274725274,Tier4c_ambiguous_direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.2020179265096144,0.1457689203757687,False,direction_difference_not_stable,direction_uncertain
T3_expand23,V_strength,P_scs_10_20_mean,V,P,old_v1,new_v1_1,3,-0.2694542528587137,0.2694542528587137,-0.1169033324358764,0.1169033324358764,0.0159840159840159,0.0694042799305957,0.0694042799305957,Tier4c_ambiguous_direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1455617700431244,0.1032249795900522,False,direction_difference_not_stable,direction_uncertain
