window_id,anchor_day,field,feature_index,lat,H_pre,H_post,dH,abs_dH,relative_contribution,bootstrap_id
W002,45,H,8,31.0,-1.1527955217291064,-0.6753329897093336,0.47746253201977273,0.47746253201977273,0.09662634162987654,8
W002,45,H,9,33.0,-1.1256226760253023,-0.6544573967979296,0.4711652792273727,0.4711652792273727,0.09535193691988993,8
W002,45,H,10,35.0,-1.1104841117253472,-0.623233257581317,0.48725085414403024,0.48725085414403024,0.09860725048477831,8
W002,45,H,0,15.0,1.0638479796763436,0.7657226465804593,-0.2981253330958843,0.2981253330958843,0.05576243395240599,9
W002,45,H,1,17.0,0.9735409270225204,0.6377033941550456,-0.33583753286747475,0.33583753286747475,0.06281625935907448,9
W002,45,H,2,19.0,0.667677945580928,0.5418401087744021,-0.12583783680652583,0.12583783680652583,0.02353716133670766,9
W002,45,H,3,21.0,-0.2766170593387059,0.2402554849147779,0.5168725442534838,0.5168725442534838,0.09667769864252718,9
W002,45,H,4,23.0,-1.055519656799416,-0.19537703812613305,0.860142618673283,0.860142618673283,0.1608841672907824,9
W002,45,H,5,25.0,-1.1882715345246058,-0.4076411507189544,0.7806303838056514,0.7806303838056514,0.14601191306410624,9
W002,45,H,6,27.0,-1.1744548081727837,-0.5283070194576255,0.6461477887151582,0.6461477887151582,0.12085780506326119,9
W002,45,H,7,29.0,-1.1315392017474706,-0.606374055677185,0.5251651460702855,0.5251651460702855,0.09822877669517385,9
W002,45,H,8,31.0,-1.0853038300943432,-0.6377606206048118,0.4475432094895314,0.4475432094895314,0.08371009065499747,9
W002,45,H,9,33.0,-1.0477723472145473,-0.6363695697592269,0.4114027774553204,0.4114027774553204,0.0769502543358513,9
W002,45,H,10,35.0,-1.019628512453293,-0.6209864752706625,0.39864203718263036,0.39864203718263036,0.07456343960511244,9
W002,45,H,0,15.0,1.3207523937154468,0.8450318018892494,-0.4757205918261974,0.4757205918261974,0.10186256714015456,10
W002,45,H,1,17.0,1.2520612818747139,0.730950948883611,-0.5211103329911029,0.5211103329911029,0.11158154007579238,10
W002,45,H,2,19.0,0.9825113043901927,0.6087460942194491,-0.3737652101707436,0.3737652101707436,0.08003160777530742,10
W002,45,H,3,21.0,0.09857361702215871,0.23043213465308693,0.1318585176309282,0.1318585176309282,0.028233898922939208,10
W002,45,H,4,23.0,-0.7572158370931616,-0.2399791104733017,0.51723672661986,0.51723672661986,0.11075211310574981,10
W002,45,H,5,25.0,-1.0234640324978546,-0.4659713912386397,0.5574926412592149,0.5574926412592149,0.11937181735693293,10
W002,45,H,6,27.0,-1.0868376426431705,-0.5893586352870938,0.49747900735607675,0.49747900735607675,0.10652153734421387,10
W002,45,H,7,29.0,-1.086951975197127,-0.6654997664789745,0.4214522087181526,0.4214522087181526,0.0902424756139285,10
W002,45,H,8,31.0,-1.065674437799819,-0.6919633199982804,0.37371111780153865,0.37371111780153865,0.08002002537234951,10
W002,45,H,9,33.0,-1.0456542612315485,-0.669784822566615,0.3758694386649335,0.3758694386649335,0.08048217081577794,10
W002,45,H,10,35.0,-1.0383914245914787,-0.6138672812757386,0.42452414331574007,0.42452414331574007,0.09090024647685392,10
W002,45,H,0,15.0,1.3517254431779295,0.9541069970685709,-0.3976184461093586,0.3976184461093586,0.06951718221098825,11
W002,45,H,1,17.0,1.3307594221439225,0.9388780627500551,-0.39188135939386737,0.39188135939386737,0.06851414498657499,11
W002,45,H,2,19.0,1.163089650921346,0.9843571266797917,-0.17873252424155428,0.17873252424155428,0.03124850362528883,11
W002,45,H,3,21.0,0.41023928854608216,0.8381859859537817,0.42794669740769953,0.42794669740769953,0.07481958855626013,11
W002,45,H,4,23.0,-0.6263342269647726,0.22003148088579214,0.8463657078505648,0.8463657078505648,0.14797341447684648,11
W002,45,H,5,25.0,-0.9840773571444259,-0.18649972311211868,0.7975776340323072,0.7975776340323072,0.13944360543369622,11
W002,45,H,6,27.0,-1.0774647178789019,-0.40079992541714277,0.676664792461759,0.676664792461759,0.11830394221798024,11
W002,45,H,7,29.0,-1.0920250111925962,-0.5201449841963537,0.5718800269962425,0.5718800269962425,0.09998401338902814,11
W002,45,H,8,31.0,-1.0763404027408048,-0.5749572576689186,0.5013831450718862,0.5013831450718862,0.08765876883864293,11
W002,45,H,9,33.0,-1.0525226941083299,-0.5866634752674366,0.4658592188408933,0.4658592188408933,0.08144798240050462,11
W002,45,H,10,35.0,-1.0358917562908687,-0.572086650203421,0.46380510608744774,0.46380510608744774,0.08108885386418938,11
W002,45,H,0,15.0,1.280601612850907,0.8664605185528597,-0.41414109429804735,0.41414109429804735,0.07616124031416792,12
W002,45,H,1,17.0,1.2179239129219692,0.7929867619322055,-0.4249371509897637,0.4249371509897637,0.07814665320717448,12
W002,45,H,2,19.0,0.94710732699716,0.753657908458119,-0.19344941853904107,0.19344941853904107,0.03557567181049829,12
W002,45,H,3,21.0,0.05906556184024789,0.45075338271294757,0.3916878208726997,0.3916878208726997,0.07203204575527944,12
W002,45,H,4,23.0,-0.7885521903355469,-0.05563250396750555,0.7329196863680414,0.7329196863680414,0.13478515687769113,12
W002,45,H,5,25.0,-1.0527557221858181,-0.330462996057765,0.7222927261280532,0.7222927261280532,0.1328308411051434,12
W002,45,H,6,27.0,-1.1109341194438451,-0.4800290091600943,0.6309051102837508,0.6309051102837508,0.11602450561251612,12
W002,45,H,7,29.0,-1.0981850180366652,-0.5648315946930967,0.5333534233435685,0.5333534233435685,0.09808458712966989,12
W002,45,H,8,31.0,-1.0626690801983314,-0.5915779002108464,0.47109117998748495,0.47109117998748495,0.08663445637947391,12
W002,45,H,9,33.0,-1.0272608317046648,-0.5760962056009237,0.4511646261037411,0.4511646261037411,0.0829699297727981,12
W002,45,H,10,35.0,-1.0083188910614445,-0.5365727107479217,0.4717461803135228,0.4717461803135228,0.0867549120355874,12
W002,45,H,0,15.0,1.2501700193966732,1.1976847930630345,-0.05248522633363861,0.05248522633363861,0.012760928918842262,13
W002,45,H,1,17.0,1.2649291199647936,1.182551428175979,-0.0823776917888146,0.0823776917888146,0.020028795583979755,13
W002,45,H,2,19.0,1.144465652017546,1.2359277688739452,0.09146211685639916,0.09146211685639916,0.022237525747761038,13
W002,45,H,3,21.0,0.4502399922322319,1.0089561793837871,0.5587161871515552,0.5587161871515552,0.13584275134349577,13
W002,45,H,4,23.0,-0.532456139902927,0.1986208634099707,0.7310770033128977,0.7310770033128977,0.17774947971400573,13
W002,45,H,5,25.0,-0.8686854149561357,-0.25261338904437375,0.616072025911762,0.616072025911762,0.1497878904355317,13
W002,45,H,6,27.0,-0.9683427572792351,-0.46744760732488855,0.5008951499543466,0.5008951499543466,0.121784506819657,13
W002,45,H,7,29.0,-0.9953398982530426,-0.5811339805444639,0.41420591770857873,0.41420591770857873,0.10070743031654494,13
W002,45,H,8,31.0,-0.9903046384488343,-0.625291881304445,0.3650127571443893,0.3650127571443893,0.0887469136320531,13
W002,45,H,9,33.0,-0.9784075867184744,-0.6310631723962506,0.34734441432222374,0.34734441432222374,0.08445114351506519,13
W002,45,H,10,35.0,-0.9662877914794931,-0.6129734508538112,0.3533143406256819,0.3533143406256819,0.08590263397306347,13
W002,45,H,0,15.0,1.1191882757604847,0.8803665075968012,-0.2388217681636835,0.2388217681636835,0.04573821574607043,14
W002,45,H,1,17.0,1.0581084493249409,0.7944050892649284,-0.2637033600600125,0.2637033600600125,0.05050344140791205,14
W002,45,H,2,19.0,0.8054538174989645,0.7255490433163791,-0.07990477418258535,0.07990477418258535,0.0153030514295467,14
W002,45,H,3,21.0,-0.04300580193909287,0.4103059648905667,0.45331176682965957,0.45331176682965957,0.0868165056766388,14
W002,45,H,4,23.0,-0.9024080992162136,-0.1237240380510087,0.7786840611652048,0.7786840611652048,0.1491305414135877,14
W002,45,H,5,25.0,-1.1241637523919235,-0.3817231009983496,0.7424406513935738,0.7424406513935738,0.14218934460286844,14
W002,45,H,6,27.0,-1.1530296990030175,-0.50848153363765,0.6445481653653675,0.6445481653653675,0.12344135659363241,14
W002,45,H,7,29.0,-1.129246219072787,-0.574201129290726,0.555045089782061,0.555045089782061,0.10630007582830293,14
W002,45,H,8,31.0,-1.0929097348000651,-0.5951595822315182,0.49775015256854693,0.49775015256854693,0.09532717239668115,14
W002,45,H,9,33.0,-1.0634667539851157,-0.5860552160670446,0.4774115379180711,0.4774115379180711,0.0914320000595344,14
W002,45,H,10,35.0,-1.0461504366785428,-0.5562788775116684,0.4898715591668744,0.4898715591668744,0.09381829484522493,14
W002,45,H,0,15.0,1.4083635493966096,1.1069939739924863,-0.30136957540412324,0.30136957540412324,0.052007059735517426,15
W002,45,H,1,17.0,1.3399367744011517,1.1171920158995086,-0.2227447585016431,0.2227447585016431,0.03843885019127868,15
W002,45,H,2,19.0,1.072066943672863,1.1762849742114603,0.10421803053859735,0.10421803053859735,0.017984805972768598,15
W002,45,H,3,21.0,0.18828676313804577,0.916079996932399,0.7277932337943533,0.7277932337943533,0.1255945831104306,15
W002,45,H,4,23.0,-0.7300466308788915,0.2126353402585318,0.9426819711374234,0.9426819711374234,0.16267772723506493,15
W002,45,H,5,25.0,-1.0384525768433481,-0.20324920503445754,0.8352033718088906,0.8352033718088906,0.1441302480209695,15
W002,45,H,6,27.0,-1.1167850561984145,-0.4232016989517772,0.6935833572466372,0.6935833572466372,0.1196910173945617,15
W002,45,H,7,29.0,-1.1178333970171916,-0.5509043867152856,0.566929010301906,0.566929010301906,0.09783439773252442,15
W002,45,H,8,31.0,-1.0930385276153003,-0.6089652474624319,0.48407328015286843,0.48407328015286843,0.08353606353102906,15
W002,45,H,9,33.0,-1.068021406941474,-0.6139200548861445,0.4541013520553294,0.4541013520553294,0.07836383653078484,15
W002,45,H,10,35.0,-1.048155846687591,-0.5860717534835745,0.46208409320401655,0.46208409320401655,0.07974141054507024,15
W002,45,H,0,15.0,1.3688344658647362,1.008450415272651,-0.3603840505920852,0.3603840505920852,0.07751290551767291,16
W002,45,H,1,17.0,1.2848199492270704,0.9118953561682779,-0.37292459305879255,0.37292459305879255,0.08021017772426817,16
W002,45,H,2,19.0,0.981270131482857,0.8238299456262032,-0.15744018585665387,0.15744018585665387,0.03386289218666019,16
W002,45,H,3,21.0,0.08126351598394074,0.4603423477945401,0.3790788318105993,0.3790788318105993,0.0815338570772203,16
W002,45,H,4,23.0,-0.7699958447007176,-0.08908243147477685,0.6809134132259407,0.6809134132259407,0.1464536984319518,16
W002,45,H,5,25.0,-1.0416453161093444,-0.398152639233548,0.6434926768757965,0.6434926768757965,0.1384050902975324,16
W002,45,H,6,27.0,-1.1009579457827006,-0.5698582553166043,0.5310996904660963,0.5310996904660963,0.11423113775409673,16
W002,45,H,7,29.0,-1.0898598856331734,-0.665950783533334,0.42390910209983934,0.42390910209983934,0.09117613869193812,16
W002,45,H,8,31.0,-1.0607885620179431,-0.6974097058449686,0.3633788561729745,0.3633788561729745,0.07815704079961418,16
W002,45,H,9,33.0,-1.038604145418904,-0.6825810792356632,0.35602306618324064,0.35602306618324064,0.07657492679222307,16
W002,45,H,10,35.0,-1.0265190611656005,-0.6458209672559222,0.38069809390967835,0.38069809390967835,0.0818821347268223,16
W002,45,H,0,15.0,1.2496918286020082,0.9464515088424914,-0.3032403197595168,0.3032403197595168,0.047765506939693635,17
W002,45,H,1,17.0,1.1891808463405265,0.9332258758075643,-0.2559549705329621,0.2559549705329621,0.04031726035290065,17
W002,45,H,2,19.0,0.9480111520803152,0.9618525959069975,0.013841443826682287,0.013841443826682287,0.002180262775356156,17
W002,45,H,3,21.0,0.16481533905641682,0.7814945283655454,0.6166791893091286,0.6166791893091286,0.09713745889685696,17
W002,45,H,4,23.0,-0.7697986844475229,0.20716408152347177,0.9769627659709946,0.9769627659709946,0.15388824881472676,17
W002,45,H,5,25.0,-1.0916200512429584,-0.173816166208555,0.9178038850344034,0.9178038850344034,0.1445697190751387,17
W002,45,H,6,27.0,-1.1644012193597904,-0.37485948490564813,0.7895417344541422,0.7895417344541422,0.12436624927105693,17
W002,45,H,7,29.0,-1.1644868983523,-0.48669614966478414,0.6777907486875159,0.6777907486875159,0.10676356869616985,17
W002,45,H,8,31.0,-1.1439379903447742,-0.5346171177621537,0.6093208725826205,0.6093208725826205,0.09597839888484001,17
W002,45,H,9,33.0,-1.1214441819321903,-0.5322513377310802,0.5891928442011101,0.5891928442011101,0.09280789213922704,17
W002,45,H,10,35.0,-1.0991329898796824,-0.5009408505515442,0.5981921393281382,0.5981921393281382,0.09422543415403334,17
W002,45,H,0,15.0,1.2293235107713654,1.0755295323866203,-0.15379397838474507,0.15379397838474507,0.024475873933468017,18
W002,45,H,1,17.0,1.1123765798559893,1.0831364735665263,-0.02924010628946294,0.02924010628946294,0.004653479693149603,18
W002,45,H,2,19.0,0.7726517308746688,1.115602214372336,0.3429504834976673,0.3429504834976673,0.054579593347351865,18
W002,45,H,3,21.0,-0.23221441025214398,0.7748594514251386,1.0070738616772825,1.0070738616772825,0.16027293876513002,18
W002,45,H,4,23.0,-0.9961219152518206,0.061310497784984416,1.057432413036805,1.057432413036805,0.16828735888412996,18
W002,45,H,5,25.0,-1.1625152589976493,-0.2965030177925565,0.8660122412050928,0.8660122412050928,0.1378233833547701,18
W002,45,H,6,27.0,-1.1820473703497407,-0.4755278632464747,0.7065195071032659,0.7065195071032659,0.11244056866865453,18
W002,45,H,7,29.0,-1.163222470620786,-0.571791961465649,0.5914305091551371,0.5914305091551371,0.09412448221005121,18
W002,45,H,8,31.0,-1.1297083423171514,-0.6104250878741384,0.519283254443013,0.519283254443013,0.08264245196721491,18
W002,45,H,9,33.0,-1.0969758861272967,-0.6007390682165996,0.49623681791069707,0.49623681791069707,0.0789746771875712,18
W002,45,H,10,35.0,-1.0701814864706545,-0.556661828527681,0.5135196579429735,0.5135196579429735,0.08172519198850862,18
W002,45,H,0,15.0,1.1868550025116895,0.7419675680330297,-0.44488743447865986,0.44488743447865986,0.08569408547197216,19
W002,45,H,1,17.0,1.11548597410824,0.6099927934455968,-0.5054931806626431,0.5054931806626431,0.09736794629851803,19
W002,45,H,2,19.0,0.8096147630765449,0.5011444343914389,-0.30847032868510604,0.30847032868510604,0.05941746307779075,19
W002,45,H,3,21.0,-0.1640477332820054,0.10701829538313676,0.2710660286651422,0.2710660286651422,0.052212657919186466,19
W002,45,H,4,23.0,-0.9148032127197981,-0.300178011115203,0.6146252016045952,0.6146252016045952,0.1183889237538327,19
W002,45,H,5,25.0,-1.1057283149505817,-0.47542740175682835,0.6303009131937534,0.6303009131937534,0.12140837466354307,19
W002,45,H,6,27.0,-1.1428853719208,-0.5646032518375532,0.5782821200832469,0.5782821200832469,0.11138853018718844,19
W002,45,H,7,29.0,-1.125503704637191,-0.6166064008811376,0.5088973037560534,0.5088973037560534,0.09802364747754919,19
W002,45,H,8,31.0,-1.0806175597499834,-0.6302473413488358,0.45037021840114766,0.45037021840114766,0.08675017768241773,19
W002,45,H,9,33.0,-1.0426038608027557,-0.6112055242554855,0.4313983365472702,0.4313983365472702,0.0830958194354704,19
W002,45,H,10,35.0,-1.018729147079323,-0.5709433146069407,0.44778583247238224,0.44778583247238224,0.08625237403253107,19
W002,45,H,0,15.0,1.2166710111117967,1.0124769276787817,-0.20419408343301493,0.20419408343301493,0.02681052836091628,20
W002,45,H,1,17.0,1.1056284774002658,1.04118517321013,-0.06444330419013578,0.06444330419013578,0.00846135698749359,20
W002,45,H,2,19.0,0.7885201591126154,1.1483021855926716,0.3597820264800562,0.3597820264800562,0.047239107336113355,20
W002,45,H,3,21.0,-0.11072965411578493,1.034526903415449,1.145256557531234,1.145256557531234,0.1503713178168021,20
W002,45,H,4,23.0,-0.9827495032634554,0.371624007097406,1.3543735103608614,1.3543735103608614,0.17782821519760364,20
W002,45,H,5,25.0,-1.21307372370993,-0.07923724126655897,1.133836482443371,1.133836482443371,0.14887187061500606,20
W002,45,H,6,27.0,-1.2300376517522218,-0.31620489889036857,0.9138327528618533,0.9138327528618533,0.11998554769964309,20
