window_id,anchor_day,field,feature_index,lat,H_pre,H_post,dH,abs_dH,relative_contribution,bootstrap_id
W002,45,H,0,15.0,1.2478685480241791,0.9368259460247518,-0.31104260199942735,0.31104260199942735,0.06233594943350684,0
W002,45,H,1,17.0,1.1949105847629775,0.8822287820833964,-0.3126818026795811,0.3126818026795811,0.06266446112307156,0
W002,45,H,2,19.0,0.9672012737806988,0.8124922261801635,-0.15470904760053528,0.15470904760053528,0.031005191270071505,0
W002,45,H,3,21.0,0.09148120337940553,0.42055165376029974,0.3290704503808942,0.3290704503808942,0.06594890482250566,0
W002,45,H,4,23.0,-0.8054568923020365,-0.17840799078182001,0.6270489015202165,0.6270489015202165,0.12566667191644762,0
W002,45,H,5,25.0,-1.0528414893651439,-0.42700568452146753,0.6258358048436763,0.6258358048436763,0.12542355559540133,0
W002,45,H,6,27.0,-1.1063068163631204,-0.5402378779729516,0.5660689383901688,0.5660689383901688,0.11344569680340261,0
W002,45,H,7,29.0,-1.1025760460366694,-0.5914810854180227,0.5110949606186467,0.5110949606186467,0.10242837931539289,0
W002,45,H,8,31.0,-1.0821392446360867,-0.5901430551860466,0.4919961894500401,0.4919961894500401,0.09860080062952989,0
W002,45,H,9,33.0,-1.0634113611385787,-0.553441464631973,0.5099698965066057,0.5099698965066057,0.10220290557273894,0
W002,45,H,10,35.0,-1.0507121331557714,-0.500451878405744,0.5502602547500274,0.5502602547500274,0.11027748351793125,0
W002,45,H,0,15.0,1.4961480063737254,0.9950015933271102,-0.5011464130466151,0.5011464130466151,0.08710192838546442,1
W002,45,H,1,17.0,1.4702536435345817,0.972321630593368,-0.4979320129412137,0.4979320129412137,0.08654324844584195,1
W002,45,H,2,19.0,1.2335880760861775,0.9618398247633293,-0.2717482513228482,0.2717482513228482,0.04723130029346577,1
W002,45,H,3,21.0,0.20705176013835458,0.5575342722046901,0.3504825120663355,0.3504825120663355,0.06091573614340134,1
W002,45,H,4,23.0,-0.7090515474744876,-0.03719414814656257,0.6718573993279251,0.6718573993279251,0.1167724113313407,1
W002,45,H,5,25.0,-1.0022071154298033,-0.3240436257577671,0.6781634896720363,0.6781634896720363,0.11786844357909412,1
W002,45,H,6,27.0,-1.0971516124186136,-0.47435779375461007,0.6227938186640035,0.6227938186640035,0.10824489845672326,1
W002,45,H,7,29.0,-1.1197133220072248,-0.5587928318858029,0.560920490121422,0.560920490121422,0.09749098285165447,1
W002,45,H,8,31.0,-1.1168048898600316,-0.5892389142511255,0.5275659756089061,0.5275659756089061,0.09169378973848964,1
W002,45,H,9,33.0,-1.10846347371643,-0.5834356126619021,0.5250278610545279,0.5250278610545279,0.09125265184665964,1
W002,45,H,10,35.0,-1.1010609519047656,-0.5551363977766894,0.5459245541280762,0.5459245541280762,0.09488460892786482,1
W002,45,H,0,15.0,1.247071333000918,0.9507622094805277,-0.2963091235203903,0.2963091235203903,0.05463338291673105,2
W002,45,H,1,17.0,1.2172062885459276,0.8738741441918736,-0.343332144354054,0.343332144354054,0.06330347269521938,2
W002,45,H,2,19.0,1.0307508579989053,0.8403861439491991,-0.19036471404970623,0.19036471404970623,0.03509938604977152,2
W002,45,H,3,21.0,0.17762523447134715,0.5470522963859024,0.3694270619145552,0.3694270619145552,0.06811484538035807,2
W002,45,H,4,23.0,-0.7603572768659569,-0.03366392890620427,0.7266933479597526,0.7266933479597526,0.13398749073412988,2
W002,45,H,5,25.0,-1.0195309728199056,-0.3014330154950795,0.7180979573248261,0.7180979573248261,0.13240267531468666,2
W002,45,H,6,27.0,-1.0866932460191192,-0.43037020119747116,0.656323044821648,0.656323044821648,0.12101263639406112,2
W002,45,H,7,29.0,-1.0943591416182679,-0.507838509125422,0.5865206324928458,0.5865206324928458,0.10814248958263979,2
W002,45,H,8,31.0,-1.0772590821275636,-0.5476453912802102,0.5296136908473534,0.5296136908473534,0.09765000559631964,2
W002,45,H,9,33.0,-1.0590945959386482,-0.5566028304561077,0.5024917654825405,0.5024917654825405,0.09264927353552348,2
W002,45,H,10,35.0,-1.0497239842960857,-0.5453064737692912,0.5044175105267945,0.5044175105267945,0.0930043418005595,2
W002,45,H,0,15.0,1.1891448886274665,0.7997282298155526,-0.3894166588119139,0.3894166588119139,0.07007219079032652,3
W002,45,H,1,17.0,1.0759032095807972,0.7317106229015994,-0.34419258667919783,0.34419258667919783,0.06193450654110246,3
W002,45,H,2,19.0,0.7516074731790149,0.6927459132843551,-0.0588615598946598,0.0588615598946598,0.010591633310548668,3
W002,45,H,3,21.0,-0.24374121013505792,0.33057295447427815,0.574314164609336,0.574314164609336,0.10334291254737961,3
W002,45,H,4,23.0,-0.9814469624368863,-0.17806140658889044,0.8033855558479959,0.8033855558479959,0.14456234645771396,3
W002,45,H,5,25.0,-1.1401446029794513,-0.3980764826113519,0.7420681203680994,0.7420681203680994,0.1335287993803248,3
W002,45,H,6,27.0,-1.1660510979510201,-0.5105584814948956,0.6554926164561246,0.6554926164561246,0.11795027932831371,3
W002,45,H,7,29.0,-1.1456360877035907,-0.5791628507831935,0.5664732369203972,0.5664732369203972,0.10193200479970195,3
W002,45,H,8,31.0,-1.1023606267290218,-0.6069815336000257,0.4953790931289961,0.4953790931289961,0.08913922283956473,3
W002,45,H,9,33.0,-1.0609449739027879,-0.5993187761515362,0.4616261977512517,0.4616261977512517,0.08306567854936633,3
W002,45,H,10,35.0,-1.0259382048451406,-0.559784162103648,0.46615404274149264,0.46615404274149264,0.08388042545565734,3
W002,45,H,0,15.0,1.3725382303110407,0.9249878375792822,-0.44755039273175856,0.44755039273175856,0.07381118550802432,4
W002,45,H,1,17.0,1.2512765908057086,0.899999614625289,-0.35127697618041964,0.35127697618041964,0.057933520950099945,4
W002,45,H,2,19.0,0.9447852376993905,0.9044355661245169,-0.04034967157487357,0.04034967157487357,0.006654573746706287,4
W002,45,H,3,21.0,-0.00861938299401447,0.6677392842739436,0.676358667267958,0.676358667267958,0.11154684672480407,4
W002,45,H,4,23.0,-1.0132081135491664,-0.0013484525956200255,1.0118596609535464,1.0118596609535464,0.16687855123276038,4
W002,45,H,5,25.0,-1.242970253165586,-0.3742231482789663,0.8687471048866197,0.8687471048866197,0.14327605284166942,4
W002,45,H,6,27.0,-1.255010965370773,-0.5482401968774305,0.7067707684933425,0.7067707684933425,0.11656249028515075,4
W002,45,H,7,29.0,-1.2108773687423506,-0.6413845045591273,0.5694928641832233,0.5694928641832233,0.09392225797669634,4
W002,45,H,8,31.0,-1.1579763233354416,-0.6739881950034371,0.48398812833200455,0.48398812833200455,0.07982059250567178,4
W002,45,H,9,33.0,-1.1142207643815767,-0.6631430113239065,0.45107775305767017,0.45107775305767017,0.0743929270316555,4
W002,45,H,10,35.0,-1.0867820374356452,-0.6308045675198832,0.45597746991576193,0.45597746991576193,0.07520100119676111,4
W002,45,H,0,15.0,1.276232082361657,0.9428141302998503,-0.3334179520618068,0.3334179520618068,0.06252906015245295,5
W002,45,H,1,17.0,1.215065171213901,0.83883299281476,-0.3762321783991409,0.3762321783991409,0.0705584218514044,5
W002,45,H,2,19.0,0.9340903630728841,0.7659687209011825,-0.16812164217170156,0.16812164217170156,0.03152946088018309,5
W002,45,H,3,21.0,0.03139531486450953,0.41216177047032376,0.38076645560581424,0.38076645560581424,0.07140877825978224,5
W002,45,H,4,23.0,-0.7729931755655887,-0.08075299002101816,0.6922401855445706,0.6922401855445706,0.1298224283791346,5
W002,45,H,5,25.0,-1.018544590244208,-0.33263737268339255,0.6859072175608155,0.6859072175608155,0.12863474627158458,5
W002,45,H,6,27.0,-1.0865987126037011,-0.46757830722760607,0.619020405376095,0.619020405376095,0.11609082211680809,5
W002,45,H,7,29.0,-1.1000119073051497,-0.547901163190683,0.5521107441144667,0.5521107441144667,0.10354261285591909,5
W002,45,H,8,31.0,-1.0894061098612684,-0.5826974329633813,0.5067086768978871,0.5067086768978871,0.09502792858509448,5
W002,45,H,9,33.0,-1.0743234102055157,-0.576031485349991,0.49829192485552465,0.49829192485552465,0.09344945450626743,5
W002,45,H,10,35.0,-1.0577170581942184,-0.5383264842111929,0.5193905739830255,0.5193905739830255,0.09740628614136919,5
W002,45,H,0,15.0,1.172794102420821,0.9425614547722062,-0.23023264764861484,0.23023264764861484,0.04212068972539974,6
W002,45,H,1,17.0,1.1094315790809723,0.8833437537271802,-0.22608782535379213,0.22608782535379213,0.04136240120450501,6
W002,45,H,2,19.0,0.8602667336654687,0.8633508263264588,0.0030840926609900787,0.0030840926609900787,0.0005642297536195106,6
W002,45,H,3,21.0,0.024853083742515998,0.6118069615563271,0.586953877813811,0.586953877813811,0.10738226060905254,6
W002,45,H,4,23.0,-0.8296442536927999,0.039054840813149486,0.8686990945059494,0.8686990945059494,0.1589270913492053,6
W002,45,H,5,25.0,-1.066614063037888,-0.2767173708892181,0.7898966921486699,0.7898966921486699,0.14451031956116192,6
W002,45,H,6,27.0,-1.1085228846602209,-0.4392168614053491,0.6693060232548718,0.6693060232548718,0.12244845214083716,6
W002,45,H,7,29.0,-1.094728715266096,-0.5254557381616105,0.5692729771044855,0.5692729771044855,0.10414756848154975,6
W002,45,H,8,31.0,-1.069182211440179,-0.5535900153974204,0.5155921960427586,0.5155921960427586,0.09432675659231238,6
W002,45,H,9,33.0,-1.0473879544646305,-0.5479584599913643,0.49942949447326623,0.49942949447326623,0.09136981653673935,6
W002,45,H,10,35.0,-1.0328810830460984,-0.5254132691554196,0.5074678138906787,0.5074678138906787,0.09284041404561756,6
W002,45,H,0,15.0,1.389070737634683,1.0503724013346123,-0.3386983363000706,0.3386983363000706,0.07646937403217849,7
W002,45,H,1,17.0,1.347899318638935,0.9659118888709141,-0.3819874297680209,0.3819874297680209,0.08624293807171916,7
W002,45,H,2,19.0,1.1176097118645396,0.9221382172764295,-0.19547149458811008,0.19547149458811008,0.04413243653799437,7
W002,45,H,3,21.0,0.20388962883890097,0.5568149180289016,0.35292528919000066,0.35292528919000066,0.07968145412020818,7
W002,45,H,4,23.0,-0.7475769850370699,-0.07888914973108596,0.668687835305984,0.668687835305984,0.15097251656848598,7
W002,45,H,5,25.0,-1.0329080125465104,-0.4011303529946155,0.6317776595518949,0.6317776595518949,0.14263914810212222,7
W002,45,H,6,27.0,-1.0974080202010017,-0.5773665976344691,0.5200414225665326,0.5200414225665326,0.11741197931139077,7
W002,45,H,7,29.0,-1.095778488941807,-0.6924488932625744,0.40332959567923254,0.40332959567923254,0.09106145027803646,7
W002,45,H,8,31.0,-1.0730267354431078,-0.7489613494023188,0.32406538604078894,0.32406538604078894,0.07316563017918265,7
W002,45,H,9,33.0,-1.0496605822023173,-0.7511938454670868,0.2984667367352305,0.2984667367352305,0.06738611348639603,7
W002,45,H,10,35.0,-1.0335413825492616,-0.7197901511408431,0.31375123140841854,0.31375123140841854,0.07083695931228565,7
W002,45,H,0,15.0,1.0895919135162921,0.7969179920077234,-0.29267392150856875,0.29267392150856875,0.05922980009805565,8
W002,45,H,1,17.0,1.0159330420806392,0.6676954154296411,-0.3482376266509981,0.3482376266509981,0.0704744888333212,8
W002,45,H,2,19.0,0.75809767974011,0.5230522761347188,-0.23504540360539117,0.23504540360539117,0.047567245478366056,8
W002,45,H,3,21.0,-0.11726984434190416,0.10986468750337301,0.22713453184527715,0.22713453184527715,0.045966285097141284,8
W002,45,H,4,23.0,-1.0314013718061341,-0.39735041225652784,0.6340509595496062,0.6340509595496062,0.12831587929847055,8
W002,45,H,5,25.0,-1.2211906028710835,-0.5662272789048789,0.6549633239662046,0.6549633239662046,0.13254801299042487,8
W002,45,H,6,27.0,-1.2262354401165674,-0.6356669562267192,0.5905684838898482,0.5905684838898482,0.11951612588067026,8
W002,45,H,7,29.0,-1.1930794384445116,-0.6703034794536649,0.5227759589908467,0.5227759589908467,0.10579663328900538,8
