window_id,anchor_day,field,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,region_id,region_label,feature_indices_str,lat_list,lat_min,lat_max,lat_center,n_features,region_change_class,region_relative_contribution,construction_reason,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,excess_crossings,progress_quality_label
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,176,0.31449553629846744,0.10721012724619425,0.13396025666915573,1.3040387927932906,moderate_separation,39.0,40.0,41.0,3.0,0.8585121466075976,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,176,0.5698409946263596,0.11555202691330489,0.07086424455388,3.0568200411983324,clear_separation,36.0,39.0,53.0,18.0,0.904486159126424,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,177,0.2048103243849381,0.07088376072444058,0.05297160917503782,1.6536249058168662,clear_separation,35.0,38.0,39.0,5.0,0.6817321748099829,1,1,5,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,177,0.2948551861822214,0.08230563706902191,0.05805796785324573,2.1006527037084153,clear_separation,36.0,37.0,38.0,3.0,0.6947754219716719,1,1,2,1,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,177,0.39319601512280733,0.10093049760584732,0.03468322634352278,2.89938218398606,clear_separation,36.0,37.0,39.0,4.0,0.795173348873719,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,178,0.5743360307388655,0.032405174074756564,0.011336334844060025,13.130229041819803,clear_separation,40.0,42.0,45.0,6.0,0.925702418603207,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,178,0.3129405193449411,0.1589213643746756,0.05136072493384221,1.4881938845766687,moderate_separation,45.0,46.0,46.0,2.0,0.870182209082077,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,178,0.42471529467096486,0.1413228455175345,0.052982185318442766,2.185817283493234,clear_separation,36.0,37.0,38.0,3.0,0.7246651373534331,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,179,0.48999679176025723,0.023160800966260373,0.04676236066325372,7.007646398435063,clear_separation,40.0,45.0,51.0,12.0,0.9835048502156786,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,179,0.3482086246147224,0.09841200097961217,0.07814171193143565,1.97225319634121,clear_separation,37.0,38.0,40.0,4.0,0.7962863398608548,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,179,0.6408364691429808,0.09429818204718544,0.04610532906011586,4.564248173631719,clear_separation,37.0,40.0,49.0,13.0,0.9492927403378245,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,180,0.37759024592401513,0.06997044195677407,0.03192060961385475,3.705823427116926,clear_separation,37.0,48.0,52.0,16.0,0.9589680547834221,5,1,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,180,0.4614969066181698,0.04178704795895505,0.0692371631666705,4.156723132182215,clear_separation,38.0,41.0,43.0,6.0,0.9208619829000285,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,180,0.6906499212479053,0.07367645888523693,0.04646986076752649,5.748406803004556,clear_separation,38.0,42.0,50.0,13.0,0.9827474347984059,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,181,0.14262617781215514,0.05895038096225859,0.04212759448664169,1.4110509948258654,moderate_separation,34.0,45.0,46.0,13.0,0.8586700576551822,3,1,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,181,0.5961223810314136,0.07898927941054208,0.1657518384204098,2.4357263148694472,clear_separation,37.0,39.0,40.0,4.0,0.5448964921921746,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,181,0.7968477582304736,0.0928631916181144,0.10635193707325241,3.999935966032914,clear_separation,38.0,40.0,54.0,17.0,0.8969790029898985,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,182,0.1755260249416327,0.05195595163738205,0.05668332086128022,1.6156774700768917,clear_separation,36.0,38.0,40.0,5.0,0.7028316689077603,1,1,5,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,182,0.5753918889312462,0.13887633427852752,0.05169664591344206,3.0192731852733665,clear_separation,36.0,38.0,41.0,6.0,0.8418858561575234,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,182,0.8169819532874262,0.13905352696791826,0.030937398272704093,4.80603274634212,clear_separation,37.0,39.0,44.0,8.0,0.9433602479358961,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,183,0.3817787923209803,0.07754940015836964,0.0509389901285051,2.971309637147656,clear_separation,36.0,39.0,41.0,6.0,0.8282347833360781,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,183,0.4091342493453893,0.06801516635526811,0.14955138452504596,1.880501610610442,clear_separation,37.0,54.0,55.0,19.0,0.7051521395606637,3,3,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,183,0.7363798221780186,0.12700387938410612,0.08458155846508669,3.4802953816834603,clear_separation,37.0,40.0,53.0,17.0,0.9573359727606505,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,184,0.20336727184632966,0.1483567681960861,0.01640985491843172,1.2342746850190844,moderate_separation,34.0,35.0,35.0,2.0,0.4578689964756275,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,184,0.567708817861087,0.12695259598382594,0.03024656447002063,3.6113985356032825,clear_separation,38.0,40.0,41.0,4.0,0.8249426715704664,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,184,0.5922610435802901,0.10293949950962497,0.026603174380003508,4.571937769980739,clear_separation,37.0,39.0,41.0,5.0,0.8452746655455284,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,185,0.6654270177925427,0.03535876108149365,0.03177131564196638,9.912501970372322,clear_separation,40.0,47.0,52.0,13.0,0.985589620962451,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,185,0.4276325882560549,0.14316868970296637,0.07201437471377632,1.9872966741837246,clear_separation,46.0,48.0,52.0,7.0,0.8963026787497509,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,185,0.5659223065157809,0.13740850634975135,0.067868711616015,2.756868551337044,clear_separation,36.0,39.0,43.0,8.0,0.9151665031010573,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,186,0.7251901408850476,0.21537727301726156,0.07411219230632499,2.505065737278011,clear_separation,36.0,37.0,54.0,19.0,0.781000130617771,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,186,0.41229883683922214,0.19596880478063222,0.0953441128600945,1.4153125792647,moderate_separation,35.0,37.0,54.0,20.0,0.7218988571657147,3,3,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,186,0.5941478687522764,0.09755088119776431,0.037877308649590075,4.387180168486046,clear_separation,37.0,40.0,50.0,14.0,0.9649570709830095,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,187,0.2746100491249575,0.062225011917479416,0.0279765593354211,3.0444042748992266,clear_separation,36.0,39.0,47.0,12.0,0.9370169087972866,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,187,0.5232780813802191,0.11805465134479051,0.07414749209407476,2.722540300632292,clear_separation,36.0,37.0,40.0,5.0,0.771514230378904,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,187,0.7093888003863024,0.15283043305323973,0.04484043789991256,3.5887371617562533,clear_separation,36.0,38.0,41.0,6.0,0.903667021813708,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,188,0.14670371537860427,0.12617630674142827,0.0685770585569592,0.7532794884126142,weak_separation,34.0,35.0,36.0,3.0,0.4888411900941956,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,188,0.7809709039783853,0.1298573663754375,0.08300259524906806,3.6689422379773458,clear_separation,43.0,50.0,52.0,10.0,0.9208866943048272,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,188,0.8050691085981142,0.05834044914787886,0.05107679915814889,7.357789754924437,clear_separation,39.0,43.0,50.0,12.0,0.9853408781469417,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,189,0.2656225234632895,0.13476322058636495,0.047654957945597605,1.4561187136113645,moderate_separation,35.0,36.0,37.0,3.0,0.6630311590495322,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,189,0.22545156492838025,0.057418375121368534,0.11817460426397287,1.2839440717821835,moderate_separation,37.0,38.0,55.0,19.0,0.6528576905479189,3,3,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,189,0.5447881042307872,0.09455968249586563,0.07397874042327796,3.2324267356657868,clear_separation,37.0,39.0,52.0,16.0,0.9250483626594984,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,190,0.12417633255354288,0.03331095581982517,0.059856209654160664,1.332833642859033,moderate_separation,31.0,54.0,57.0,27.0,0.6485228144768928,3,1,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,190,0.5572118754278466,0.13328443263854567,0.05933308463001643,2.8928411254047006,clear_separation,36.0,38.0,41.0,6.0,0.8327081329774523,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,190,0.693358943989918,0.09678441826662658,0.052425878032207676,4.646857228949388,clear_separation,38.0,50.0,53.0,16.0,0.9405252051598029,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,191,0.11247144988521934,0.10561064802256978,0.07697170011317923,0.6160039622318659,weak_separation,35.0,35.0,35.0,1.0,0.36694573197502817,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,191,0.4934750986145638,0.09362337042056963,0.1721276749254454,1.8569074600329265,clear_separation,54.0,54.0,55.0,2.0,0.6832840299493402,2,1,1,1,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,191,0.6427663932490159,0.056730769052150784,0.11181456387449229,3.8136113417555775,clear_separation,38.0,53.0,54.0,17.0,0.8675103039108781,3,1,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,192,0.23613989291521023,0.0426912745967135,0.07724984331807408,1.9687984989682714,clear_separation,37.0,39.0,40.0,4.0,0.7222668997584781,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,192,0.4558620720625206,0.09119940220651337,0.2283650062984495,1.4265107750741304,moderate_separation,36.0,38.0,41.0,6.0,0.49052458887162415,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,192,0.6659185128480417,0.10114803207592785,0.1187769502166096,3.0279348253499343,clear_separation,37.0,40.0,54.0,18.0,0.878015243618774,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,193,0.3727455876862017,0.10517394162214319,0.032794736085033076,2.7016681893358014,clear_separation,36.0,38.0,39.0,4.0,0.8256954700193928,1,1,5,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,193,0.26613424216490145,0.06236234339849629,0.05867095475166051,2.198851441978628,clear_separation,38.0,40.0,48.0,11.0,0.9388151233677515,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,193,0.4179370803264546,0.09140502456694388,0.06962317825043284,2.595427838193289,clear_separation,36.0,39.0,54.0,19.0,0.8935912608088217,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,194,0.25628161975359165,0.029812977278500404,0.0926515344549177,2.092701110926469,clear_separation,40.0,45.0,46.0,7.0,0.9001304936793616,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,194,0.31472594362324186,0.04211624924340664,0.08879589084610603,2.4041005166369165,clear_separation,37.0,38.0,40.0,4.0,0.7529129451321369,1,1,4,3,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,194,0.5788625218891392,0.0828398804108545,0.0448341776027853,4.53390869605866,clear_separation,37.0,39.0,42.0,6.0,0.9288694491359561,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,195,0.45120942512171464,0.09156463380797283,0.053900206729551155,3.1018452531511973,clear_separation,36.0,47.0,53.0,18.0,0.9637369061116673,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,195,0.29335293325126677,0.06103541839245398,0.030963957456393854,3.18864047222708,clear_separation,37.0,40.0,53.0,17.0,0.9703445079125873,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,195,0.5622621987685056,0.0780465514476131,0.04977967641748059,4.398645005482839,clear_separation,37.0,40.0,51.0,15.0,0.9542257590396478,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,196,0.16803921298560898,0.12229142666841289,0.05982810404606788,0.9226863935260939,weak_separation,34.0,34.0,35.0,2.0,0.5105761820575677,1,1,2,1,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,196,0.42799486065459236,0.11125108763337328,0.08488592142371681,2.182121888735516,clear_separation,36.0,37.0,38.0,3.0,0.7027441724021312,1,1,5,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,196,0.5288873753453739,0.13052752526343298,0.06153237425888637,2.7537626368689825,clear_separation,36.0,38.0,40.0,5.0,0.8185300844645356,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,197,0.35443016318934467,0.14410522144714186,0.036425869800164976,1.9632638386028263,clear_separation,35.0,36.0,38.0,4.0,0.7019841197943159,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,197,0.28601953641587,0.08932577889857969,0.06009218882295846,1.9142245124689992,clear_separation,38.0,45.0,51.0,14.0,0.9856926515366387,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,197,0.5599711410393209,0.09604689525166685,0.043062489144158264,4.025401618096202,clear_separation,37.0,46.0,52.0,16.0,0.9847600454002898,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,198,0.15301761023321925,0.06443874926585162,0.04762706191705467,1.3654263384884993,moderate_separation,35.0,37.0,48.0,14.0,0.7981991917413163,1,5,5,8,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,198,0.6220001599778185,0.07943770007882017,0.07780933801180688,3.955560419645791,clear_separation,37.0,39.0,40.0,4.0,0.8122909590467736,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,198,0.800911095318112,0.11138113736869015,0.07208057866794908,4.365548914620212,clear_separation,37.0,39.0,42.0,6.0,0.9079445988130739,1,1,3,2,nonmonotonic_progress
