window_id,anchor_day,field,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,region_id,region_label,feature_indices_str,lat_list,lat_min,lat_max,lat_center,n_features,region_change_class,region_relative_contribution,construction_reason,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,observed_onset_day,observed_midpoint_day,observed_finish_day,observed_duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,excess_crossings,progress_quality_label
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,0.3206133463560098,0.08823196815152706,0.026848527656980037,2.7859920493348196,clear_separation,36.0,38.0,40.0,5.0,0.8919630315090062,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,0.3630149468130077,0.062328348093782196,0.06945444608554871,2.7546459996819808,clear_separation,37.0,38.0,40.0,4.0,0.8097381990356218,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,0.6089385208245983,0.10656023387998566,0.057169349944722565,3.719172226544829,clear_separation,37.0,39.0,52.0,16.0,0.9405521038661087,1,1,1,0,monotonic_broad_progress
