window_id,object,baseline_config,metric,profile_value,field2d_value,difference_2d_minus_profile,agreement_class
W113,H,C0_full_stage,dist_core_growth_share,,0.27960976373014707,,unresolved
W113,H,C0_full_stage,dist_early_growth_share,,0.41765457099034575,,unresolved
W113,H,C0_full_stage,dist_growth_center,106.87341916771247,110.46675121692932,3.593332049216855,consistent
W113,H,C0_full_stage,dist_late_growth_share,,0.15754697792844466,,unresolved
W113,H,C0_full_stage,dist_mean_compare,,0.5585564831961931,,unresolved
W113,H,C0_full_stage,dist_mean_core,0.6403121977731899,0.5972470341335225,-0.04306516363966739,consistent
W113,H,C0_full_stage,dist_mean_early,0.30364649628129925,0.29284040576422565,-0.010806090517073597,consistent
W113,H,C0_full_stage,dist_mean_late,0.8321332381428072,0.8010582300657629,-0.03107500807704422,consistent
W113,H,C0_full_stage,dist_positive_growth_area,,0.9137248529015457,,unresolved
W113,H,C0_full_stage,pattern_core_growth_share,,0.24610153960625425,,unresolved
W113,H,C0_full_stage,pattern_early_growth_share,,0.1834349109014881,,unresolved
W113,H,C0_full_stage,pattern_growth_center,112.23251450813724,111.82679483158198,-0.40571967655526464,consistent
W113,H,C0_full_stage,pattern_late_growth_share,,0.3407799021629938,,unresolved
W113,H,C0_full_stage,pattern_mean_compare,,0.6529432058386888,,unresolved
W113,H,C0_full_stage,pattern_mean_core,0.5719019130824237,0.5535320868629573,-0.018369826219466368,consistent
W113,H,C0_full_stage,pattern_mean_early,0.15499404031141695,0.1731150358881388,0.018120995576721866,consistent
W113,H,C0_full_stage,pattern_mean_late,1.417022744421637,1.1924180471746777,-0.2246046972469593,consistent
W113,H,C0_full_stage,pattern_positive_growth_area,,1.8617238714428095,,unresolved
W113,H,C1_buffered_stage,dist_core_growth_share,,0.28341696863508437,,unresolved
W113,H,C1_buffered_stage,dist_early_growth_share,,0.40976346972566724,,unresolved
W113,H,C1_buffered_stage,dist_growth_center,107.27610168814218,110.74693970694904,3.470838018806859,consistent
W113,H,C1_buffered_stage,dist_late_growth_share,,0.15925582207078082,,unresolved
W113,H,C1_buffered_stage,dist_mean_compare,,0.5412572476093283,,unresolved
W113,H,C1_buffered_stage,dist_mean_core,0.6263869072009355,0.5831121483746226,-0.04327475882631293,consistent
W113,H,C1_buffered_stage,dist_mean_early,0.2676927344335175,0.2595329686420146,-0.008159765791502904,consistent
W113,H,C1_buffered_stage,dist_mean_late,0.8374166955411455,0.7978685861174653,-0.039548109423680256,consistent
W113,H,C1_buffered_stage,dist_positive_growth_area,,0.9405268029791436,,unresolved
W113,H,C1_buffered_stage,pattern_core_growth_share,,0.2459201731475007,,unresolved
W113,H,C1_buffered_stage,pattern_early_growth_share,,0.18201531749335653,,unresolved
W113,H,C1_buffered_stage,pattern_growth_center,112.35587932851286,111.96066151153877,-0.39521781697408187,consistent
W113,H,C1_buffered_stage,pattern_late_growth_share,,0.34671267074294626,,unresolved
W113,H,C1_buffered_stage,pattern_mean_compare,,0.632672949487952,,unresolved
W113,H,C1_buffered_stage,pattern_mean_core,0.5604803846241909,0.53489110429904,-0.025589280325150954,consistent
W113,H,C1_buffered_stage,pattern_mean_early,0.1523826848564065,0.1676885360005736,0.015305851144167104,consistent
W113,H,C1_buffered_stage,pattern_mean_late,1.4037783393088885,1.1563264700886777,-0.24745186922021079,consistent
W113,H,C1_buffered_stage,pattern_positive_growth_area,,1.7987519085582235,,unresolved
W113,H,C2_immediate_pre,dist_core_growth_share,,0.28341696863508437,,unresolved
W113,H,C2_immediate_pre,dist_early_growth_share,,0.40976346972566724,,unresolved
W113,H,C2_immediate_pre,dist_growth_center,107.27610168814218,110.74693970694904,3.470838018806859,consistent
W113,H,C2_immediate_pre,dist_late_growth_share,,0.15925582207078082,,unresolved
W113,H,C2_immediate_pre,dist_mean_compare,,0.5412572476093283,,unresolved
W113,H,C2_immediate_pre,dist_mean_core,0.6263869072009355,0.5831121483746226,-0.04327475882631293,consistent
W113,H,C2_immediate_pre,dist_mean_early,0.2676927344335175,0.2595329686420146,-0.008159765791502904,consistent
W113,H,C2_immediate_pre,dist_mean_late,0.8374166955411455,0.7978685861174653,-0.039548109423680256,consistent
W113,H,C2_immediate_pre,dist_positive_growth_area,,0.9405268029791436,,unresolved
W113,H,C2_immediate_pre,pattern_core_growth_share,,0.2459201731475007,,unresolved
W113,H,C2_immediate_pre,pattern_early_growth_share,,0.18201531749335653,,unresolved
W113,H,C2_immediate_pre,pattern_growth_center,112.35587932851286,111.96066151153877,-0.39521781697408187,consistent
W113,H,C2_immediate_pre,pattern_late_growth_share,,0.34671267074294626,,unresolved
W113,H,C2_immediate_pre,pattern_mean_compare,,0.632672949487952,,unresolved
W113,H,C2_immediate_pre,pattern_mean_core,0.5604803846241909,0.53489110429904,-0.025589280325150954,consistent
W113,H,C2_immediate_pre,pattern_mean_early,0.1523826848564065,0.1676885360005736,0.015305851144167104,consistent
W113,H,C2_immediate_pre,pattern_mean_late,1.4037783393088885,1.1563264700886777,-0.24745186922021079,consistent
W113,H,C2_immediate_pre,pattern_positive_growth_area,,1.7987519085582235,,unresolved
W113,Je,C0_full_stage,dist_core_growth_share,,0.2689725416494458,,unresolved
W113,Je,C0_full_stage,dist_early_growth_share,,0.5284902680377194,,unresolved
W113,Je,C0_full_stage,dist_growth_center,105.4302066873224,110.21382683125627,4.783620143933874,consistent
W113,Je,C0_full_stage,dist_late_growth_share,,0.009776146861675937,,unresolved
W113,Je,C0_full_stage,dist_mean_compare,,0.5513572086983048,,unresolved
W113,Je,C0_full_stage,dist_mean_core,0.6589900941363536,0.6673395480852921,0.00834945394893849,consistent
W113,Je,C0_full_stage,dist_mean_early,0.27819640211313007,0.2935684166034279,0.015372014490297847,consistent
W113,Je,C0_full_stage,dist_mean_late,0.75245507680328,0.7395565971609892,-0.01289847964229085,consistent
W113,Je,C0_full_stage,dist_positive_growth_area,,0.8919088482680164,,unresolved
W113,Je,C0_full_stage,pattern_core_growth_share,,0.26590955805168626,,unresolved
W113,Je,C0_full_stage,pattern_early_growth_share,,0.22380844274359163,,unresolved
W113,Je,C0_full_stage,pattern_growth_center,111.00747628942848,107.32521423417558,-3.682262055252906,consistent
W113,Je,C0_full_stage,pattern_late_growth_share,,0.30917097257852316,,unresolved
W113,Je,C0_full_stage,pattern_mean_compare,,0.62014858329225,,unresolved
W113,Je,C0_full_stage,pattern_mean_core,0.5496310050923731,0.5557356562155666,0.006104651123193583,consistent
W113,Je,C0_full_stage,pattern_mean_early,0.18620728284231988,0.20105637934299905,0.01484909650067917,consistent
W113,Je,C0_full_stage,pattern_mean_late,1.101297309526445,1.077888543487511,-0.023408766038933937,consistent
W113,Je,C0_full_stage,pattern_positive_growth_area,,1.5837007211265557,,unresolved
W113,Je,C1_buffered_stage,dist_core_growth_share,,0.2844343611325598,,unresolved
W113,Je,C1_buffered_stage,dist_early_growth_share,,0.509827448612747,,unresolved
W113,Je,C1_buffered_stage,dist_growth_center,105.81721559784799,110.42147961169822,4.604264013850226,consistent
W113,Je,C1_buffered_stage,dist_late_growth_share,,0.015025381229739562,,unresolved
W113,Je,C1_buffered_stage,dist_mean_compare,,0.5454158500694425,,unresolved
W113,Je,C1_buffered_stage,dist_mean_core,0.6536710455140939,0.6606498816235999,0.006978836109506004,consistent
W113,Je,C1_buffered_stage,dist_mean_early,0.26421332837374834,0.2768623955742965,0.012649067200548147,consistent
W113,Je,C1_buffered_stage,dist_mean_late,0.7582066479119447,0.7448288856320942,-0.013377762279850547,consistent
W113,Je,C1_buffered_stage,dist_positive_growth_area,,0.8934961559381878,,unresolved
W113,Je,C1_buffered_stage,pattern_core_growth_share,,0.2659304968023871,,unresolved
W113,Je,C1_buffered_stage,pattern_early_growth_share,,0.22400045494684853,,unresolved
W113,Je,C1_buffered_stage,pattern_growth_center,111.01714105085838,107.34750285978357,-3.66963819107481,consistent
W113,Je,C1_buffered_stage,pattern_late_growth_share,,0.309968983494959,,unresolved
W113,Je,C1_buffered_stage,pattern_mean_compare,,0.6127720865201922,,unresolved
W113,Je,C1_buffered_stage,pattern_mean_core,0.5464800634729521,0.5485584441945572,0.0020783807216051553,consistent
W113,Je,C1_buffered_stage,pattern_mean_early,0.18509682580806944,0.19681347967182392,0.011716653863754478,consistent
W113,Je,C1_buffered_stage,pattern_mean_late,1.0958632793893335,1.0672588787639412,-0.028604400625392268,consistent
W113,Je,C1_buffered_stage,pattern_positive_growth_area,,1.5707966129221536,,unresolved
W113,Je,C2_immediate_pre,dist_core_growth_share,,0.2844343611325598,,unresolved
W113,Je,C2_immediate_pre,dist_early_growth_share,,0.509827448612747,,unresolved
W113,Je,C2_immediate_pre,dist_growth_center,105.81721559784799,110.42147961169822,4.604264013850226,consistent
W113,Je,C2_immediate_pre,dist_late_growth_share,,0.015025381229739562,,unresolved
W113,Je,C2_immediate_pre,dist_mean_compare,,0.5454158500694425,,unresolved
W113,Je,C2_immediate_pre,dist_mean_core,0.6536710455140939,0.6606498816235999,0.006978836109506004,consistent
W113,Je,C2_immediate_pre,dist_mean_early,0.26421332837374834,0.2768623955742965,0.012649067200548147,consistent
W113,Je,C2_immediate_pre,dist_mean_late,0.7582066479119447,0.7448288856320942,-0.013377762279850547,consistent
W113,Je,C2_immediate_pre,dist_positive_growth_area,,0.8934961559381878,,unresolved
W113,Je,C2_immediate_pre,pattern_core_growth_share,,0.2659304968023871,,unresolved
W113,Je,C2_immediate_pre,pattern_early_growth_share,,0.22400045494684853,,unresolved
W113,Je,C2_immediate_pre,pattern_growth_center,111.01714105085838,107.34750285978357,-3.66963819107481,consistent
W113,Je,C2_immediate_pre,pattern_late_growth_share,,0.309968983494959,,unresolved
W113,Je,C2_immediate_pre,pattern_mean_compare,,0.6127720865201922,,unresolved
W113,Je,C2_immediate_pre,pattern_mean_core,0.5464800634729521,0.5485584441945572,0.0020783807216051553,consistent
W113,Je,C2_immediate_pre,pattern_mean_early,0.18509682580806944,0.19681347967182392,0.011716653863754478,consistent
W113,Je,C2_immediate_pre,pattern_mean_late,1.0958632793893335,1.0672588787639412,-0.028604400625392268,consistent
W113,Je,C2_immediate_pre,pattern_positive_growth_area,,1.5707966129221536,,unresolved
W113,Jw,C0_full_stage,dist_core_growth_share,,0.1273321441623292,,unresolved
W113,Jw,C0_full_stage,dist_early_growth_share,,0.6070083568746667,,unresolved
W113,Jw,C0_full_stage,dist_growth_center,104.67706269627487,110.9290636113015,6.252000915026628,consistent
W113,Jw,C0_full_stage,dist_late_growth_share,,0.010120478822100196,,unresolved
W113,Jw,C0_full_stage,dist_mean_compare,,0.5358044738624611,,unresolved
W113,Jw,C0_full_stage,dist_mean_core,0.6364154122970019,0.6457169950610532,0.009301582764051242,consistent
W113,Jw,C0_full_stage,dist_mean_early,0.33618508190262075,0.3599431172072597,0.023758035304638936,consistent
W113,Jw,C0_full_stage,dist_mean_late,0.647244827241578,0.6457183177985073,-0.001526509443070645,consistent
W113,Jw,C0_full_stage,dist_positive_growth_area,,0.7091506833218547,,unresolved
W113,Jw,C0_full_stage,pattern_core_growth_share,,0.3558001828701867,,unresolved
W113,Jw,C0_full_stage,pattern_early_growth_share,,0.28031999682362074,,unresolved
W113,Jw,C0_full_stage,pattern_growth_center,109.80298384092497,105.90893561210835,-3.894048228816615,consistent
W113,Jw,C0_full_stage,pattern_late_growth_share,,0.1536062185890565,,unresolved
W113,Jw,C0_full_stage,pattern_mean_compare,,0.8238111713468931,,unresolved
W113,Jw,C0_full_stage,pattern_mean_core,0.8726981964744872,0.9290952165135313,0.05639702003904412,consistent
W113,Jw,C0_full_stage,pattern_mean_early,0.18734777674769013,0.2012726290075828,0.013924852259892678,consistent
W113,Jw,C0_full_stage,pattern_mean_late,1.347892353730361,1.38317928658622,0.03528693285585893,consistent
W113,Jw,C0_full_stage,pattern_positive_growth_area,,1.8802291617163265,,unresolved
W113,Jw,C1_buffered_stage,dist_core_growth_share,,0.11556201394432569,,unresolved
W113,Jw,C1_buffered_stage,dist_early_growth_share,,0.6217282298637634,,unresolved
W113,Jw,C1_buffered_stage,dist_growth_center,104.14887615093286,110.50555683681051,6.356680685877649,consistent
W113,Jw,C1_buffered_stage,dist_late_growth_share,,0.009511683771310252,,unresolved
W113,Jw,C1_buffered_stage,dist_mean_compare,,0.5328800943854318,,unresolved
W113,Jw,C1_buffered_stage,dist_mean_core,0.6339562355254592,0.6466797241746542,0.012723488649195036,consistent
W113,Jw,C1_buffered_stage,dist_mean_early,0.32311804967482427,0.34518552223180965,0.02206747255698538,consistent
W113,Jw,C1_buffered_stage,dist_mean_late,0.652531743949592,0.6522948886655207,-0.0002368552840713578,consistent
W113,Jw,C1_buffered_stage,dist_positive_growth_area,,0.838870251010815,,unresolved
W113,Jw,C1_buffered_stage,pattern_core_growth_share,,0.3535239895663319,,unresolved
W113,Jw,C1_buffered_stage,pattern_early_growth_share,,0.29577381293766214,,unresolved
W113,Jw,C1_buffered_stage,pattern_growth_center,109.80363320415239,105.98446775673669,-3.819165447415699,consistent
W113,Jw,C1_buffered_stage,pattern_late_growth_share,,0.15130325132284128,,unresolved
W113,Jw,C1_buffered_stage,pattern_mean_compare,,0.8132293573527052,,unresolved
W113,Jw,C1_buffered_stage,pattern_mean_core,0.8481465627194805,0.9245564026324434,0.0764098399129629,consistent
W113,Jw,C1_buffered_stage,pattern_mean_early,0.17965365173071227,0.20859695736565936,0.028943305634947097,consistent
W113,Jw,C1_buffered_stage,pattern_mean_late,1.311496054037,1.3510655301719077,0.03956947613490769,consistent
W113,Jw,C1_buffered_stage,pattern_positive_growth_area,,1.8025384570297258,,unresolved
W113,Jw,C2_immediate_pre,dist_core_growth_share,,0.11556201394432569,,unresolved
W113,Jw,C2_immediate_pre,dist_early_growth_share,,0.6217282298637634,,unresolved
W113,Jw,C2_immediate_pre,dist_growth_center,104.14887615093286,110.50555683681051,6.356680685877649,consistent
W113,Jw,C2_immediate_pre,dist_late_growth_share,,0.009511683771310252,,unresolved
W113,Jw,C2_immediate_pre,dist_mean_compare,,0.5328800943854318,,unresolved
W113,Jw,C2_immediate_pre,dist_mean_core,0.6339562355254592,0.6466797241746542,0.012723488649195036,consistent
W113,Jw,C2_immediate_pre,dist_mean_early,0.32311804967482427,0.34518552223180965,0.02206747255698538,consistent
W113,Jw,C2_immediate_pre,dist_mean_late,0.652531743949592,0.6522948886655207,-0.0002368552840713578,consistent
W113,Jw,C2_immediate_pre,dist_positive_growth_area,,0.838870251010815,,unresolved
W113,Jw,C2_immediate_pre,pattern_core_growth_share,,0.3535239895663319,,unresolved
W113,Jw,C2_immediate_pre,pattern_early_growth_share,,0.29577381293766214,,unresolved
W113,Jw,C2_immediate_pre,pattern_growth_center,109.80363320415239,105.98446775673669,-3.819165447415699,consistent
W113,Jw,C2_immediate_pre,pattern_late_growth_share,,0.15130325132284128,,unresolved
W113,Jw,C2_immediate_pre,pattern_mean_compare,,0.8132293573527052,,unresolved
W113,Jw,C2_immediate_pre,pattern_mean_core,0.8481465627194805,0.9245564026324434,0.0764098399129629,consistent
W113,Jw,C2_immediate_pre,pattern_mean_early,0.17965365173071227,0.20859695736565936,0.028943305634947097,consistent
W113,Jw,C2_immediate_pre,pattern_mean_late,1.311496054037,1.3510655301719077,0.03956947613490769,consistent
W113,Jw,C2_immediate_pre,pattern_positive_growth_area,,1.8025384570297258,,unresolved
W113,P,C0_full_stage,dist_core_growth_share,,0.2032822590447912,,unresolved
W113,P,C0_full_stage,dist_early_growth_share,,0.3116138418022521,,unresolved
W113,P,C0_full_stage,dist_growth_center,108.11043711601778,114.51619881633789,6.405761700320113,consistent
W113,P,C0_full_stage,dist_late_growth_share,,0.2672872957434399,,unresolved
W113,P,C0_full_stage,dist_mean_compare,,0.4957276214202962,,unresolved
W113,P,C0_full_stage,dist_mean_core,0.5474371339186462,0.4770671114726059,-0.07037002244604035,consistent
W113,P,C0_full_stage,dist_mean_early,0.2860175497979037,0.3099228840795712,0.023905334281667467,consistent
W113,P,C0_full_stage,dist_mean_late,0.7640903118615288,0.6927286647296353,-0.07136164713189341,consistent
W113,P,C0_full_stage,dist_positive_growth_area,,0.7216900947786997,,unresolved
W113,P,C0_full_stage,pattern_core_growth_share,,0.18945902632894604,,unresolved
W113,P,C0_full_stage,pattern_early_growth_share,,0.24298167289030154,,unresolved
W113,P,C0_full_stage,pattern_growth_center,107.32476098032517,115.25182475025062,7.927063769925454,consistent
W113,P,C0_full_stage,pattern_late_growth_share,,0.2599198208588787,,unresolved
W113,P,C0_full_stage,pattern_mean_compare,,0.5162171601184407,,unresolved
W113,P,C0_full_stage,pattern_mean_core,0.6552849884525834,0.45613859330056744,-0.199146395152016,similar_tendency
