window_id,object,baseline_config,day,V_dist_2d,V_pattern_2d
W113,P,C0_full_stage,88,,
W113,P,C0_full_stage,89,-0.02192052612447465,-0.03751331598946819
W113,P,C0_full_stage,90,-0.02005257006583927,-0.03199119276255821
W113,P,C0_full_stage,91,-0.011209929547037312,-0.018570683563595702
W113,P,C0_full_stage,92,-0.017153767627646116,-0.011823038790329754
W113,P,C0_full_stage,93,-0.009064552440194662,0.016829716364370084
W113,P,C0_full_stage,94,-0.022075586303909822,0.015140053171076806
W113,P,C0_full_stage,95,-0.035540741519932695,0.042390756804173924
W113,P,C0_full_stage,96,-0.007643384585032081,0.03655240571320173
W113,P,C0_full_stage,97,-0.006650498186033832,0.03638615498641813
W113,P,C0_full_stage,98,0.010067477874348918,0.04948691789567286
W113,P,C0_full_stage,99,0.039495190249877354,0.07486513829054456
W113,P,C0_full_stage,100,0.042729096824354024,0.051024945804354814
W113,P,C0_full_stage,101,0.03660137811310549,0.046800052598594655
W113,P,C0_full_stage,102,0.023211309125072355,0.027449267767640395
W113,P,C0_full_stage,103,0.02102312854971533,0.045611642570722866
W113,P,C0_full_stage,104,0.020401209301676326,0.048169615126749304
W113,P,C0_full_stage,105,0.0027554493791413504,0.0059923596045980965
W113,P,C0_full_stage,106,0.005835895675941449,0.00027753341545977417
W113,P,C0_full_stage,107,0.02276848793138947,0.027801283311861102
W113,P,C0_full_stage,108,0.023761721327316854,0.03132423788182098
W113,P,C0_full_stage,109,0.027668916686422795,0.05355085359418549
W113,P,C0_full_stage,110,0.018977687704458734,0.043642803366352734
W113,P,C0_full_stage,111,0.023529096247440984,0.055997674355647675
W113,P,C0_full_stage,112,0.027072629126299652,0.05861145647191979
W113,P,C0_full_stage,113,0.02569674170492453,0.051202817375800125
W113,P,C0_full_stage,114,0.05322839411304503,0.0939659691662863
W113,P,C0_full_stage,115,0.05192421352734666,0.0950216351367118
W113,P,C0_full_stage,116,0.032977789668304114,0.06600282956215542
W113,P,C0_full_stage,117,0.012195347221527264,0.032643998806155206
