window_id,anchor_day,system_window_start,system_window_end,bootstrap_support,accepted_status,source_file,detector_search_start,detector_search_end,detector_neighbor_buffer,analysis_start,analysis_end,C0_pre_start,C0_pre_end,C0_post_start,C0_post_end,C1_pre_start,C1_pre_end,C1_post_start,C1_post_end,C2_pre_start,C2_pre_end,C2_post_start,C2_post_end,early_start,early_end,core_start,core_end,late_start,late_end,is_valid_for_prepost,invalid_reason
W113,113,108,118,0.95,builtin_strict_retained_95,BUILTIN_V7_Z_MULTIWIN_A,88,149,5,88,154,88,107,119,154,93,102,124,149,93,102,124,149,98,107,108,113,114,123,True,
