window_id,basis,object_A,object_B,baseline_config,metric_family,metric_name,median,q025,q975,P_positive,P_negative,decision
W113,profile,H,Je,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,-1.315330041415848,-3.1536441656273295,0.4118679084567835,0.073,0.927,B_direction_tendency
W113,profile,H,Je,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,-1.1346871745612859,-3.4829708456342456,1.2419974360682735,0.171,0.829,B_direction_tendency
W113,profile,H,Je,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.029421837437617164,-0.039226395682926136,0.08661279859908734,0.805,0.195,A_direction_tendency
W113,profile,H,Je,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.1166066788150914,-0.06264111655704702,0.3939564412094817,0.886,0.114,A_direction_tendency
W113,profile,H,Je,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-1.2785491387037382,-3.1041550576449355,0.5711149591092615,0.091,0.909,B_direction_tendency
W113,profile,H,Je,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,-1.270423552312593,-3.6562431359826912,1.304326190822639,0.157,0.843,B_direction_tendency
W113,profile,H,Je,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,0.014858317797221392,-0.06135285153143476,0.08101857726907555,0.662,0.338,unresolved
W113,profile,H,Je,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.10731759747907338,-0.10441503548826851,0.48817355963045844,0.808,0.192,A_direction_tendency
W113,profile,H,Je,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,-1.2785491387037382,-3.1041550576449355,0.5711149591092615,0.091,0.909,B_direction_tendency
W113,profile,H,Je,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,-1.270423552312593,-3.6562431359826912,1.304326190822639,0.157,0.843,B_direction_tendency
W113,profile,H,Je,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.014858317797221392,-0.06135285153143476,0.08101857726907555,0.662,0.338,unresolved
W113,profile,H,Je,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,0.10731759747907338,-0.10441503548826851,0.48817355963045844,0.808,0.192,A_direction_tendency
W113,profile,H,Jw,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,-2.3522800189877913,-5.475250066931623,0.434101963391129,0.049,0.951,B_direction_tendency
W113,profile,H,Jw,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,-2.135707202453162,-6.324796738319803,1.3950396173317723,0.165,0.835,B_direction_tendency
W113,profile,H,Jw,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.05042287347035518,-0.014818188057701014,0.11653200307369048,0.942,0.058,A_direction_tendency
W113,profile,H,Jw,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,-0.03303436149175871,-0.3304295805731065,0.23461461847892537,0.394,0.606,unresolved
W113,profile,H,Jw,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-2.8841314786799828,-5.583262435817625,-0.5331489908937119,0.008,0.992,B_direction_supported
W113,profile,H,Jw,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,-2.2038910703698633,-6.553845538999259,1.3609715925641557,0.15,0.85,B_direction_tendency
W113,profile,H,Jw,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,0.03777066072248125,-0.035939290279585485,0.1085063192040139,0.837,0.163,A_direction_tendency
W113,profile,H,Jw,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,-0.02072376740567703,-0.3599802152405429,0.30905218740474993,0.438,0.562,unresolved
W113,profile,H,Jw,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,-2.8841314786799828,-5.583262435817625,-0.5331489908937119,0.008,0.992,B_direction_supported
W113,profile,H,Jw,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,-2.2038910703698633,-6.553845538999259,1.3609715925641557,0.15,0.85,B_direction_tendency
W113,profile,H,Jw,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.03777066072248125,-0.035939290279585485,0.1085063192040139,0.837,0.163,A_direction_tendency
W113,profile,H,Jw,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,-0.02072376740567703,-0.3599802152405429,0.30905218740474993,0.438,0.562,unresolved
W113,profile,H,P,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,1.264606433737832,-1.378282795782917,4.125163125994667,0.839,0.161,A_direction_tendency
W113,profile,H,P,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,-4.406261311381016,-7.364022661538292,-1.778980888733517,0.002,0.998,B_direction_supported
W113,profile,H,P,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.05938110205962471,-0.014517143454571748,0.13993168037378656,0.935,0.065,A_direction_tendency
W113,profile,H,P,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.13104459506294108,-0.03587127145814019,0.38315763693996263,0.934,0.066,A_direction_tendency
W113,profile,H,P,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-0.07914091987488092,-2.4406054456666584,2.6284900440837426,0.478,0.522,unresolved
W113,profile,H,P,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,-4.727668518225784,-7.687862997033501,-2.0068191687959396,0.001,0.999,B_direction_supported
W113,profile,H,P,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,0.043226264116643154,-0.03367330644499887,0.13126474779208686,0.839,0.161,A_direction_tendency
W113,profile,H,P,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.10276108181388288,-0.10369905255250934,0.4385311791397335,0.814,0.186,A_direction_tendency
W113,profile,H,P,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,-0.07914091987488092,-2.4406054456666584,2.6284900440837426,0.478,0.522,unresolved
W113,profile,H,P,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,-4.727668518225784,-7.687862997033501,-2.0068191687959396,0.001,0.999,B_direction_supported
W113,profile,H,P,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.043226264116643154,-0.03367330644499887,0.13126474779208686,0.839,0.161,A_direction_tendency
W113,profile,H,P,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,0.10276108181388288,-0.10369905255250934,0.4385311791397335,0.814,0.186,A_direction_tendency
W113,profile,H,V,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,5.127835752443858,2.471985199069941,8.031091867762541,1.0,0.0,A_direction_supported
W113,profile,H,V,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,6.40414812413151,-2.00956049812079,10.524563867245377,0.948,0.052,A_direction_tendency
W113,profile,H,V,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.2187357892314699,0.14353188250944118,0.3033238846881249,1.0,0.0,A_direction_supported
W113,profile,H,V,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,0.774039946755007,0.5184135464212977,1.15415526376652,1.0,0.0,A_direction_supported
W113,profile,H,V,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,5.141086074731504,2.2234140286477357,8.126211568788827,1.0,0.0,A_direction_supported
W113,profile,H,V,C1_buffered_stage,growth_pattern,growth_center_delta_B_minus_A,6.404202716981565,-2.423746054873465,10.777968056530227,0.936,0.064,A_direction_tendency
W113,profile,H,V,C1_buffered_stage,state_dist,mean_state_advantage_A_minus_B,0.22078091310036513,0.12779454566918128,0.31084264598706474,1.0,0.0,A_direction_supported
W113,profile,H,V,C1_buffered_stage,state_pattern,mean_state_advantage_A_minus_B,0.7667840791365496,0.4718587912059586,1.2547055846802984,1.0,0.0,A_direction_supported
W113,profile,H,V,C2_immediate_pre,growth_dist,growth_center_delta_B_minus_A,5.141086074731504,2.2234140286477357,8.126211568788827,1.0,0.0,A_direction_supported
W113,profile,H,V,C2_immediate_pre,growth_pattern,growth_center_delta_B_minus_A,6.404202716981565,-2.423746054873465,10.777968056530227,0.936,0.064,A_direction_tendency
W113,profile,H,V,C2_immediate_pre,state_dist,mean_state_advantage_A_minus_B,0.22078091310036513,0.12779454566918128,0.31084264598706474,1.0,0.0,A_direction_supported
W113,profile,H,V,C2_immediate_pre,state_pattern,mean_state_advantage_A_minus_B,0.7667840791365496,0.4718587912059586,1.2547055846802984,1.0,0.0,A_direction_supported
W113,profile,Je,Jw,C0_full_stage,growth_dist,growth_center_delta_B_minus_A,-1.0642764420583148,-3.630893811493771,1.4065778946266305,0.195,0.805,B_direction_tendency
W113,profile,Je,Jw,C0_full_stage,growth_pattern,growth_center_delta_B_minus_A,-1.0606136688055443,-4.346500314740834,2.4953791852657807,0.298,0.702,unresolved
W113,profile,Je,Jw,C0_full_stage,state_dist,mean_state_advantage_A_minus_B,0.024078242952207795,-0.03336269193418864,0.08060096178498238,0.794,0.206,unresolved
W113,profile,Je,Jw,C0_full_stage,state_pattern,mean_state_advantage_A_minus_B,-0.16541900967263456,-0.437289104727614,0.017916169251786625,0.04,0.96,B_direction_tendency
W113,profile,Je,Jw,C1_buffered_stage,growth_dist,growth_center_delta_B_minus_A,-1.5819967224366636,-3.9069344962444346,0.5409487569056111,0.058,0.942,B_direction_tendency
