object,baseline_config,baseline_role,day,D_pre,D_post,S_dist,R_pre,R_post,R_diff,S_pattern,V_dist,V_pattern,pattern_dynamic_range,pattern_branch_valid
P,C0_full_stage,main_full_stage,88,1.0050650362003217,2.4696170644854867,0.28925381001097883,0.9080885040750738,0.3354121220788382,-0.5726763819962356,-0.11100109456010303,,,0.9788215302579324,True
P,C0_full_stage,main_full_stage,89,0.8872310918995622,2.452681870313451,0.2656449739671319,0.9238673184260191,0.31849834187128767,-0.6053689765547314,-0.14440104904402298,-0.023608836043846948,-0.033399954483919955,0.9788215302579324,True
P,C0_full_stage,main_full_stage,90,0.8399417837777262,2.5136017550879175,0.2504639567201926,0.9336887467241103,0.27950971680869763,-0.6541790299154127,-0.1942671909829106,-0.015181017246939266,-0.04986614193888761,0.9788215302579324,True
P,C0_full_stage,main_full_stage,91,0.8168206515169791,2.5540497402063345,0.24231743039499964,0.9268683400486066,0.23965475457467886,-0.6872135854739277,-0.2280165053750961,-0.008146526325192971,-0.03374931439218551,0.9788215302579324,True
P,C0_full_stage,main_full_stage,92,0.7548998803011203,2.5525562777822817,0.22824184032074007,0.9215745800333384,0.20485814862196972,-0.7167164314113686,-0.2581576955976554,-0.01407559007425957,-0.03014119022255929,0.9788215302579324,True
P,C0_full_stage,main_full_stage,93,0.735131227808857,2.5392441590927355,0.22451036944315708,0.9239903196086697,0.21485001978741866,-0.709140299821251,-0.2504176415061591,-0.003731470877582993,0.007740054091496307,0.9788215302579324,True
P,C0_full_stage,main_full_stage,94,0.631677785648656,2.4681391168966074,0.20377906357307254,0.9396030822847065,0.23929807229397854,-0.700305009990728,-0.2413911851426636,-0.020731305870084538,0.009026456363495472,0.9788215302579324,True
P,C0_full_stage,main_full_stage,95,0.42768587712568235,2.3131355533706244,0.15604295572376534,0.9639758290583176,0.2875925427965134,-0.6763832862618042,-0.21695187420656264,-0.04773610784930721,0.024439310936100966,0.9788215302579324,True
P,C0_full_stage,main_full_stage,96,0.358424857295998,2.268162009669924,0.13646030969081527,0.9725494248830134,0.30235401420851304,-0.6701954106745004,-0.2106301133992853,-0.01958264603295007,0.006321760807277338,0.9788215302579324,True
P,C0_full_stage,main_full_stage,97,0.2794731887736398,2.1831116539657702,0.11348774016766479,0.9827393550207696,0.34398842383077255,-0.638750931189997,-0.1785052790832509,-0.02297256952315048,0.03212483431603441,0.9788215302579324,True
P,C0_full_stage,main_full_stage,98,0.26504901297208894,2.0593126783619367,0.11403088166539554,0.9915034137662635,0.4210094322616073,-0.5704939815046561,-0.10877147411948565,0.0005431414977307564,0.06973380496376524,0.9788215302579324,True
P,C0_full_stage,main_full_stage,99,0.4046275994494329,1.9178512722516645,0.17422229514323367,0.9832308102492034,0.5189055992215807,-0.4643252110276227,-0.0003055615960284176,0.06019141347783813,0.10846591252345723,0.9788215302579324,True
P,C0_full_stage,main_full_stage,100,0.5457251583931603,1.871268838723288,0.22578672476813264,0.9573402068419449,0.5604059688151701,-0.39693423802677474,0.06854352980379964,0.05156442962489896,0.06884909139982806,0.9788215302579324,True
P,C0_full_stage,main_full_stage,101,0.6403356097695401,1.8311455197598898,0.25908982355510035,0.919299321423016,0.5843630826064931,-0.3349362388165229,0.13188296124633703,0.033303098786967716,0.06333943144253738,0.9788215302579324,True
P,C0_full_stage,main_full_stage,102,0.7390124269561179,1.8039146749494865,0.2906148691412825,0.8802377937269978,0.5922803618275766,-0.28795743189942125,0.1798782346080929,0.03152504558618213,0.04799527336175588,0.9788215302579324,True
P,C0_full_stage,main_full_stage,103,0.8260514937243376,1.7006855128743108,0.32692420761127083,0.8507073728257882,0.641096800915442,-0.20961057191034627,0.2599202622578418,0.03630933846998835,0.08004202764974891,0.9788215302579324,True
P,C0_full_stage,main_full_stage,104,0.8515196923893208,1.5554494375940853,0.3537725855234343,0.8384323067534388,0.7080957758280136,-0.1303365309254252,0.34090953204232577,0.02684837791216349,0.08098926978448395,0.9788215302579324,True
P,C0_full_stage,main_full_stage,105,0.8170254131474649,1.4692170883177784,0.3573660329662478,0.849402779020217,0.7483863757955287,-0.1010164032246883,0.3708640506081471,0.00359344744281348,0.02995451856582132,0.9788215302579324,True
P,C0_full_stage,main_full_stage,106,0.8170546808237942,1.4248717374218258,0.36444312987897526,0.8545323609689597,0.7656712079732505,-0.08886115299570918,0.38328230036382627,0.007077096912727454,0.012418249755679178,0.9788215302579324,True
P,C0_full_stage,main_full_stage,107,0.9026906522732129,1.3888388826908258,0.3939249477259646,0.8397033977166283,0.7745820861655527,-0.06512131155107559,0.4075357936828564,0.029481817846989333,0.02425349331903015,0.9788215302579324,True
P,C0_full_stage,main_full_stage,108,0.9971338589666701,1.3291024008128698,0.42864685595656976,0.8217512902342666,0.7937387069644493,-0.02801258326981737,0.4454474324588032,0.03472190823060517,0.03791163877594678,0.9788215302579324,True
P,C0_full_stage,main_full_stage,109,1.1275321788685182,1.1891942896276888,0.4866919743013089,0.7783540815955208,0.8395023883224582,0.061148306726937385,0.5365374700607137,0.05804511834473913,0.09109003760191053,0.9788215302579324,True
P,C0_full_stage,main_full_stage,110,1.2079987680874191,1.0467445631497,0.5357588827747509,0.7284544319927527,0.8838536225792964,0.15539919058654372,0.6328276322057679,0.04906690847344203,0.09629016214505415,0.9788215302579324,True
P,C0_full_stage,main_full_stage,111,1.2810474823956315,0.9331708226530812,0.5785551855815989,0.6795374934563966,0.9176408107122158,0.23810331725581924,0.7173212034163255,0.042796302806847986,0.08449357121055767,0.9788215302579324,True
P,C0_full_stage,main_full_stage,112,1.3410233181415543,0.8481453011775466,0.612571962848003,0.645572084840035,0.9421865265931418,0.2966144417531068,0.7770983156768917,0.034016777266404064,0.059777112260566145,0.9788215302579324,True
