window_id,object,baseline_config,metric,observed
W113,H,C0_full_stage,dist_mean_compare,0.5585564831961931
W113,H,C0_full_stage,dist_mean_early,0.29284040576422565
W113,H,C0_full_stage,dist_mean_core,0.5972470341335225
W113,H,C0_full_stage,dist_mean_late,0.8010582300657629
W113,H,C0_full_stage,dist_growth_center,110.46675121692932
W113,H,C0_full_stage,dist_positive_growth_area,0.9137248529015457
W113,H,C0_full_stage,dist_early_growth_share,0.41765457099034575
W113,H,C0_full_stage,dist_core_growth_share,0.27960976373014707
W113,H,C0_full_stage,dist_late_growth_share,0.15754697792844466
W113,H,C0_full_stage,pattern_mean_compare,0.6529432058386888
W113,H,C0_full_stage,pattern_mean_early,0.1731150358881388
W113,H,C0_full_stage,pattern_mean_core,0.5535320868629573
W113,H,C0_full_stage,pattern_mean_late,1.1924180471746777
W113,H,C0_full_stage,pattern_growth_center,111.82679483158198
W113,H,C0_full_stage,pattern_positive_growth_area,1.8617238714428095
W113,H,C0_full_stage,pattern_early_growth_share,0.1834349109014881
W113,H,C0_full_stage,pattern_core_growth_share,0.24610153960625425
W113,H,C0_full_stage,pattern_late_growth_share,0.3407799021629938
W113,H,C1_buffered_stage,dist_mean_compare,0.5412572476093283
W113,H,C1_buffered_stage,dist_mean_early,0.2595329686420146
W113,H,C1_buffered_stage,dist_mean_core,0.5831121483746226
W113,H,C1_buffered_stage,dist_mean_late,0.7978685861174653
W113,H,C1_buffered_stage,dist_growth_center,110.74693970694904
W113,H,C1_buffered_stage,dist_positive_growth_area,0.9405268029791436
W113,H,C1_buffered_stage,dist_early_growth_share,0.40976346972566724
W113,H,C1_buffered_stage,dist_core_growth_share,0.28341696863508437
W113,H,C1_buffered_stage,dist_late_growth_share,0.15925582207078082
W113,H,C1_buffered_stage,pattern_mean_compare,0.632672949487952
W113,H,C1_buffered_stage,pattern_mean_early,0.1676885360005736
W113,H,C1_buffered_stage,pattern_mean_core,0.53489110429904
W113,H,C1_buffered_stage,pattern_mean_late,1.1563264700886777
W113,H,C1_buffered_stage,pattern_growth_center,111.96066151153877
W113,H,C1_buffered_stage,pattern_positive_growth_area,1.7987519085582235
W113,H,C1_buffered_stage,pattern_early_growth_share,0.18201531749335653
W113,H,C1_buffered_stage,pattern_core_growth_share,0.2459201731475007
W113,H,C1_buffered_stage,pattern_late_growth_share,0.34671267074294626
W113,H,C2_immediate_pre,dist_mean_compare,0.5412572476093283
W113,H,C2_immediate_pre,dist_mean_early,0.2595329686420146
W113,H,C2_immediate_pre,dist_mean_core,0.5831121483746226
W113,H,C2_immediate_pre,dist_mean_late,0.7978685861174653
W113,H,C2_immediate_pre,dist_growth_center,110.74693970694904
W113,H,C2_immediate_pre,dist_positive_growth_area,0.9405268029791436
W113,H,C2_immediate_pre,dist_early_growth_share,0.40976346972566724
W113,H,C2_immediate_pre,dist_core_growth_share,0.28341696863508437
W113,H,C2_immediate_pre,dist_late_growth_share,0.15925582207078082
W113,H,C2_immediate_pre,pattern_mean_compare,0.632672949487952
W113,H,C2_immediate_pre,pattern_mean_early,0.1676885360005736
W113,H,C2_immediate_pre,pattern_mean_core,0.53489110429904
W113,H,C2_immediate_pre,pattern_mean_late,1.1563264700886777
W113,H,C2_immediate_pre,pattern_growth_center,111.96066151153877
W113,H,C2_immediate_pre,pattern_positive_growth_area,1.7987519085582235
W113,H,C2_immediate_pre,pattern_early_growth_share,0.18201531749335653
W113,H,C2_immediate_pre,pattern_core_growth_share,0.2459201731475007
W113,H,C2_immediate_pre,pattern_late_growth_share,0.34671267074294626
W113,Je,C0_full_stage,dist_mean_compare,0.5513572086983048
W113,Je,C0_full_stage,dist_mean_early,0.2935684166034279
W113,Je,C0_full_stage,dist_mean_core,0.6673395480852921
W113,Je,C0_full_stage,dist_mean_late,0.7395565971609892
W113,Je,C0_full_stage,dist_growth_center,110.21382683125627
W113,Je,C0_full_stage,dist_positive_growth_area,0.8919088482680164
W113,Je,C0_full_stage,dist_early_growth_share,0.5284902680377194
W113,Je,C0_full_stage,dist_core_growth_share,0.2689725416494458
W113,Je,C0_full_stage,dist_late_growth_share,0.009776146861675937
W113,Je,C0_full_stage,pattern_mean_compare,0.62014858329225
W113,Je,C0_full_stage,pattern_mean_early,0.20105637934299905
W113,Je,C0_full_stage,pattern_mean_core,0.5557356562155666
W113,Je,C0_full_stage,pattern_mean_late,1.077888543487511
W113,Je,C0_full_stage,pattern_growth_center,107.32521423417558
W113,Je,C0_full_stage,pattern_positive_growth_area,1.5837007211265557
W113,Je,C0_full_stage,pattern_early_growth_share,0.22380844274359163
W113,Je,C0_full_stage,pattern_core_growth_share,0.26590955805168626
W113,Je,C0_full_stage,pattern_late_growth_share,0.30917097257852316
