event,metric,observed,median,q05,q95,q025,q975,P_positive,decision
day26_raw_early_candidate,raw_l2_change,3.448368231824644,3.5629965138841366,2.7296335423294167,4.660776038234667,2.610625662766635,4.76759744245676,1.0,supported_positive_change
day26_raw_early_candidate,amplitude_change,-3.6490194041174924,-3.62235678211902,-7.168702383017778,-0.8624767321795571,-7.396828301389347,-0.04624790273167127,0.02666666666666667,negative_tendency
day26_raw_early_candidate,axis_lat_abs_change,0.0,0.0,0.0,2.0,0.0,2.0,0.17666666666666667,unresolved
day26_raw_early_candidate,centroid_lat_abs_change,0.12819559026691962,0.13968947070421933,0.015463672115857464,0.36165942351831115,0.00968955735651882,0.39445752212413593,1.0,supported_positive_change
day26_raw_early_candidate,width_proxy_abs_change,0.032127567783788,0.036982766221154595,0.0025419638363147093,0.09848619024882457,0.0007836077018189114,0.11269830061076631,1.0,supported_positive_change
day26_raw_early_candidate,spread_abs_change,0.032127567783788,0.036982766221154595,0.0025419638363147093,0.09848619024882457,0.0007836077018189114,0.11269830061076631,1.0,supported_positive_change
day26_raw_early_candidate,NS_contrast_change,1.472918657250787,1.5037772473947975,-0.7029032925338052,3.8606877914562867,-1.232507454158678,4.478374732820007,0.88,positive_tendency
day26_raw_early_candidate,profile_corr_before_after,0.9937152984336285,0.9912252929447174,0.9422145441723876,0.9992805756169059,0.9215687166540493,0.9994302391400901,1.0,high_correlation_or_unresolved
day33_shape_sensitive_candidate,raw_l2_change,3.5230062401431885,3.675131881561197,2.365727644387823,4.884447882116403,2.174234571883968,5.152967551216048,1.0,supported_positive_change
day33_shape_sensitive_candidate,amplitude_change,2.3627040690182106,2.4610500511050137,-1.4884398771029015,5.8794864538534775,-2.0765277004826843,6.451405315065608,0.8566666666666667,positive_tendency
day33_shape_sensitive_candidate,axis_lat_abs_change,2.0,2.0,0.0,4.0,0.0,4.0,0.8966666666666666,unresolved
day33_shape_sensitive_candidate,centroid_lat_abs_change,0.5699264861940208,0.5832844524143859,0.3324060432477328,0.8067162130772133,0.286881296406599,0.8749437551177857,1.0,supported_positive_change
day33_shape_sensitive_candidate,width_proxy_abs_change,0.050571966787532396,0.049274672199491665,0.005339107525544362,0.11990241700395728,0.002130801509755065,0.13078478171814636,1.0,supported_positive_change
day33_shape_sensitive_candidate,spread_abs_change,0.050571966787532396,0.049274672199491665,0.005339107525544362,0.11990241700395728,0.002130801509755065,0.13078478171814636,1.0,supported_positive_change
day33_shape_sensitive_candidate,NS_contrast_change,5.9065844865995984,6.042136957728049,3.4554577682950063,8.359280583820725,2.869502100156089,8.96564684258212,1.0,positive_tendency
day33_shape_sensitive_candidate,profile_corr_before_after,0.8570216563154293,0.8551073120147485,0.7106531412305785,0.9548566833558841,0.6763061278384273,0.9647961224195175,1.0,profile_changed
day46_raw_main_peak,raw_l2_change,2.185177902251464,2.34099817668029,1.7385330957545042,3.1830467802658635,1.6282309370420436,3.457329530901489,1.0,supported_positive_change
day46_raw_main_peak,amplitude_change,0.7662638026713928,0.4172065244166685,-1.44486537385371,2.652969293251809,-1.7363255141930491,3.2002347281850803,0.6533333333333333,unresolved
day46_raw_main_peak,axis_lat_abs_change,0.0,2.0,0.0,2.0,0.0,2.0,0.5133333333333333,unresolved
day46_raw_main_peak,centroid_lat_abs_change,0.21355567377224105,0.23927177885190787,0.0262222911583514,0.4593707747451717,0.017943428171493993,0.49940963494034313,1.0,supported_positive_change
day46_raw_main_peak,width_proxy_abs_change,0.09415963162251106,0.09186115276008255,0.030085064165034273,0.1630740729278748,0.019456063566676975,0.17248501278796805,1.0,supported_positive_change
day46_raw_main_peak,spread_abs_change,0.09415963162251106,0.09186115276008255,0.030085064165034273,0.1630740729278748,0.019456063566676975,0.17248501278796805,1.0,supported_positive_change
day46_raw_main_peak,NS_contrast_change,-2.3877709392616318,-2.6334866847587115,-4.795917961222341,-0.06028731585940628,-5.211806272826655,0.5228198622542815,0.05,negative_tendency
day46_raw_main_peak,profile_corr_before_after,0.9810437830174208,0.9772257886751142,0.9380344948633275,0.9982226692420119,0.9201778940849665,0.9988122727677358,1.0,high_correlation_or_unresolved
