bootstrap_id,event,center_day,before_start,before_end,after_start,after_end,raw_l2_change,profile_corr_before_after,strength_mean_before,strength_mean_after,strength_mean_change,strength_max_before,strength_max_after,strength_max_change,amplitude_before,amplitude_after,amplitude_change,weighted_l2_norm_before,weighted_l2_norm_after,weighted_l2_norm_change,axis_lat_before,axis_lat_after,axis_lat_change,axis_lat_abs_change,centroid_lat_before,centroid_lat_after,centroid_lat_change,centroid_lat_abs_change,spread_before,spread_after,spread_change,spread_abs_change,width_proxy_before,width_proxy_after,width_proxy_change,width_proxy_abs_change,NS_contrast_before,NS_contrast_after,NS_contrast_change,NS_contrast_abs_change,skewness_before,skewness_after,skewness_change
0,day26_raw_early_candidate,26,20,25,27,32,2.8830792743134075,0.998748872314951,36.656098643330445,33.854794836326626,-2.801303807003819,43.45203929154831,40.161613224932836,-3.290426066615474,17.487266066391367,15.620823594619196,-1.8664424717721708,37.10872619179524,34.244786196366796,-2.8639399954284457,33.0,33.0,0.0,0.0,34.35161503265816,34.33459679553188,-0.0170182371262797,0.0170182371262797,5.831484348298268,5.850186221783593,0.018701873485325038,0.018701873485325038,5.831484348298268,5.850186221783593,0.018701873485325038,0.018701873485325038,-1.4035517408859164,-1.6081042846242823,-0.20455254373836596,0.20455254373836596,-0.4203719864872993,-0.36798715838896096,0.05238482809833833
0,day33_shape_sensitive_candidate,33,27,32,34,39,3.7867072780575426,0.8446521224072163,33.854794836326626,31.84803928996755,-2.006755546359077,40.161613224932836,39.05028596027733,-1.1113272646555075,15.620823594619196,18.276996894076742,2.6561732994575458,34.244786196366796,32.4076487318672,-1.8371374644995981,33.0,35.0,2.0,2.0,34.33459679553188,34.91634108702897,0.5817442914970883,0.5817442914970883,5.850186221783593,5.784479878347114,-0.06570634343647885,0.06570634343647885,5.850186221783593,5.784479878347114,-0.06570634343647885,0.06570634343647885,-1.6081042846242823,4.399136820552048,6.00724110517633,6.00724110517633,-0.36798715838896096,-0.4465373806760755,-0.07855022228711456
0,day46_raw_main_peak,46,40,45,47,52,1.920802283005841,0.9817578937966474,30.6607468038681,29.295229793605337,-1.3655170102627636,39.38502152827706,38.57136466451138,-0.8136568637656794,21.47650815076999,21.74964926992124,0.27314111915124784,31.456783090887733,30.14253204050929,-1.3142510503784415,35.0,35.0,0.0,0.0,35.01079106578509,34.813186365284785,-0.19760470050030676,0.19760470050030676,5.668028190077336,5.604668603264021,-0.06335958681331455,0.06335958681331455,5.668028190077336,5.604668603264021,-0.06335958681331455,0.06335958681331455,5.338578664088967,3.0375502182338465,-2.3010284458551205,2.3010284458551205,-0.36927151235129047,-0.27802416281933673,0.09124734953195374
1,day26_raw_early_candidate,26,20,25,27,32,3.089763785686611,0.9990266174455413,37.58655146117051,34.55140489229472,-3.0351465688757884,45.49390918048342,41.90981255781933,-3.5840966226640916,20.22852810768604,18.80798723123069,-1.4205408764553482,38.148933901984044,35.071630557239935,-3.0773033447441094,33.0,33.0,0.0,0.0,34.27381277099958,34.231835832881636,-0.041976938117940676,0.041976938117940676,5.784399301762827,5.784636618986703,0.00023731722387587695,0.00023731722387587695,5.784399301762827,5.784636618986703,0.00023731722387587695,0.00023731722387587695,-2.3024898498619066,-2.6213090113302258,-0.3188191614683191,0.3188191614683191,-0.3977265410419737,-0.40115891727782027,-0.0034323762358465792
1,day33_shape_sensitive_candidate,33,27,32,34,39,3.1601158321834135,0.9540446801909113,34.55140489229472,32.02627644497509,-2.5251284473196307,41.90981255781933,38.23884867966217,-3.67096387815716,18.80798723123069,14.77598651466688,-4.032000716563811,35.071630557239935,32.43671308988078,-2.634917467359152,33.0,35.0,2.0,2.0,34.231835832881636,34.55394862466107,0.322112791779432,0.322112791779432,5.784636618986703,5.829128518096219,0.04449189910951645,0.04449189910951645,5.784636618986703,5.829128518096219,0.04449189910951645,0.04449189910951645,-2.6213090113302258,0.6318053293829102,3.253114340713136,3.253114340713136,-0.40115891727782027,-0.3752373023319599,0.025921614945860372
1,day46_raw_main_peak,46,40,45,47,52,2.1698777326478993,0.9836237058996166,31.029156831988384,29.75567682675576,-1.2734800052326243,39.15727003739954,40.0887841030168,0.9315140656172574,20.7979596878636,24.34091686283621,3.54295717497261,31.7475450156999,30.781137401351,-0.9664076143488991,35.0,35.0,0.0,0.0,35.06398405265585,34.928475352156994,-0.13550870049885333,0.13550870049885333,5.718225467490386,5.544879424504994,-0.17334604298539258,0.17334604298539258,5.718225467490386,5.544879424504994,-0.17334604298539258,0.17334604298539258,5.673142280963862,4.268359758936992,-1.4047825220268706,1.4047825220268706,-0.4693370804211956,-0.28759613883212815,0.18174094158906745
2,day26_raw_early_candidate,26,20,25,27,32,4.086346766684017,0.9938534530002835,36.75347461726681,32.89412804666753,-3.8593465705992784,44.24093679708272,39.22468288631038,-5.016253910772335,19.709219113468073,15.52104122433136,-4.188177889136714,37.27350995810925,33.27382423322828,-3.999685724880969,33.0,33.0,0.0,0.0,34.14470523581081,34.13841255378545,-0.0062926820253608184,0.0062926820253608184,5.806577235299519,5.868789610016387,0.06221237471686791,0.06221237471686791,5.806577235299519,5.868789610016387,0.06221237471686791,0.06221237471686791,-3.751743416762224,-3.757619829970597,-0.005876413208373066,0.005876413208373066,-0.45174227468872646,-0.3005377836880609,0.15120449100066558
2,day33_shape_sensitive_candidate,33,27,32,34,39,4.151720974252105,0.7391168315085734,32.89412804666753,32.86279329582836,-0.03133475083917148,39.22468288631038,40.18714198144345,0.9624590951330703,15.52104122433136,18.667855635418686,3.146814411087327,33.27382423322828,33.42792632890217,0.15410209567388478,33.0,35.0,2.0,2.0,34.13841255378545,34.848462961018164,0.7100504072327141,0.7100504072327141,5.868789610016387,5.779525389339577,-0.08926422067681017,0.08926422067681017,5.868789610016387,5.779525389339577,-0.08926422067681017,0.08926422067681017,-3.757619829970597,3.682837809350797,7.440457639321394,7.440457639321394,-0.3005377836880609,-0.47748959447728456,-0.17695181078922367
2,day46_raw_main_peak,46,40,45,47,52,3.044822709366926,0.9720637433588902,31.7320354642435,29.346562798965618,-2.385472665277881,41.28556702343524,38.94950821448679,-2.336058808948451,24.349896257778514,23.002936411642473,-1.3469598461360413,32.71284825382181,30.268825378315473,-2.444022875506338,37.0,35.0,-2.0,2.0,35.19103738529658,34.902531740578226,-0.2885056447183558,0.2885056447183558,5.625808675960806,5.581376945625379,-0.04443173033542713,0.04443173033542713,5.625808675960806,5.581376945625379,-0.04443173033542713,0.04443173033542713,7.213839376432972,3.7523318161615826,-3.4615075602713894,3.4615075602713894,-0.4552363223474833,-0.3168783016701598,0.1383580206773235
3,day26_raw_early_candidate,26,20,25,27,32,3.7467454768660744,0.989310095891462,37.998327579564915,34.719427754563796,-3.278899825001119,46.12613794416919,40.970274809189995,-5.155863134979192,21.122197643484526,15.20716946895958,-5.915028174524945,38.576469434243975,35.08491986762276,-3.4915495666212166,33.0,33.0,0.0,0.0,34.19156094043402,34.37514569960277,0.1835847591687454,0.1835847591687454,5.78319067866872,5.870161295330503,0.08697061666178296,0.08697061666178296,5.78319067866872,5.870161295330503,0.08697061666178296,0.08697061666178296,-3.3781096013768135,-1.2720829233075008,2.1060266780693127,2.1060266780693127,-0.4391465932077297,-0.363852648530305,0.07529394467742467
