early_cumulative_gain_day26_33,late_cumulative_gain_day40_52,early_to_late_cumulative_gain_ratio,early_detector_peak_present_day26_33,n_raw_features_with_peak_in_day26_33,classification
3.842476493158877,1.7930807120246106,2.142946754928976,True,6,weak_peak_like
