window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
S1,V_lowlat_20_30_mean,P_highlat_minus_main,new_v1_1,new_v1_1,1,-0.598533603434101,0.598533603434101,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target;main_p_target
S1,V_lowlat_20_30_mean,P_south_plus_highlat_minus_main,new_v1_1,new_v1_1,1,-0.6123200008879086,0.6123200008879086,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target;south_p_target;main_p_target
S1,V_high_minus_low_35_55_minus_20_30,P_spread_lat,new_v1_1,old_v1,2,0.3286707550742082,0.3286707550742082,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,boundary_or_latband_v
S1,V_high_minus_low_35_55_minus_20_30,P_north_minus_main_35_45,new_v1_1,old_v1,1,0.4823754121903104,0.4823754121903104,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,boundary_or_latband_v;main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_main_band_share,new_v1_1,old_v1,1,-0.7078260308317332,0.7078260308317332,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_spread_lat,new_v1_1,old_v1,4,0.3774267759382156,0.3774267759382156,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_lowlat_weakening_proxy_20_30,P_north_minus_main_35_45,new_v1_1,old_v1,2,0.5281882355518375,0.5281882355518375,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_main_28_35_mean,new_v1_1,new_v1_1,1,-0.6655249321368243,0.6655249321368243,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_highlat_minus_main,new_v1_1,new_v1_1,1,0.598533603434101,0.598533603434101,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target;main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_south_minus_main,new_v1_1,new_v1_1,1,0.6557228945713041,0.6557228945713041,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,south_p_target;main_p_target
S1,V_lowlat_weakening_proxy_20_30,P_south_plus_highlat_minus_main,new_v1_1,new_v1_1,1,0.6123200008879086,0.6123200008879086,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target;south_p_target;main_p_target
T1,V_pos_centroid_lat,P_main_28_35_mean,old_v1,new_v1_1,1,0.4549843342080619,0.4549843342080619,0.0009990009990009,0.0024602263408233,stable_lag_dominant,False,True,main_p_target
T1,V_pos_centroid_lat,P_highlat_minus_main,old_v1,new_v1_1,1,-0.4147886838920934,0.4147886838920934,0.0009990009990009,0.0024602263408233,stable_lag_dominant,False,True,highlat_p_target;main_p_target
T1,V_highlat_35_55_mean,P_main_band_share,new_v1_1,old_v1,4,0.3487856175823179,0.3487856175823179,0.0049950049950049,0.0103021978021978,stable_lag_dominant,True,False,main_p_target
T1,V_highlat_35_55_mean,P_main_minus_south,new_v1_1,old_v1,3,0.339668477188473,0.339668477188473,0.0039960039960039,0.0083460842954513,stable_lag_dominant,True,False,south_p_target;main_p_target
T1,V_highlat_35_55_mean,P_north_band_share_35_45,new_v1_1,old_v1,3,0.4484812926490154,0.4484812926490154,0.0009990009990009,0.0024602263408233,stable_lag_dominant,True,False,old_or_unlabeled
T1,V_highlat_35_55_mean,P_total_centroid_lat_10_50,new_v1_1,old_v1,3,0.4921940382606431,0.4921940382606431,0.0009990009990009,0.0024602263408233,stable_lag_dominant,True,False,old_or_unlabeled
T1,V_highlat_35_55_mean,P_south_10_25_mean,new_v1_1,new_v1_1,3,-0.3411643336016371,0.3411643336016371,0.0059940059940059,0.0119157950483251,stable_lag_dominant,True,True,south_p_target
T1,V_highlat_35_55_mean,P_scs_10_20_mean,new_v1_1,new_v1_1,3,-0.3387960014197116,0.3387960014197116,0.0059940059940059,0.0119157950483251,stable_lag_dominant,True,True,south_p_target
T1,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.4724116784293803,0.4724116784293803,0.0009990009990009,0.0024602263408233,stable_lag_dominant,True,True,highlat_p_target
T1,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.5585368928404543,0.5585368928404543,0.0009990009990009,0.0024602263408233,stable_lag_dominant,True,True,highlat_p_target
T1,V_highlat_35_55_mean,P_south_minus_main,new_v1_1,new_v1_1,3,-0.3888465185212383,0.3888465185212383,0.0029970029970029,0.0065934065934065,stable_lag_dominant,True,True,south_p_target;main_p_target
T1,V_highlat_35_55_mean,P_south_plus_highlat_minus_main,new_v1_1,new_v1_1,3,-0.3413708303706679,0.3413708303706679,0.0039960039960039,0.0083460842954513,stable_lag_dominant,True,True,highlat_p_target;south_p_target;main_p_target
S2,V_strength,P_main_band_share,old_v1,old_v1,1,0.6432395740384688,0.6432395740384688,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,main_p_target
S2,V_strength,P_main_minus_south,old_v1,old_v1,1,0.5321000088259864,0.5321000088259864,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,south_p_target;main_p_target
S2,V_strength,P_north_minus_main_35_45,old_v1,old_v1,2,-0.5261866627025069,0.5261866627025069,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,main_p_target
S2,V_strength,P_total_centroid_lat_10_50,old_v1,old_v1,1,0.6220597154881994,0.6220597154881994,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,old_or_unlabeled
S2,V_strength,P_main_28_35_mean,old_v1,new_v1_1,1,0.6599402649340592,0.6599402649340592,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,main_p_target
S2,V_strength,P_scs_10_20_mean,old_v1,new_v1_1,2,-0.5169007690713677,0.5169007690713677,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,south_p_target
S2,V_strength,P_highlat_minus_main,old_v1,new_v1_1,1,-0.5964052223509044,0.5964052223509044,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S2,V_strength,P_south_minus_main,old_v1,new_v1_1,1,-0.672881046783945,0.672881046783945,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,south_p_target;main_p_target
S2,V_strength,P_south_plus_highlat_minus_main,old_v1,new_v1_1,1,-0.6478187275218376,0.6478187275218376,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
S2,V_pos_centroid_lat,P_main_band_share,old_v1,old_v1,1,0.6388698740301307,0.6388698740301307,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,main_p_target
S2,V_pos_centroid_lat,P_main_28_35_mean,old_v1,new_v1_1,1,0.5993395111026666,0.5993395111026666,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,main_p_target
S2,V_pos_centroid_lat,P_highlat_minus_main,old_v1,new_v1_1,1,-0.5453225960561126,0.5453225960561126,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S2,V_NS_diff,P_main_band_share,old_v1,old_v1,1,0.7419510830210648,0.7419510830210648,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,main_p_target
S2,V_NS_diff,P_main_minus_south,old_v1,old_v1,1,0.6887952265906909,0.6887952265906909,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,south_p_target;main_p_target
S2,V_NS_diff,P_north_minus_main_35_45,old_v1,old_v1,1,-0.5784163664237059,0.5784163664237059,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,main_p_target
S2,V_NS_diff,P_total_centroid_lat_10_50,old_v1,old_v1,1,0.6945620475641832,0.6945620475641832,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,False,old_or_unlabeled
S2,V_NS_diff,P_main_28_35_mean,old_v1,new_v1_1,1,0.7263655174003043,0.7263655174003043,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,main_p_target
S2,V_NS_diff,P_highlat_minus_main,old_v1,new_v1_1,1,-0.6583586271044993,0.6583586271044993,0.0009990009990009,0.0021407164264307,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S2,V_pos_north_edge_lat,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.2304817300991616,0.2304817300991616,0.0029970029970029,0.0055562415112976,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S2,V_pos_band_width,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.2289908950125508,0.2289908950125508,0.0019980019980019,0.0038333759263991,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S2,V_pos_centroid_lat_recomputed,P_south_band_share_18_24,new_v1_1,old_v1,3,-0.257207740145385,0.257207740145385,0.0029970029970029,0.0055562415112976,stable_lag_dominant,True,False,south_p_target
S2,V_pos_centroid_lat_recomputed,P_spread_lat,new_v1_1,old_v1,2,0.3399748145018196,0.3399748145018196,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,old_or_unlabeled
S2,V_pos_centroid_lat_recomputed,P_north_band_share_35_45,new_v1_1,old_v1,2,0.3446612033187899,0.3446612033187899,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,old_or_unlabeled
S2,V_pos_centroid_lat_recomputed,P_main_28_35_mean,new_v1_1,new_v1_1,2,0.2426686872597801,0.2426686872597801,0.0079920079920079,0.0135946527699105,stable_lag_dominant,True,True,main_p_target
S2,V_pos_centroid_lat_recomputed,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.2981822311380039,0.2981822311380039,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target
S2,V_pos_centroid_lat_recomputed,P_highlat_35_60_mean,new_v1_1,new_v1_1,2,0.367015418388625,0.367015418388625,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target
S2,V_highlat_35_55_mean,P_spread_lat,new_v1_1,old_v1,3,0.2681928214428783,0.2681928214428783,0.0049950049950049,0.008767827916764,stable_lag_dominant,True,False,old_or_unlabeled
S2,V_highlat_35_55_mean,P_north_band_share_35_45,new_v1_1,old_v1,2,0.3575810305345213,0.3575810305345213,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,old_or_unlabeled
S2,V_highlat_35_55_mean,P_total_centroid_lat_10_50,new_v1_1,old_v1,2,0.3205581790378934,0.3205581790378934,0.0019980019980019,0.0038333759263991,stable_lag_dominant,True,False,old_or_unlabeled
S2,V_highlat_35_55_mean,P_main_28_35_mean,new_v1_1,new_v1_1,3,0.2491981235636562,0.2491981235636562,0.0029970029970029,0.0055562415112976,stable_lag_dominant,True,True,main_p_target
S2,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.4056091210722261,0.4056091210722261,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target
S2,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.4674113458877697,0.4674113458877697,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target
S2,V_lowlat_20_30_mean,P_main_band_share,new_v1_1,old_v1,1,0.6481787013039203,0.6481787013039203,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,main_p_target
S2,V_lowlat_20_30_mean,P_main_minus_south,new_v1_1,old_v1,1,0.5996426828108177,0.5996426828108177,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,south_p_target;main_p_target
S2,V_lowlat_20_30_mean,P_north_minus_main_35_45,new_v1_1,old_v1,1,-0.4965715733925901,0.4965715733925901,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,main_p_target
S2,V_lowlat_20_30_mean,P_main_28_35_mean,new_v1_1,new_v1_1,1,0.6539847400155476,0.6539847400155476,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,main_p_target
S2,V_lowlat_20_30_mean,P_highlat_minus_main,new_v1_1,new_v1_1,1,-0.581081826377701,0.581081826377701,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target;main_p_target
S2,V_lowlat_weakening_proxy_20_30,P_main_band_share,new_v1_1,old_v1,1,-0.6481787013039203,0.6481787013039203,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,main_p_target
S2,V_lowlat_weakening_proxy_20_30,P_main_minus_south,new_v1_1,old_v1,1,-0.5996426828108177,0.5996426828108177,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,south_p_target;main_p_target
S2,V_lowlat_weakening_proxy_20_30,P_north_minus_main_35_45,new_v1_1,old_v1,1,0.4965715733925901,0.4965715733925901,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,False,main_p_target
S2,V_lowlat_weakening_proxy_20_30,P_main_28_35_mean,new_v1_1,new_v1_1,1,-0.6539847400155476,0.6539847400155476,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,main_p_target
S2,V_lowlat_weakening_proxy_20_30,P_highlat_minus_main,new_v1_1,new_v1_1,1,0.581081826377701,0.581081826377701,0.0009990009990009,0.0021407164264307,stable_lag_dominant,True,True,highlat_p_target;main_p_target
T2,V_strength,P_main_band_share,old_v1,old_v1,2,0.59329897514456,0.59329897514456,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,main_p_target
T2,V_strength,P_south_band_share_18_24,old_v1,old_v1,2,-0.4700839954197034,0.4700839954197034,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target
T2,V_strength,P_main_minus_south,old_v1,old_v1,2,0.615034073740148,0.615034073740148,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target;main_p_target
T2,V_strength,P_north_minus_main_35_45,old_v1,old_v1,3,-0.435079639924004,0.435079639924004,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,main_p_target
T2,V_strength,P_total_centroid_lat_10_50,old_v1,old_v1,2,0.5718434826572368,0.5718434826572368,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,old_or_unlabeled
T2,V_strength,P_main_28_35_mean,old_v1,new_v1_1,2,0.6939229052393002,0.6939229052393002,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,main_p_target
T2,V_strength,P_south_10_25_mean,old_v1,new_v1_1,2,-0.4912739349712755,0.4912739349712755,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,south_p_target
T2,V_strength,P_scs_10_20_mean,old_v1,new_v1_1,2,-0.4269673933613715,0.4269673933613715,0.0019980019980019,0.0061050061050061,stable_lag_dominant,False,True,south_p_target
T2,V_strength,P_highlat_minus_main,old_v1,new_v1_1,2,-0.6291856198034977,0.6291856198034977,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,highlat_p_target;main_p_target
T2,V_strength,P_south_minus_main,old_v1,new_v1_1,2,-0.7022541782129509,0.7022541782129509,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,south_p_target;main_p_target
T2,V_strength,P_south_plus_highlat_minus_main,old_v1,new_v1_1,2,-0.6764043352659254,0.6764043352659254,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
T2,V_pos_centroid_lat,P_south_band_share_18_24,old_v1,old_v1,2,-0.6371558185093762,0.6371558185093762,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target
T2,V_pos_centroid_lat,P_main_minus_south,old_v1,old_v1,1,0.5728296998024776,0.5728296998024776,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target;main_p_target
T2,V_NS_diff,P_main_band_share,old_v1,old_v1,2,0.634272857300947,0.634272857300947,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,main_p_target
T2,V_NS_diff,P_south_band_share_18_24,old_v1,old_v1,2,-0.6312334701414867,0.6312334701414867,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target
T2,V_NS_diff,P_main_minus_south,old_v1,old_v1,2,0.7173995645614188,0.7173995645614188,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,south_p_target;main_p_target
T2,V_NS_diff,P_north_minus_main_35_45,old_v1,old_v1,2,-0.4434841505283941,0.4434841505283941,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,main_p_target
T2,V_NS_diff,P_total_centroid_lat_10_50,old_v1,old_v1,1,0.603022022850545,0.603022022850545,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,False,old_or_unlabeled
T2,V_NS_diff,P_main_28_35_mean,old_v1,new_v1_1,1,0.7443981672620875,0.7443981672620875,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,main_p_target
T2,V_NS_diff,P_highlat_minus_main,old_v1,new_v1_1,2,-0.6799387741801398,0.6799387741801398,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,highlat_p_target;main_p_target
T2,V_NS_diff,P_south_minus_main,old_v1,new_v1_1,1,-0.7830479752451148,0.7830479752451148,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,south_p_target;main_p_target
T2,V_NS_diff,P_south_plus_highlat_minus_main,old_v1,new_v1_1,1,-0.7566271822389818,0.7566271822389818,0.0009990009990009,0.0035833731485905,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
T2,V_pos_centroid_lat_recomputed,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.3101478141515013,0.3101478141515013,0.0119880119880119,0.0309065934065934,stable_lag_dominant,True,True,highlat_p_target
T2,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.4315778199074669,0.4315778199074669,0.0019980019980019,0.0061050061050061,stable_lag_dominant,True,True,highlat_p_target
T2,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.4215107166548424,0.4215107166548424,0.0019980019980019,0.0061050061050061,stable_lag_dominant,True,True,highlat_p_target
T2,V_lowlat_20_30_mean,P_main_band_share,new_v1_1,old_v1,3,0.4453338664527832,0.4453338664527832,0.0009990009990009,0.0035833731485905,stable_lag_dominant,True,False,main_p_target
T2,V_lowlat_20_30_mean,P_south_band_share_18_24,new_v1_1,old_v1,3,-0.4218973897826032,0.4218973897826032,0.0019980019980019,0.0061050061050061,stable_lag_dominant,True,False,south_p_target
