window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
S1,V_strength,P_main_band_share,old_v1,old_v1,1,0.7008638404837266,0.7008638404837266,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,main_p_target
S1,V_strength,P_spread_lat,old_v1,old_v1,3,-0.4464681886117549,0.4464681886117549,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,old_or_unlabeled
S1,V_strength,P_north_minus_main_35_45,old_v1,old_v1,2,-0.5526002177848343,0.5526002177848343,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,main_p_target
S1,V_strength,P_main_28_35_mean,old_v1,new_v1_1,1,0.6855415769753809,0.6855415769753809,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,main_p_target
S1,V_strength,P_highlat_minus_main,old_v1,new_v1_1,1,-0.6187275603854288,0.6187275603854288,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S1,V_strength,P_south_minus_main,old_v1,new_v1_1,1,-0.623526361127979,0.623526361127979,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,south_p_target;main_p_target
S1,V_strength,P_south_plus_highlat_minus_main,old_v1,new_v1_1,1,-0.5799934982851697,0.5799934982851697,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
S1,V_pos_centroid_lat,P_main_band_share,old_v1,old_v1,3,0.3243999989894233,0.3243999989894233,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,main_p_target
S1,V_pos_centroid_lat,P_south_band_share_18_24,old_v1,old_v1,1,-0.5341915605858785,0.5341915605858785,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,south_p_target
S1,V_pos_centroid_lat,P_main_minus_south,old_v1,old_v1,2,0.4407617881104784,0.4407617881104784,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,south_p_target;main_p_target
S1,V_pos_centroid_lat,P_total_centroid_lat_10_50,old_v1,old_v1,2,0.3426794475018591,0.3426794475018591,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,old_or_unlabeled
S1,V_pos_centroid_lat,P_main_28_35_mean,old_v1,new_v1_1,2,0.3016054450083528,0.3016054450083528,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,main_p_target
S1,V_pos_centroid_lat,P_highlat_minus_main,old_v1,new_v1_1,3,-0.2929623119361813,0.2929623119361813,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S1,V_pos_centroid_lat,P_south_minus_main,old_v1,new_v1_1,2,-0.4020142296045132,0.4020142296045132,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,south_p_target;main_p_target
S1,V_pos_centroid_lat,P_south_plus_highlat_minus_main,old_v1,new_v1_1,2,-0.3937689260156325,0.3937689260156325,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
S1,V_NS_diff,P_main_band_share,old_v1,old_v1,1,0.7609491460591702,0.7609491460591702,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,main_p_target
S1,V_NS_diff,P_main_minus_south,old_v1,old_v1,1,0.7428674904810201,0.7428674904810201,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,south_p_target;main_p_target
S1,V_NS_diff,P_spread_lat,old_v1,old_v1,4,-0.380750464179405,0.380750464179405,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,old_or_unlabeled
S1,V_NS_diff,P_north_minus_main_35_45,old_v1,old_v1,2,-0.585180645608301,0.585180645608301,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,False,main_p_target
S1,V_NS_diff,P_main_28_35_mean,old_v1,new_v1_1,1,0.7363685479459623,0.7363685479459623,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,main_p_target
S1,V_NS_diff,P_highlat_minus_main,old_v1,new_v1_1,1,-0.6707434830576932,0.6707434830576932,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;main_p_target
S1,V_NS_diff,P_south_minus_main,old_v1,new_v1_1,1,-0.7383650535611483,0.7383650535611483,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,south_p_target;main_p_target
S1,V_NS_diff,P_south_plus_highlat_minus_main,old_v1,new_v1_1,1,-0.6965676497044065,0.6965676497044065,0.0009990009990009,0.0017170329670329,stable_lag_dominant,False,True,highlat_p_target;south_p_target;main_p_target
S1,V_pos_north_edge_lat,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.2255575953684202,0.2255575953684202,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S1,V_pos_south_edge_lat,P_south_band_share_18_24,new_v1_1,old_v1,5,-0.1877618071715828,0.1877618071715828,0.0049950049950049,0.0077025777960357,stable_lag_dominant,True,False,south_p_target
S1,V_pos_south_edge_lat,P_spread_lat,new_v1_1,old_v1,3,0.2515599484102724,0.2515599484102724,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_pos_band_width,P_main_28_35_mean,new_v1_1,new_v1_1,3,0.1432271114733626,0.1432271114733626,0.0289710289710289,0.0415671285236502,stable_lag_dominant,True,True,boundary_or_latband_v;main_p_target
S1,V_pos_band_width,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.2480123519473441,0.2480123519473441,0.0019980019980019,0.0032967032967032,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S1,V_pos_band_width,P_highlat_35_60_mean,new_v1_1,new_v1_1,2,0.2436400278403653,0.2436400278403653,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
S1,V_pos_centroid_lat_recomputed,P_north_band_share_35_45,new_v1_1,old_v1,2,0.2091867278601937,0.2091867278601937,0.0029970029970029,0.0047095761381475,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_pos_centroid_lat_recomputed,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.2036552971896516,0.2036552971896516,0.0029970029970029,0.0047095761381475,stable_lag_dominant,True,True,highlat_p_target
S1,V_pos_centroid_lat_recomputed,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.2306579850800916,0.2306579850800916,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target
S1,V_highlat_35_55_mean,P_main_band_share,new_v1_1,old_v1,3,0.2554031115473396,0.2554031115473396,0.0029970029970029,0.0047095761381475,stable_lag_dominant,True,False,main_p_target
S1,V_highlat_35_55_mean,P_south_band_share_18_24,new_v1_1,old_v1,2,-0.2408059699784475,0.2408059699784475,0.0029970029970029,0.0047095761381475,stable_lag_dominant,True,False,south_p_target
S1,V_highlat_35_55_mean,P_main_minus_south,new_v1_1,old_v1,3,0.2727899611035933,0.2727899611035933,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,south_p_target;main_p_target
S1,V_highlat_35_55_mean,P_north_band_share_35_45,new_v1_1,old_v1,2,0.3416699003867117,0.3416699003867117,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_highlat_35_55_mean,P_total_centroid_lat_10_50,new_v1_1,old_v1,3,0.3495744424227839,0.3495744424227839,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_highlat_35_55_mean,P_main_28_35_mean,new_v1_1,new_v1_1,3,0.3132970768354956,0.3132970768354956,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,main_p_target
S1,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,2,0.4680466292737978,0.4680466292737978,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target
S1,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,2,0.502521863621277,0.502521863621277,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,highlat_p_target
S1,V_highlat_35_55_mean,P_south_minus_main,new_v1_1,new_v1_1,3,-0.2451135276975592,0.2451135276975592,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,south_p_target;main_p_target
S1,V_lowlat_20_30_mean,P_main_band_share,new_v1_1,old_v1,1,0.7078260308317332,0.7078260308317332,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,main_p_target
S1,V_lowlat_20_30_mean,P_spread_lat,new_v1_1,old_v1,4,-0.3774267759382156,0.3774267759382156,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,old_or_unlabeled
S1,V_lowlat_20_30_mean,P_north_minus_main_35_45,new_v1_1,old_v1,2,-0.5281882355518375,0.5281882355518375,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,False,main_p_target
S1,V_lowlat_20_30_mean,P_main_28_35_mean,new_v1_1,new_v1_1,1,0.6655249321368243,0.6655249321368243,0.0009990009990009,0.0017170329670329,stable_lag_dominant,True,True,main_p_target
